Unnamed: 0,#,Name,Team,G,AB,PA,HIP,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,NSB,AVG,OBP,SLG,OPS,BABIP,K%,BB%,real_AB,real_PA,real_HIP,real_H,real_1B,real_2B,real_3B,real_HR,real_R,real_RBI,real_BB,real_IBB,real_SO,real_HBP,real_SF,real_SH,real_SB,real_CS,real_NSB,real_AVG,real_OBP,real_SLG,real_OPS,real_BABIP,real_K%,real_BB%
59,62,Colton Cowser,BAL,139,314.27549194991053,360.0,66.97674418293381,0.22003577816666667,0.7500000000348557,0.23076923077995565,0.01923076923166297,0.033989266547406076,0.1449016100178891,0.13237924865831843,0.1037567084078712,0.0035778175313059034,0.2933810375670841,0.016100178890876563,0.007155635062611807,0.0,0.014311270125223614,0.0053667262969588556,0.008944543828264758,0.252,0.3398926654740608,0.4262295081967213,0.7661221736707822,0.3365695792880259,29.338103756708406,10.37567084078712,327,360,48,0.17777777777777778,0.7083333333333334,0.2916666666666667,0.0,0.044444444444444446,0.1,0.1111111111111111,0.075,0.002777777777777778,0.35555555555555557,0.016666666666666666,0.0,0.0,0.03888888888888889,0.0,0.03888888888888889,0.196,0.269,0.385,0.655,0.262,35.6,7.5
60,63,James Wood,WSN,137,604.9186440677965,689.0,136.63220338983047,0.23220338983050842,0.7094017094017097,0.24786324786324793,0.04273504273504274,0.033898305084745756,0.1372881355932203,0.1288135593220339,0.11355932203389829,0.003389830508474576,0.2711864406779661,0.005084745762711864,0.003389830508474576,0.0,0.030508474576271184,0.010169491525423728,0.020338983050847453,0.264,0.3508474576271186,0.4555984555984556,0.8064459132255742,0.3441176470588235,27.11864406779661,11.35593220338983,598,689,122,0.2220609579100145,0.6885245901639344,0.3114754098360656,0.0,0.04499274310595065,0.1262699564586357,0.13642960812772134,0.12336719883889695,0.011611030478955007,0.32075471698113206,0.0043541364296081275,0.0043541364296081275,0.0,0.02177068214804064,0.010159651669085631,0.011611030478955007,0.256,0.35,0.475,0.825,0.35,32.1,12.3
61,64,Pete Crow-Armstrong,CHC,136,590.3724394785846,647.0,128.91806331471133,0.22718808193668527,0.7383177569743895,0.19626168224299068,0.06542056075114476,0.027932960893854747,0.14338919925512106,0.12662942271880817,0.055865921787709494,0.0037243947858472994,0.2588454376163873,0.014897579143389201,0.005586592178770949,0.011173184357541898,0.057728119180633135,0.011173184357541898,0.04655493482309124,0.249,0.3013182674199623,0.4122448979591837,0.713563165,0.3156342182890855,25.884543761638735,5.586592179,591,647,115,0.22565687789799072,0.6434782608695652,0.3217391304347826,0.034782608695652174,0.04791344667697063,0.14064914992272023,0.14683153013910355,0.04482225656877898,0.0015455950540958269,0.23956723338485317,0.013910355486862442,0.01854714064914992,0.00927357032457496,0.05409582689335394,0.012364760432766615,0.04173106646058733,0.247,0.287,0.481,0.768,0.276,24.0,4.5
62,65,Matt Olson,ATL,152,626.7297709923665,724.0000000000001,122.69312977099239,0.2183206106870229,0.6936936936800058,0.2972972972972972,0.009009009009009009,0.04885496183206107,0.1297709923664122,0.15419847328244274,0.11755725190607733,0.00916030534392265,0.23358778625954196,0.00916030534392265,0.007633587786259542,0.0,0.0015267175572519084,0.0,0.0015267175572519084,0.252,0.3450381679389313,0.4832451499118165,0.8282833178507478,0.2868217054263566,23.3587786259542,11.755725190839694,624,724,141,0.23480662983425415,0.6950354609929078,0.2907801418439716,0.014184397163120567,0.04005524861878453,0.13535911602209943,0.13121546961325967,0.12569060773480664,0.0027624309392265192,0.2430939226519337,0.0055248618784530384,0.006906077348066298,0.0,0.0013812154696132596,0.0,0.0013812154696132596,0.272,0.366,0.484,0.85,0.333,24.3,12.6
63,66,Bo Bichette,TOR,127,586.7445255474453,628.0,147.83211678832117,0.26277372262773724,0.7751937984496123,0.2170542635658915,0.007751937984496124,0.02737226277372263,0.12408759124087591,0.12408759124087591,0.05656934306569343,0.0018248175182481753,0.1916058394160584,0.005474452554744526,0.0036496350364963507,0.0,0.016423357664233577,0.005474452554744526,0.010948905109489052,0.281,0.3248175182481752,0.427734375,0.7525518932481752,0.3274111675126903,19.16058394160584,5.656934306569343,582,628,163,0.28821656050955413,0.7239263803680982,0.26993865030674846,0.006134969325153374,0.028662420382165606,0.12420382165605096,0.14968152866242038,0.06369426751592357,0.0031847133757961785,0.1449044585987261,0.004777070063694267,0.004777070063694267,0.0,0.006369426751592357,0.004777070063694267,0.0015923566878980893,0.311,0.357,0.483,0.84,0.342,14.499999999999998,6.4
64,67,Seiya Suzuki,CHC,131,569.7700534759358,651.0,129.96791443850267,0.23707664884135474,0.7321428571428571,0.23214285714285715,0.03571428571428571,0.0374331550802139,0.1283422459893048,0.1283422459893048,0.10873440285204991,0.005347593582887701,0.2477718360071301,0.0071301247771836,0.0089126559714795,0.0,0.0196078431372549,0.0089126559714795,0.010695187165775402,0.271,0.3529411764705882,0.4684317718940937,0.8213729483646819,0.3333333333333333,24.777183600713013,10.87344028520499,571,651,108,0.21505376344086022,0.6851851851851852,0.28703703703703703,0.027777777777777776,0.04915514592933948,0.1152073732718894,0.15821812596006143,0.10906298003072197,0.0015360983102918587,0.2519201228878648,0.0015360983102918587,0.01228878648233487,0.0,0.007680491551459293,0.0030721966205837174,0.004608294930875576,0.245,0.326,0.478,0.804,0.282,25.2,10.9
65,68,Jackson Holliday,BAL,135,556.7563451776649,649.0,112.01015228426398,0.19796954314720816,0.7058823529411763,0.2745098039215686,0.019607843137254898,0.025380710659898473,0.17089678505392913,0.11505922165820642,0.13028764805414553,0.001692047377326565,0.2622673434856176,0.00676818950930626,0.005076142131979695,0.0,0.015228426395939085,0.001692047377326565,0.01353637901861252,0.231,0.3350253807106599,0.3826429980276134,0.7176683787382734,0.3,26.22673434856176,13.028764805414554,586,649,125,0.21879815100154082,0.808,0.168,0.024,0.026194144838212634,0.10785824345146379,0.0847457627118644,0.08628659476117104,0.0015408320493066256,0.21571648690292758,0.009244992295839754,0.0015408320493066256,0.0,0.026194144838212634,0.01694915254237288,0.009244992295839754,0.242,0.314,0.375,0.69,0.291,21.6,8.6
66,69,Nolan Arenado,STL,138,396.1586206896551,435.99999999999994,90.95862068965519,0.23965517241379317,0.7603305785123965,0.23140495867768582,0.008264462809917354,0.031034482758620693,0.10517241378440369,0.1327586206896552,0.07241379310344828,0.005172413793103448,0.14655172413793105,0.008620689655172414,0.010344827586206896,0.0,0.003448275862068966,0.003448275862068966,0.0,0.264,0.3206896551724137,0.4231499051233396,0.7438395602957535,0.2813953488372093,14.6551724137931,7.241379310344828,401,436,83,0.21788990825688073,0.7710843373493976,0.21686746987951808,0.012048192771084338,0.027522935779816515,0.11009174311926606,0.11926605504587157,0.06422018348623854,0.009174311926605505,0.11238532110091744,0.006880733944954129,0.009174311926605505,0.0,0.006880733944954129,0.0,0.006880733944954129,0.237,0.289,0.377,0.666,0.241,11.2,6.4
67,70,Pete Alonso,NYM,152,613.9568567026193,709.0,113.61479198767334,0.2110939907550077,0.7403846153846154,0.25,0.009615384615384616,0.05084745762711864,0.12788906009244994,0.15562403697996918,0.10477657935285054,0.010785824345146378,0.2295839753466872,0.021571648690292756,0.007704160246533128,0.0,0.006163328197461213,0.0,0.006163328197461213,0.244,0.337442219,0.4697508896797153,0.8071931084778663,0.2701298701298701,22.95839753466872,10.477657935285054,624,709,132,0.2397743300423131,0.6818181818181818,0.3106060606060606,0.007575757575757576,0.0535966149506347,0.1227080394922426,0.1777150916784203,0.08603667136812412,0.007052186177715092,0.22849083215796898,0.021156558533145273,0.012693935119887164,0.0,0.0014104372355430183,0.0028208744710860366,-0.0014104372355430183,0.272,0.347,0.524,0.871,0.305,22.8,8.6
68,71,Alec Bohm,PHI,146,459.16309719934105,504.0,117.07413509060956,0.2586490939044481,0.7446808510908476,0.24113475177304963,0.014184397163120569,0.026359143327841845,0.11532125205930807,0.13509060955518948,0.06919275123558485,0.0016474464579901153,0.15321252059308074,0.008237232289950576,0.011532125205930808,0.0,0.006589785831960461,0.003294892915980231,0.003294892915980231,0.284,0.3360790774299835,0.4394213381555154,0.775500416,0.3126385809312638,15.32125205930807,6.919275123558484,464,504,122,0.2638888888888889,0.8278688524590164,0.14754098360655737,0.02459016393442623,0.021825396825396824,0.10515873015873016,0.11706349206349206,0.057539682539682536,0.0,0.1626984126984127,0.00992063492063492,0.011904761904761904,0.0,0.003968253968253968,0.0,0.003968253968253968,0.287,0.331,0.409,0.741,0.324,16.3,5.8
69,72,Matt Wallner,MIN,139,339.5935828877005,392.0,65.68270944741533,0.20855614973262032,0.6595744680851062,0.3085106382978723,0.031914893617021274,0.0409982174688057,0.1194295900178253,0.1443850267379679,0.09982174688057041,0.0035650623885918,0.34581105169340465,0.030303030303030307,0.0035650623885918,0.0,0.008912655971479501,0.0017825311942959,0.0071301247771836,0.241,0.338680926916221,0.4547325102880658,0.7934134372042869,0.3468634686346863,34.58110516934047,9.98217468805704,336,392,46,0.17346938775510204,0.5869565217391305,0.34782608695652173,0.06521739130434782,0.05612244897959184,0.11989795918367346,0.10204081632653061,0.11734693877551021,0.0,0.29081632653061223,0.02040816326530612,0.00510204081632653,0.0,0.01020408163265306,0.007653061224489796,0.002551020408163265,0.202,0.311,0.464,0.776,0.228,29.100000000000005,11.7
70,73,Daulton Varsho,TOR,141,243.7973484848485,271.0,43.626893939393945,0.20075757575757577,0.6941176470588235,0.2588235294117647,0.047058823529411764,0.03977272727272728,0.13257575757575757,0.1306818181818182,0.08712121212121213,0.0018939393939393942,0.24810606060606066,0.007575757575757577,0.0037878787878787884,0.0018939393939393942,0.020833333333333336,0.005681818181818183,0.015151515151515154,0.223,0.2960151802656546,0.4189473684210526,0.7149625486867073,0.2615384615384615,24.810606060606062,8.712121212121213,248,271,39,0.2177121771217712,0.6153846153846154,0.3333333333333333,0.05128205128205128,0.07380073800738007,0.15867158671586715,0.2029520295202952,0.06273062730627306,0.0036900369003690036,0.28413284132841327,0.0036900369003690036,0.01845018450184502,0.0,0.007380073800738007,0.0,0.007380073800738007,0.238,0.284,0.548,0.833,0.25,28.4,6.3
71,74,Masyn Winn,STL,146,490.77934272300473,537.0,112.61032863849765,0.23161189358372458,0.746268656716418,0.2164179104477612,0.0373134328358209,0.02190923317683881,0.13615023474178403,0.11111111111111112,0.06885758998435056,0.001564945226917058,0.18153364632237873,0.004694835680751174,0.00782472613458529,0.004694835680751174,0.020344287949921755,0.006259780907668232,0.014084507042253521,0.253,0.3066037735849056,0.3921232876712329,0.6987270612561385,0.2919389978213507,18.15336463223787,6.885758998435055,491,537,115,0.2309124767225326,0.7652173913043478,0.23478260869565218,0.0,0.01675977653631285,0.1340782122905028,0.09497206703910614,0.0633147113594041,0.0,0.18994413407821228,0.0148975791433892,0.0037243947858473,0.0037243947858473,0.01675977653631285,0.00931098696461825,0.0074487895716946,0.253,0.31,0.363,0.673,0.301,19.0,6.3
72,75,Byron Buxton,MIN,95,488.80636604774537,542.0,93.44827586206895,0.22281167108753314,0.6307692307692309,0.33846153846153854,0.030769230769230774,0.05039787798408489,0.15384615384615385,0.14588859416445624,0.07161803713527853,0.002652519893899204,0.28116710875331563,0.021220159151193633,0.005305039787798408,0.0,0.015915119363395226,0.002652519893899204,0.013262599469496022,0.247,0.3156498673740053,0.4911764705882352,0.8068263379622406,0.2995391705069124,28.116710875331563,7.161803713527852,488,542,94,0.23800738007380073,0.7021276595744681,0.22340425531914893,0.07446808510638298,0.06457564575645756,0.17896678966789667,0.15313653136531366,0.07564575645756458,0.00922509225092251,0.2730627306273063,0.012915129151291513,0.01107011070110701,0.0,0.04428044280442804,0.0,0.04428044280442804,0.264,0.327,0.551,0.878,0.302,27.3,7.6
73,76,Mark Vientos,NYM,137,420.0071428571428,463.0,83.50535714285714,0.22678571428571426,0.7425742574257426,0.23762376237623764,0.019801980198019802,0.04642857142857142,0.11785714285714284,0.15357142857142858,0.07678571428571429,0.0017857142857142857,0.30178571428571427,0.008928571428571428,0.007142857142857143,0.0,0.0,0.0,0.0,0.25,0.3125,0.4586614173228346,0.7711614173228347,0.3186119873817035,30.178571428571427,7.678571428571429,424,463,82,0.21382289416846653,0.7195121951219512,0.25609756097560976,0.024390243902439025,0.0367170626349892,0.09503239740820735,0.13174946004319654,0.06479481641468683,0.0,0.24838012958963282,0.01079913606911447,0.008639308855291577,0.0,0.0021598272138228943,0.0,0.0021598272138228943,0.233,0.289,0.413,0.702,0.277,24.8,6.5
74,77,Gleyber Torres,DET,151,555.2738654147105,628.0,127.7621283255086,0.2300469483568075,0.7846153846153846,0.2076923076923077,0.007692307692307694,0.026604068857589987,0.1189358372456964,0.09702660406885759,0.10015649452269171,0.0,0.17840375589171975,0.004694835680751174,0.009389671361502348,0.001564945226917058,0.012519561815336464,0.006259780907668232,0.006259780907668232,0.26,0.335423197,0.4017699115044247,0.7371931089965877,0.2954545454545454,17.84037558685446,10.015649452269171,532,628,120,0.21656050955414013,0.8166666666666667,0.18333333333333332,0.0,0.025477707006369428,0.12579617834394904,0.1178343949044586,0.13535031847133758,0.0,0.160828025477707,0.006369426751592357,0.011146496815286623,0.0,0.006369426751592357,0.0015923566878980893,0.004777070063694267,0.256,0.358,0.387,0.745,0.284,16.1,13.5
75,78,Oneil Cruz,PIT,140,490.24872231686544,544.0,101.94207836456559,0.2282793867120954,0.7090909090909091,0.2545454545454546,0.03636363636363637,0.040885860306643956,0.13628620102941175,0.13628620102941175,0.08858603066439523,0.006814310051107326,0.28620102214650767,0.0051107325383304945,0.0051107325383304945,0.0,0.034071550255536626,0.0051107325383304945,0.028960817717206135,0.253,0.3219761499148211,0.4574669187145557,0.7794430686293768,0.3235294117647059,28.620102214650768,8.858603066439523,471,544,74,0.17279411764705882,0.7162162162162162,0.24324324324324326,0.04054054054054054,0.03676470588235294,0.11397058823529412,0.11213235294117647,0.11764705882352941,0.007352941176470588,0.31985294117647056,0.007352941176470588,0.009191176470588236,0.0,0.06985294117647059,0.009191176470588236,0.06066176470588235,0.2,0.298,0.378,0.676,0.262,32.0,11.8
76,79,J.P. Crawford,SEA,127,566.4,654.0,123.59999999999998,0.2091743119266055,0.7572815533980584,0.23300970873786409,0.00970873786407767,0.020183486238532108,0.12477064220183486,0.09174311926605505,0.11559633027522935,0.0,0.19816513761467888,0.011009174311926604,0.005504587155963302,0.0018348623853211008,0.007339449541284403,0.0018348623853211008,0.005504587155963302,0.242,0.3363970588235294,0.3665254237288136,0.702922483,0.2893258426966292,19.816513761467892,11.559633027522937,570,654,139,0.2308868501529052,0.8273381294964028,0.17266187050359713,0.0,0.01834862385321101,0.10550458715596331,0.08868501529051988,0.11314984709480122,0.0015290519877675841,0.18654434250764526,0.0045871559633027525,0.0015290519877675841,0.009174311926605505,0.012232415902140673,0.0015290519877675841,0.010703363914373088,0.265,0.352,0.37,0.722,0.318,18.7,11.3
77,80,Mike Trout,LAA,76,475.5938461538462,556.0,92.38153846153847,0.22153846153846155,0.7037037037037036,0.25925925925925924,0.037037037037037035,0.05538461538461538,0.14461538461538462,0.15384615384615385,0.12615384615384614,0.012307692307692308,0.26769230769230773,0.015384615384615384,0.003076923076923077,0.0,0.015384615384615384,0.003076923076923077,0.012307692307692308,0.259,0.3630769230769231,0.5179856115107914,0.8810625345877144,0.3103448275862069,26.769230769230766,12.615384615384617,456,556,80,0.1906474820143885,0.8125,0.175,0.0125,0.046762589928057555,0.13129496402877697,0.11510791366906475,0.1564748201438849,0.017985611510791366,0.32014388489208634,0.01079136690647482,0.01079136690647482,0.0,0.0035971223021582736,0.0,0.0035971223021582736,0.232,0.359,0.439,0.797,0.31,32.0,15.6
78,81,Cody Bellinger,NYY,132,589.9280575539568,656.0,132.14388489208633,0.23741007194244607,0.7589285714285715,0.22321428571428573,0.017857142857142856,0.03597122302158273,0.13848920863309352,0.14568345323741005,0.07733812949640288,0.008992805755395683,0.16187050359712232,0.007194244604316547,0.016187050359712234,0.0,0.019784172661870502,0.00539568345323741,0.014388489208841464,0.264,0.3219424460431654,0.442,0.7639424460431654,0.2807017543859649,16.18705035971223,7.733812949640288,588,656,131,0.24390243902439024,0.7709923664122137,0.19083969465648856,0.03816793893129771,0.04420731707317073,0.13567073170731708,0.14939024390243902,0.08689024390243902,0.001524390243902439,0.13719512195121952,0.003048780487804878,0.013719512195121951,0.0,0.019817073170731708,0.003048780487804878,0.01676829268292683,0.272,0.334,0.48,0.813,0.274,13.699999999999998,8.7
79,82,Xander Bogaerts,SDP,129,496.0883977900553,552.0,116.9060773480663,0.23572744014732966,0.7913043478260869,0.19999999999999998,0.008695652173913044,0.02394106813996317,0.11602209944751384,0.10681399631675875,0.08103130755064458,0.001841620626151013,0.17863720073664827,0.009208103130755065,0.011049723756906079,0.0,0.020257826887661146,0.003683241252302026,0.01657458563535912,0.262,0.3259668508287293,0.3934426229508196,0.7194094737795489,0.2994791666666667,17.863720073664823,8.103130755064457,491,552,118,0.23369565217391305,0.7457627118644068,0.2542372881355932,0.0,0.019927536231884056,0.11413043478260869,0.09601449275362318,0.08695652173913043,0.005434782608695652,0.17028985507246377,0.007246376811594203,0.014492753623188406,0.0018115942028985507,0.036231884057971016,0.0036231884057971015,0.03260869565217391,0.263,0.328,0.391,0.72,0.299,17.0,8.7
80,83,Jeremy Pena,HOU,149,500.15458937198065,543.0,115.42028985507247,0.23671497584541062,0.7878787878787877,0.19696969696969696,0.01515151515151515,0.024154589371980676,0.12077294685990338,0.10950080515297907,0.05314009661835749,0.001610305958132045,0.19001610305958128,0.01610305958132045,0.00644122383252818,0.00322061191626409,0.024154589371980676,0.008051529790660225,0.01610305958132045,0.257,0.3069466882067851,0.3881118881118881,0.6950585763186732,0.2979683972911964,19.001610305958135,5.314009661835748,493,543,133,0.27624309392265195,0.7593984962406015,0.22556390977443608,0.015037593984962405,0.03130755064456722,0.1252302025782689,0.1141804788213628,0.06445672191528545,0.003683241252302026,0.1712707182320442,0.022099447513812154,0.003683241252302026,0.001841620626151013,0.03683241252302026,0.003683241252302026,0.03314917127071823,0.304,0.363,0.477,0.84,0.345,17.1,6.4
81,84,Josh Smith,TEX,139,489.0057142857143,563.0,107.23809523809526,0.21333333333333337,0.7399999999999999,0.23999999999999996,0.019999999999999997,0.022857142857142857,0.1219047619047619,0.10857142857142858,0.08952380952380953,0.0019047619047619048,0.20380952380952383,0.032380952380952385,0.005714285714285714,0.0038095238095238095,0.017142857142857144,0.005714285714285714,0.011428571428571429,0.246,0.3365200764818356,0.3859649122807017,0.7224849887625373,0.2941176470588235,20.38095238095238,8.952380952380953,495,563,114,0.2202486678507993,0.7807017543859649,0.20175438596491227,0.017543859649122806,0.017761989342806393,0.12433392539964476,0.06216696269982238,0.09769094138543517,0.003552397868561279,0.17761989342806395,0.014209591474245116,0.0017761989342806395,0.0053285968028419185,0.021314387211367674,0.0053285968028419185,0.015985790408525755,0.251,0.335,0.366,0.7,0.295,17.8,9.8
82,85,J.T. Realmuto,PHI,109,497.737556561086,550.0,109.50226244343892,0.2330316742081448,0.7386363636363636,0.22727272729049586,0.03409090909090909,0.03393665158371041,0.1221719457090909,0.1244343891402715,0.07013574660633483,0.004524886878181819,0.24660633484162897,0.01809954751090909,0.006787330316742082,0.0,0.015837104072398193,0.006787330316742082,0.009049773756363637,0.258,0.3212669683257919,0.435,0.7562669683257919,0.3154121863799283,24.660633484162897,7.013574660633484,502,550,117,0.23454545454545456,0.7692307692307693,0.2222222222222222,0.008547008547008548,0.02181818181818182,0.10363636363636364,0.09454545454545454,0.06363636363636363,0.0018181818181818182,0.23454545454545456,0.016363636363636365,0.005454545454545455,0.0,0.014545454545454545,0.0036363636363636364,0.01090909090909091,0.257,0.315,0.384,0.7,0.321,23.5,6.4
83,86,Brenton Doyle,COL,138,492.0254545454545,538.0,105.64363636363636,0.2309090909090909,0.7685185185185185,0.19444444444444445,0.037037037037037035,0.03454545454545454,0.13090909091078068,0.13090909091078068,0.06363636363636363,0.0018181818181818182,0.28363636363636363,0.007272727272727273,0.00909090909090909,0.005454545454545455,0.04,0.007272727272727273,0.03272727272727272,0.252,0.3034734917733089,0.4234592445328032,0.7269327363061122,0.3243243243243243,28.363636363636363,6.363636363636363,502,538,102,0.2174721189591078,0.7549019607843137,0.22549019607843138,0.0196078431372549,0.027881040892193308,0.10594795539033457,0.10594795539033457,0.055762081784386616,0.0,0.25650557620817843,0.0,0.007434944237918215,0.0037174721189591076,0.03345724907063197,0.0037174721189591076,0.02973977695167286,0.233,0.274,0.376,0.651,0.289,25.7,5.6
84,87,Willson Contreras,STL,104,482.95260663507105,563.0,93.38862559241706,0.2037914691943128,0.7285714285714286,0.2714285714285714,0.0,0.03791469194312795,0.11848341232227488,0.12322274881516587,0.10426540284360189,0.0023696682464454974,0.25355450236966826,0.03317535545023697,0.004739336492890995,0.0,0.00947867298578199,0.004739336492890995,0.004739336492890995,0.238,0.3412322274881517,0.4226519337016574,0.7638841611898091,0.2904564315352697,25.355450236966824,10.42654028436019,490,563,106,0.22380106571936056,0.6981132075471698,0.29245283018867924,0.009433962264150943,0.035523978685612786,0.12433392539964476,0.14209591474245115,0.07815275310834814,0.0017761989342806395,0.2522202486678508,0.04085257548845471,0.007104795737122558,0.0017761989342806395,0.008880994671403197,0.0017761989342806395,0.007104795737122558,0.257,0.344,0.447,0.791,0.319,25.2,7.8
85,88,Bryson Stott,PHI,142,504.49557522123894,560.0,118.93805309734512,0.231858407079646,0.7833333333333335,0.19166666666666668,0.025000000000000005,0.019469026548672566,0.11858407079646016,0.10619469026548672,0.0831858407079646,0.0017699115044247785,0.17522123893805308,0.005309734513274336,0.010619469026548672,0.0,0.04247787610619469,0.005309734513274336,0.03716814158928571,0.257,0.3203539823008849,0.3791748526522593,0.6995288349531443,0.2962962962962963,17.52212389380531,8.318584071,499,560,115,0.22857142857142856,0.782608695652174,0.19130434782608696,0.02608695652173913,0.023214285714285715,0.11785714285714285,0.11785714285714285,0.09642857142857143,0.0017857142857142857,0.1625,0.0017857142857142857,0.007142857142857143,0.0035714285714285713,0.04285714285714286,0.008928571428571428,0.033928571428571426,0.257,0.328,0.391,0.719,0.288,16.3,9.6
86,90,Tyler O'Neill,BAL,112,183.7516779,209.0,34.59955257270694,0.21923937360178972,0.7567567567522306,0.2297297297297297,0.01351351351351351,0.05369127516778525,0.14765100671140943,0.14765100671140943,0.10067114093959732,0.0044742729306487695,0.3064876957416268,0.01342281879194631,0.006711409395973153,0.0,0.01342281879194631,0.0022371364653243847,0.011185682326621925,0.249,0.3333333333333333,0.4809160305343511,0.8142493638676844,0.3148936170212766,30.648769574944073,10.06711409395973,181,209,27,0.1722488038277512,0.7407407407407407,0.2222222222222222,0.037037037037037035,0.0430622009569378,0.10526315789473684,0.12440191387559808,0.10526315789473684,0.004784688995215311,0.24401913875598086,0.014354066985645933,0.014354066985645933,0.0,0.019138755980861243,0.0,0.019138755980861243,0.199,0.292,0.392,0.684,0.218,24.4,10.5
87,91,Brandon Lowe,TBR,110,490.5846501128668,553.0,92.3747178329571,0.21444695259593677,0.7162162162162163,0.27027027027027034,0.013513513513513513,0.04740406320541761,0.13544018058690746,0.14672686230248308,0.09480812641083522,0.002257336343115124,0.2618510157323689,0.013544018058690745,0.004514672686230249,0.0,0.011286681715575621,0.002257336343115124,0.009029345372460498,0.242,0.3227990970654628,0.4580152671755725,0.7808143642410352,0.2868217054263566,26.18510158013544,9.480812641083524,507,553,99,0.23508137432188064,0.8080808080808081,0.1919191919191919,0.0,0.05605786618444846,0.14285714285714285,0.15009041591320071,0.06871609403254973,0.0018083182640144665,0.2694394213381555,0.003616636528028933,0.0108499095840868,0.0,0.0054249547920434,0.003616636528028933,0.0018083182640144665,0.256,0.307,0.477,0.785,0.297,26.899999999999995,6.9
88,92,Jackson Chourio,MIL,147,544.2165289256199,589.0,126.56198347107438,0.24793388429752067,0.7538461538461538,0.2230769230769231,0.023076923076923078,0.03305785123966942,0.1322314049586777,0.14049586776859505,0.06446280991735538,0.0049586776859504135,0.20826446280991737,0.0049586776859504135,0.0049586776859504135,0.0016528925619834708,0.04462809917355372,0.013223140495867768,0.03140495867768595,0.268,0.3178807947019867,0.4382826475849731,0.7561634422869599,0.3125,20.826446280991735,6.446280991735537,549,589,127,0.25127334465195245,0.6929133858267716,0.2755905511811024,0.031496062992125984,0.035653650254668934,0.1494057724957555,0.13242784380305603,0.050933786078098474,0.001697792869269949,0.20543293718166383,0.0050933786078098476,0.010186757215619695,0.001697792869269949,0.035653650254668934,0.011884550084889643,0.023769100169779286,0.27,0.308,0.463,0.77,0.308,20.5,5.1
89,93,Teoscar Hernandez,LAD,145,498.71568627450984,546.0,107.95098039215686,0.24346405228758172,0.768595041322314,0.2231404958677686,0.008264462809917356,0.0457516339869281,0.12745098039215688,0.16339869280219782,0.07026143790849675,0.0032679738562091504,0.28594771241830064,0.011437908496732025,0.004901960784313726,0.0,0.014705882352941176,0.004901960784313726,0.009803921568627453,0.267,0.3251633986928104,0.4686940966010733,0.7938574952938838,0.3370473537604457,28.594771241830063,7.026143790849673,511,546,101,0.23076923076923078,0.7029702970297029,0.2871287128712871,0.009900990099009901,0.045787545787545784,0.11904761904761904,0.163003663003663,0.047619047619047616,0.0,0.2454212454212454,0.005494505494505495,0.009157509157509158,0.0,0.009157509157509158,0.003663003663003663,0.005494505494505495,0.247,0.284,0.454,0.738,0.283,24.5,4.8
90,94,Salvador Perez,KCR,135,588.0628366247756,641.0,126.58886894075403,0.24057450628366248,0.781818181818182,0.2090909090909091,0.009090909090909092,0.04308797127468582,0.09874326750448834,0.14542190305206465,0.05385996409335727,0.010771992818671455,0.22082585278276484,0.01974865350089767,0.008976660682226212,0.0,0.0,0.0,0.0,0.262,0.3141831238779174,0.4520547945205479,0.7662379183984653,0.2981029810298103,22.082585278276483,5.385996409335727,597,641,111,0.21996879875195008,0.6846846846846847,0.3153153153153153,0.0,0.046801872074883,0.0842433697347894,0.15600624024961,0.0436817472698908,0.0078003120124804995,0.19500780031201248,0.0187207488299532,0.0015600624024961,0.0,0.0,0.0,0.0,0.236,0.284,0.446,0.729,0.251,19.5,4.4
91,95,Shea Langeliers,ATH,133,474.4429400386847,523.0,82.95164410058027,0.21083172147001936,0.7317073170533508,0.2439024390243903,0.024390243905796766,0.05222437137330755,0.11798839458413926,0.15087040618955513,0.07543520309477757,0.003868471954110899,0.2727272727272727,0.009671179883945842,0.007736943906309752,0.0,0.005802707930367505,0.003868471954110899,0.0019342359767891683,0.232,0.2959381044487427,0.4562899786780384,0.7522280831267811,0.2688524590163934,27.27272727272727,7.543520309477756,481,523,102,0.25430210325047803,0.6862745098039216,0.3137254901960784,0.0,0.05927342256214149,0.13957934990439771,0.13766730401529637,0.06883365200764818,0.0019120458891013384,0.19694072657743786,0.0019120458891013384,0.009560229445506692,0.0,0.01338432122370937,0.0019120458891013384,0.011472275334608031,0.277,0.325,0.536,0.861,0.29,19.7,6.9
92,96,Randy Arozarena,SEA,148,610.7786624203821,709.0,126.44585987261146,0.21019108280254775,0.7321428571428572,0.25892857142857145,0.008928571428571428,0.03184713375796178,0.13057324840764334,0.11464968152866242,0.10509554140127388,0.0015923566878980893,0.2531847133757962,0.027070063694267517,0.006369426751592357,0.0,0.03343949044585987,0.01592356687898089,0.017515923566878984,0.244,0.3423566878980891,0.4121996303142329,0.754556318,0.3060109289617486,25.318471337579616,10.509554140127388,613,709,119,0.2059238363892807,0.7226890756302521,0.2689075630252101,0.008403361344537815,0.0380818053596615,0.13399153737658676,0.1071932299012694,0.09026798307475317,0.0028208744710860366,0.2693935119887165,0.0380818053596615,0.007052186177715092,0.0,0.04372355430183357,0.00846262341325811,0.03526093088857546,0.238,0.334,0.426,0.76,0.298,26.899999999999995,9.0
