#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,NSB,AVG,OBP,SLG,OPS,BABIP,K%,BB%
177,Nick Gonzales,PIT,116,446,488,118,76,28,5,9,57,52,30,0,101,7,5,0,2,3,-1,0.265,0.318,0.41,0.728,0.32,20.70%,6.10%
178,Blaze Alexander,BAL,117,401,459,95,64,19,2,10,48,53,40,0,136,12,3,3,8,5,3,0.237,0.322,0.369,0.691,0.329,29.60%,8.70%
179,Sam Antonacci,CHW,115,431,514,106,79,18,5,4,66,60,46,1,87,27,2,8,21,6,15,0.246,0.354,0.339,0.693,0.298,16.90%,8.90%
180,Nathan Lukes,TOR,108,351,392,94,66,17,2,9,48,49,32,1,61,3,2,4,3,2,1,0.268,0.332,0.405,0.737,0.3,15.60%,8.20%
181,Darell Hernaiz,ATH,141,522,582,136,99,27,3,7,66,61,45,0,83,4,5,6,10,3,7,0.261,0.321,0.364,0.685,0.295,14.30%,7.70%
182,Justin Crawford,PHI,119,482,529,138,106,21,4,7,79,56,37,0,109,1,2,7,29,8,21,0.286,0.337,0.39,0.727,0.356,20.60%,7.00%
183,Joe Mack,MIA,120,452,498,100,64,20,1,15,57,62,37,1,140,6,3,0,4,1,3,0.221,0.287,0.369,0.657,0.283,28.10%,7.40%
184,Ben Williamson,TBR,134,487,533,119,86,26,2,5,60,50,36,1,111,7,2,1,11,3,8,0.244,0.305,0.337,0.641,0.306,20.80%,6.80%
185,Carson Kelly,CHC,101,317,359,73,49,12,1,11,39,42,35,0,73,4,3,0,2,0,2,0.23,0.312,0.379,0.691,0.263,20.30%,9.70%
186,Kyle Stowers,MIA,120,404,459,99,55,20,3,21,55,67,44,2,129,7,4,0,3,1,2,0.245,0.327,0.465,0.792,0.302,28.10%,9.60%
187,Dylan Beavers,BAL,129,478,550,119,77,22,3,17,72,66,62,1,127,3,4,3,15,5,10,0.249,0.336,0.414,0.751,0.302,23.10%,11.30%
188,Drew Avans,COL,116,453,505,122,87,22,6,7,75,44,46,1,118,4,2,0,23,5,18,0.269,0.341,0.391,0.731,0.348,23.40%,9.10%
189,Brandon Marsh,PHI,139,419,474,109,71,21,3,14,59,59,46,1,134,2,5,2,10,3,7,0.26,0.333,0.425,0.757,0.344,28.30%,9.70%
190,Willson Contreras,BOS,116,413,478,105,62,25,1,17,57,64,44,1,117,18,2,1,4,1,3,0.254,0.35,0.443,0.793,0.313,24.50%,9.20%
191,Jadher Areinamo,TBR,133,529,570,136,97,25,0,14,63,64,30,1,82,4,7,0,13,6,7,0.257,0.298,0.384,0.682,0.277,14.40%,5.30%
192,George Springer,TOR,129,480,548,123,79,20,2,22,80,73,58,1,107,7,3,0,13,2,11,0.256,0.343,0.444,0.787,0.285,19.50%,10.60%
193,Leonardo Bernal,STL,115,427,468,98,69,18,1,10,49,47,34,0,97,3,2,2,6,3,3,0.23,0.29,0.347,0.636,0.273,20.70%,7.30%
194,Heliot Ramos,SFG,150,576,640,149,101,24,2,22,80,81,49,2,148,11,4,0,6,3,3,0.259,0.327,0.422,0.748,0.31,23.10%,7.70%
195,Brice Matthews,HOU,117,442,500,99,62,16,4,17,62,64,48,0,173,8,1,1,24,8,16,0.224,0.311,0.394,0.704,0.324,34.60%,9.60%
196,Tyler Fitzgerald,SFG,122,438,483,105,69,20,2,14,62,58,30,0,140,8,3,4,13,3,10,0.24,0.299,0.39,0.689,0.317,29.00%,6.20%
197,Jake Mangum,PIT,111,410,437,117,87,24,3,3,44,42,20,0,70,4,2,1,17,5,12,0.285,0.323,0.38,0.704,0.336,16.00%,4.60%
198,Jake Cronenworth,SDP,134,459,539,107,70,22,3,12,63,55,61,1,108,12,5,2,3,2,1,0.233,0.335,0.373,0.708,0.276,20.00%,11.30%
199,Connor Norby,MIA,122,475,520,118,76,24,2,16,71,63,36,0,138,5,4,0,9,3,6,0.248,0.306,0.408,0.714,0.314,26.50%,6.90%
200,Luis Garcia Jr.,WSN,141,510,547,138,95,25,2,16,68,70,30,1,86,1,6,0,13,5,8,0.271,0.309,0.422,0.731,0.295,15.70%,5.50%
201,Nolan Gorman,STL,123,413,463,92,53,18,0,21,57,61,46,1,148,1,3,0,3,1,2,0.223,0.3,0.419,0.719,0.287,32.00%,9.90%
202,Munetaka Murakami,CHW,120,419,500,98,59,15,0,24,65,69,73,5,170,5,3,0,8,4,4,0.234,0.352,0.442,0.794,0.325,34.00%,14.60%
203,Salvador Perez,KCR,141,532,575,131,82,24,1,24,52,80,28,5,124,11,4,0,0,0,0,0.246,0.296,0.43,0.726,0.276,21.60%,4.90%
204,Sung-Mun Song,SDP,133,520,576,124,88,21,3,12,64,57,50,4,104,1,4,1,12,1,11,0.238,0.304,0.36,0.664,0.275,18.10%,8.70%
205,Ozzie Albies,ATL,140,545,601,136,90,26,2,18,73,70,45,1,87,5,6,0,11,3,8,0.25,0.309,0.404,0.713,0.265,14.50%,7.50%
206,Travis Bazzana,CLE,98,375,433,82,53,16,3,10,65,48,50,0,129,7,0,1,7,2,5,0.219,0.322,0.357,0.679,0.305,29.80%,11.50%
207,Dylan Crews,WSN,110,406,448,99,67,16,4,12,58,50,31,0,101,9,2,0,20,6,14,0.244,0.31,0.392,0.702,0.295,22.50%,6.90%
208,Christian Walker,HOU,135,503,566,117,68,23,1,25,66,76,48,2,147,9,6,0,3,1,2,0.233,0.307,0.431,0.739,0.273,26.00%,8.50%
209,Cooper Ingle,CLE,112,410,474,92,57,27,0,8,54,48,58,0,91,3,2,1,1,2,-1,0.224,0.323,0.349,0.672,0.268,19.20%,12.20%
210,Ivan Herrera,STL,115,402,464,110,75,20,1,14,58,60,49,1,91,9,4,0,8,2,6,0.274,0.362,0.433,0.795,0.319,19.60%,10.60%
211,Colby Thomas,ATH,132,492,542,121,69,30,3,19,67,82,32,0,163,12,5,1,8,4,4,0.246,0.305,0.435,0.74,0.324,30.10%,5.90%
212,Leo Rivas,SEA,111,333,405,72,56,10,1,5,53,36,57,0,99,4,4,7,19,4,15,0.216,0.334,0.297,0.631,0.288,24.40%,14.10%
213,TJ Friedl,CIN,142,508,592,122,87,19,4,12,67,60,61,0,99,14,5,4,13,3,10,0.24,0.335,0.364,0.699,0.274,16.70%,10.30%
214,Marcell Ozuna,PIT,138,487,566,121,75,21,0,25,66,76,72,1,139,3,4,0,0,0,0,0.248,0.346,0.446,0.792,0.294,24.60%,12.70%
215,Coby Mayo,BAL,130,465,520,109,58,27,2,22,64,70,45,1,148,7,3,0,4,2,2,0.234,0.31,0.443,0.753,0.292,28.50%,8.70%
216,Chase Meidroth,CHW,127,473,547,115,91,16,1,7,66,45,60,0,83,10,2,2,12,4,8,0.243,0.339,0.326,0.665,0.281,15.20%,11.00%
217,Zach Cole,HOU,113,429,481,94,52,20,5,17,59,66,43,2,198,8,1,0,14,5,9,0.219,0.301,0.408,0.709,0.358,41.20%,8.90%
218,Jett Williams,MIL,128,493,558,112,64,28,7,13,75,68,55,0,150,6,3,1,18,7,11,0.227,0.311,0.391,0.702,0.297,26.90%,9.90%
219,Joey Ortiz,MIL,135,454,500,112,74,25,4,9,61,54,35,0,85,4,3,4,11,3,8,0.247,0.304,0.379,0.683,0.284,17.00%,7.00%
220,Victor Scott II,STL,135,452,514,102,76,16,3,7,60,43,41,0,108,9,4,8,36,6,30,0.226,0.3,0.321,0.621,0.279,21.00%,8.00%
221,Dominic Keegan,TBR,92,351,390,83,54,17,2,10,44,46,29,0,105,5,5,0,0,0,0,0.236,0.3,0.382,0.682,0.303,26.90%,7.40%
222,Jared Triolo,PIT,117,391,443,97,68,19,3,7,51,40,46,1,99,3,2,1,13,3,10,0.248,0.33,0.366,0.696,0.314,22.30%,10.40%
223,Jordan Lawlar,ARI,101,375,421,87,53,22,3,9,54,46,36,1,111,6,2,2,17,3,14,0.232,0.308,0.379,0.687,0.304,26.40%,8.60%
224,James Outman,MIN,137,450,516,99,58,20,3,18,72,55,53,1,173,9,4,0,12,2,10,0.22,0.312,0.398,0.71,0.308,33.50%,10.30%
225,Aidan Miller,PHI,120,474,536,108,71,24,2,11,66,61,52,0,147,9,1,0,28,10,18,0.228,0.315,0.357,0.672,0.306,27.40%,9.70%
226,Royce Lewis,MIN,104,370,404,93,60,19,0,14,45,54,29,1,83,2,3,0,9,1,8,0.251,0.307,0.416,0.723,0.286,20.50%,7.20%
227,Denzel Clarke,ATH,93,337,376,78,49,17,4,8,48,43,30,0,127,7,1,1,13,3,10,0.231,0.307,0.377,0.684,0.345,33.80%,8.00%
228,Ramon Laureano,SDP,119,397,442,96,58,19,2,17,59,58,34,1,120,9,2,0,7,3,4,0.242,0.314,0.428,0.743,0.302,27.10%,7.70%
229,Samad Taylor,SDP,139,528,605,128,93,20,5,10,84,60,54,0,141,4,5,14,30,9,21,0.242,0.315,0.356,0.671,0.309,23.30%,8.90%
230,Joey Loperfido,HOU,126,436,483,107,68,22,2,15,60,65,32,1,131,9,2,4,10,4,6,0.245,0.309,0.408,0.717,0.315,27.10%,6.60%
231,Adolis Garcia,PHI,132,497,544,122,71,25,1,25,70,85,35,1,144,6,6,0,12,4,8,0.245,0.3,0.451,0.75,0.29,26.50%,6.40%
232,Cole Young,SEA,136,478,543,110,75,22,4,9,60,57,51,1,91,8,3,3,6,4,2,0.23,0.313,0.349,0.662,0.265,16.80%,9.40%
233,RJ Schreck,TOR,104,360,422,78,46,13,2,17,54,61,48,1,100,11,0,3,4,1,3,0.217,0.327,0.406,0.733,0.251,23.70%,11.40%
234,Zach McKinstry,DET,133,403,451,98,64,18,6,10,56,43,39,1,97,5,3,1,15,3,12,0.243,0.316,0.392,0.708,0.294,21.50%,8.60%
235,Nolan Arenado,ARI,119,447,490,112,76,22,1,13,51,64,34,3,66,4,5,0,3,1,2,0.251,0.306,0.391,0.698,0.265,13.50%,6.90%
236,Trey Sweeney,DET,125,426,474,97,65,17,2,13,59,55,41,1,126,4,3,0,10,3,7,0.228,0.3,0.369,0.668,0.29,26.60%,8.60%
237,Jesus Sanchez,TOR,136,444,490,108,67,21,2,18,61,61,41,1,121,3,2,0,10,2,8,0.243,0.31,0.421,0.731,0.293,24.70%,8.40%
238,Josue Briceno,DET,105,409,464,91,60,13,3,15,56,64,47,3,106,5,3,0,0,1,-1,0.222,0.308,0.379,0.687,0.261,22.80%,10.10%
239,Jake Rogers,DET,84,246,274,53,31,12,1,9,34,36,23,0,81,2,2,1,0,0,0,0.215,0.286,0.382,0.668,0.278,29.60%,8.40%
240,Ben Rice,NYY,128,439,503,106,59,21,2,24,70,73,52,0,104,8,4,0,4,2,2,0.241,0.33,0.462,0.792,0.26,20.70%,10.30%
241,Pedro Pages,STL,105,351,384,79,53,15,1,10,35,42,24,1,100,3,4,2,1,0,1,0.225,0.277,0.359,0.636,0.282,26.00%,6.30%
242,Carlos Narvaez,BOS,108,370,418,83,52,21,0,10,43,46,41,1,109,4,2,1,2,1,1,0.224,0.307,0.362,0.669,0.289,26.10%,9.80%
243,Nate Eaton,BOS,124,415,459,102,67,22,3,10,59,54,31,0,110,7,3,3,18,5,13,0.246,0.307,0.386,0.693,0.309,24.00%,6.80%
244,Victor Caratini,MIN,98,290,328,72,54,11,0,7,29,34,25,0,55,9,4,0,1,0,1,0.248,0.323,0.359,0.682,0.28,16.80%,7.60%
245,Miguel Vargas,CHW,135,480,551,113,68,27,2,16,76,60,60,0,100,6,5,0,7,2,5,0.235,0.325,0.4,0.725,0.263,18.10%,10.90%
246,Otto Kemp,PHI,129,468,532,112,69,24,3,16,73,77,37,1,149,22,5,0,10,5,5,0.239,0.321,0.406,0.727,0.312,28.00%,7.00%
247,Pedro Ramirez,CHC,130,523,570,127,98,18,4,7,61,55,36,1,114,6,5,0,14,6,8,0.243,0.296,0.333,0.629,0.295,20.00%,6.30%
248,Ke'Bryan Hayes,CIN,128,467,507,112,84,17,2,9,51,50,34,1,101,4,2,0,11,3,8,0.24,0.296,0.343,0.638,0.287,19.90%,6.70%
249,Edmundo Sosa,PHI,99,262,284,67,42,14,2,9,35,37,10,0,65,8,2,2,3,1,2,0.256,0.301,0.427,0.729,0.305,22.90%,3.50%
250,Ryan Vilade,TBR,120,429,480,108,74,20,3,11,57,57,40,0,112,6,4,1,8,4,4,0.252,0.322,0.389,0.711,0.313,23.30%,8.30%
251,Braxton Fulford,COL,87,294,332,73,46,16,2,9,42,43,25,0,88,9,3,1,4,2,2,0.248,0.323,0.408,0.731,0.32,26.50%,7.50%
252,Joshua Kuroda-Grauer,ATH,120,491,532,125,99,23,1,2,50,49,28,0,61,10,1,2,12,4,8,0.255,0.308,0.318,0.625,0.287,11.50%,5.30%
253,Akil Baddoo,MIL,121,414,469,97,60,18,5,14,61,57,51,1,120,2,2,0,17,5,12,0.234,0.32,0.403,0.723,0.294,25.60%,10.90%
254,Zach Ehrhard,LAD,122,468,529,107,67,24,1,15,70,70,46,0,116,9,5,1,18,3,15,0.229,0.307,0.38,0.687,0.269,21.90%,8.70%
255,Brandon Lockridge,MIL,104,319,356,79,57,16,3,3,43,34,28,0,92,3,2,4,21,3,18,0.248,0.313,0.345,0.657,0.336,25.80%,7.90%
256,Jeremiah Jackson,BAL,128,483,514,117,72,25,1,19,55,68,24,0,119,4,3,0,8,5,3,0.242,0.282,0.416,0.698,0.282,23.20%,4.70%
257,Bo Davidson,SFG,117,478,528,118,87,14,6,11,64,56,46,1,134,2,1,1,10,4,6,0.247,0.315,0.37,0.685,0.32,25.40%,8.70%
258,Alec Burleson,STL,138,486,530,133,91,23,1,18,58,68,36,0,73,3,4,1,5,1,4,0.274,0.325,0.436,0.761,0.288,13.80%,6.80%
259,J.C. Escarra,NYY,93,295,335,69,46,14,2,7,38,36,32,0,57,4,4,0,2,1,1,0.234,0.313,0.366,0.68,0.264,17.00%,9.60%
260,Emmanuel Rodriguez,MIN,76,277,331,62,39,13,3,7,47,34,50,0,114,3,1,0,7,2,5,0.224,0.347,0.368,0.716,0.35,34.40%,15.10%
261,David Hamilton,MIL,109,337,374,77,53,13,2,9,51,39,32,0,87,2,1,2,34,7,27,0.228,0.298,0.359,0.657,0.281,23.30%,8.60%
262,Jose Tena,WSN,121,457,498,118,83,24,3,8,55,53,34,0,128,2,2,3,14,5,9,0.258,0.311,0.376,0.687,0.341,25.70%,6.80%
263,Will Wagner,SDP,97,338,383,84,60,17,2,5,42,36,38,0,66,4,2,1,3,2,1,0.249,0.33,0.355,0.685,0.294,17.20%,9.90%
264,Spencer Jones,NYY,120,475,525,109,62,22,3,22,74,76,43,1,200,4,3,0,17,5,12,0.229,0.297,0.427,0.725,0.34,38.10%,8.20%
265,Josh Lowe,LAA,120,424,467,109,68,25,2,14,59,54,37,2,125,2,3,1,21,3,18,0.257,0.318,0.425,0.742,0.33,26.80%,7.90%
266,Brett Harris,ATH,101,354,403,84,59,15,1,9,47,49,36,0,78,8,3,2,5,2,3,0.237,0.319,0.362,0.681,0.278,19.40%,8.90%
267,Brayan Rocchio,CLE,147,500,560,118,80,26,2,10,64,57,43,0,103,8,5,4,12,6,6,0.236,0.304,0.356,0.66,0.276,18.40%,7.70%
268,Jack Suwinski,LAD,130,402,468,92,51,21,2,18,56,57,55,2,144,6,4,1,12,1,11,0.229,0.328,0.425,0.753,0.303,30.80%,11.80%
269,Kristian Campbell,BOS,134,491,559,121,84,23,3,11,65,65,55,0,142,12,1,0,7,3,4,0.246,0.336,0.373,0.709,0.324,25.40%,9.80%
270,Casey Schmitt,SFG,115,392,431,100,66,19,1,14,49,55,29,1,96,5,4,1,3,1,2,0.255,0.312,0.416,0.727,0.301,22.30%,6.70%
271,Alan Roden,MIN,112,385,438,100,70,21,2,7,57,47,38,1,68,12,3,0,7,2,5,0.26,0.342,0.379,0.722,0.297,15.50%,8.70%
272,Jacob Young,WSN,132,434,486,108,86,16,3,3,61,42,33,0,86,8,2,9,23,8,15,0.249,0.312,0.32,0.633,0.303,17.70%,6.80%
273,Michael Arroyo,SEA,128,517,594,108,70,23,2,13,70,78,48,0,151,26,3,0,8,4,4,0.209,0.306,0.337,0.643,0.267,25.40%,8.10%
274,Tatem Levins,TBR,89,309,355,67,45,14,1,7,37,37,38,1,100,5,2,1,1,0,1,0.217,0.311,0.337,0.647,0.294,28.20%,10.70%
275,Nacho Alvarez Jr.,ATL,106,389,437,92,69,17,0,6,44,41,36,0,92,10,1,1,5,2,3,0.237,0.317,0.326,0.643,0.295,21.10%,8.20%
276,Kyle Karros,COL,120,440,492,114,80,26,2,6,61,50,43,2,113,6,3,0,5,1,4,0.259,0.331,0.368,0.699,0.333,23.00%,8.70%
277,Andrew Stevenson,,93,338,368,88,63,15,3,7,43,43,24,0,88,5,1,0,19,5,14,0.26,0.318,0.385,0.703,0.332,23.90%,6.50%
278,Evan Carter,TEX,106,364,417,86,58,16,3,9,54,43,43,1,95,8,2,0,18,4,14,0.236,0.329,0.371,0.699,0.294,22.80%,10.30%
279,Miguel Rojas,LAD,102,283,313,72,51,15,0,6,35,30,22,0,42,3,2,3,5,1,4,0.254,0.313,0.371,0.684,0.278,13.40%,7.00%
280,Mickey Moniak,COL,126,415,443,114,67,21,6,20,60,65,22,1,108,4,2,0,8,4,4,0.275,0.316,0.499,0.815,0.325,24.40%,5.00%
281,Daniel Susac,SFG,99,377,409,90,62,16,1,11,36,54,23,0,119,6,3,0,4,2,2,0.239,0.291,0.374,0.665,0.316,29.10%,5.60%
282,Brett Wisely,ATL,116,386,433,94,65,19,1,9,53,49,37,1,94,3,3,4,8,3,5,0.244,0.312,0.368,0.68,0.297,21.70%,8.50%
283,Johan Rojas,PHI,122,393,429,97,73,15,4,5,54,41,22,0,93,4,2,8,24,4,20,0.247,0.292,0.344,0.636,0.31,21.70%,5.10%
284,Rafael Flores Jr.,PIT,131,492,538,126,84,27,1,14,54,54,40,0,156,4,2,0,3,0,3,0.256,0.316,0.4,0.716,0.346,29.00%,7.40%
285,Tyler Stephenson,CIN,115,380,431,89,55,19,1,14,50,55,43,1,121,5,3,0,0,1,-1,0.234,0.318,0.4,0.718,0.302,28.10%,10.00%
286,Creed Willems,BAL,109,398,439,86,53,18,1,14,36,55,28,2,105,8,3,2,1,1,0,0.216,0.279,0.372,0.651,0.255,23.90%,6.40%
287,Max Muncy,ATH,105,377,416,93,60,21,1,11,45,57,26,1,120,8,3,2,3,3,0,0.247,0.307,0.395,0.702,0.329,28.80%,6.30%
288,Thomas Saggese,STL,134,502,546,125,88,24,2,11,63,58,32,0,141,7,4,1,6,3,3,0.249,0.301,0.371,0.671,0.322,25.80%,5.90%
289,Cedric Mullins,TBR,126,425,478,95,60,19,1,15,59,56,43,0,105,4,4,2,20,4,16,0.224,0.298,0.379,0.677,0.259,22.00%,9.00%
290,Ramon Urias,STL,108,333,369,81,54,15,1,11,39,40,28,0,89,4,4,0,2,0,2,0.243,0.306,0.393,0.7,0.295,24.10%,7.60%
291,Drew Cavanaugh,SFG,86,323,370,70,50,12,1,7,42,41,35,0,119,9,3,0,3,1,2,0.217,0.308,0.325,0.633,0.315,32.20%,9.50%
292,Daz Cameron,MIL,100,339,378,79,47,17,2,13,49,51,30,0,104,5,4,0,12,4,8,0.233,0.302,0.41,0.712,0.292,27.50%,7.90%
293,Duce Gourson,PIT,93,341,385,82,54,20,2,6,42,42,28,0,102,10,2,4,15,2,13,0.24,0.315,0.364,0.679,0.323,26.50%,7.30%
294,Nolan Jones,CLE,125,393,447,96,65,18,2,11,50,47,47,2,130,4,2,1,9,3,6,0.244,0.33,0.384,0.714,0.335,29.10%,10.50%
295,CJ Kayfus,CLE,125,445,504,111,68,24,6,13,61,64,46,0,140,8,4,1,6,2,4,0.249,0.328,0.418,0.746,0.331,27.80%,9.10%
296,Andres Chaparro,WSN,117,420,466,102,63,22,1,16,50,59,38,1,110,5,3,0,2,0,2,0.243,0.311,0.414,0.725,0.29,23.60%,8.20%
297,Edouard Julien,COL,133,443,520,114,78,21,3,12,57,51,69,1,145,5,2,1,5,3,2,0.257,0.362,0.4,0.762,0.354,27.90%,13.30%
298,Carlos Perez,HOU,101,362,403,79,46,17,1,15,46,53,32,0,87,5,4,0,0,0,0,0.218,0.288,0.395,0.683,0.242,21.60%,7.90%
299,Mike Trout,LAA,110,388,464,91,54,15,1,21,62,60,67,7,142,6,3,0,2,0,2,0.235,0.353,0.441,0.794,0.307,30.60%,14.40%
300,Carson Benge,NYM,116,464,522,114,74,22,5,13,72,65,48,2,110,8,2,0,11,3,8,0.246,0.326,0.399,0.724,0.294,21.10%,9.20%
301,Luis Torrens,NYM,88,249,271,62,43,12,1,6,24,30,17,0,60,2,2,1,1,1,0,0.249,0.3,0.378,0.678,0.303,22.10%,6.30%
302,Jonatan Clase,TOR,124,461,514,103,65,22,4,12,64,58,43,0,148,4,3,3,28,7,21,0.223,0.294,0.367,0.66,0.299,28.80%,8.40%
303,Joshua Baez,STL,116,418,468,98,62,22,2,12,55,57,36,0,137,9,4,1,24,5,19,0.234,0.306,0.383,0.689,0.315,29.30%,7.70%
304,Jake McCarthy,COL,126,426,473,119,86,20,6,7,63,47,32,0,78,9,2,4,20,4,16,0.279,0.341,0.404,0.745,0.327,16.50%,6.80%
305,Dayson Croes,SFG,95,346,383,92,65,21,3,3,40,40,24,0,66,7,2,4,1,2,-1,0.266,0.325,0.37,0.694,0.319,17.20%,6.30%
306,Kameron Misner,KCR,114,396,451,83,50,19,3,11,54,46,49,0,144,3,2,1,16,3,13,0.21,0.3,0.356,0.656,0.296,31.90%,10.90%
307,Kole Myers,LAD,104,380,439,91,73,10,4,4,60,44,50,2,112,9,0,0,19,8,11,0.239,0.342,0.318,0.66,0.33,25.50%,11.40%
308,Jared Oliva,SFG,96,325,358,78,54,13,3,8,51,42,23,0,81,7,1,2,25,4,21,0.24,0.303,0.372,0.676,0.295,22.60%,6.40%
309,Jonathon Long,CHC,134,495,566,122,89,18,1,14,68,67,59,0,130,8,4,0,1,0,1,0.246,0.334,0.372,0.706,0.304,23.00%,10.40%
310,Vinny Capra,BOS,95,308,344,75,53,16,1,5,39,35,28,0,68,4,2,2,6,1,5,0.244,0.313,0.351,0.664,0.295,19.80%,8.10%
311,Dominic Fletcher,PIT,110,415,452,102,68,22,4,8,48,47,26,0,95,6,3,2,4,3,1,0.246,0.298,0.376,0.674,0.298,21.00%,5.80%
312,Henry Bolte,ATH,125,474,531,115,77,23,5,10,63,69,44,0,191,11,2,0,27,5,22,0.243,0.32,0.376,0.696,0.382,36.00%,8.30%
313,Brandon Lowe,PIT,122,443,490,108,67,21,1,19,61,60,39,1,127,4,4,0,3,1,2,0.244,0.308,0.424,0.733,0.296,25.90%,8.00%
314,Alika Williams,PIT,106,357,393,89,65,15,3,6,45,37,25,0,79,5,2,4,3,2,1,0.249,0.306,0.359,0.664,0.303,20.10%,6.40%
315,Lourdes Gurriel Jr.,ARI,126,478,519,126,84,24,2,16,55,67,30,1,80,6,5,0,7,2,5,0.264,0.312,0.423,0.735,0.284,15.40%,5.80%
316,Chris Suero,NYM,119,422,487,86,58,14,1,13,62,60,47,1,150,15,3,0,14,6,8,0.204,0.304,0.334,0.638,0.279,30.80%,9.70%
317,Raynel Delgado,TBR,119,400,447,102,80,14,2,6,48,43,36,1,101,5,1,5,20,6,14,0.255,0.324,0.345,0.669,0.327,22.60%,8.10%
318,Johnathan Rodriguez,CLE,127,454,503,115,77,19,2,17,56,66,44,1,143,3,2,0,2,2,0,0.253,0.322,0.416,0.738,0.331,28.40%,8.70%
319,Danny Jansen,TEX,93,278,321,57,32,12,0,13,36,39,36,0,78,5,2,0,0,0,0,0.205,0.305,0.388,0.694,0.233,24.30%,11.20%
320,Liam Hicks,MIA,109,343,403,83,63,14,1,5,38,39,44,0,61,11,4,1,2,0,2,0.242,0.343,0.332,0.676,0.278,15.10%,10.90%
321,Jose Caballero,NYY,124,332,386,72,49,15,1,7,49,38,40,0,96,8,3,3,40,10,30,0.217,0.313,0.331,0.645,0.28,24.90%,10.40%
322,Jose Fermin,STL,99,299,349,71,47,18,0,6,43,38,37,1,38,8,2,3,11,4,7,0.237,0.335,0.358,0.693,0.253,10.90%,10.60%
323,Sam Huff,BAL,89,314,345,69,43,14,1,11,33,38,27,1,119,2,2,0,0,0,0,0.22,0.284,0.376,0.66,0.312,34.50%,7.80%
324,Willie MacIver,TEX,86,303,340,69,47,14,1,7,32,36,27,0,90,6,3,1,7,2,5,0.228,0.301,0.35,0.651,0.297,26.50%,7.90%
325,Riley Unroe,HOU,87,280,321,67,46,13,2,6,39,31,35,0,78,2,1,3,10,2,8,0.239,0.327,0.364,0.691,0.31,24.30%,10.90%
326,Seth Stephenson,DET,114,450,504,113,86,16,5,6,75,62,25,0,101,19,2,8,28,6,22,0.251,0.317,0.349,0.665,0.31,20.00%,5.00%
327,Drew Millas,WSN,83,280,308,70,50,12,3,5,33,32,24,1,52,1,2,1,7,1,6,0.25,0.309,0.368,0.677,0.289,16.90%,7.80%
328,Grant McCray,SFG,131,498,550,115,76,21,5,13,75,61,43,0,166,4,3,2,20,4,16,0.231,0.296,0.371,0.667,0.317,30.20%,7.80%
329,Pedro Leon,PHI,105,409,458,91,53,20,2,16,60,67,33,0,144,11,2,3,16,7,9,0.222,0.297,0.399,0.695,0.299,31.40%,7.20%
330,Nick Madrigal,LAA,100,282,311,73,57,14,1,1,33,25,16,0,30,9,0,4,6,1,5,0.259,0.319,0.326,0.645,0.287,9.60%,5.10%
331,Max Kepler,,114,389,436,92,56,18,1,17,57,54,40,1,88,4,3,0,3,0,3,0.237,0.312,0.419,0.731,0.261,20.20%,9.20%
332,Owen Caissie,MIA,122,462,521,112,70,25,2,15,60,63,52,1,165,4,3,0,4,3,1,0.242,0.322,0.403,0.725,0.34,31.70%,10.00%
333,Gary Sanchez,MIL,78,244,275,55,31,10,0,14,31,41,22,0,74,7,2,0,0,0,0,0.225,0.305,0.439,0.744,0.259,26.90%,8.00%
334,Justyn-Henry Malloy,TBR,129,427,505,107,72,21,0,14,63,63,66,0,128,8,4,0,3,1,2,0.251,0.358,0.398,0.757,0.322,25.30%,13.10%
335,Andy Ibanez,ATH,116,321,352,78,50,18,1,9,38,44,25,0,65,4,2,0,5,2,3,0.243,0.304,0.389,0.693,0.277,18.50%,7.10%
336,Josh Smith,TEX,143,465,533,113,78,23,2,10,65,45,51,1,100,12,2,3,10,3,7,0.243,0.332,0.366,0.698,0.289,18.80%,9.60%
337,Blake Perkins,MIL,99,302,344,67,46,13,2,6,43,34,36,0,95,2,3,1,12,4,8,0.222,0.306,0.338,0.644,0.299,27.60%,10.50%
338,Bryan Torres,STL,115,393,460,109,87,17,1,4,53,43,53,0,74,1,4,9,16,6,10,0.277,0.361,0.356,0.718,0.329,16.10%,11.50%
339,Gabriel Gonzalez,MIN,124,488,534,132,88,32,3,9,55,64,32,0,92,10,4,0,5,3,2,0.27,0.326,0.404,0.73,0.315,17.20%,6.00%
340,Chad Stevens,COL,122,453,501,118,77,25,4,12,58,57,37,0,144,7,3,1,10,4,6,0.26,0.324,0.413,0.737,0.353,28.70%,7.40%
341,Jonah Heim,ATL,118,389,425,86,60,15,1,10,39,43,31,0,83,2,3,0,2,0,2,0.221,0.28,0.342,0.622,0.254,19.50%,7.30%
342,Cam Devanney,,118,415,460,95,59,24,1,11,45,48,34,0,127,6,3,2,4,3,1,0.229,0.295,0.371,0.666,0.3,27.60%,7.40%
343,Jasson Dominguez,NYY,122,421,471,105,72,17,2,14,66,55,45,1,118,2,3,0,23,4,19,0.249,0.323,0.399,0.722,0.312,25.10%,9.60%
344,Gabriel Arias,CLE,127,408,444,94,60,19,2,13,46,49,26,1,136,6,3,1,7,4,3,0.23,0.284,0.382,0.667,0.309,30.60%,5.90%
