#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,WHIP,K%,BB%
348,Justin Bruihl,STL,3,3,3.89,54,0,0,10,,54.0,234,53,26,23,6,21,2,3,45,7.58,3.51,1.37,19.5%,9.0%
349,Ethan Roberts,CHC,2,2,4.30,42,0,0,1,,42.0,182,40,22,20,6,17,1,2,39,8.45,3.71,1.36,21.7%,9.5%
350,Tristan Beck,SFG,2,2,4.08,34,0,0,1,,34.0,145,34,17,15,4,11,1,1,30,7.85,2.84,1.30,20.4%,7.4%
351,Travis Adams,MIN,3,4,4.53,53,3,0,4,,68.0,296,72,37,34,9,23,1,3,53,7.01,3.05,1.39,17.9%,7.8%
352,Isaac Mattson,PIT,3,3,4.44,64,0,2,13,,64.0,280,61,34,32,9,28,2,3,59,8.31,3.98,1.40,21.1%,10.1%
353,Sammy Peralta,MIL,0,0,4.10,10,0,0,1,,10.0,43,10,5,5,1,3,0,0,8,7.50,2.98,1.33,19.4%,7.7%
354,Bryan Hoeing,SDP,1,1,4.05,18,0,0,1,,18.0,77,18,9,8,2,6,1,1,15,7.68,2.94,1.33,20.0%,7.6%
355,Scott Alexander,SFG,2,2,4.04,32,0,0,0,,32.0,139,33,16,14,3,12,1,1,24,6.75,3.32,1.41,17.3%,8.5%
356,David Morgan,SDP,3,3,4.06,58,0,0,12,,58.0,250,54,28,26,7,24,2,3,57,8.77,3.80,1.35,22.6%,9.8%
357,Connor Phillips,CIN,3,3,4.34,56,0,0,7,,56.0,244,51,29,27,8,26,1,3,60,9.64,4.24,1.38,24.6%,10.8%
358,Brendan Beck,NYY,1,1,3.99,12,0,0,1,,12.0,51,12,6,5,2,3,0,0,11,8.00,2.51,1.24,21.1%,6.6%
359,Brandyn Garcia,ARI,3,2,3.95,52,0,0,7,,52.0,226,51,25,23,5,22,1,3,46,7.98,3.89,1.41,20.4%,9.9%
360,Jake Bennett,BOS,1,1,4.19,12,0,0,1,,12.0,52,12,6,6,1,4,0,0,10,7.19,3.05,1.38,18.5%,7.9%
361,Keegan Thompson,COL,2,2,4.82,40,0,0,1,,40.0,176,41,23,21,6,16,1,2,37,8.40,3.67,1.44,21.2%,9.3%
362,Chen Zhong-Ao Zhuang,ATH,0,0,4.15,8,0,0,1,,8.0,34,8,4,4,1,2,0,0,7,7.70,2.24,1.24,20.4%,5.9%
363,Nick Anderson,ATH,1,1,4.42,22,0,0,1,,22.0,95,22,12,11,3,8,1,1,20,8.07,3.48,1.37,20.7%,8.9%
364,John Brebbia,COL,1,1,4.92,12,0,0,1,,12.0,52,13,7,7,2,4,0,1,11,8.54,3.22,1.40,21.7%,8.2%
365,Ben Casparius,LAD,3,3,4.44,55,0,0,13,,55.0,236,53,29,27,9,20,1,2,52,8.48,3.30,1.33,21.9%,8.5%
366,K.C. Hunt,MIL,0,0,3.91,6,0,0,1,,6.0,25,6,3,3,1,2,0,0,6,8.29,2.79,1.26,21.8%,7.4%
367,Ron Marinaccio,SDP,2,2,4.35,44,0,0,1,,44.0,192,41,23,21,6,20,1,3,41,8.34,4.06,1.39,21.2%,10.3%
368,Zak Kent,STL,0,0,4.01,8,0,0,1,,8.0,35,8,4,4,1,3,0,0,7,8.29,3.79,1.37,21.3%,9.7%
369,Ryan Lambert,NYM,1,1,3.95,12,0,0,1,,12.0,52,10,6,5,2,6,0,1,13,9.88,4.41,1.34,25.4%,11.4%
370,Nick Burdi,NYM,0,0,3.74,8,0,0,1,,8.0,34,7,4,3,1,4,0,0,9,9.77,4.19,1.32,25.3%,10.8%
371,Chris Roycroft,STL,2,2,4.10,40,0,0,1,,40.0,175,40,20,18,4,18,1,2,32,7.14,3.95,1.44,18.2%,10.1%
372,Angel Perdomo,LAA,1,1,4.03,13,0,0,1,,13.0,56,12,6,6,2,6,0,1,14,9.62,4.30,1.36,24.7%,11.1%
373,Gordon Graceffo,STL,3,3,4.06,58,0,0,12,,58.0,248,59,28,26,7,17,1,2,46,7.14,2.67,1.32,18.5%,6.9%
374,Luke Jackson,,2,2,4.26,41,0,0,0,,41.0,179,40,21,19,5,19,1,2,38,8.25,4.15,1.43,21.0%,10.6%
375,Jose Corniell,TEX,0,0,4.10,10,0,0,1,,10.0,43,9,5,5,1,4,0,0,10,8.58,3.15,1.30,22.4%,8.2%
376,Jhancarlos Lara,ATL,1,0,3.98,10,0,0,1,,10.0,44,9,5,4,1,6,0,1,11,9.88,5.24,1.46,24.9%,13.2%
377,Jose Butto,SFG,3,3,3.98,61,0,2,13,,61.0,263,58,29,27,7,24,1,3,57,8.39,3.49,1.35,21.6%,9.0%
378,Dax Fulton,MIA,1,1,4.02,14,0,0,1,,14.0,61,13,7,6,2,6,0,1,12,7.98,4.05,1.41,20.4%,10.3%
379,Riley Martin,CHC,1,1,3.90,22,0,0,1,,22.0,96,20,10,10,2,12,1,1,22,8.80,4.74,1.43,22.4%,12.1%
380,Tate Kuehner,MIL,1,1,3.99,14,0,0,1,,14.0,61,13,7,6,2,6,0,1,13,8.34,4.03,1.39,21.4%,10.3%
381,Matt Bowman,MIN,0,1,4.52,10,0,0,1,,10.0,44,10,5,5,1,4,0,0,8,7.16,3.23,1.41,18.2%,8.2%
382,Michael Tonkin,MIN,2,2,4.33,33,0,0,0,,33.0,142,32,17,16,4,12,1,2,30,8.18,3.18,1.33,21.1%,8.2%
383,Scott McGough,,1,1,4.39,24,0,0,0,,24.0,104,24,13,12,3,10,1,1,21,7.89,3.66,1.40,20.1%,9.3%
384,Trevor Stephan,CLE,1,1,4.25,16,0,0,1,,16.0,68,15,8,8,2,6,0,1,15,8.61,3.29,1.31,22.4%,8.6%
385,Adam Macko,TOR,1,1,4.05,16,0,0,1,,16.0,69,15,8,7,2,6,0,1,15,8.30,3.44,1.32,21.4%,8.9%
386,Jedixson Paez,CHW,2,2,4.38,38,0,0,1,,38.0,165,39,20,19,5,13,1,2,29,6.95,3.18,1.38,17.8%,8.1%
387,Jorge Lopez,,1,1,4.20,30,0,0,0,,30.0,130,30,15,14,4,11,1,2,26,7.68,3.36,1.38,19.7%,8.6%
388,Ken Waldichuk,WSN,1,1,4.10,11,0,0,1,,11.0,47,10,5,5,1,5,0,1,11,8.78,3.76,1.34,22.7%,9.7%
389,David Sandlin,CHW,1,1,4.31,15,0,0,1,,15.0,64,15,8,7,2,5,0,1,13,7.91,3.05,1.31,20.5%,7.9%
390,Andrew Sears,DET,0,0,3.94,8,0,0,1,,8.0,34,8,4,4,1,3,0,0,7,7.87,3.38,1.33,20.3%,8.7%
391,Lazaro Estrada,TOR,1,1,4.12,23,0,0,1,,23.0,97,22,11,11,4,6,1,1,21,8.28,2.53,1.23,21.8%,6.7%
392,Emmanuel Clase,CLE,0,0,3.23,1,0,0,0,,1.0,4,1,0,0,0,0,0,0,1,9.09,2.40,1.18,24.5%,6.5%
393,Cody Laweryson,MIN,1,1,4.55,26,0,0,1,,26.0,113,27,14,13,4,10,1,1,21,7.38,3.30,1.39,18.8%,8.4%
394,Joe Kelly,,0,0,3.22,1,0,0,0,,1.0,4,1,0,0,0,0,0,0,1,10.82,4.12,1.27,28.5%,10.9%
395,Lyon Richardson,CIN,1,1,4.30,18,0,0,1,,18.0,79,18,9,9,2,8,1,1,16,8.16,4.07,1.43,20.7%,10.3%
396,Joey Estes,ATH,1,2,4.59,30,0,0,1,,30.0,128,31,16,15,5,7,1,2,24,7.30,2.11,1.26,19.1%,5.5%
397,Jose Franco,CIN,1,1,4.37,14,0,0,1,,14.0,60,13,7,7,2,5,0,1,13,8.50,3.53,1.35,21.9%,9.1%
398,Josh Winckowski,TOR,0,0,3.66,1,0,0,0,,1.0,4,1,0,0,0,0,0,0,1,8.00,2.61,1.26,21.1%,6.9%
399,Brian Van Belle,TBR,0,0,3.83,1,0,0,0,,1.0,4,1,0,0,0,0,0,0,1,7.14,1.91,1.23,19.0%,5.1%
400,David Robertson,,0,0,3.53,1,0,0,0,,1.0,4,1,0,0,0,0,0,0,1,10.35,3.59,1.25,27.2%,9.4%
