#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,WHIP,K%,BB%
95,Justin Slaten,BOS,6,4,4.00,61,0,0,13,,61.0,257,56,30,27,7,23,,1,57,8.43,3.37,1.29,22.2%,8.9%
96,Tyler Rogers,TOR,6,3,3.72,74,0,2,18,,74.0,306,71,33,31,8,18,,3,50,6.06,2.21,1.21,16.3%,5.9%
97,Dietrich Enns,BAL,3,3,3.98,62,0,0,13,,62.0,273,66,30,27,8,19,,2,57,8.20,2.71,1.36,20.7%,6.8%
98,Clayton Beeter,WSN,3,4,4.17,63,0,17,9,,63.0,273,53,32,29,7,34,,3,73,10.43,4.83,1.38,26.8%,12.4%
99,Brock Burke,CIN,4,3,4.26,62,0,1,13,,62.0,264,60,31,29,8,19,,2,57,8.22,2.79,1.27,21.5%,7.3%
100,Yimi Garcia,TOR,3,4,4.08,56,0,4,11,,56.0,237,48,27,25,7,21,,4,59,9.52,3.40,1.23,25.0%,8.9%
101,Connor Prielipp,MIN,4,4,4.12,45,5,0,1,,59.0,261,58,29,27,6,21,,4,55,8.35,3.25,1.34,21.1%,8.2%
102,Tyler Holton,DET,5,4,3.59,72,0,1,14,,72.0,284,62,32,29,9,18,,2,58,7.30,2.20,1.11,20.5%,6.2%
103,Aaron Bummer,ATL,4,2,3.75,60,0,0,12,,60.0,266,56,28,25,5,24,,6,62,9.38,3.56,1.33,23.5%,8.9%
104,Kody Funderburk,MIN,4,4,4.03,65,0,3,15,,65.0,284,60,31,29,6,27,,6,61,8.49,3.76,1.34,21.6%,9.5%
105,Andrew Nardi,MIA,4,3,3.86,56,0,0,10,,56.0,240,48,25,24,7,24,,3,67,10.71,3.86,1.29,27.8%,10.0%
106,Erik Miller,SFG,5,4,3.76,62,0,4,15,,62.0,272,53,28,26,5,35,,2,64,9.30,5.01,1.41,23.5%,12.7%
107,Nick Mears,KCR,4,5,4.12,60,0,0,12,,60.0,258,56,30,27,6,24,,1,55,8.23,3.58,1.33,21.3%,9.3%
108,Brusdar Graterol,LAD,3,1,3.45,46,0,0,5,,46.0,184,41,19,18,4,11,,1,37,7.28,2.11,1.13,20.2%,5.9%
109,Justin Wrobleski,LAD,3,3,4.42,40,3,0,1,,57.0,244,55,30,28,8,18,,2,54,8.43,2.86,1.28,22.0%,7.5%
110,Juan Mejia,COL,2,4,4.48,66,0,3,14,,66.0,293,60,36,33,8,31,,8,71,9.66,4.20,1.37,24.2%,10.5%
111,Isaac Mattson,PIT,4,4,4.07,64,0,2,13,,64.0,274,57,31,29,8,30,,3,61,8.59,4.22,1.36,22.3%,10.9%
112,Ryne Stanek,STL,5,5,4.13,60,0,2,12,,60.0,264,55,30,28,6,30,,1,60,9.00,4.50,1.42,22.7%,11.4%
113,Pierce Johnson,CIN,4,4,4.41,61,0,1,12,,61.0,265,59,32,30,9,25,,1,67,9.92,3.67,1.37,25.4%,9.4%
114,Tommy Nance,TOR,4,2,3.80,58,0,0,12,,58.0,249,56,27,25,7,18,,4,56,8.69,2.72,1.27,22.5%,7.0%
115,Jack Dreyer,LAD,2,2,4.18,54,0,0,12,,54.0,223,47,28,25,7,20,,1,55,9.18,3.37,1.24,24.6%,9.1%
116,Riley O'Brien,STL,2,2,3.88,63,0,16,9,,63.0,275,53,29,27,6,29,,8,67,9.53,4.20,1.31,24.3%,10.7%
117,Kenley Jansen,DET,5,4,4.15,60,0,23,4,,60.0,247,53,30,28,9,21,,1,58,8.68,3.21,1.24,23.5%,8.7%
118,Aaron Ashby,MIL,4,4,3.95,64,0,1,13,,64.0,286,56,30,28,5,34,,5,67,9.44,4.72,1.40,23.5%,11.7%
119,Taylor Rogers,MIN,4,4,4.33,61,0,20,5,,61.0,268,56,32,29,8,28,,5,65,9.65,4.14,1.38,24.4%,10.4%
120,Ben Brown,CHC,3,3,4.10,42,2,0,1,,50.0,211,44,25,23,6,17,,2,53,9.67,3.10,1.24,25.3%,8.1%
121,Phil Maton,CHC,5,3,3.70,65,0,4,14,,65.0,272,51,29,27,7,26,,8,67,9.32,3.54,1.18,24.8%,9.4%
122,Eric Orze,MIN,3,3,4.04,56,0,0,10,,56.0,243,50,27,25,6,25,,3,57,9.10,4.04,1.35,23.3%,10.4%
123,Joey Wentz,ATL,3,3,4.54,36,3,0,1,,51.0,228,51,28,26,6,21,,1,51,8.87,3.73,1.41,22.3%,9.4%
124,Jake Bird,NYY,3,2,4.07,53,0,0,10,,53.0,229,44,26,24,5,22,,6,58,9.93,3.82,1.26,25.5%,9.8%
125,Dauri Moreta,,2,2,3.81,34,0,0,0,,34.0,144,28,16,14,4,15,,2,38,10.04,3.98,1.27,26.4%,10.5%
126,Justin Lawrence,PIT,3,5,3.96,58,0,1,12,,58.0,254,50,28,26,5,29,,7,60,9.36,4.50,1.36,23.7%,11.4%
127,Jordan Wicks,CHC,2,2,4.02,31,3,0,1,,42.0,179,41,20,19,5,13,,1,38,8.05,2.75,1.27,21.1%,7.2%
128,Calvin Faucher,MIA,4,5,4.00,64,0,5,11,,64.0,283,60,31,28,7,30,,2,64,9.00,4.17,1.41,22.6%,10.5%
129,Luis Garcia,NYM,2,2,4.10,60,0,0,13,,60.0,266,60,30,27,5,25,,4,53,8.01,3.73,1.41,20.1%,9.3%
130,Jose Butto,SFG,4,3,3.80,61,0,2,13,,61.0,257,52,28,26,5,25,,4,55,8.12,3.67,1.27,21.5%,9.7%
131,Travis Adams,MIN,4,4,4.55,53,3,0,4,,71.0,309,74,39,36,9,24,,2,55,6.96,3.06,1.38,17.7%,7.8%
132,Kyle Finnegan,DET,5,5,4.08,64,0,4,13,,64.0,270,62,31,29,8,23,,0,57,7.98,3.23,1.32,21.0%,8.5%
133,Tim Herrin,CLE,5,3,3.54,54,0,0,10,,54.0,230,44,23,21,5,25,,4,57,9.48,4.18,1.29,24.8%,10.9%
134,Gregory Santos,SFG,2,1,3.56,53,0,0,5,,53.0,239,51,22,21,2,23,,4,49,8.37,3.98,1.40,20.6%,9.8%
135,Anthony Bender,MIA,5,4,3.85,61,0,1,12,,61.0,253,54,29,26,7,24,,4,57,8.48,3.47,1.26,22.7%,9.3%
136,Scott Barlow,ATH,4,4,4.30,54,0,2,9,,54.0,232,45,28,26,6,28,,4,60,9.93,4.60,1.35,25.7%,11.9%
137,Keider Montero,DET,3,4,4.51,37,5,0,1,,59.0,254,58,32,29,9,20,,3,48,7.28,3.13,1.34,18.7%,8.1%
138,Matt Svanson,STL,3,3,3.77,65,0,6,15,,65.0,276,59,29,27,7,23,,5,60,8.28,3.14,1.26,21.6%,8.2%
139,Hoby Milner,CHC,3,2,4.02,60,0,0,13,,60.0,254,58,29,27,6,17,,3,50,7.55,2.57,1.25,19.8%,6.8%
140,Jordan Romano,LAA,4,4,4.42,57,0,1,9,,57.0,244,52,31,28,8,21,,4,62,9.73,3.32,1.28,25.3%,8.6%
141,Brant Hurter,DET,3,3,3.87,55,0,0,9,,55.0,234,52,25,24,6,16,,5,49,7.94,2.58,1.22,20.7%,6.7%
142,Angel Zerpa,MIL,4,3,3.76,60,0,0,12,,60.0,254,56,27,25,7,19,,3,55,8.19,2.82,1.24,21.5%,7.4%
143,Blade Tidwell,SFG,2,3,4.33,27,3,0,1,,42.0,183,41,22,20,5,17,,2,37,7.88,3.63,1.38,20.0%,9.2%
144,Ryan Thompson,ARI,6,3,3.54,64,0,1,16,,64.0,267,62,27,25,7,18,,3,52,7.29,2.56,1.25,19.4%,6.8%
145,Brenan Hanifee,DET,3,3,3.95,58,0,0,11,,58.0,249,59,27,25,6,15,,3,42,6.46,2.37,1.29,16.7%,6.1%
146,Emerson Hancock,SEA,4,4,4.46,48,6,0,1,,75.0,322,73,40,37,10,25,,4,59,7.07,2.98,1.31,18.2%,7.7%
147,PJ Poulin,WSN,4,4,4.27,61,0,2,14,,61.0,266,57,31,29,7,26,,4,61,9.00,3.81,1.36,23.0%,9.7%
148,Drew Anderson,DET,4,4,4.19,54,2,0,6,,61.0,259,55,31,28,9,22,,3,68,10.10,3.30,1.27,26.3%,8.6%
149,Caleb Ferguson,CIN,3,4,4.52,58,0,0,10,,58.0,252,54,31,29,6,22,,6,54,8.40,3.39,1.31,21.5%,8.7%
150,Bailey Falter,KCR,4,4,4.49,53,5,0,4,,72.0,304,71,39,36,10,24,,1,50,6.31,3.04,1.33,16.5%,8.0%
151,Ryan Gusto,MIA,3,4,4.56,43,3,0,1,,57.0,251,59,31,29,8,22,,2,48,7.54,3.42,1.40,19.1%,8.6%
152,Tyler Alexander,TEX,4,7,4.85,62,2,0,11,,70.0,295,71,40,38,11,18,,2,57,7.41,2.28,1.27,19.5%,6.0%
153,Jalen Beeks,,3,2,3.71,40,0,0,0,,40.0,173,38,18,16,4,16,,2,34,7.71,3.56,1.35,19.8%,9.2%
154,Mason Barnett,ATH,2,2,4.70,29,3,0,1,,42.0,187,41,24,22,5,18,,3,36,7.72,3.86,1.40,19.5%,9.7%
155,Matt Gage,SFG,2,2,3.96,56,0,0,10,,56.0,242,57,27,25,5,19,,1,44,7.06,3.10,1.36,18.1%,8.0%
156,Erik Sabrowski,CLE,3,3,3.95,61,0,0,14,,61.0,265,48,30,27,7,38,,3,75,11.02,5.61,1.41,28.2%,14.4%
157,Brendon Little,TOR,3,3,3.76,54,0,0,10,,54.0,237,45,24,23,5,30,,3,60,9.97,5.06,1.40,25.3%,12.8%
158,Bennett Sousa,HOU,3,2,3.54,50,0,0,4,,50.0,208,43,21,20,7,19,,1,56,10.04,3.35,1.23,26.8%,8.9%
159,Julian Fernandez,WSN,3,3,4.19,59,0,2,12,,59.0,253,56,30,27,8,21,,2,57,8.72,3.18,1.30,22.6%,8.3%
160,Sam Hentges,SFG,2,2,3.22,44,0,0,1,,44.0,183,39,17,16,3,14,,1,41,8.46,2.82,1.21,22.6%,7.5%
161,Tobias Myers,NYM,4,4,4.38,61,3,0,11,,75.0,322,76,39,36,10,24,,3,60,7.22,2.92,1.34,18.6%,7.5%
162,Cristian Mena,ARI,1,1,3.83,19,2,0,1,,26.0,110,24,12,11,3,9,,1,24,8.57,3.23,1.29,22.3%,8.4%
163,A.J. Puk,ARI,4,2,3.19,42,0,7,1,,42.0,174,35,16,15,5,13,,3,52,11.23,2.88,1.15,30.1%,7.7%
164,Elvis Alvarado,ATH,3,3,4.06,58,0,3,10,,58.0,250,51,28,26,7,26,,4,62,9.58,4.06,1.32,24.7%,10.5%
165,Luis Perales,WSN,2,2,4.39,23,3,0,1,,33.0,148,30,17,16,4,17,,3,35,9.46,4.56,1.41,23.3%,11.3%
166,Joel Payamps,ATL,3,2,3.98,53,0,0,10,,53.0,224,51,25,23,6,16,,2,48,8.13,2.77,1.27,21.4%,7.3%
167,Tim Hill,NYY,4,4,4.30,66,0,0,15,,66.0,285,71,34,32,6,18,,3,35,4.82,2.41,1.34,12.4%,6.2%
168,Brent Headrick,NYY,2,2,4.14,50,0,0,5,,50.0,209,44,25,23,7,15,,2,52,9.29,2.71,1.19,24.7%,7.2%
169,Keaton Winn,SFG,2,1,4.12,23,2,0,1,,29.0,124,29,14,13,3,9,,2,25,7.96,2.70,1.30,20.5%,7.0%
170,Cade Povich,BAL,1,1,4.30,19,2,0,1,,25.0,109,24,13,12,3,9,,1,25,8.81,3.22,1.32,22.8%,8.3%
171,Seth Halvorsen,COL,3,4,4.50,60,0,3,11,,60.0,263,59,33,30,8,27,,3,57,8.59,4.09,1.43,21.8%,10.4%
172,Matt Festa,CLE,4,4,4.09,58,0,0,12,,58.0,245,52,28,26,7,21,,4,58,9.00,3.27,1.25,23.7%,8.6%
173,Josh Sborz,TEX,3,4,4.11,48,0,0,4,,48.0,208,45,23,22,5,21,,0,47,8.74,3.86,1.37,22.4%,9.9%
174,Enyel De Los Santos,HOU,4,3,4.00,60,0,0,12,,60.0,250,53,29,27,9,21,,3,60,9.04,3.11,1.24,24.1%,8.3%
175,Yoendrys Gomez,TBR,3,3,4.44,43,3,0,1,,54.0,232,49,29,27,8,23,,3,53,8.87,3.76,1.32,22.9%,9.7%
176,Cooper Criswell,SEA,2,3,4.24,37,3,0,1,,51.0,220,50,26,24,6,16,,4,42,7.39,2.86,1.30,19.0%,7.3%
177,Brock Stewart,LAD,1,1,4.01,44,0,0,1,,44.0,188,38,21,20,5,18,,3,50,10.15,3.74,1.28,26.4%,9.7%
178,Tyler Uberstine,BOS,1,1,4.38,20,2,0,1,,27.0,116,27,14,13,3,9,,1,23,7.86,3.13,1.35,20.1%,8.0%
179,Ben Joyce,LAA,2,1,3.69,48,0,10,0,,48.0,205,38,22,20,4,21,,6,56,10.50,3.89,1.23,27.3%,10.1%
180,Joe Rock,TBR,1,2,4.30,20,2,0,1,,27.0,117,27,14,13,3,9,,1,22,7.17,2.95,1.34,18.4%,7.6%
181,Tyler Wells,BAL,4,5,4.44,57,3,0,7,,70.0,284,65,37,34,13,18,,2,59,7.60,2.34,1.19,20.8%,6.4%
182,Sawyer Gipson-Long,DET,1,2,4.34,27,2,0,1,,33.0,140,33,17,16,5,8,,2,28,7.59,2.29,1.26,19.9%,6.0%
183,Braydon Fisher,TOR,3,3,3.71,52,0,0,7,,52.0,222,42,23,21,6,25,,3,61,10.53,4.30,1.29,27.4%,11.2%
184,Chase Petty,CIN,3,5,5.51,33,3,0,1,,45.0,199,46,30,27,6,20,,2,33,6.73,3.98,1.48,16.8%,9.9%
185,Eric Lauer,TOR,3,4,4.25,50,2,0,4,,57.0,240,54,29,27,9,19,,2,51,8.08,3.00,1.29,21.2%,7.9%
186,Coleman Crow,MIL,1,1,4.11,26,2,0,0,,26.0,111,25,13,12,3,8,,2,23,7.81,2.74,1.24,20.4%,7.2%
187,Cole Sulser,TBR,2,4,4.27,55,0,0,10,,55.0,235,55,29,26,7,19,,1,48,7.92,3.05,1.33,20.6%,7.9%
188,Carlos Rodriguez,MIL,2,3,4.56,42,2,0,1,,49.0,212,46,27,25,7,20,,3,45,8.24,3.68,1.34,21.0%,9.4%
189,David Morgan,SDP,3,2,4.03,58,0,0,12,,58.0,249,50,28,26,7,23,,5,61,9.47,3.57,1.26,24.5%,9.2%
190,Ian Hamilton,ATL,2,2,3.61,50,0,0,7,,50.0,213,44,22,20,5,22,,2,53,9.46,3.96,1.32,24.7%,10.3%
191,Jason Foley,SFG,2,2,3.21,28,0,0,1,,28.0,116,26,11,10,2,6,,1,24,7.55,2.09,1.18,20.2%,5.6%
192,Wandy Peralta,SDP,3,3,4.01,57,0,0,10,,57.0,242,50,27,25,5,25,,3,49,7.72,4.01,1.32,20.2%,10.5%
193,RJ Petit,COL,4,7,4.64,55,0,0,9,,55.0,243,56,30,28,7,21,,5,48,7.83,3.36,1.39,19.7%,8.4%
194,Brandon Eisert,CHW,3,4,4.17,52,0,0,6,,52.0,224,50,26,24,6,18,,2,52,9.04,3.20,1.31,23.3%,8.2%
195,Jonathan Pintaro,NYM,2,1,4.10,26,2,0,1,,31.0,136,29,15,14,3,12,,3,29,8.55,3.61,1.34,21.6%,9.1%
196,Dane Dunning,SEA,1,1,4.34,14,2,0,1,,21.0,89,20,11,10,3,7,,1,18,7.88,3.01,1.31,20.3%,7.8%
197,Paul Blackburn,NYY,3,5,4.96,59,2,0,12,,65.0,286,68,39,36,10,23,,2,51,7.05,3.19,1.40,17.9%,8.1%
198,Evan Phillips,LAD,2,1,3.35,28,0,0,1,,28.0,112,23,11,10,3,8,,1,30,9.55,2.68,1.12,26.5%,7.4%
199,Jordan Hicks,CHW,3,4,4.56,54,0,0,9,,54.0,243,53,30,27,5,25,,5,49,8.14,4.19,1.44,20.1%,10.4%
200,Hogan Harris,ATH,3,3,4.21,66,0,10,11,,66.0,288,60,33,31,8,32,,3,65,8.80,4.40,1.39,22.4%,11.2%
201,Mason Black,KCR,2,3,5.00,27,3,0,1,,39.0,172,39,23,21,5,17,,3,31,7.25,3.92,1.44,18.0%,9.8%
202,Jonathan Loaisiga,ARI,2,1,3.44,44,0,0,4,,44.0,187,43,18,17,4,12,,2,36,7.33,2.52,1.25,19.2%,6.6%
203,Adam Mazur,MIA,2,2,4.45,28,2,0,1,,34.0,148,36,18,17,5,10,,1,26,6.71,2.72,1.35,17.3%,7.0%
204,Austin Gomber,TEX,1,2,5.20,18,2,0,1,,25.0,106,26,16,14,4,7,,0,18,6.64,2.42,1.32,17.3%,6.3%
205,Rob Zastryzny,MIL,3,1,4.19,50,0,0,4,,50.0,214,48,25,23,6,17,,3,45,8.14,3.02,1.29,21.1%,7.8%
206,Christian Scott,NYM,2,2,4.55,32,2,0,1,,37.0,159,37,21,19,5,11,,2,32,7.82,2.56,1.26,20.4%,6.7%
207,Sam Moll,CIN,2,2,4.83,50,0,0,4,,50.0,217,45,29,27,6,23,,5,49,8.78,4.17,1.37,22.5%,10.7%
208,Pedro Avila,CLE,2,3,4.21,32,2,0,1,,39.0,169,37,20,18,4,17,,2,32,7.42,3.99,1.40,18.9%,10.1%
209,Gordon Graceffo,STL,3,4,4.37,58,0,0,12,,58.0,250,58,31,28,7,18,,2,46,7.17,2.79,1.31,18.5%,7.2%
210,Jack Perkins,ATH,2,2,3.89,40,0,0,1,,40.0,169,33,19,17,4,17,,3,43,9.78,3.78,1.25,25.7%,9.9%
211,Justin Martinez,ARI,2,1,3.34,22,0,0,1,,22.0,96,17,9,8,1,12,,2,27,11.23,5.01,1.32,28.6%,12.7%
212,Kevin Kelly,TBR,3,3,3.81,44,0,0,1,,44.0,182,40,20,19,5,10,,5,40,8.08,1.98,1.12,21.7%,5.3%
213,Hayden Wesneski,HOU,2,2,4.42,24,2,0,1,,31.0,130,29,16,15,5,11,,1,28,8.27,3.14,1.28,21.6%,8.2%
214,Ryan Yarbrough,NYY,3,4,4.58,54,2,0,7,,63.0,268,61,35,32,10,19,,5,51,7.26,2.67,1.26,19.1%,7.0%
215,JP Sears,SDP,3,4,4.68,35,5,0,1,,55.0,232,53,31,29,10,16,,3,48,7.80,2.62,1.25,20.5%,6.9%
216,Alex Lange,KCR,4,4,3.83,52,0,0,7,,52.0,226,42,23,22,4,30,,4,57,9.90,5.18,1.38,25.3%,13.2%
217,Jose Leclerc,,2,2,4.24,37,0,0,0,,37.0,161,32,19,17,5,19,,2,40,9.83,4.63,1.39,25.1%,11.8%
218,Jorge Lopez,,2,2,4.53,30,0,0,0,,30.0,132,29,17,15,3,11,,4,25,7.55,3.24,1.34,19.1%,8.2%
219,Jacob Webb,CHC,4,3,4.19,54,0,0,11,,54.0,224,46,27,25,7,20,,3,52,8.69,3.41,1.22,23.2%,9.1%
220,Braden Nett,ATH,1,3,4.97,21,3,0,1,,31.0,143,32,19,17,4,16,,2,26,7.55,4.55,1.52,18.4%,11.1%
221,DJ Herz,WSN,1,2,4.48,19,2,0,1,,24.0,105,22,13,12,3,12,,1,24,8.97,4.70,1.43,22.5%,11.8%
222,Ryan Brasier,TEX,1,1,3.89,44,0,0,1,,44.0,177,39,20,19,5,13,,1,36,7.30,2.68,1.19,20.1%,7.4%
223,Brennan Bernardino,COL,4,4,4.40,58,0,2,10,,58.0,257,56,31,28,6,28,,6,53,8.23,4.40,1.45,20.7%,11.1%
224,Bradgley Rodriguez,SDP,3,3,4.09,48,0,0,4,,48.0,208,43,24,22,5,21,,4,44,8.18,3.93,1.33,21.0%,10.1%
225,Landon Knack,LAD,1,1,5.16,14,2,0,1,,21.0,90,21,13,12,4,8,,1,18,7.75,3.54,1.39,19.8%,9.1%
226,Liam Hendriks,MIN,3,2,4.44,34,0,0,1,,34.0,149,32,18,17,5,14,,2,37,9.69,3.63,1.35,24.5%,9.2%
227,Felix Bautista,BAL,1,1,3.38,13,0,0,1,,13.0,53,9,5,5,1,6,,0,17,12.06,4.10,1.15,33.1%,11.3%
228,Grant Anderson,MIL,3,4,4.12,56,0,0,10,,56.0,240,50,27,26,8,22,,4,59,9.53,3.55,1.28,24.7%,9.2%
229,Brady Basso,ATH,3,2,4.22,50,0,0,4,,50.0,213,50,25,23,7,16,,1,41,7.47,2.89,1.31,19.5%,7.5%
230,Josh White,MIA,4,3,3.99,47,0,0,1,,47.0,200,42,22,21,6,18,,2,47,9.05,3.53,1.28,23.6%,9.2%
231,Evan Sisk,PIT,2,3,4.02,52,0,0,7,,52.0,229,47,25,23,5,23,,4,51,8.88,4.02,1.36,22.5%,10.2%
232,Tim Mayza,PHI,2,1,4.10,31,0,0,1,,31.0,135,32,15,14,3,10,,1,27,7.72,2.90,1.34,19.8%,7.4%
233,Steven Cruz,KCR,2,3,4.13,45,0,0,1,,45.0,193,40,22,21,4,20,,3,41,8.26,3.96,1.32,21.4%,10.3%
234,Yerry De los Santos,NYY,1,1,4.05,34,0,0,1,,34.0,146,32,17,15,3,13,,1,27,7.26,3.38,1.31,18.8%,8.7%
235,Yaramil Hiraldo,BAL,1,1,4.37,38,0,0,1,,38.0,159,36,20,18,6,13,,0,39,9.20,3.12,1.28,24.5%,8.3%
236,Ryan Fernandez,STL,3,3,4.12,44,0,0,1,,44.0,190,40,22,20,5,19,,1,47,9.61,3.97,1.34,24.7%,10.2%
237,Jaden Hill,COL,3,4,4.44,52,0,0,6,,52.0,229,49,28,26,6,19,,7,53,9.24,3.33,1.31,23.4%,8.4%
238,Brandon Young,BAL,2,2,4.54,21,2,0,1,,26.0,114,27,14,13,4,8,,1,23,7.67,2.70,1.32,19.8%,7.0%
239,Richard Lovelady,WSN,2,2,4.28,52,0,0,7,,52.0,226,49,27,25,6,17,,6,48,8.36,2.92,1.27,21.4%,7.5%
240,Grant Wolfram,BAL,3,3,4.33,45,0,0,1,,45.0,201,43,23,22,5,21,,2,43,8.67,4.17,1.43,21.6%,10.4%
241,Porter Hodge,CHC,3,4,4.16,50,0,0,5,,50.0,218,40,25,23,6,27,,3,57,10.33,4.88,1.34,26.4%,12.5%
242,Gabriel Hughes,COL,1,2,5.02,24,2,0,1,,29.0,128,32,17,16,4,11,,1,19,6.08,3.28,1.47,15.3%,8.2%
243,Bryan Hudson,NYM,2,3,4.35,48,0,0,5,,48.0,206,44,25,23,6,21,,2,45,8.36,4.00,1.35,21.6%,10.4%
244,James McArthur,KCR,3,3,4.28,40,0,0,1,,40.0,175,39,21,19,4,15,,3,36,8.16,3.30,1.34,20.7%,8.4%
245,Ryan Johnson,LAA,1,1,4.24,18,0,0,1,,18.0,79,18,9,8,2,6,,0,16,8.23,2.83,1.33,20.9%,7.2%
246,Ryan Watson,BOS,3,3,4.15,52,0,0,7,,52.0,224,52,26,24,6,17,,3,43,7.41,2.97,1.33,19.2%,7.7%
247,Brad Keller,PHI,4,4,4.43,68,0,2,16,,68.0,294,64,36,33,9,28,,3,62,8.19,3.65,1.35,21.1%,9.4%
248,AJ Blubaugh,HOU,3,4,4.45,46,2,0,1,,53.0,230,50,29,26,8,23,,2,48,8.20,3.82,1.37,21.0%,9.8%
249,John King,MIA,3,2,3.91,52,0,0,7,,52.0,229,58,25,23,5,14,,1,31,5.43,2.38,1.38,13.7%,6.0%
250,Trevor Williams,WSN,1,2,4.93,23,2,0,1,,29.0,128,33,17,16,4,9,,1,22,6.99,2.88,1.45,17.5%,7.2%
251,Huascar Brazoban,NYM,3,3,4.26,52,0,0,7,,52.0,227,48,26,25,5,25,,3,49,8.52,4.26,1.39,21.6%,10.8%
252,Ty Madden,DET,1,1,4.71,25,2,0,1,,31.0,136,31,18,16,4,13,,1,27,7.82,3.86,1.44,19.6%,9.7%
253,Luke Jackson,,3,3,4.20,41,0,0,0,,41.0,178,37,21,19,5,19,,2,37,8.20,4.20,1.38,21.0%,10.8%
254,Manuel Rodriguez,TBR,1,1,4.00,16,0,0,1,,16.0,68,15,8,7,1,6,,1,14,8.01,3.16,1.26,21.0%,8.3%
255,Kai-Wei Teng,HOU,2,3,4.80,28,2,0,1,,34.0,154,33,20,18,4,15,,5,30,7.93,3.96,1.39,19.7%,9.8%
256,Alexis Diaz,TEX,3,5,4.86,58,0,2,11,,58.0,249,44,34,31,6,32,,8,57,8.82,5.04,1.32,22.8%,13.0%
257,Doug Nikhazy,CLE,2,3,4.50,27,2,0,1,,32.0,144,31,18,16,4,17,,1,29,8.10,4.70,1.49,20.2%,11.7%
258,Jonathan Bowlan,PHI,3,3,4.48,56,0,0,10,,56.0,243,55,30,28,8,20,,2,54,8.63,3.14,1.33,22.1%,8.0%
259,Anthony Nunez,BAL,3,3,4.08,32,0,0,1,,32.0,136,27,16,15,4,13,,3,35,9.94,3.73,1.24,26.0%,9.8%
260,Joey Lucchesi,,2,2,4.22,40,0,0,0,,40.0,174,41,20,19,5,15,,1,29,6.45,3.29,1.40,16.5%,8.4%
261,Andrew Chafin,MIN,3,4,4.47,54,0,0,7,,54.0,241,51,29,27,6,29,,1,59,9.79,4.89,1.49,24.3%,12.2%
262,John Klein,MIN,3,3,4.68,34,2,0,1,,41.0,181,41,23,21,6,15,,4,34,7.54,3.24,1.37,19.0%,8.2%
263,Welinton Herrera,COL,2,3,4.35,30,0,0,1,,30.0,132,29,15,15,4,12,,2,30,9.15,3.63,1.35,23.1%,9.2%
264,Mason Fluharty,TOR,3,2,3.96,42,0,0,1,,42.0,179,36,20,18,5,17,,3,45,9.69,3.67,1.26,25.3%,9.6%
265,Luke Little,CHC,1,1,3.95,20,0,0,1,,20.0,87,15,9,9,2,11,,2,23,10.26,5.05,1.32,26.3%,13.0%
266,Chase Lee,TOR,1,1,3.88,25,0,0,1,,25.0,106,23,12,11,3,7,,2,25,8.96,2.69,1.21,23.5%,7.1%
267,Colin Selby,BAL,2,4,4.24,50,0,0,4,,50.0,217,46,26,24,6,22,,2,52,9.38,4.02,1.36,24.0%,10.3%
268,Cody Laweryson,MIN,2,2,4.26,26,0,0,1,,26.0,111,26,13,12,4,8,,1,23,7.99,2.84,1.30,20.7%,7.4%
269,Paxton Schultz,WSN,2,4,4.44,46,0,0,1,,46.0,202,47,24,23,6,18,,1,41,8.06,3.51,1.40,20.4%,8.9%
270,Sean Guenther,DET,1,1,4.11,18,0,0,1,,18.0,77,19,9,8,2,5,,1,13,6.46,2.54,1.33,16.7%,6.6%
271,Ricky Tiedemann,TOR,1,1,4.68,16,2,0,1,,20.0,92,18,12,11,2,11,,3,20,8.94,4.89,1.42,22.1%,12.1%
272,Chase Silseth,LAA,2,3,4.36,50,0,0,4,,50.0,217,46,27,24,7,22,,2,51,9.14,3.95,1.36,23.4%,10.1%
273,Tyler Ferguson,ATH,2,3,4.38,42,0,0,1,,42.0,183,37,22,20,4,21,,3,41,8.75,4.52,1.38,22.3%,11.5%
274,Ben Casparius,LAD,4,4,4.80,55,0,0,13,,55.0,240,53,31,29,8,22,,3,52,8.59,3.57,1.36,21.9%,9.1%
275,Jose Fermin,LAA,4,5,4.37,52,0,0,6,,52.0,220,45,27,25,7,23,,2,53,9.20,4.06,1.32,24.2%,10.7%
276,Easton McGee,MIL,1,1,4.06,30,0,0,1,,30.0,126,28,15,14,3,8,,2,25,7.40,2.47,1.21,19.5%,6.5%
277,Dylan Dodd,ATL,3,2,4.11,46,0,0,4,,46.0,195,47,23,21,6,11,,1,39,7.60,2.22,1.27,19.9%,5.8%
278,Drey Jameson,ARI,5,3,3.92,59,0,5,11,,59.0,256,57,28,26,6,23,,3,51,7.85,3.45,1.35,20.1%,8.8%
279,Spencer Miles,TOR,1,1,4.20,21,0,0,0,,21.0,94,20,11,10,3,8,,0,21,9.00,3.60,1.33,22.4%,9.0%
280,Joe Jimenez,ATL,1,1,4.23,18,0,0,1,,18.0,77,16,9,8,2,7,,1,21,10.34,3.52,1.28,26.8%,9.1%
281,Tristan Beck,SFG,1,1,4.07,34,0,0,1,,34.0,145,33,17,15,4,11,,2,28,7.45,2.82,1.28,19.4%,7.4%
