#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,WHIP,K%,BB%,QS
48,David Peterson,NYM,10,9,4.30,28,28,0,0,,160.1,693,162,82,77,17,59,1,7,140,7.87,3.32,1.38,20.2%,8.5%,12
49,Nick Lodolo,CIN,9,10,4.18,26,26,0,0,,149.0,628,139,74,69,21,41,0,11,149,9.01,2.49,1.21,23.8%,6.6%,11
50,Tyler Glasnow,LAD,10,6,3.97,23,23,0,0,,132.1,551,111,62,58,18,47,0,4,150,10.20,3.22,1.19,27.2%,8.6%,10
51,Braxton Ashcraft,PIT,7,9,4.08,37,22,0,1,,133.1,564,128,65,60,14,41,1,6,122,8.21,2.75,1.26,21.6%,7.2%,3
52,Trey Yesavage,TOR,9,9,3.85,30,25,0,1,,136.0,566,111,62,58,19,50,1,6,153,10.14,3.31,1.18,27.1%,8.8%,6
53,Merrill Kelly,ARI,10,10,4.43,28,28,0,0,,170.0,718,164,89,84,25,50,1,5,146,7.71,2.66,1.26,20.3%,7.0%,14
54,Cody Ponce,TOR,7,8,4.09,34,22,0,1,,137.2,580,122,67,63,20,46,1,7,158,10.30,3.02,1.22,27.2%,8.0%,4
55,Gavin Williams,CLE,9,11,4.18,29,29,0,0,,163.2,700,144,81,76,21,71,0,7,165,9.08,3.91,1.31,23.6%,10.2%,12
56,Edward Cabrera,CHC,9,8,3.99,25,25,0,0,,135.2,569,114,64,60,16,52,0,7,142,9.43,3.48,1.23,25.0%,9.2%,10
57,Trevor Rogers,BAL,9,8,4.23,25,25,0,0,,146.0,620,138,73,69,18,49,1,5,130,8.01,3.04,1.28,21.0%,8.0%,11
58,Michael Wacha,KCR,10,10,4.48,28,28,0,0,,165.2,706,163,88,83,23,50,1,6,123,6.69,2.71,1.28,17.5%,7.1%,13
59,Jose Soriano,LAA,10,11,3.99,29,29,0,0,,168.1,724,159,80,75,16,70,1,9,143,7.65,3.75,1.36,19.8%,9.7%,12
60,Ryne Nelson,ARI,9,11,4.48,32,27,0,1,,159.0,675,159,84,79,23,43,1,5,132,7.44,2.40,1.26,19.5%,6.3%,9
61,Joey Cantillo,CLE,5,8,3.75,39,19,0,1,,126.0,534,106,56,52,13,54,2,4,136,9.74,3.88,1.27,25.6%,10.2%,1
62,Andrew Abbott,CIN,9,10,4.44,28,28,0,0,,163.2,691,154,86,81,26,52,1,4,145,7.98,2.83,1.25,21.0%,7.4%,13
63,Shane Baz,BAL,10,9,4.16,27,27,0,0,,151.2,640,134,75,70,21,54,0,8,147,8.71,3.23,1.24,22.9%,8.5%,11
64,Bubba Chandler,PIT,8,10,4.26,30,25,0,1,,140.2,600,133,71,67,18,48,1,6,131,8.36,3.06,1.29,21.8%,8.0%,7
65,Brandon Pfaadt,ARI,9,10,4.73,28,28,0,0,,163.2,697,171,92,86,26,38,1,7,139,7.63,2.11,1.28,19.9%,5.5%,13
66,Michael McGreevy,STL,8,10,4.19,29,24,0,1,,144.0,608,149,72,67,16,34,1,4,97,6.03,2.10,1.27,15.9%,5.5%,8
67,Zac Gallen,ARI,10,11,4.51,29,29,0,0,,178.1,763,173,95,89,25,61,1,7,160,8.05,3.08,1.31,20.9%,8.0%,15
68,Grayson Rodriguez,LAA,7,8,4.05,21,21,0,0,,119.0,500,109,57,54,16,37,0,5,124,9.36,2.82,1.23,24.7%,7.4%,9
69,Bailey Ober,MIN,9,10,4.45,28,28,0,0,,159.2,669,151,84,79,28,42,0,6,141,7.95,2.34,1.20,21.1%,6.2%,12
70,Shane McClanahan,TBR,7,7,4.03,20,20,0,0,,117.2,492,110,57,53,17,33,0,3,123,9.39,2.56,1.22,25.0%,6.8%,9
71,Zebby Matthews,MIN,6,9,4.30,31,22,0,1,,126.1,532,125,65,60,19,31,1,4,123,8.76,2.23,1.23,23.1%,5.9%,3
72,Matthew Liberatore,STL,8,11,4.61,27,27,0,0,,147.0,628,149,80,75,20,42,0,5,117,7.18,2.60,1.30,18.7%,6.8%,11
73,Joe Musgrove,SDP,8,8,4.20,24,24,0,0,,138.0,580,129,69,64,20,37,1,8,129,8.39,2.40,1.20,22.2%,6.4%,11
74,Carlos Rodon,NYY,9,8,4.19,24,24,0,0,,145.2,612,123,72,68,22,54,0,6,152,9.41,3.36,1.22,24.9%,8.9%,11
75,Reynaldo Lopez,ATL,7,8,4.52,28,22,0,1,,125.2,538,119,67,63,16,46,1,4,127,9.07,3.29,1.32,23.5%,8.5%,5
76,Sean Manaea,NYM,7,9,4.14,33,22,0,1,,130.2,552,116,64,60,19,45,1,6,138,9.47,3.11,1.23,24.9%,8.2%,3
77,Shota Imanaga,CHC,10,9,4.19,26,26,0,0,,155.0,639,141,78,72,29,36,0,4,144,8.38,2.07,1.14,22.6%,5.6%,12
78,Jacob Misiorowski,MIL,9,10,4.06,32,25,0,1,,139.1,597,113,67,63,18,68,1,9,159,10.31,4.38,1.30,26.7%,11.3%,6
79,Casey Mize,DET,9,9,4.24,26,26,0,0,,143.0,601,137,73,67,20,38,0,7,118,7.43,2.40,1.23,19.6%,6.3%,10
80,Noah Cameron,KCR,9,9,4.44,25,25,0,0,,146.2,627,144,78,72,21,48,0,5,128,7.82,2.91,1.30,20.4%,7.6%,11
81,Braxton Garrett,MIA,6,9,4.14,27,20,0,1,,115.1,484,115,57,53,14,27,1,5,104,8.14,2.15,1.23,21.5%,5.7%,4
82,Taj Bradley,MIN,7,10,4.28,31,23,0,1,,135.0,574,126,69,64,19,48,1,5,125,8.32,3.17,1.28,21.7%,8.3%,5
83,Robbie Ray,SFG,10,11,4.59,29,29,0,0,,171.1,736,155,94,87,29,71,0,6,184,9.67,3.72,1.32,25.0%,9.6%,14
84,Shane Smith,CHW,8,11,4.51,28,28,0,0,,156.1,669,148,84,78,22,54,0,8,146,8.42,3.13,1.30,21.9%,8.1%,12
85,Cam Schlittler,NYY,8,8,4.26,23,23,0,0,,130.2,557,119,66,62,17,49,0,6,129,8.88,3.38,1.29,23.1%,8.8%,10
86,Cade Horton,CHC,8,8,4.09,23,23,0,0,,126.2,529,114,62,58,17,38,0,5,108,7.69,2.73,1.21,20.5%,7.3%,9
87,Clay Holmes,NYM,10,10,4.06,28,27,0,0,,144.0,617,138,70,65,14,53,0,8,110,6.85,3.34,1.33,17.8%,8.7%,9
88,Ryan Pepiot,TBR,9,11,4.51,30,30,0,0,,169.0,719,153,91,85,28,62,0,8,166,8.86,3.31,1.27,23.1%,8.6%,13
89,Simeon Woods Richardson,MIN,8,10,4.45,29,25,0,1,,134.0,571,124,71,66,18,49,1,5,120,8.05,3.26,1.29,21.0%,8.5%,7
90,Reid Detmers,LAA,6,10,4.43,33,23,0,1,,133.1,572,123,70,66,20,49,2,7,149,10.02,3.33,1.29,26.0%,8.6%,3
91,Chad Patrick,MIL,7,9,4.40,24,24,0,0,,128.1,542,120,67,63,21,38,0,5,121,8.48,2.70,1.24,22.3%,7.1%,9
92,Jack Leiter,TEX,9,11,4.52,29,29,0,0,,163.0,696,147,87,82,25,64,0,8,154,8.50,3.53,1.29,22.1%,9.2%,12
93,Tatsuya Imai,HOU,9,10,4.43,27,27,0,0,,155.0,667,139,81,76,22,66,0,9,156,9.07,3.82,1.32,23.4%,9.9%,12
94,Logan Henderson,MIL,6,7,3.99,33,17,0,1,,111.0,458,95,53,49,18,30,1,4,120,9.76,2.45,1.12,26.3%,6.6%,2
95,Chris Bassitt,BAL,11,11,4.60,33,29,0,1,,168.1,727,164,92,86,24,61,1,11,144,7.69,3.24,1.33,19.8%,8.3%,11
96,Landen Roupp,SFG,7,9,4.23,27,22,0,1,,119.2,514,114,60,56,13,46,1,5,109,8.18,3.50,1.34,21.2%,9.0%,5
97,Brady Singer,CIN,9,11,4.77,29,29,0,0,,168.0,725,169,95,89,25,57,0,9,151,8.08,3.03,1.34,20.8%,7.8%,13
98,Zack Littell,,9,10,4.44,25,24,0,0,,139.0,583,139,73,69,22,31,1,5,107,6.94,1.99,1.22,18.4%,5.3%,10
99,Brayan Bello,BOS,10,10,4.35,28,28,0,0,,160.1,689,158,84,77,19,58,0,8,124,6.97,3.23,1.34,18.0%,8.3%,12
100,Jacob Lopez,ATH,7,8,4.40,23,23,0,0,,128.0,546,114,67,63,20,49,0,7,139,9.79,3.48,1.27,25.5%,9.0%,9
101,Dustin May,STL,7,10,4.48,29,23,0,1,,137.2,591,131,73,69,16,51,1,8,117,7.64,3.31,1.32,19.8%,8.6%,7
102,Parker Messick,CLE,7,9,4.31,22,22,0,0,,117.1,500,115,60,56,16,36,0,6,107,8.22,2.80,1.29,21.4%,7.3%,8
103,Bryce Miller,SEA,9,9,4.40,25,25,0,0,,144.1,607,134,75,71,23,43,0,5,125,7.78,2.69,1.23,20.6%,7.1%,11
104,Cade Cavalli,WSN,7,10,4.44,24,24,0,0,,132.2,570,131,70,65,16,46,0,7,107,7.27,3.14,1.34,18.8%,8.1%,10
105,Eduardo Rodriguez,ARI,8,10,4.70,27,24,0,1,,132.1,573,134,74,69,18,49,1,4,116,7.88,3.34,1.38,20.2%,8.6%,8
106,Foster Griffin,WSN,5,9,4.29,27,19,0,1,,118.1,506,112,60,56,15,42,1,6,112,8.50,3.21,1.31,22.1%,8.3%,4
107,Gerrit Cole,NYY,7,6,4.06,18,18,0,0,,109.1,454,96,53,49,17,32,0,4,108,8.91,2.59,1.17,23.9%,7.0%,9
108,Jameson Taillon,CHC,9,9,4.47,27,27,0,0,,156.1,654,151,83,78,26,38,0,5,117,6.74,2.19,1.21,17.9%,5.8%,12
109,Justin Steele,CHC,6,4,3.43,13,13,0,0,,72.0,295,64,30,27,7,18,0,3,67,8.35,2.23,1.13,22.7%,6.1%,5
110,Tyler Mahle,SFG,8,8,4.44,23,23,0,0,,130.2,557,129,69,64,18,42,0,5,105,7.27,2.87,1.31,18.9%,7.5%,10
111,Mike Burrows,HOU,7,9,4.32,29,23,0,1,,126.1,533,115,65,61,20,42,1,5,126,9.00,3.01,1.24,23.7%,7.9%,5
112,Yusei Kikuchi,LAA,9,12,4.79,29,29,0,0,,169.2,733,170,97,90,29,59,1,6,165,8.75,3.15,1.35,22.5%,8.1%,13
113,Brad Lord,WSN,6,10,4.34,31,22,1,1,,129.2,557,128,67,63,15,45,1,6,101,7.01,3.12,1.34,18.1%,8.1%,4
114,Spencer Schwellenbach,ATL,5,4,3.63,12,12,0,0,,68.2,280,63,30,28,8,14,0,2,67,8.81,1.83,1.12,24.0%,5.0%,5
115,Kodai Senga,NYM,7,8,4.21,29,21,0,1,,120.0,516,105,60,56,15,55,1,5,119,8.97,4.16,1.34,23.2%,10.8%,4
