#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,WHIP,K%,BB%,QS
15,Yoshinobu Yamamoto,LAD,12,7,3.38,26,26,0,0,,155.0,627,129,63,58,17,43,,5,165,9.54,2.52,1.11,26.3%,6.9%,16
16,Bryan Woo,SEA,13,10,3.46,32,32,0,0,,195.0,788,169,81,75,25,43,,9,197,9.09,1.96,1.08,25.0%,5.4%,19
17,Jesus Luzardo,PHI,12,10,3.78,31,31,0,0,,179.0,742,157,81,75,23,56,,5,197,9.94,2.80,1.19,26.6%,7.5%,17
18,Ranger Suarez,BOS,12,9,3.61,29,29,0,0,,169.0,713,166,74,68,17,49,,5,149,7.94,2.60,1.27,20.9%,6.9%,17
19,Zack Wheeler,PHI,10,6,3.31,24,24,0,0,,147.0,598,124,59,54,16,39,,7,160,9.81,2.36,1.11,26.8%,6.5%,15
20,George Kirby,SEA,12,9,3.52,31,31,0,0,,173.0,711,160,74,68,21,32,,7,170,8.83,1.68,1.11,23.9%,4.5%,18
21,Joe Ryan,MIN,11,10,3.79,29,29,0,0,,167.0,685,147,76,70,24,40,,9,183,9.83,2.14,1.12,26.7%,5.8%,16
22,Shane McClanahan,TBR,9,7,3.33,24,24,0,0,,139.0,565,119,56,51,16,39,,3,150,9.73,2.54,1.14,26.5%,6.9%,14
23,Aaron Nola,PHI,11,10,4.12,31,31,0,0,,180.0,752,172,89,82,26,45,,5,177,8.86,2.26,1.21,23.6%,6.0%,16
24,Logan Gilbert,SEA,10,7,3.41,29,29,0,0,,163.0,661,139,67,62,21,39,,5,178,9.83,2.14,1.09,27.0%,5.9%,17
25,Kevin Gausman,TOR,12,10,3.88,31,31,0,0,,182.0,763,171,85,78,24,53,,3,177,8.76,2.60,1.23,23.2%,6.9%,17
26,Nathan Eovaldi,TEX,10,10,3.78,29,29,0,0,,173.0,715,160,79,73,22,45,,7,164,8.50,2.34,1.18,22.9%,6.3%,16
27,Michael King,SDP,10,9,3.68,29,29,0,0,,161.0,681,143,72,66,20,58,,7,170,9.47,3.26,1.25,24.9%,8.6%,16
28,Brandon Woodruff,MIL,10,8,3.74,28,28,0,0,,149.0,613,131,66,62,21,40,,6,158,9.53,2.43,1.15,25.7%,6.6%,15
29,Kyle Bradish,BAL,8,7,3.62,26,26,0,0,,137.0,573,122,60,55,15,43,,6,145,9.52,2.85,1.20,25.4%,7.6%,15
30,MacKenzie Gore,TEX,11,9,3.82,29,29,0,0,,160.0,677,139,73,68,19,60,,8,182,10.25,3.36,1.24,26.9%,8.8%,16
31,Drew Rasmussen,TBR,10,8,3.64,31,31,0,0,,160.0,656,147,70,65,18,42,,5,144,8.08,2.34,1.18,21.9%,6.3%,17
32,Jose Soriano,LAA,11,10,3.86,31,31,0,0,,176.0,757,163,82,75,15,76,,10,164,8.39,3.91,1.36,21.7%,10.1%,17
33,Spencer Strider,ATL,12,9,3.85,28,28,0,0,,159.0,665,136,73,68,20,55,,8,187,10.62,3.13,1.21,28.2%,8.3%,15
34,Sandy Alcantara,MIA,11,11,4.08,31,31,0,0,,188.0,790,182,92,85,21,54,,7,156,7.47,2.59,1.26,19.8%,6.8%,16
35,Blake Snell,LAD,10,6,3.55,24,24,0,0,,132.0,555,106,56,52,15,59,,3,164,11.18,4.00,1.24,29.6%,10.6%,14
36,Andrew Abbott,CIN,9,9,4.17,29,29,0,0,,164.0,695,159,82,76,25,50,,4,149,8.17,2.75,1.27,21.5%,7.2%,15
37,Freddy Peralta,NYM,11,9,3.83,29,29,0,0,,162.0,680,137,75,69,21,61,,7,177,9.83,3.37,1.22,26.1%,8.9%,16
38,Tyler Glasnow,LAD,8,6,3.68,24,24,0,0,,133.0,546,110,59,54,17,49,,3,155,10.50,3.32,1.20,28.3%,9.0%,13
39,Nick Pivetta,SDP,10,10,3.92,29,29,0,0,,173.0,714,150,81,75,27,52,,5,190,9.86,2.72,1.17,26.6%,7.3%,16
40,Tanner Bibee,CLE,11,11,3.90,31,31,0,0,,182.0,764,170,85,79,24,54,,8,170,8.42,2.68,1.23,22.3%,7.1%,17
41,Kris Bubic,KCR,10,8,3.74,34,24,0,1,,145.0,614,136,65,60,16,49,,5,140,8.71,3.05,1.28,22.8%,8.0%,12
42,Jack Flaherty,DET,11,10,4.02,29,29,0,0,,160.0,684,145,77,72,21,58,,7,176,9.87,3.27,1.27,25.7%,8.5%,15
43,Chase Burns,CIN,8,7,3.74,31,21,0,1,,117.0,486,103,53,49,16,34,,2,135,10.40,2.63,1.17,27.8%,7.0%,11
44,Matthew Boyd,CHC,11,9,3.89,29,29,0,0,,167.0,699,156,78,72,22,49,,7,149,8.01,2.62,1.23,21.3%,7.0%,16
45,Nick Lodolo,CIN,9,9,4.13,28,28,0,0,,151.0,640,140,75,70,21,42,,16,154,9.17,2.48,1.20,24.1%,6.5%,14
46,Mitch Keller,PIT,10,11,4.19,31,31,0,0,,175.0,751,174,88,82,22,53,,11,152,7.80,2.72,1.30,20.3%,7.0%,16
47,Luis Castillo,SEA,11,10,3.82,31,31,0,0,,179.0,749,166,82,76,24,51,,7,167,8.39,2.54,1.21,22.3%,6.8%,17
48,Brady Singer,CIN,10,12,4.38,31,31,0,0,,169.0,726,165,89,82,25,54,,10,160,8.53,2.89,1.30,22.1%,7.5%,15
49,Yusei Kikuchi,LAA,9,10,4.21,31,31,0,0,,169.0,728,165,86,79,25,63,,5,173,9.21,3.32,1.34,23.8%,8.6%,15
50,Shohei Ohtani,LAD,8,5,3.51,23,23,0,0,,116.0,471,91,49,45,15,40,,6,138,10.71,3.12,1.13,29.2%,8.5%,13
51,Carlos Rodon,NYY,11,9,4.00,28,28,0,0,,155.0,655,136,74,69,21,56,,6,163,9.45,3.27,1.24,24.9%,8.6%,15
52,Emmet Sheehan,LAD,9,7,3.96,42,24,0,1,,143.0,594,121,67,63,20,50,,6,162,10.22,3.16,1.20,27.3%,8.4%,11
53,Ryan Pepiot,TBR,11,11,4.05,31,31,0,0,,169.0,707,148,82,76,24,61,,8,173,9.21,3.23,1.23,24.5%,8.6%,16
54,David Peterson,NYM,9,8,3.85,29,29,0,0,,163.0,705,157,76,70,16,64,,8,146,8.08,3.52,1.35,20.8%,9.0%,16
55,Eury Perez,MIA,8,9,4.04,28,28,0,0,,135.0,561,117,65,61,19,46,,4,145,9.65,3.09,1.21,25.9%,8.3%,14
56,Joe Musgrove,SDP,9,9,3.89,28,28,0,0,,158.0,665,150,73,68,20,41,,13,145,8.28,2.35,1.21,21.8%,6.2%,15
57,Steven Matz,TBR,7,8,3.95,37,23,0,1,,138.0,585,137,65,60,17,37,,5,122,7.99,2.45,1.27,20.9%,6.4%,11
58,Reid Detmers,LAA,9,9,4.08,34,24,0,1,,145.0,613,129,71,66,19,53,,7,159,9.85,3.27,1.25,25.9%,8.6%,11
59,Michael Wacha,KCR,10,11,4.31,29,29,0,0,,164.0,696,165,84,79,22,48,,5,128,7.01,2.64,1.30,18.4%,6.9%,14
60,Bailey Ober,MIN,8,9,4.32,28,28,0,0,,155.0,648,153,80,74,25,37,,6,140,8.12,2.13,1.22,21.6%,5.7%,14
61,Clay Holmes,NYM,10,9,3.89,28,28,0,0,,153.0,663,152,72,66,13,57,,9,125,7.37,3.36,1.37,18.8%,8.6%,15
62,Jeffrey Springs,ATH,10,11,4.38,31,31,0,0,,171.0,725,170,89,83,27,54,,4,146,7.70,2.83,1.31,20.1%,7.4%,15
63,Luis Severino,ATH,10,11,4.48,31,31,0,0,,181.0,777,183,97,90,24,57,,12,145,7.20,2.84,1.33,18.6%,7.3%,15
64,Zac Gallen,ARI,13,11,4.03,31,31,0,0,,182.0,769,174,88,81,23,59,,6,170,8.40,2.92,1.28,22.1%,7.7%,16
65,Grayson Rodriguez,LAA,7,8,3.95,23,23,0,0,,122.0,516,112,58,54,16,41,,5,128,9.44,3.02,1.26,24.8%,7.9%,12
66,Casey Mize,DET,9,9,4.05,28,28,0,0,,145.0,616,144,71,65,19,41,,5,129,8.02,2.52,1.27,21.0%,6.6%,14
67,Gerrit Cole,NYY,8,7,3.93,23,23,0,0,,136.0,564,122,64,59,19,39,,5,135,8.94,2.61,1.19,23.9%,7.0%,12
68,Merrill Kelly,ARI,10,8,3.94,28,28,0,0,,159.0,668,154,75,69,21,48,,3,141,8.02,2.70,1.27,21.2%,7.1%,15
69,Gavin Williams,CLE,10,9,3.85,31,31,0,0,,168.0,716,149,78,72,21,71,,6,172,9.21,3.80,1.31,24.1%,9.9%,17
70,Trevor Rogers,BAL,9,8,4.08,26,26,0,0,,142.0,605,140,70,64,17,46,,5,122,7.74,2.92,1.31,20.2%,7.6%,13
71,Braxton Ashcraft,PIT,8,9,3.84,45,23,0,1,,149.0,635,146,69,64,16,45,,7,132,7.94,2.73,1.28,20.7%,7.1%,11
72,Shane Bieber,TOR,8,7,3.71,29,21,0,1,,126.0,522,121,56,52,16,29,,3,115,8.22,2.10,1.19,22.0%,5.6%,11
73,Shane Smith,CHW,8,10,4.19,29,29,0,0,,160.0,675,145,80,74,21,60,,11,150,8.46,3.39,1.28,22.2%,8.9%,15
74,Brandon Pfaadt,ARI,10,10,4.22,29,29,0,0,,163.0,692,167,83,77,22,37,,7,145,8.00,2.06,1.25,21.0%,5.4%,15
75,Quinn Priester,MIL,10,10,4.12,29,29,0,0,,174.0,742,169,86,80,21,59,,8,145,7.53,3.06,1.32,19.6%,8.0%,15
76,Jack Leiter,TEX,9,9,4.28,28,28,0,0,,148.0,631,133,76,71,19,61,,6,141,8.58,3.69,1.31,22.4%,9.6%,14
77,Trey Yesavage,TOR,7,6,3.80,36,24,0,1,,134.0,564,113,61,57,16,56,,4,146,9.81,3.75,1.26,25.9%,9.9%,12
78,Nolan McLean,NYM,10,8,3.82,26,26,0,0,,145.0,624,132,67,62,15,56,,10,140,8.70,3.49,1.29,22.5%,9.0%,14
79,Reynaldo Lopez,ATL,9,8,3.83,36,24,0,1,,144.0,603,131,66,61,17,50,,4,145,9.05,3.12,1.26,24.0%,8.3%,12
80,Brayan Bello,BOS,9,10,4.22,28,28,0,0,,153.0,660,154,78,72,17,54,,8,127,7.49,3.18,1.36,19.3%,8.2%,14
81,Cody Ponce,TOR,9,8,4.03,49,21,0,1,,149.0,629,141,72,67,20,44,,6,147,8.86,2.67,1.24,23.4%,7.0%,9
82,Chris Bassitt,BAL,11,10,4.18,39,29,0,1,,176.0,757,172,88,81,24,60,,12,160,8.19,3.09,1.33,21.1%,8.0%,14
