#,Name,Team,GS,G,IP,TBF,W,L,QS,SV,HLD,BS,H,R,ER,HR,IBB,HBP,SO,BB,K/9,BB/9,ERA,WHIP,K%,BB%,real_GS,real_G,real_IP,real_TBF,real_W,real_L,real_QS,real_SV,real_HLD,real_BS,real_H,real_R,real_ER,real_HR,real_IBB,real_HBP,real_SO,real_BB,real_K/9,real_BB/9,real_ERA,real_WHIP,real_K%,real_BB%
57,Nick Lodolo,CIN,23,23,129.2,547,34.78260869565217,34.78260869565217,39.130434782608695,0.0,0.0,0.0,21.572212065813527,11.3345521023766,10.420475319926874,3.1078610603290677,0.18281535648994515,2.1937842778793417,141,40,9.77,2.79,3.95,1.22,25.77696527,7.31261426,28.0,29.0,156.2,642.0,31.03448275862069,27.586206896551722,,0.0,0.0,0.0,21.49532710280374,9.345794392523365,9.034267912772584,3.4267912772585665,0.1557632398753894,2.0249221183800623,156.0,31.0,8.96,1.78,3.33,1.08,24.3,4.8
58,Brayan Bello,BOS,29,29,165.0,706,41.37931034482759,34.48275862068966,37.93103448275862,0.0,0.0,0.0,22.804532577903682,11.473087818696884,10.623229461756374,2.5495750708215295,0.141643059490085,1.13314447592068,152,58,8.28,3.14,4.08,1.32,21.52974504,8.21529745,28.0,29.0,166.2,700.0,37.93103448275862,31.03448275862069,,0.0,0.0,0.0,21.0,10.142857142857142,8.857142857142856,2.2857142857142856,0.0,1.8571428571428572,124.0,59.0,6.7,3.19,3.35,1.24,17.7,8.4
59,Reese Olson,DET,27,27,145.2,610,29.629629629629626,33.33333333333333,40.74074074074074,0.0,0.0,0.0,21.9672131147541,11.311475409836065,10.327868852459018,2.622950819672131,0.32786885245901637,0.819672131147541,136,46,8.41,2.86,3.9,1.24,22.29508197,7.540983607,13.0,13.0,68.2,285.0,30.76923076923077,30.76923076923077,,0.0,0.0,0.0,20.350877192982455,8.421052631578947,8.421052631578947,1.7543859649122806,0.7017543859649122,1.7543859649122806,65.0,25.0,8.52,3.28,3.15,1.21,22.8,8.799999999999999
60,Chris Bassitt,TOR,30,30,176.2,751,36.666666666666664,36.666666666666664,43.333333333333336,0.0,0.0,0.0,22.237017310252995,11.584553928095872,10.652463382157123,2.929427430093209,0.13315579227696406,1.4647137150466045,164,59,8.34,3.02,4.09,1.28,21.83754993,7.856191744,31.0,32.0,170.1,736.0,34.375,28.125,,0.0,0.0,0.0,23.641304347826086,10.869565217391305,10.190217391304348,2.989130434782609,0.0,1.766304347826087,166.0,52.0,8.77,2.75,3.96,1.33,22.6,7.1
61,Sean Manaea,NYM,29,30,169.1,707,33.33333333333333,26.666666666666668,40.0,0.0,0.0,0.0,21.074964639321074,11.881188118811881,10.891089108910892,3.253182461103253,0.14144271570014144,1.1315417256011315,171,58,9.11,3.06,4.09,1.22,24.18670438,8.203677511,12.0,15.0,60.2,263.0,13.333333333333334,26.666666666666668,,0.0,0.0,0.0,23.574144486692013,14.44866920152091,14.44866920152091,4.942965779467681,0.0,2.6615969581749046,75.0,12.0,11.13,1.78,5.64,1.22,28.499999999999996,4.6
62,Ryan Pepiot,TBR,28,28,152.0,630,35.714285714285715,32.142857142857146,39.285714285714285,0.0,0.0,0.0,20.158730158730158,11.26984126984127,10.317460317460316,3.492063492063492,0.15873015873015872,1.2698412698412698,160,53,9.49,3.11,3.87,1.18,25.3968254,8.412698413,31.0,31.0,167.2,679.0,35.483870967741936,38.70967741935484,,0.0,0.0,0.0,19.734904270986746,11.34020618556701,10.603829160530191,3.829160530191458,0.0,0.8836524300441826,167.0,61.0,8.96,3.27,3.86,1.16,24.6,9.0
63,Brandon Pfaadt,ARI,27,33,157.1,653,30.303030303030305,27.27272727272727,30.303030303030305,0.0,0.0,0.0,23.27718223583461,11.791730474732006,10.872894333843798,3.522205206738132,0.1531393568147014,0.9188361408882083,158,38,9.07,2.15,4.05,1.21,24.19601838,5.819295559,33.0,33.0,176.2,767.0,39.39393939393939,27.27272727272727,,0.0,0.0,0.0,25.814863102998697,13.95045632333768,13.428943937418513,3.389830508474576,0.2607561929595828,1.564537157757497,147.0,37.0,7.49,1.88,5.25,1.33,19.2,4.8
64,Bryan Woo,SEA,25,25,138.0,557,36.0,28.000000000000004,40.0,0.0,0.0,0.0,21.723518850987432,11.131059245960502,10.23339317773788,3.231597845601436,0.17953321364452424,1.0771992818671454,131,28,8.56,1.81,3.69,1.08,23.51885099,5.026929982,30.0,30.0,186.2,731.0,50.0,23.333333333333332,,0.0,0.0,0.0,18.741450068399455,8.755129958960328,8.344733242134064,3.556771545827633,0.0,0.5471956224350205,198.0,36.0,9.55,1.74,2.94,0.93,27.1,4.9
65,Carlos Rodon,NYY,29,29,163.2,677,41.37931034482759,34.48275862068966,41.37931034482759,0.0,0.0,0.0,20.6794682422452,11.816838995568684,10.930576070901035,3.8404726735598227,0.14771048744460857,1.03397341211226,184,53,10.13,2.93,4.06,1.18,27.17872969,7.828655835,33.0,33.0,195.1,789.0,54.54545454545454,27.27272727272727,,0.0,0.0,0.0,16.730038022813687,9.37896070975919,8.491761723700888,2.788339670468948,0.0,1.1406844106463878,203.0,73.0,9.35,3.36,3.09,1.05,25.7,9.3
66,Drew Rasmussen,TBR,17,33,109.2,446,21.21212121212121,18.181818181818183,21.21212121212121,0.0,6.0606060606060606,0.0,21.748878923766814,10.089686098654708,9.192825112107624,2.4663677130044843,0.0,0.672645739910314,108,27,8.83,2.18,3.36,1.13,24.21524664,6.053811659,31.0,31.0,150.0,585.0,32.25806451612903,16.129032258064516,,0.0,0.0,0.0,19.82905982905983,8.034188034188034,7.863247863247863,3.076923076923077,0.17094017094017094,0.8547008547008548,127.0,37.0,7.62,2.22,2.76,1.02,21.7,6.3
67,Nestor Cortes,MIL,24,32,142.2,586,28.125,25.0,31.25,0.0,0.0,0.0,22.013651877133107,11.433447098976108,10.580204778156997,3.754266211604096,0.17064846416382254,0.6825938566552902,140,37,8.86,2.35,3.91,1.17,23.89078498,6.313993174,8.0,8.0,34.1,157.0,25.0,50.0,,0.0,0.0,0.0,22.929936305732486,15.286624203821656,15.286624203821656,8.280254777070063,0.0,1.2738853503184715,29.0,20.0,7.6,5.24,6.29,1.63,18.5,12.7
68,Bryce Miller,SEA,30,30,171.0,695,36.666666666666664,30.0,40.0,0.0,0.0,0.0,21.294964028776977,11.223021582733812,10.359712230215827,3.4532374100719423,0.14388489208633093,0.8633093525179856,163,43,8.58,2.27,3.77,1.12,23.45323741,6.18705036,18.0,18.0,90.1,392.0,22.22222222222222,33.33333333333333,,0.0,0.0,0.0,23.72448979591837,14.540816326530612,14.540816326530612,4.336734693877551,0.0,0.7653061224489796,74.0,34.0,7.37,3.39,5.68,1.41,18.899999999999988,8.7
69,Shohei Ohtani,LAD,19,19,111.1,456,47.368421052631575,26.31578947368421,47.368421052631575,0.0,0.0,0.0,19.736842105263158,10.307017543859649,9.429824561403509,3.070175438596491,0.21929824561403508,1.0964912280701753,131,37,10.58,3.02,3.49,1.14,28.72807018,8.114035088,14.0,14.0,47.0,188.0,7.142857142857142,7.142857142857142,,0.0,0.0,0.0,21.27659574468085,7.9787234042553195,7.9787234042553195,1.5957446808510638,0.0,0.0,62.0,9.0,11.87,1.72,2.87,1.04,33.0,4.8
70,Brandon Woodruff,MIL,21,21,124.2,512,38.095238095238095,28.57142857142857,47.61904761904761,0.0,0.0,0.0,21.2890625,10.9375,10.15625,3.3203125,0.1953125,0.9765625,133,35,9.58,2.53,3.75,1.16,25.9765625,6.8359375,12.0,12.0,64.2,257.0,58.333333333333336,16.666666666666664,,0.0,0.0,0.0,17.509727626459142,10.116731517509727,8.949416342412452,3.501945525291829,0.0,1.1673151750972763,83.0,14.0,11.55,1.95,3.2,0.91,32.29999999999999,5.4
71,Nick Martinez,CIN,22,37,140.0,589,21.62162162162162,21.62162162162162,21.62162162162162,0.0,2.7027027027027026,2.7027027027027026,23.769100169779286,12.224108658743633,11.205432937181664,3.395585738539898,0.1697792869269949,1.0186757215619695,118,36,7.61,2.32,4.23,1.26,20.03395586,6.112054329,26.0,40.0,165.2,683.0,27.500000000000004,35.0,,0.0,12.5,0.0,23.133235724743777,12.591508052708638,12.005856515373353,3.22108345534407,0.14641288433382138,0.8784773060029283,116.0,42.0,6.3,2.28,4.45,1.21,17.0,6.1
72,Jose Soriano,LAA,25,27,139.2,598,29.629629629629626,29.629629629629626,37.03703703703704,0.0,3.7037037037037033,0.0,20.735785953177256,11.036789297658862,10.033444816053512,2.341137123745819,0.33444816053511706,1.5050167224080269,133,58,8.56,3.77,3.89,1.31,22.24080268,9.698996656,31.0,31.0,169.0,724.0,32.25806451612903,35.483870967741936,,0.0,0.0,0.0,21.823204419889503,12.292817679558011,11.049723756906078,1.6574585635359116,0.0,0.6906077348066298,152.0,78.0,8.09,4.15,4.26,1.4,21.0,10.8
73,Nick Pivetta,,24,25,136.1,560,32.0,36.0,40.0,0.0,0.0,0.0,21.071428571428573,11.785714285714285,10.892857142857142,3.75,0.17857142857142858,0.7142857142857143,154,41,10.2,2.72,4.01,1.17,27.5,7.321428571,31.0,31.0,181.2,721.0,41.935483870967744,16.129032258064516,,0.0,0.0,0.0,17.891816920943135,8.737864077669903,8.044382801664355,3.0513176144244105,0.13869625520110956,0.4160887656033287,190.0,50.0,9.41,2.48,2.87,0.99,26.400000000000002,6.9
74,Robbie Ray,SFG,26,26,144.0,603,34.61538461538461,34.61538461538461,42.30769230769231,0.0,0.0,0.0,20.8955223880597,11.442786069651742,10.613598673300165,3.6484245439469323,0.16583747927031509,1.3266998341625207,161,50,10.06,3.15,3.99,1.22,26.69983416,8.291873964,32.0,32.0,182.1,755.0,34.375,25.0,,0.0,0.0,0.0,19.602649006622517,10.728476821192052,9.801324503311259,2.913907284768212,0.0,0.5298013245033113,186.0,73.0,9.18,3.6,3.65,1.21,24.6,9.69999999999999
75,Clay Holmes,NYM,18,45,129.2,555,17.77777777777778,15.555555555555555,17.77777777777778,6.666666666666667,2.2222222222222223,13.333333333333334,21.98198198198198,10.27027027027027,9.54954954954955,1.8018018018018018,0.36036036036036034,1.2612612612612613,123,50,8.58,3.45,3.65,1.32,22.16216216,9.009009009,31.0,33.0,165.2,708.0,36.36363636363637,24.242424242424242,,0.0,0.0,0.0,21.1864406779661,10.451977401129943,9.180790960451978,1.977401129943503,0.0,1.8361581920903955,129.0,66.0,7.01,3.59,3.53,1.3,18.2,9.3
76,Jesus Luzardo,PHI,24,31,143.1,599,29.03225806451613,25.806451612903224,35.483870967741936,0.0,0.0,0.0,21.368948247078464,11.686143572621036,10.684474123539232,3.33889816360601,0.1669449081803005,0.8347245409015025,147,48,9.22,3.0,4.04,1.23,24.5409015,8.013355593,32.0,32.0,183.2,758.0,46.875,21.875,,0.0,0.0,0.0,22.03166226912929,11.213720316622691,10.554089709762533,2.1108179419525066,0.0,0.395778364116095,216.0,57.0,10.58,2.79,3.92,1.22,28.499999999999996,7.5
77,Gavin Williams,CLE,26,26,138.1,582,30.76923076923077,30.76923076923077,34.61538461538461,0.0,0.0,0.0,20.790378006872853,11.512027491408935,10.652920962199312,2.9209621993127146,0.1718213058419244,1.0309278350515463,141,53,9.21,3.45,4.02,1.26,24.22680412,9.10652921,31.0,31.0,167.2,704.0,38.70967741935484,16.129032258064516,,0.0,0.0,0.0,18.46590909090909,8.806818181818182,8.096590909090908,3.2670454545454546,0.0,0.4261363636363636,173.0,83.0,9.29,4.46,3.06,1.27,24.6,11.799999999999999
78,Kumar Rocker,TEX,21,27,114.1,475,22.22222222222222,25.925925925925924,29.629629629629626,0.0,0.0,0.0,21.684210526315788,11.157894736842106,10.31578947368421,2.9473684210526314,0.21052631578947367,1.0526315789473684,119,35,9.36,2.75,3.85,1.21,25.05263158,7.368421053,14.0,14.0,64.1,287.0,28.57142857142857,35.714285714285715,,0.0,0.0,0.0,24.738675958188153,14.634146341463413,14.285714285714285,3.8327526132404177,0.0,1.3937282229965158,56.0,23.0,7.83,3.22,5.74,1.46,19.5,8.0
79,Miles Mikolas,STL,29,29,167.2,703,31.03448275862069,37.93103448275862,41.37931034482759,0.0,0.0,0.0,25.320056899004268,13.086770981507822,12.091038406827881,3.4139402560455197,0.1422475106685633,0.8534850640113799,119,31,6.38,1.65,4.56,1.25,16.92745377,4.409672831,31.0,31.0,156.1,669.0,25.806451612903224,35.483870967741936,,0.0,0.0,0.0,25.26158445440957,13.004484304932735,12.556053811659194,4.334828101644246,0.14947683109118087,0.4484304932735426,100.0,37.0,5.76,2.13,4.84,1.32,14.899999999999999,5.5
80,Clarke Schmidt,NYY,21,33,126.2,534,24.242424242424242,21.21212121212121,18.181818181818183,0.0,3.0303030303030303,0.0,21.722846441947567,11.04868913857678,10.299625468164795,3.1835205992509366,0.37453183520599254,1.4981273408239701,127,41,9.0,2.91,3.89,1.24,23.78277154,7.677902622,14.0,14.0,78.2,316.0,28.57142857142857,28.57142857142857,,0.0,0.0,0.0,17.72151898734177,9.177215189873419,9.177215189873419,2.848101265822785,0.0,0.31645569620253167,73.0,30.0,8.35,3.43,3.32,1.09,23.1,9.5
81,Jose Berrios,TOR,30,30,185.1,779,40.0,36.666666666666664,46.666666666666664,0.0,0.0,0.0,22.978177150192554,12.066752246469834,11.16816431322208,3.594351732991014,0.12836970474967907,1.2836970474967908,160,52,7.77,2.51,4.22,1.24,20.53915276,6.675224647,30.0,31.0,166.0,698.0,29.03225806451613,16.129032258064516,,0.0,0.0,0.0,22.922636103151863,12.320916905444127,11.031518624641834,3.7249283667621778,0.28653295128939826,1.002865329512894,138.0,56.0,7.48,3.04,4.17,1.3,19.8,8.0
82,Shane Baz,TBR,24,31,140.2,589,25.806451612903224,22.58064516129032,32.25806451612903,0.0,0.0,0.0,21.052631578947366,11.544991511035652,10.526315789473683,3.225806451612903,0.1697792869269949,1.1884550084889642,134,49,8.58,3.17,3.98,1.23,22.75042445,8.319185059,31.0,31.0,166.1,711.0,32.25806451612903,38.70967741935484,,0.0,0.0,0.0,22.22222222222222,12.79887482419128,12.658227848101266,3.6568213783403656,0.0,1.2658227848101267,176.0,64.0,9.52,3.46,4.87,1.33,24.8,9.0
83,David Peterson,NYM,24,28,138.2,596,32.142857142857146,25.0,35.714285714285715,0.0,3.571428571428571,0.0,22.14765100671141,10.738255033557047,9.899328859060402,2.5167785234899327,0.33557046979865773,1.174496644295302,129,54,8.37,3.48,3.82,1.34,21.6442953,9.060402685,30.0,30.0,168.2,723.0,30.0,20.0,,0.0,0.0,0.0,22.959889349930844,11.618257261410788,10.926694329183956,1.5214384508990317,0.13831258644536654,0.9681881051175657,150.0,65.0,8.0,3.47,4.22,1.37,20.7,9.0
84,Max Scherzer,TOR,19,21,109.0,445,33.33333333333333,28.57142857142857,42.857142857142854,0.0,0.0,0.0,21.34831460674157,11.46067415730337,10.561797752808989,3.8202247191011236,0.0,1.1235955056179776,114,29,9.45,2.36,3.87,1.13,25.61797753,6.516853933,17.0,17.0,85.0,358.0,29.411764705882355,29.411764705882355,,0.0,0.0,0.0,24.30167597765363,13.687150837988826,13.687150837988826,5.307262569832402,0.0,0.5586592178770949,82.0,23.0,8.68,2.44,5.19,1.29,22.89999999999999,6.4
86,Yu Darvish,SDP,24,24,141.0,584,37.5,33.33333333333333,41.66666666666667,0.0,0.0,0.0,21.91780821917808,11.986301369863012,10.95890410958904,3.595890410958904,0.17123287671232876,1.1986301369863013,136,39,8.7,2.49,4.12,1.19,23.28767123,6.678082192,15.0,15.0,72.0,296.0,33.33333333333333,33.33333333333333,,0.0,0.0,0.0,22.2972972972973,14.864864864864865,14.527027027027026,4.72972972972973,0.0,2.027027027027027,68.0,19.0,8.5,2.38,5.38,1.18,23.0,6.4
87,Luis Gil,NYY,27,31,146.2,623,35.483870967741936,25.806451612903224,32.25806451612903,0.0,0.0,0.0,19.101123595505616,11.717495987158909,10.754414125200643,3.210272873194221,0.32102728731942215,1.1235955056179776,162,71,9.95,4.34,4.09,1.29,26.00321027,11.3964687,11.0,11.0,57.0,244.0,36.36363636363637,9.090909090909092,,0.0,0.0,0.0,19.262295081967213,9.426229508196721,8.60655737704918,2.0491803278688523,0.0,0.4098360655737705,41.0,33.0,6.47,5.21,3.32,1.4,16.8,13.5
89,Justin Verlander,SFG,22,22,125.1,527,36.36363636363637,36.36363636363637,40.909090909090914,0.0,0.0,0.0,23.33965844402277,12.144212523719165,11.195445920303605,3.415559772296015,0.0,0.9487666034155597,106,34,7.62,2.45,4.24,1.25,20.11385199,6.451612903,29.0,29.0,152.0,662.0,13.793103448275861,37.93103448275862,,0.0,0.0,0.0,23.413897280966765,11.178247734138973,9.818731117824774,2.416918429003021,0.1510574018126888,0.906344410876133,137.0,52.0,8.11,3.08,3.85,1.36,20.7,7.9
91,Matthew Boyd,CHC,19,23,103.1,432,26.08695652173913,21.73913043478261,26.08695652173913,0.0,0.0,0.0,21.52777777777778,11.342592592592593,10.416666666666668,3.2407407407407405,0.4629629629629629,1.1574074074074074,107,33,9.33,2.86,3.94,1.22,24.76851852,7.638888889,31.0,31.0,179.2,718.0,45.16129032258064,25.806451612903224,,0.0,0.0,0.0,21.448467966573816,9.610027855153204,8.913649025069638,2.6462395543175488,0.0,1.2534818941504178,154.0,42.0,7.71,2.1,3.21,1.09,21.4,5.79999999999999
92,Jeffrey Springs,ATH,25,29,137.0,567,27.586206896551722,24.137931034482758,34.48275862068966,0.0,0.0,0.0,22.045855379188712,11.11111111111111,10.229276895943562,3.527336860670194,0.1763668430335097,0.7054673721340388,137,39,9.03,2.58,3.83,1.2,24.1622575,6.878306878,30.0,32.0,171.0,713.0,34.375,34.375,,0.0,0.0,0.0,21.458625525946704,12.622720897615707,10.93969144460028,3.9270687237026647,0.0,0.42075736325385693,138.0,54.0,7.26,2.84,4.11,1.21,19.399999999999988,7.6
93,Ryan Feltner,COL,29,29,158.1,689,20.689655172413794,37.93103448275862,34.48275862068966,0.0,0.0,0.0,23.802612481857764,13.497822931785198,12.481857764876633,3.1930333817126266,0.14513788098693758,1.0159651669085632,135,57,7.67,3.25,4.88,1.4,19.59361393,8.272859216,6.0,6.0,30.1,135.0,0.0,33.33333333333333,,0.0,0.0,0.0,24.444444444444443,12.592592592592592,11.851851851851853,2.9629629629629632,0.0,0.0,25.0,12.0,7.42,3.56,4.75,1.48,18.5,8.9
94,Jameson Taillon,CHC,28,28,166.2,696,39.285714285714285,35.714285714285715,39.285714285714285,0.0,0.0,0.0,23.850574712643677,12.5,11.494252873563218,3.5919540229885056,0.14367816091954022,0.7183908045977011,133,39,7.16,2.12,4.34,1.23,19.1091954,5.603448276,23.0,23.0,129.2,519.0,47.82608695652174,30.434782608695656,,0.0,0.0,0.0,21.19460500963391,10.404624277456648,10.211946050096339,4.624277456647398,0.0,0.0,98.0,27.0,6.8,1.87,3.68,1.06,18.899999999999988,5.2
95,Merrill Kelly,ARI,26,26,153.2,646,38.46153846153847,30.76923076923077,42.30769230769231,0.0,0.0,0.0,22.445820433436534,11.91950464396285,10.8359133126935,3.2507739938080498,0.15479876160990713,0.7739938080495357,141,49,8.27,2.88,4.12,1.26,21.82662539,7.585139319,32.0,32.0,184.0,748.0,37.5,28.125,,0.0,0.0,0.0,20.989304812834224,10.56149732620321,9.62566844919786,3.074866310160428,0.0,0.267379679144385,167.0,48.0,8.17,2.35,3.52,1.11,22.3,6.4
96,Casey Mize,DET,25,25,136.2,583,24.0,32.0,36.0,0.0,0.0,0.0,24.013722126929675,12.006861063464838,11.149228130360205,2.9159519725557463,0.17152658662092624,1.0291595197255576,109,39,7.16,2.58,4.25,1.31,18.69639794,6.689536878,28.0,28.0,149.0,627.0,50.0,21.428571428571427,,0.0,0.0,0.0,24.401913875598087,10.845295055821373,10.207336523125997,3.349282296650718,0.1594896331738437,0.4784688995215311,139.0,36.0,8.4,2.17,3.87,1.27,22.2,5.7
97,Frankie Montas,NYM,26,26,142.2,609,34.61538461538461,34.61538461538461,34.61538461538461,0.0,0.0,0.0,22.003284072249592,12.151067323481117,11.16584564860427,3.1198686371100166,0.16420361247947454,0.8210180623973727,136,54,8.58,3.43,4.3,1.32,22.3316913,8.866995074,7.0,9.0,38.2,178.0,33.33333333333333,22.22222222222222,,0.0,0.0,0.0,26.96629213483146,16.292134831460675,15.168539325842698,4.49438202247191,0.0,0.5617977528089888,32.0,14.0,7.45,3.26,6.28,1.6,18.0,7.9
98,Kyle Harrison,SFG,26,26,140.1,596,30.76923076923077,30.76923076923077,38.46153846153847,0.0,0.0,0.0,21.476510067114095,11.74496644295302,10.738255033557047,3.1879194630872485,0.16778523489932887,1.342281879194631,142,52,9.13,3.36,4.13,1.28,23.82550336,8.724832215,6.0,11.0,35.2,156.0,9.090909090909092,9.090909090909092,,0.0,9.090909090909092,0.0,22.435897435897438,10.256410256410255,10.256410256410255,2.564102564102564,0.641025641025641,0.641025641025641,38.0,14.0,9.59,3.53,4.04,1.37,24.4,9.0
99,Mitchell Parker,WSN,26,32,146.1,623,21.875,28.125,28.125,0.0,0.0,0.0,22.632423756019264,12.038523274478331,11.075441412520064,3.0497592295345104,0.16051364365971107,0.6420545746388443,131,51,8.04,3.15,4.26,1.32,21.02728732,8.186195827,30.0,33.0,164.2,725.0,27.27272727272727,48.484848484848484,,3.0303030303030303,0.0,0.0,24.551724137931036,16.0,14.344827586206895,3.4482758620689653,0.0,0.5517241379310345,103.0,58.0,5.63,3.17,5.68,1.43,14.2,8.0
100,Aaron Civale,MIL,26,26,145.1,614,30.76923076923077,30.76923076923077,34.61538461538461,0.0,0.0,0.0,23.12703583061889,12.54071661237785,11.563517915309445,3.7459283387622153,0.16286644951140067,0.9771986970684038,135,43,8.38,2.66,4.39,1.27,21.98697068,7.003257329,18.0,23.0,102.0,435.0,17.391304347826086,39.130434782608695,,4.3478260869565215,0.0,0.0,22.06896551724138,13.563218390804598,12.643678160919542,3.67816091954023,0.22988505747126436,1.6091954022988506,88.0,33.0,7.76,2.91,4.85,1.26,20.19999999999999,7.6
101,Eduardo Rodriguez,ARI,23,28,133.0,563,32.142857142857146,28.57142857142857,32.142857142857146,0.0,0.0,0.0,22.735346358792185,11.545293072824157,10.657193605683837,3.019538188277087,0.17761989342806395,0.7104795737122558,122,44,8.27,2.95,4.05,1.29,21.669627,7.815275311,29.0,29.0,154.1,694.0,31.03448275862069,31.03448275862069,,0.0,0.0,0.0,25.64841498559078,13.544668587896252,12.39193083573487,3.602305475504323,0.2881844380403458,0.1440922190201729,143.0,60.0,8.34,3.5,5.02,1.54,20.599999999999998,8.6
103,David Festa,MIN,17,30,102.2,432,20.0,20.0,20.0,0.0,3.3333333333333335,0.0,21.52777777777778,11.342592592592593,10.416666666666668,3.009259259259259,0.23148148148148145,0.9259259259259258,110,37,9.62,3.21,3.96,1.26,25.46296296,8.564814815,10.0,11.0,53.1,229.0,27.27272727272727,36.36363636363637,,0.0,0.0,0.0,21.397379912663755,15.283842794759824,13.973799126637553,4.366812227074235,0.0,1.7467248908296942,53.0,19.0,8.94,3.21,5.4,1.28,23.1,8.3
104,Andrew Abbott,CIN,26,26,147.2,633,34.61538461538461,38.46153846153847,34.61538461538461,0.0,0.0,0.0,22.59083728278041,12.796208530805686,11.690363349131122,4.107424960505529,0.1579778830963665,0.631911532385466,139,55,8.45,3.37,4.51,1.34,21.95892575,8.68878357,29.0,29.0,166.1,684.0,34.48275862068966,24.137931034482758,,0.0,0.0,0.0,21.637426900584796,8.771929824561402,7.748538011695906,2.7777777777777777,0.0,0.43859649122807015,149.0,43.0,8.06,2.33,2.87,1.15,21.8,6.3
105,German Marquez,COL,23,23,130.1,562,26.08695652173913,39.130434782608695,34.78260869565217,0.0,0.0,0.0,24.199288256227756,13.523131672597867,12.455516014234876,3.558718861209965,0.1779359430604982,0.7117437722419928,108,44,7.49,3.01,4.85,1.38,19.21708185,7.829181495,26.0,26.0,126.1,591.0,11.538461538461538,61.53846153846154,,0.0,0.0,0.0,28.426395939086298,17.93570219966159,15.905245346869712,3.8917089678511,0.1692047377326565,1.015228426395939,83.0,48.0,5.91,3.42,6.7,1.71,14.000000000000002,8.1
106,Zack Littell,TBR,23,32,135.0,564,21.875,25.0,25.0,0.0,3.125,0.0,24.29078014184397,12.056737588652481,11.170212765957446,3.723404255319149,0.3546099290780142,0.8865248226950355,116,29,7.73,1.94,4.18,1.23,20.56737589,5.141843972,32.0,32.0,186.2,759.0,31.25,25.0,,0.0,0.0,0.0,22.92490118577075,10.67193675889328,10.408432147562582,4.743083003952568,0.13175230566534915,0.922266139657444,130.0,32.0,6.27,1.54,3.81,1.1,17.1,4.2
107,Spencer Arrighetti,HOU,26,26,140.2,602,30.76923076923077,34.61538461538461,34.61538461538461,0.0,0.0,0.0,21.096345514950166,12.458471760797343,11.461794019933555,3.322259136212625,0.16611295681063123,1.1627906976744187,150,58,9.61,3.7,4.41,1.31,24.91694352,9.634551495,7.0,7.0,35.1,156.0,14.285714285714285,71.42857142857143,,0.0,0.0,0.0,19.230769230769234,13.461538461538462,13.461538461538462,3.8461538461538463,0.0,1.9230769230769231,31.0,20.0,7.9,5.09,5.35,1.42,19.89999999999999,12.8
108,Reid Detmers,LAA,20,30,119.1,506,20.0,26.666666666666668,23.333333333333332,0.0,3.3333333333333335,0.0,21.541501976284586,12.25296442687747,11.264822134387352,3.557312252964427,0.1976284584980237,1.185770750988142,132,44,9.99,3.31,4.3,1.28,26.08695652,8.695652174,0.0,61.0,63.2,266.0,8.19672131147541,4.918032786885246,,4.918032786885246,21.311475409836063,8.19672131147541,21.804511278195488,10.902255639097744,10.526315789473683,2.2556390977443606,1.5037593984962405,0.7518796992481203,80.0,25.0,11.31,3.53,3.96,1.3,30.099999999999998,9.4
109,Shane Bieber,CLE,14,19,85.1,352,26.31578947368421,21.052631578947366,36.84210526315789,0.0,5.263157894736842,0.0,22.727272727272727,10.511363636363637,9.659090909090908,2.840909090909091,0.0,0.5681818181818182,84,21,8.84,2.2,3.58,1.18,23.86363636,5.965909091,7.0,7.0,40.1,159.0,57.14285714285714,28.57142857142857,,0.0,0.0,0.0,21.38364779874214,10.062893081761008,10.062893081761008,5.031446540880504,0.0,0.628930817610063,37.0,7.0,8.26,1.56,3.57,1.02,23.3,4.3999999999999995
110,Andre Pallante,STL,22,34,138.0,600,23.52941176470588,23.52941176470588,26.47058823529412,0.0,2.941176470588235,2.941176470588235,23.0,11.166666666666666,10.166666666666666,1.8333333333333333,0.33333333333333337,0.8333333333333334,101,55,6.59,3.59,4.01,1.4,16.83333333,9.166666667,31.0,31.0,162.2,715.0,19.35483870967742,48.38709677419355,,0.0,0.0,0.0,24.195804195804197,15.244755244755245,13.426573426573427,2.937062937062937,0.0,0.6993006993006993,111.0,62.0,6.14,3.43,5.31,1.44,15.5,8.7
112,Bowden Francis,TOR,23,31,140.1,579,32.25806451612903,25.806451612903224,29.03225806451613,0.0,0.0,0.0,21.934369602763386,12.26252158894646,11.226252158894647,4.145077720207254,0.17271157167530224,1.2089810017271159,131,37,8.37,2.36,4.16,1.17,22.62521589,6.390328152,14.0,14.0,64.0,288.0,14.285714285714285,57.14285714285714,,0.0,0.0,0.0,24.65277777777778,15.972222222222221,14.930555555555555,6.597222222222222,0.0,2.083333333333333,54.0,27.0,7.59,3.8,6.05,1.53,18.8,9.4
113,Tobias Myers,MIL,25,25,136.1,576,32.0,28.000000000000004,36.0,0.0,0.0,0.0,23.09027777777778,12.32638888888889,11.284722222222223,3.8194444444444446,0.1736111111111111,0.8680555555555556,124,41,8.18,2.73,4.29,1.28,21.52777778,7.118055556,6.0,22.0,50.2,220.0,4.545454545454546,9.090909090909092,,0.0,4.545454545454546,0.0,24.545454545454547,9.545454545454547,9.090909090909092,2.272727272727273,0.0,0.9090909090909091,38.0,15.0,6.75,2.66,3.55,1.36,17.299999999999997,6.800000000000001
