Unnamed: 0,#,Name,Team,G,AB,PA,HIP,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,NSB,AVG,OBP,SLG,OPS,BABIP,K%,BB%,real_AB,real_PA,real_HIP,real_H,real_1B,real_2B,real_3B,real_HR,real_R,real_RBI,real_BB,real_IBB,real_SO,real_HBP,real_SF,real_SH,real_SB,real_CS,real_NSB,real_AVG,real_OBP,real_SLG,real_OPS,real_BABIP,real_K%,real_BB%
55,57,Dansby Swanson,CHC,149,574.5987158908507,645.0,119.0609951845907,0.21508828250401285,0.7739130434782608,0.21739130434782605,0.008695652173913044,0.0304975922953451,0.11717495987158909,0.11717495987158909,0.08667736757624397,0.0016051364365971107,0.24879614767255215,0.006420545746388443,0.006420545746388443,0.0016051364365971107,0.024077046548956663,0.006420545746388443,0.017656500806201552,0.241,0.3111831442463533,0.3927927927927928,0.7039759370391461,0.2987012987012987,24.879614767255216,8.667736757624397,590,645,120,0.22325581395348837,0.775,0.2,0.025,0.037209302325581395,0.13023255813953488,0.11937984496124031,0.07286821705426356,0.0015503875968992248,0.26046511627906976,0.0031007751937984496,0.007751937984496124,0.0015503875968992248,0.031007751937984496,0.004651162790697674,0.02635658914728682,0.244,0.3,0.417,0.717,0.298,26.0,7.3
56,58,Danny Jansen,TBR,98,296.1239892183288,337.0,53.59299191374662,0.1994609164420485,0.711864406779661,0.25423728813559326,0.016949152542372885,0.04043126684636119,0.11320754716981131,0.12938005391691396,0.09703504043126684,0.0,0.1994609164420485,0.016172506738544475,0.008086253369272238,0.0,0.0026954177897574125,0.0,0.0026954177897574125,0.226,0.3126684636118598,0.4141104294478527,0.7267788930597125,0.2458333333333333,19.946091644204852,9.703504043126683,288,337,48,0.18397626112759644,0.7708333333333334,0.22916666666666666,0.0,0.04154302670623145,0.11275964391691394,0.10682492581602374,0.12462908011869436,0.0,0.2551928783382789,0.011869436201780416,0.005934718100890208,0.002967359050445104,0.0,0.0,0.0,0.215,0.321,0.399,0.721,0.253,25.5,12.5
57,59,Steven Kwan,CLE,147,613.9546875,693.0,161.33906249999998,0.24687499999999998,0.7986577181208053,0.17449664429530204,0.02684563758389262,0.0140625,0.12031249999999999,0.09375,0.09531250000000001,0.0015624999999999999,0.09218749999999999,0.0078125,0.0078125,0.0031249999999999997,0.024999999999999998,0.0078125,0.017187499999999998,0.278,0.3510971786833856,0.3862433862433862,0.7373405649267718,0.2956349206349206,9.21875,9.53125,625,693,159,0.2453102453102453,0.8113207547169812,0.18238993710691823,0.006289308176100629,0.015873015873015872,0.11688311688311688,0.08080808080808081,0.07936507936507936,0.002886002886002886,0.08658008658008658,0.004329004329004329,0.010101010101010102,0.004329004329004329,0.030303030303030304,0.007215007215007215,0.023088023088023088,0.272,0.33,0.374,0.705,0.283,8.7,7.9
58,60,Wyatt Langford,TEX,140,510.1922428330523,573.0,111.12141652613828,0.22765598650927488,0.7217391304347827,0.24347826086956523,0.034782608695652174,0.033726812816188875,0.13490725125654449,0.10961214165261383,0.09274873524451939,0.00505902192242833,0.20067453625632378,0.01011804384485666,0.0067453625632377745,0.0016863406408094436,0.030354131534569985,0.0067453625632377745,0.023608768971332208,0.256,0.3305227655986509,0.4375,0.7680227655986509,0.2926208651399491,20.06745362563238,9.274873524,489,573,96,0.20593368237347295,0.7291666666666666,0.2604166666666667,0.010416666666666666,0.038394415357766144,0.1273996509598604,0.1082024432809773,0.12914485165794065,0.005235602094240838,0.26352530541012215,0.008726003490401396,0.008726003490401396,0.0,0.038394415357766144,0.010471204188481676,0.027923211169284468,0.241,0.344,0.431,0.775,0.299,26.4,12.9
59,61,Pete Alonso,NYM,153,618.6267071320182,709.0,109.73899848254932,0.2094081942336874,0.7549019607935784,0.2352941176470588,0.009803921568627453,0.05462822458270106,0.13050075872534145,0.1471927162367223,0.09863429438543247,0.0060698027314112285,0.2321699544764795,0.021244309559939303,0.007587253414264035,0.0015174506828528076,0.0060698027314112285,0.0015174506828528076,0.004552352048558421,0.24,0.3292867981790592,0.4730434782608695,0.8023302764399287,0.2608695652173913,23.21699544764795,9.863429438543248,624,709,132,0.2397743300423131,0.6818181818181818,0.3106060606060606,0.007575757575757576,0.0535966149506347,0.1227080394922426,0.1777150916784203,0.08603667136812412,0.007052186177715092,0.22849083215796898,0.021156558533145273,0.012693935119887164,0.0,0.0014104372355430183,0.0028208744710860366,-0.0014104372355430183,0.272,0.347,0.524,0.871,0.305,22.8,8.6
60,62,Junior Caminero,TBR,131,603.9373881932022,653.0,133.16994633273703,0.24329159212880141,0.7982456140350879,0.19298245614035087,0.017543859649122806,0.03935599284436494,0.11806797853309482,0.1341681574272588,0.05903398926654741,0.0035778175313059034,0.19856887298747763,0.00894454382826476,0.007155635062787137,0.001788908765652952,0.00894454382826476,0.001788908765652952,0.007155635062787137,0.264,0.3112701252236136,0.4429400386847195,0.7542101639083332,0.2938144329896907,19.856887298747765,5.903398926654741,602,653,114,0.2434915773353752,0.7543859649122807,0.24561403508771928,0.0,0.06891271056661562,0.14241960183767227,0.16845329249617153,0.06278713629402756,0.0015313935681470138,0.19142419601837674,0.004594180704441042,0.010719754977029096,0.0,0.010719754977029096,0.0015313935681470138,0.009188361408882083,0.264,0.311,0.535,0.846,0.26,19.1,6.3
61,63,Matt Olson,ATL,155,626.0150375939849,723.9999999999999,120.84812030075187,0.21654135338345867,0.7297297297297297,0.25225225225225223,0.009009009009009009,0.049624060150375945,0.13383458646616544,0.1473684210526316,0.11729323308011051,0.009022556390977444,0.23609022556390977,0.009022556390977444,0.007518796992481204,0.0015037593984962407,0.0015037593984962407,0.0,0.0015037593984962407,0.25,0.3433734939759036,0.4730434782608695,0.8164169722367731,0.2846153846153846,23.609022556390975,11.729323308270676,624,724,141,0.23480662983425415,0.6950354609929078,0.2907801418439716,0.014184397163120567,0.04005524861878453,0.13535911602209943,0.13121546961325967,0.12569060773480664,0.0027624309392265192,0.2430939226519337,0.0055248618784530384,0.006906077348066298,0.0,0.0013812154696132596,0.0,0.0013812154696132596,0.272,0.366,0.484,0.85,0.333,24.3,12.6
62,64,CJ Abrams,WSN,139,577.3697478991596,635.0,123.79831932773106,0.2252100840336134,0.7413793103448276,0.23275862068965522,0.034482758620486026,0.030252100840336135,0.12941176470588234,0.10588235294117647,0.06050420168067227,0.003361344537815126,0.20168067226890757,0.018487394957983194,0.006722689075590551,0.005042016806722689,0.05546218487394958,0.015126050420168067,0.04033613445378152,0.248,0.3057432432432432,0.4140480591497227,0.7197913023929661,0.285012285012285,20.168067226890756,6.050420168067227,580,635,130,0.2346456692913386,0.6923076923076923,0.2692307692307692,0.038461538461538464,0.029921259842519685,0.14488188976377953,0.09448818897637795,0.05826771653543307,0.0015748031496062992,0.1968503937007874,0.02204724409448819,0.004724409448818898,0.0015748031496062992,0.048818897637795275,0.004724409448818898,0.04409448818897638,0.257,0.315,0.433,0.748,0.296,19.7,5.8
63,65,Randy Arozarena,SEA,146,614.0854838709678,709.0,122.35967741935482,0.20483870967741935,0.7570093457943927,0.22429906542056077,0.01869158878504673,0.03225806451612903,0.1306451612903226,0.10483870967741934,0.1032258064516129,0.0016129032258064516,0.2532258064516129,0.024193548387096774,0.0064516129032258064,0.0016129032258064516,0.04516129032258064,0.012903225806451613,0.03225806451612903,0.237,0.332258064516129,0.4003724394785847,0.7326305039947139,0.2939560439560439,25.322580645161292,10.32258064516129,613,709,119,0.2059238363892807,0.7226890756302521,0.2689075630252101,0.008403361344537815,0.0380818053596615,0.13399153737658676,0.1071932299012694,0.09026798307475317,0.0028208744710860366,0.2693935119887165,0.0380818053596615,0.007052186177715092,0.0,0.04372355430183357,0.00846262341325811,0.03526093088857546,0.238,0.334,0.426,0.76,0.298,26.899999999999995,9.0
64,66,Anthony Santander,TOR,148,197.33385826771652,221.0,36.19527558779527,0.2188976377828054,0.7211538462087548,0.2596153846351517,0.00961538461611673,0.05511811023622047,0.12913385826771653,0.15433070866141732,0.08503937007874014,0.0031496062992125984,0.20472440944881887,0.012598425196850394,0.007874015748031496,0.0,0.0031496062992125984,0.0015748031496062992,0.0015748031496062992,0.245,0.3170347003154574,0.4797178130511463,0.7967525133666038,0.2555282555282555,20.47244094488189,8.503937007874015,194,221,28,0.15384615384615385,0.8214285714285714,0.17857142857142858,0.0,0.027149321266968326,0.07239819004524888,0.08144796380090498,0.11312217194570136,0.004524886877828055,0.27601809954751133,0.004524886877828055,0.004524886877828055,0.0,0.0,0.0,0.0,0.175,0.271,0.294,0.565,0.219,27.6,11.3
65,67,Jackson Chourio,MIL,148,542.2539682539683,589.0,125.27936507936508,0.24603174603174602,0.7388059701492538,0.23134328358208958,0.02985074626865672,0.03333333333333333,0.12698412697792869,0.13174603174872665,0.06507936507936507,0.004761904761904762,0.2126984126984127,0.007936507936507938,0.00634920634920635,0.001587301587301587,0.03809523809523809,0.009523809523809523,0.028571428571428574,0.268,0.319047619,0.443103448275862,0.762151067,0.3123543123543124,21.26984126984127,6.507936507936509,549,589,127,0.25127334465195245,0.6929133858267716,0.2755905511811024,0.031496062992125984,0.035653650254668934,0.1494057724957555,0.13242784380305603,0.050933786078098474,0.001697792869269949,0.20543293718166383,0.0050933786078098476,0.010186757215619695,0.001697792869269949,0.035653650254668934,0.011884550084889643,0.023769100169779286,0.27,0.308,0.463,0.77,0.308,20.5,5.1
66,68,Gleyber Torres,DET,146,558.7795527156549,628.0,124.39616613418528,0.2252396166134185,0.774193548387097,0.20967741935483875,0.00806451612903226,0.027156549520766772,0.1134185303514377,0.11022364217252395,0.0926517571884984,0.001597444089456869,0.18370607028753994,0.006389776357827476,0.009584664536741214,0.001597444089456869,0.01597444089456869,0.004792332268370607,0.01118210862619808,0.253,0.3248,0.393177737881508,0.717977738,0.2877030162412993,18.37060702875399,9.265175719,532,628,120,0.21656050955414013,0.8166666666666667,0.18333333333333332,0.0,0.025477707006369428,0.12579617834394904,0.1178343949044586,0.13535031847133758,0.0,0.160828025477707,0.006369426751592357,0.011146496815286623,0.0,0.006369426751592357,0.0015923566878980893,0.004777070063694267,0.256,0.358,0.387,0.745,0.284,16.1,13.5
67,69,Royce Lewis,MIN,122,364.9212598425197,403.0,74.5708661417323,0.2303149606299213,0.7446808510638296,0.2553191489361702,0.010638297872340424,0.045275590551181105,0.1279527559055118,0.13582677165354332,0.07874015748031496,0.003937007874015748,0.22440944881889768,0.007874015748031496,0.007874015748031496,0.001968503937007874,0.015748031496062992,0.003937007874015748,0.011811023622828785,0.255,0.3169291338582677,0.4630434782608695,0.7799726121191373,0.2874617737003058,22.440944881889763,7.874015748031496,376,403,76,0.22084367245657568,0.7631578947368421,0.23684210526315788,0.0,0.03225806451612903,0.08933002481389578,0.12903225806451613,0.062034739454094295,0.0,0.19851116625310175,0.0,0.004962779156327543,0.0,0.02977667493796526,0.004962779156327543,0.02481389578163772,0.237,0.283,0.388,0.671,0.267,19.9,6.2
68,70,Ian Happ,CHC,150,574.7368421052632,663.0,114.94736842105263,0.20588235294117646,0.7232142857142858,0.2589285714285715,0.01785714285714286,0.032507739938080496,0.1238390092879257,0.11919504643962849,0.11764705882352941,0.0015479876160990713,0.2476780185758514,0.009287925696594429,0.006191950464396285,0.0,0.017027863777089786,0.004643962848297214,0.01238390092879257,0.238,0.3328173374613003,0.4089285714285714,0.7417459088898717,0.2924281984334204,24.76780185758514,11.76470588235294,569,663,115,0.2081447963800905,0.7217391304347827,0.2782608695652174,0.0,0.03469079939668175,0.13122171945701358,0.1191553544494721,0.13122171945701358,0.0030165912518853697,0.2277526395173454,0.0030165912518853697,0.007541478129713424,0.0,0.00904977375565611,0.004524886877828055,0.004524886877828055,0.243,0.342,0.42,0.762,0.288,22.8,13.1
69,71,Max Muncy,LAD,125,326.18809980806145,388.0,50.64107485445298,0.18042226487113402,0.7205882353167862,0.2794117647146722,0.014705882352228845,0.04990403071017274,0.1305182341650672,0.1420345489443378,0.1381957773512476,0.005758157389635316,0.2591170825335893,0.011516314779270632,0.007677543186180423,0.0,0.0038387715930902114,0.0,0.0038387715930902114,0.216,0.3307692307692307,0.4429223744292237,0.7736916051984545,0.2419928825622775,25.911708253358924,13.81957773512476,313,388,57,0.1958762886597938,0.7894736842105263,0.17543859649122806,0.03508771929824561,0.04896907216494845,0.12371134020618557,0.17268041237113402,0.16494845360824742,0.005154639175257732,0.21391752577319587,0.015463917525773196,0.01288659793814433,0.0,0.010309278350515464,0.0,0.010309278350515464,0.243,0.376,0.47,0.846,0.264,21.4,16.5
70,72,J.P. Crawford,SEA,132,565.6216216216216,654.0,120.19459459459459,0.2036036036036036,0.7745098039215685,0.21568627450980393,0.00980392156862745,0.01981981981981982,0.1045045045045045,0.09549549549549549,0.1135135135135135,0.0,0.19999999999999998,0.010810810810397553,0.005405405405405405,0.0036036036036036037,0.005405405405405405,0.0018018018018018018,0.0036036036036036037,0.236,0.3297101449275362,0.3541666666666667,0.6838768115942029,0.2825484764542936,20.0,11.351351351351353,570,654,139,0.2308868501529052,0.8273381294964028,0.17266187050359713,0.0,0.01834862385321101,0.10550458715596331,0.08868501529051988,0.11314984709480122,0.0015290519877675841,0.18654434250764526,0.0045871559633027525,0.0015290519877675841,0.009174311926605505,0.012232415902140673,0.0015290519877675841,0.010703363914373088,0.265,0.352,0.37,0.722,0.318,18.7,11.3
71,73,Jung Hoo Lee,SFG,121,558.7475915,617.0,147.41425818882465,0.25626204238921,0.7096774193548387,0.25806451612903225,0.024193548387096777,0.017341040462427747,0.12138728323699421,0.10597302504816954,0.07707129094412332,0.0038535645472061657,0.09826589595375722,0.007707129094412331,0.007707129094412331,0.0019267822736030828,0.013487475915221578,0.0038535645472061657,0.009633911368015415,0.283,0.3416988416988417,0.4191489361702127,0.7608477778690544,0.2995169082125604,9.826589595375722,7.707129094412331,560,617,141,0.24149108589951376,0.6950354609929078,0.2198581560283688,0.0851063829787234,0.012965964343598054,0.11831442463533225,0.08914100486223663,0.07617504051863858,0.0,0.11507293354943274,0.009724473257698542,0.006482982171799027,0.0,0.01620745542949757,0.004862236628849271,0.011345218800648298,0.266,0.327,0.407,0.735,0.291,11.5,7.6
72,74,Kyle Schwarber,PHI,149,604.9863014,724.0,92.56621004,0.18569254185082873,0.7500000000458761,0.23809523810980188,0.011904761905490096,0.057838660580110494,0.14003044140030443,0.15220700152207,0.1491628614916286,0.0045662100456621,0.2861491628614916,0.0091324200913242,0.0045662100456621,0.0,0.0060882800608828,0.0030441400304414,0.0030441400304414,0.223,0.3445121951219512,0.4699453551912568,0.8144575503132081,0.2576687116564417,28.61491628614916,14.91628614916286,604,724,89,0.20027624309392264,0.7191011235955056,0.25842696629213485,0.02247191011235955,0.07734806629834254,0.15331491712707182,0.18232044198895028,0.14917127071823205,0.008287292817679558,0.27209944751381215,0.015193370165745856,0.0013812154696132596,0.0,0.013812154696132596,0.0027624309392265192,0.011049723756906077,0.24,0.365,0.563,0.928,0.253,27.200000000000003,14.9
73,75,Matt McLain,CIN,126,513.0073937153419,577.0,108.78743068391866,0.22550831792975967,0.7254901960991607,0.2450980392156863,0.029411764705882356,0.03696857670979667,0.133086876155268,0.12384473197781885,0.08872458410351201,0.0018484288354898336,0.27171903881700554,0.014787430683918669,0.005545286506469501,0.0018484288354898336,0.033271719038817,0.009242144176776431,0.024029574861367836,0.254,0.3296296296296296,0.4428274428274428,0.7724570724570725,0.3217665615141956,27.171903881700555,8.872458410351202,510,577,97,0.19410745233968804,0.8144329896907216,0.18556701030927836,0.0,0.025996533795493933,0.1265164644714038,0.08665511265164645,0.09532062391681109,0.0,0.28942807625649913,0.008665511265164644,0.006932409012131715,0.005199306759098787,0.03119584055459272,0.0034662045060658577,0.02772963604852686,0.22,0.3,0.343,0.643,0.292,28.9,9.5
74,76,Logan O'Hoppe,LAA,126,408.3501006036217,451.0,78.04024144869216,0.2152917505030181,0.755813953488372,0.2325581395348837,0.011627906976744184,0.04225352112676056,0.11670020119733925,0.1267605633802817,0.07444668008048289,0.0020120724346076456,0.2696177062374246,0.012072434607645875,0.006036217303822937,0.0020120724346076456,0.006036217303822937,0.0020120724346076456,0.004024144869215291,0.238,0.3024193548387097,0.4266666666666667,0.7290860215053764,0.2885906040268456,26.961770623742453,7.444668008,423,451,71,0.19955654101995565,0.8732394366197183,0.11267605633802817,0.014084507042253521,0.04212860310421286,0.07760532150776053,0.09534368070953436,0.05321507760532151,0.0,0.3082039911308204,0.004434589800443459,0.0022172949002217295,0.0022172949002217295,0.004434589800443459,0.0022172949002217295,0.0022172949002217295,0.213,0.258,0.371,0.629,0.267,30.8,5.3
75,77,Luis Robert Jr.,CHW,135,394.9581881533101,431.0,81.09407665505228,0.22996515679442509,0.7314814814814814,0.25,0.018518518518518514,0.041811846689895474,0.1358885017421603,0.12369337979094078,0.06097560975609756,0.0034843205574912888,0.29268292682926833,0.013937282229965159,0.005226480836236934,0.0,0.04703832752613241,0.008710801393728224,0.038327526132404185,0.25,0.3059440559440559,0.4467680608365019,0.7527121167805578,0.3204747774480712,29.268292682926827,6.097560975609756,382,431,71,0.19721577726218098,0.8309859154929577,0.16901408450704225,0.0,0.03248259860788863,0.12064965197215777,0.12296983758700696,0.09280742459396751,0.0069605568445475635,0.25986078886310904,0.004640371229698376,0.0069605568445475635,0.002320185614849188,0.0765661252900232,0.018561484918793503,0.058004640371229696,0.223,0.297,0.364,0.661,0.274,26.0,9.3
76,78,Taylor Ward,LAA,149,585.1830985915493,663.0000000000001,123.46948356807513,0.22378716744913926,0.7478991596638656,0.2352941176470588,0.01680672268907563,0.037558685446009384,0.12363067292644757,0.12050078247261345,0.09702660406885759,0.0,0.2300469483568075,0.012519561815336462,0.00782472613458529,0.0015649452269170582,0.010954616588419404,0.0031298904538341154,0.00782472613458529,0.253,0.3333333333333333,0.4379432624113475,0.7712765957446808,0.2989949748743719,23.004694835680752,9.70266040688576,579,663,96,0.19909502262443438,0.65625,0.3229166666666667,0.020833333333333332,0.05429864253393665,0.1297134238310709,0.15535444947209653,0.11312217194570136,0.0015082956259426848,0.26395173453996984,0.004524886877828055,0.00904977375565611,0.0,0.006033182503770739,0.0015082956259426848,0.004524886877828055,0.228,0.317,0.475,0.792,0.257,26.4,11.3
77,79,Zach Neto,LAA,122,497.26506024096386,554.0,101.23293172690764,0.21887550200803213,0.7362637362637362,0.24175824175824176,0.010989010989010988,0.03614457831325301,0.12851405622489961,0.11244979919678716,0.06626506024096386,0.0020080321285140565,0.23293172690763056,0.02610441767068273,0.006024096385542169,0.004016064257028113,0.03614457831325301,0.010040160642570281,0.02610441767068273,0.243,0.3125,0.4161073825503356,0.7286073825503356,0.2879746835443038,23.293172690763058,6.626506024096386,502,554,103,0.2328519855595668,0.7087378640776699,0.2815533980582524,0.009708737864077669,0.04693140794223827,0.148014440433213,0.11191335740072202,0.05956678700361011,0.010830324909747292,0.26895306859205775,0.02527075812274368,0.005415162454873646,0.0036101083032490976,0.04693140794223827,0.016245487364620937,0.030685920577617327,0.257,0.319,0.474,0.793,0.312,26.899999999999995,6.0
78,80,J.T. Realmuto,PHI,115,490.8991228070176,550.0,104.93421052631578,0.22587719298245615,0.7586206896551725,0.22988505747126442,0.02298850574712644,0.03508771929824562,0.1293859649090909,0.12280701754385966,0.07017543859649124,0.002192982456140351,0.2456140350877193,0.015350877192982457,0.006578947368421053,0.0,0.024122807017543862,0.006578947368421053,0.01754385964912281,0.254,0.3162583518930957,0.4324324324324324,0.7486907843255282,0.3085106382978723,24.561403508771928,7.017543859649122,502,550,117,0.23454545454545456,0.7692307692307693,0.2222222222222222,0.008547008547008548,0.02181818181818182,0.10363636363636364,0.09454545454545454,0.06363636363636363,0.0018181818181818182,0.23454545454545456,0.016363636363636365,0.005454545454545455,0.0,0.014545454545454545,0.0036363636363636364,0.01090909090909091,0.257,0.315,0.384,0.7,0.321,23.5,6.4
79,81,Brandon Nimmo,NYM,139,560.72,652.0,118.44666666666666,0.21166666666666667,0.7339449541284404,0.22018348623853212,0.03669724770642202,0.03,0.12666666666666668,0.105,0.11333333333333333,0.001666666666666667,0.22666666666666666,0.016666666666666666,0.005,0.0033333333333333335,0.008333333333333333,0.0033333333333333335,0.005,0.245,0.3433835845896147,0.4108527131782946,0.7542362977679093,0.2986301369863013,22.666666666666664,11.333333333333332,587,652,129,0.2361963190184049,0.7906976744186046,0.20930232558139536,0.0,0.03834355828220859,0.12423312883435583,0.1411042944785276,0.07668711656441718,0.0015337423312883436,0.21625766871165644,0.010736196319018405,0.010736196319018405,0.0015337423312883436,0.019938650306748466,0.0015337423312883436,0.018404907975460124,0.262,0.324,0.436,0.76,0.301,21.6,7.7
80,82,Bryan Reynolds,PIT,148,581.5569230769231,654.0,133.81846153846152,0.23846153846153845,0.7593984962406016,0.21052631578947376,0.030075187969924817,0.033846153846153845,0.12615384615384617,0.12923076923076923,0.08923076923076924,0.004615384615384616,0.22,0.013846153846153848,0.006153846153846154,0.0015384615384615385,0.013846153846153848,0.004615384615384616,0.009230769230769232,0.267,0.3420647149460709,0.444636678,0.7867013931467629,0.3189448441247002,22.0,8.923076923076923,587,654,128,0.22018348623853212,0.6796875,0.296875,0.0234375,0.024464831804281346,0.10397553516819572,0.11162079510703364,0.0871559633027523,0.0015290519877675841,0.26452599388379205,0.010703363914373088,0.0045871559633027525,0.0,0.0045871559633027525,0.0030581039755351682,0.0015290519877675841,0.245,0.318,0.402,0.72,0.319,26.5,8.7
81,83,Andres Gimenez,TOR,143,335.56711409395973,369.0,79.24832214765101,0.2332214765100671,0.7734375,0.1953125,0.023437499999999997,0.018456375838926176,0.12583892617449666,0.09060402684563759,0.05033557046979866,0.003355704697986577,0.174496644295302,0.026845637583892617,0.006711409395973154,0.006711409395973154,0.04865771812080537,0.01174496644295302,0.03691275167785235,0.257,0.3125,0.3726937269372694,0.6851937269372694,0.296983758700696,17.449664429530202,5.033557046979865,329,369,62,0.18699186991869918,0.8064516129032258,0.1774193548387097,0.016129032258064516,0.018970189701897018,0.10569105691056911,0.0948509485094851,0.06775067750677506,0.0,0.17886178861788618,0.02981029810298103,0.008130081300813009,0.0027100271002710027,0.032520325203252036,0.005420054200542005,0.02710027100271003,0.21,0.285,0.313,0.598,0.239,17.9,6.800000000000001
82,84,Ryan Jeffers,MIN,106,413.1970802919708,464.0,79.02676399026764,0.2116788321167883,0.7428571428571429,0.24285714285714285,0.014285714285714285,0.0413625304136253,0.1192214111922141,0.12408759124087591,0.08029197080291971,0.0,0.23357664233576642,0.0194647201946472,0.0072992700729927005,0.004866180048661801,0.004866180048661801,0.0024330900243309003,0.0024330900243309003,0.237,0.3121951219512195,0.4289617486338797,0.7411568705850993,0.2734375,23.35766423357664,8.02919708,406,464,99,0.23275862068965517,0.7373737373737373,0.26262626262626265,0.0,0.01939655172413793,0.10129310344827586,0.10129310344827586,0.10775862068965517,0.0021551724137931034,0.1961206896551724,0.015086206896551725,0.0021551724137931034,0.0,0.0021551724137931034,0.0021551724137931034,0.0,0.266,0.356,0.397,0.752,0.322,19.6,10.8
83,85,Masyn Winn,STL,143,492.4682926829268,537.0,114.38536585365853,0.23414634146341462,0.7480916030534353,0.2137404580152672,0.03053435114503817,0.02113821138211382,0.11707317073170731,0.10081300813008129,0.06504065040650407,0.0,0.18048780487895716,0.004878048780487805,0.0065040650406504065,0.004878048780487805,0.026016260162601623,0.0065040650406504065,0.019512195121951216,0.256,0.3060556464811784,0.3865248226950354,0.6925804691762139,0.295045045045045,18.048780487804876,6.504065040650407,491,537,115,0.2309124767225326,0.7652173913043478,0.23478260869565218,0.0,0.01675977653631285,0.1340782122905028,0.09497206703910614,0.0633147113594041,0.0,0.18994413407821228,0.0148975791433892,0.0037243947858473,0.0037243947858473,0.01675977653631285,0.00931098696461825,0.0074487895716946,0.253,0.31,0.363,0.673,0.301,19.0,6.3
85,87,Teoscar Hernandez,LAD,146,497.48626817447496,546.0,104.08400646203555,0.2358642972536349,0.7627118644067796,0.22881355932203387,0.01694915254237288,0.045234248788368334,0.1373182552504039,0.14054927302100162,0.07108239095315025,0.0016155088852988692,0.2875605815831987,0.011308562197092083,0.00646203554029304,0.0016155088852988692,0.01615508885298869,0.004846526655896606,0.011308562197092083,0.259,0.3182552504038772,0.4645390070921986,0.7827942574960758,0.3259668508287293,28.75605815831987,7.1082390953150245,511,546,101,0.23076923076923078,0.7029702970297029,0.2871287128712871,0.009900990099009901,0.045787545787545784,0.11904761904761904,0.163003663003663,0.047619047619047616,0.0,0.2454212454212454,0.005494505494505495,0.009157509157509158,0.0,0.009157509157509158,0.003663003663003663,0.005494505494505495,0.247,0.284,0.454,0.738,0.283,24.5,4.8
86,88,Ivan Herrera,STL,97,399.47027027027025,452.0,90.39999999999998,0.22162162162162158,0.7702702702702704,0.21621621621621626,0.013513513513513516,0.02162162162162162,0.11351351351351352,0.1,0.0945945945945946,0.0,0.21891891891891893,0.01081081081081081,0.005405405405405405,0.0027027027027027024,0.01081081081081081,0.0027027027027027024,0.008108108108108109,0.251,0.328804348,0.3792048929663608,0.7080092407924479,0.3083333333333333,21.891891891891895,9.459459459,388,452,91,0.24336283185840707,0.8571428571428571,0.14285714285714285,0.0,0.0420353982300885,0.11946902654867257,0.14601769911504425,0.09513274336283185,0.0022123893805309734,0.18584070796460178,0.033185840707964605,0.008849557522123894,0.0,0.017699115044247787,0.004424778761061947,0.01327433628318584,0.284,0.373,0.464,0.837,0.315,18.6,9.5
87,89,Yandy Diaz,TBR,141,577.8420195,651.0,144.19543973941364,0.24429967426710092,0.7867647058823531,0.19852941176470595,0.007352941176470592,0.02280130293159609,0.11726384364820848,0.11237785016286646,0.09609120521172639,0.0,0.1482084690553746,0.009771986970684038,0.004885993485342019,0.0016286644951140068,0.003257328990228013,0.0016286644951140068,0.0016286644951140068,0.275,0.3507340946166394,0.4036697247706422,0.7544038193872817,0.3069977426636568,14.82084690553746,9.609120521172638,583,651,150,0.26881720430107525,0.8,0.19333333333333333,0.006666666666666667,0.03840245775729647,0.12135176651305683,0.12749615975422426,0.08755760368663594,0.006144393241167435,0.141321044546851,0.009216589861751152,0.007680491551459293,0.0,0.004608294930875576,0.0015360983102918587,0.0030721966205837174,0.3,0.366,0.482,0.848,0.318,14.099999999999998,8.8
88,90,Alec Bohm,PHI,144,460.35294117647055,504.0,111.99999999999999,0.24836601307189538,0.7720588235294118,0.2205882352941177,0.007352941176470589,0.026143790849673196,0.11437908496732024,0.11928104575163398,0.06699346405228758,0.001633986928104575,0.15359477124183005,0.008169934640522875,0.00980392156862745,0.0,0.0065359477124183,0.001633986928104575,0.004901960784313725,0.272,0.3240589198036006,0.4150268336314848,0.7390857534350854,0.2989010989010989,15.359477124183009,6.699346405228758,464,504,122,0.2638888888888889,0.8278688524590164,0.14754098360655737,0.02459016393442623,0.021825396825396824,0.10515873015873016,0.11706349206349206,0.057539682539682536,0.0,0.1626984126984127,0.00992063492063492,0.011904761904761904,0.0,0.003968253968253968,0.0,0.003968253968253968,0.287,0.331,0.409,0.741,0.324,16.3,5.8
