#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,NSB,AVG,OBP,SLG,OPS,BABIP,K%,BB%
157,Harrison Bader,SFG,122,436,477,104,68,18,3,15,60,49,30,0,119,7,3,1,15,4,11,0.238,0.296,0.393,0.689,0.291,24.80%,6.30%
158,Carson Kelly,CHC,97,325,368,75,50,12,1,12,40,44,34,0,74,4,3,1,1,0,1,0.232,0.311,0.388,0.699,0.261,20.00%,9.30%
159,Jung Hoo Lee,SFG,135,507,559,137,91,33,4,9,67,57,41,1,63,5,5,1,8,2,6,0.271,0.329,0.404,0.734,0.293,11.20%,7.40%
160,Colt Keith,DET,118,428,477,110,73,20,4,14,57,54,42,1,101,3,3,0,3,1,2,0.258,0.326,0.419,0.746,0.305,21.10%,8.80%
161,Matt Wallner,MIN,118,419,481,94,50,20,2,22,62,63,48,1,151,11,3,0,4,1,3,0.224,0.318,0.438,0.756,0.288,31.40%,10.00%
162,Josh Jung,TEX,125,470,507,114,75,22,1,16,55,60,29,0,129,4,3,0,4,1,3,0.243,0.291,0.396,0.687,0.299,25.40%,5.70%
163,Jared Triolo,PIT,127,443,498,107,75,22,2,9,56,47,47,1,113,4,3,2,12,4,8,0.242,0.317,0.361,0.678,0.303,22.80%,9.40%
164,Ceddanne Rafaela,BOS,140,512,547,126,82,25,4,15,65,59,24,1,120,6,4,2,20,5,15,0.246,0.285,0.395,0.68,0.292,22.00%,4.30%
165,Willi Castro,COL,128,464,520,120,80,23,3,13,66,55,40,1,116,11,4,2,15,5,10,0.259,0.33,0.406,0.736,0.317,22.40%,7.70%
166,Konnor Griffin,PIT,86,326,356,84,58,15,1,9,43,38,21,1,92,6,2,1,13,3,10,0.256,0.311,0.394,0.705,0.326,25.70%,5.80%
167,Kerry Carpenter,DET,117,434,476,109,62,19,3,24,61,69,30,1,114,7,4,0,3,1,2,0.251,0.308,0.474,0.782,0.283,23.80%,6.40%
168,Ryan McMahon,NYY,119,420,480,87,53,17,1,17,53,53,54,1,153,3,3,0,3,1,2,0.208,0.301,0.374,0.674,0.279,32.00%,11.20%
169,Brandon Marsh,PHI,120,412,464,103,68,20,2,13,57,50,45,1,132,3,3,2,9,3,6,0.251,0.326,0.407,0.733,0.335,28.50%,9.60%
170,Lars Nootbaar,STL,123,454,523,108,72,21,2,14,59,54,61,2,105,4,4,1,6,2,4,0.237,0.33,0.38,0.71,0.277,20.00%,11.60%
171,Pedro Pages,STL,88,296,323,66,45,12,0,8,29,34,20,1,87,3,2,1,1,0,1,0.223,0.276,0.351,0.627,0.283,26.90%,6.10%
172,Jurickson Profar,ATL,135,499,578,124,82,24,1,17,72,63,64,1,93,8,4,2,8,3,5,0.248,0.34,0.4,0.74,0.272,16.20%,11.10%
173,Joey Ortiz,MIL,127,449,491,107,76,22,2,8,51,45,32,1,85,4,3,3,12,3,9,0.239,0.294,0.348,0.642,0.278,17.40%,6.50%
174,Victor Caratini,MIN,95,319,357,79,57,12,0,10,38,39,27,1,65,6,3,0,1,0,1,0.247,0.316,0.38,0.696,0.28,18.30%,7.60%
175,Kyle Stowers,MIA,138,508,571,119,69,25,2,24,67,76,52,2,163,7,4,1,4,1,3,0.235,0.312,0.431,0.743,0.294,28.50%,9.10%
176,Hunter Feduccia,TBR,75,228,255,48,33,10,1,4,23,24,24,0,66,1,2,0,0,0,0,0.212,0.288,0.319,0.607,0.276,25.70%,9.30%
177,Ramon Laureano,SDP,124,455,504,111,68,20,4,20,66,63,35,1,134,10,3,1,9,2,7,0.244,0.31,0.434,0.744,0.299,26.60%,7.00%
178,Jonathan India,KCR,123,448,519,108,73,23,1,11,61,52,53,0,99,13,4,1,8,3,5,0.242,0.337,0.375,0.712,0.285,19.10%,10.30%
179,Brenton Doyle,COL,137,510,556,128,82,24,3,19,72,64,36,0,149,3,4,3,21,5,16,0.252,0.302,0.423,0.726,0.316,26.80%,6.40%
180,Cedric Mullins,TBR,111,395,446,91,55,18,3,15,57,47,40,1,99,4,3,3,21,5,16,0.229,0.305,0.4,0.705,0.267,22.20%,9.10%
181,Denzel Clarke,ATH,97,337,369,75,49,16,2,8,43,32,24,0,125,5,2,1,10,3,7,0.223,0.284,0.353,0.636,0.327,33.90%,6.60%
182,Nick Gonzales,PIT,96,363,396,95,65,21,2,7,42,42,23,0,81,5,3,1,3,1,2,0.261,0.311,0.387,0.698,0.314,20.40%,5.90%
183,Sal Stewart,CIN,118,428,471,115,73,24,1,18,57,61,34,1,86,4,4,1,6,2,4,0.269,0.327,0.449,0.776,0.298,18.30%,7.30%
184,Anthony Volpe,NYY,110,407,448,90,56,20,2,13,53,44,32,0,109,4,4,2,16,4,12,0.222,0.282,0.372,0.654,0.269,24.40%,7.00%
185,Dylan Beavers,BAL,104,361,408,86,54,19,1,12,50,42,41,1,97,2,3,1,10,3,7,0.239,0.318,0.396,0.714,0.292,23.60%,10.00%
186,Jorge Polanco,NYM,122,445,500,109,67,21,0,21,61,65,44,1,102,4,4,1,5,2,3,0.245,0.316,0.437,0.753,0.27,20.40%,8.90%
187,Ha-Seong Kim,ATL,75,264,301,64,44,11,1,7,38,28,29,1,54,3,2,2,12,3,9,0.241,0.32,0.374,0.694,0.276,18.10%,9.70%
188,Ryan O'Hearn,PIT,123,445,501,116,80,21,2,13,57,58,46,3,95,5,4,1,4,1,3,0.262,0.335,0.405,0.74,0.303,18.90%,9.20%
189,Alec Burleson,STL,138,520,570,137,95,24,1,17,63,70,39,1,80,4,6,2,5,1,4,0.264,0.317,0.415,0.732,0.28,14.10%,6.80%
190,Parker Meadows,DET,116,409,456,89,57,17,5,11,54,41,40,1,117,3,3,1,12,3,9,0.219,0.292,0.366,0.658,0.276,25.60%,8.90%
191,Luis Garcia Jr.,WSN,123,466,501,123,85,22,2,14,57,60,27,2,79,2,5,1,14,4,10,0.264,0.304,0.412,0.716,0.288,15.80%,5.40%
192,Kyle Manzardo,CLE,134,480,542,113,64,24,1,24,63,76,51,2,127,6,5,0,1,0,1,0.236,0.313,0.441,0.755,0.266,23.40%,9.40%
193,Jesus Sanchez,TOR,109,391,434,95,61,18,1,14,55,50,36,1,104,3,2,1,9,2,7,0.244,0.312,0.409,0.72,0.294,23.90%,8.40%
194,Jake Meyers,HOU,114,400,444,96,68,19,1,8,50,40,34,0,93,6,3,2,10,3,7,0.241,0.308,0.357,0.665,0.292,21.00%,7.60%
195,JJ Wetherholt,STL,117,426,475,102,71,21,2,8,49,45,39,1,89,6,3,1,7,2,5,0.239,0.31,0.352,0.662,0.282,18.60%,8.20%
196,Jose Trevino,CIN,73,242,262,56,41,10,0,5,23,26,15,0,41,2,2,1,0,0,0,0.232,0.278,0.337,0.615,0.257,15.50%,5.60%
197,Daylen Lile,WSN,131,494,539,132,88,29,5,10,62,56,34,1,96,5,4,1,14,4,10,0.267,0.319,0.407,0.725,0.311,17.80%,6.30%
198,Yoan Moncada,LAA,88,306,346,73,45,15,1,12,39,40,33,1,92,4,2,0,1,0,1,0.239,0.317,0.41,0.727,0.297,26.50%,9.40%
199,Tyler O'Neill,BAL,86,311,355,72,42,12,1,17,46,46,36,1,99,5,2,0,4,1,3,0.231,0.318,0.439,0.757,0.278,27.90%,10.10%
200,Marcelo Mayer,BOS,105,368,403,90,57,21,1,10,44,46,30,2,95,2,3,1,6,2,4,0.245,0.303,0.394,0.696,0.3,23.60%,7.40%
201,Brooks Lee,MIN,135,497,539,119,82,22,1,13,54,57,34,1,96,3,5,1,4,1,3,0.239,0.288,0.368,0.657,0.269,17.90%,6.20%
202,Carter Jensen,KCR,105,346,388,81,50,18,3,11,45,44,37,1,101,2,3,1,5,1,4,0.235,0.31,0.398,0.707,0.297,26.10%,9.50%
203,Dylan Crews,WSN,135,505,553,117,77,21,3,15,64,57,36,1,126,8,4,1,22,6,16,0.231,0.291,0.377,0.668,0.276,22.80%,6.60%
204,Carson Williams,TBR,94,331,364,72,44,15,2,12,42,42,27,1,125,3,2,1,8,2,6,0.219,0.283,0.386,0.669,0.308,34.40%,7.40%
205,Justin Crawford,PHI,100,364,395,97,73,17,2,5,48,32,24,1,82,2,2,3,19,5,14,0.266,0.314,0.363,0.678,0.329,20.70%,6.20%
206,TJ Friedl,CIN,131,489,567,118,81,20,3,14,67,52,57,0,94,11,4,6,11,3,8,0.241,0.331,0.378,0.709,0.27,16.60%,10.00%
207,Ernie Clement,TOR,137,501,537,126,91,24,2,8,55,50,23,1,58,3,5,5,10,3,7,0.251,0.286,0.358,0.643,0.267,10.80%,4.20%
208,Harry Ford,WSN,105,266,300,61,41,13,1,6,31,29,28,0,69,4,2,1,6,2,4,0.229,0.309,0.353,0.662,0.283,23.10%,9.30%
209,Luis Campusano,SDP,85,276,305,64,44,11,0,9,31,33,23,0,63,3,2,0,0,0,0,0.233,0.297,0.371,0.669,0.27,20.70%,7.70%
210,Cam Smith,HOU,102,360,402,86,59,17,1,10,46,40,34,1,108,5,2,1,6,2,4,0.24,0.314,0.374,0.687,0.314,26.80%,8.60%
211,Miguel Amaya,CHC,77,256,285,57,38,11,0,7,28,30,19,0,63,5,2,3,1,0,1,0.225,0.29,0.359,0.649,0.267,22.00%,6.70%
212,Freddy Fermin,SDP,113,380,415,87,64,14,2,8,39,37,25,1,85,3,3,3,2,1,1,0.229,0.28,0.334,0.614,0.273,20.40%,6.10%
213,Chase DeLauter,CLE,105,412,452,98,66,21,1,11,47,49,34,1,87,3,3,1,4,1,3,0.239,0.299,0.375,0.674,0.275,19.20%,7.40%
214,Addison Barger,TOR,115,425,467,100,58,24,1,17,54,57,35,2,117,4,3,0,4,1,3,0.235,0.297,0.413,0.71,0.282,25.10%,7.50%
215,Victor Scott II,STL,129,442,493,96,70,17,3,6,55,31,35,1,113,7,4,5,29,6,23,0.217,0.283,0.308,0.591,0.276,22.90%,7.20%
216,Jordan Lawlar,ARI,77,260,287,62,41,13,2,6,35,29,21,1,79,3,2,1,10,2,8,0.24,0.303,0.377,0.68,0.317,27.50%,7.30%
217,Mitch Garver,SEA,56,181,208,39,24,7,0,7,23,24,22,0,57,2,1,0,1,0,1,0.213,0.303,0.378,0.681,0.263,27.50%,10.40%
218,Davis Schneider,TOR,98,317,365,66,38,14,1,14,43,42,42,0,106,4,3,0,4,1,3,0.209,0.306,0.387,0.693,0.262,28.90%,11.40%
219,Wenceel Perez,DET,113,412,456,96,61,19,4,12,55,45,36,1,100,3,4,1,12,3,9,0.232,0.297,0.386,0.683,0.275,21.80%,8.00%
220,Jose Caballero,NYY,96,316,358,68,46,14,1,7,48,23,32,0,94,6,2,2,34,8,26,0.214,0.297,0.327,0.624,0.28,26.10%,8.80%
221,Spencer Horwitz,PIT,114,418,475,108,73,24,1,10,52,52,48,1,84,5,3,1,2,1,1,0.258,0.339,0.392,0.73,0.298,17.70%,10.10%
222,Zach McKinstry,DET,111,380,424,87,58,17,5,8,51,35,35,1,95,4,3,1,15,4,11,0.229,0.299,0.36,0.659,0.282,22.50%,8.40%
223,Trevor Larnach,MIN,110,396,448,98,65,18,1,14,53,51,44,1,103,4,4,0,4,1,3,0.248,0.326,0.405,0.731,0.297,23.00%,9.80%
224,Colt Emerson,SEA,71,251,279,60,41,13,1,5,30,28,22,1,58,4,2,0,5,1,4,0.239,0.307,0.358,0.665,0.289,20.80%,7.80%
225,Henry Davis,PIT,75,246,275,53,35,11,1,7,28,27,20,1,72,5,2,1,4,1,3,0.216,0.289,0.35,0.638,0.272,26.10%,7.40%
226,Brayan Rocchio,CLE,122,414,458,94,65,20,1,7,47,39,32,1,90,6,3,2,12,4,8,0.227,0.29,0.334,0.624,0.27,19.60%,7.00%
227,Garrett Mitchell,MIL,86,288,323,63,42,12,2,7,37,29,29,1,101,3,1,2,11,3,8,0.219,0.297,0.35,0.647,0.308,31.10%,9.00%
228,Travis d'Arnaud,LAA,63,204,227,45,28,9,0,8,23,26,15,0,64,3,1,0,1,0,1,0.221,0.282,0.38,0.663,0.281,28.20%,6.50%
229,Isaac Collins,KCR,105,345,396,83,55,18,3,7,48,36,42,1,81,5,3,2,12,4,8,0.239,0.328,0.37,0.699,0.29,20.50%,10.60%
230,Christian Walker,HOU,135,505,564,112,66,21,1,25,65,73,46,1,145,7,5,1,4,1,3,0.223,0.294,0.414,0.708,0.257,25.70%,8.10%
231,Samuel Basallo,BAL,110,384,422,92,57,18,1,16,48,52,31,2,100,3,3,1,3,1,2,0.239,0.299,0.416,0.714,0.28,23.70%,7.30%
232,Ke'Bryan Hayes,CIN,126,456,496,110,82,18,2,8,52,44,32,1,97,3,3,1,10,3,7,0.241,0.294,0.343,0.636,0.288,19.50%,6.40%
233,Chandler Simpson,TBR,110,420,453,122,103,16,3,1,57,32,24,1,46,1,3,5,37,8,29,0.292,0.33,0.348,0.677,0.324,10.20%,5.30%
234,Jordan Beck,COL,126,470,517,119,75,25,2,16,65,60,39,0,148,4,4,0,15,4,11,0.253,0.313,0.419,0.732,0.332,28.60%,7.60%
235,Thairo Estrada,,69,265,285,66,46,12,1,7,32,31,13,0,55,5,2,0,6,2,4,0.249,0.293,0.385,0.677,0.286,19.30%,4.40%
236,Connor Norby,MIA,111,388,424,93,59,20,1,12,46,48,29,1,117,4,3,0,7,2,5,0.239,0.296,0.39,0.686,0.309,27.60%,6.70%
237,Joc Pederson,TEX,101,340,395,78,47,14,1,16,49,49,44,2,89,7,3,1,3,1,2,0.23,0.327,0.422,0.749,0.259,22.40%,11.10%
238,Casey Schmitt,SFG,78,273,300,64,41,13,1,10,33,34,20,1,71,3,2,1,2,1,1,0.234,0.291,0.393,0.685,0.278,23.60%,6.60%
239,Austin Hedges,CLE,43,125,142,23,16,4,0,3,12,11,10,0,38,2,1,3,2,1,1,0.186,0.254,0.292,0.547,0.238,27.00%,7.20%
240,Dalton Rushing,LAD,57,181,204,40,24,9,1,7,24,25,18,1,57,3,1,0,1,0,1,0.222,0.302,0.391,0.693,0.282,28.10%,8.80%
241,Romy Gonzalez,BOS,79,279,302,72,49,14,1,8,37,34,18,1,76,2,2,1,9,3,6,0.259,0.306,0.406,0.712,0.324,25.00%,5.90%
242,Mike Yastrzemski,ATL,110,381,437,87,51,20,1,14,51,50,47,2,99,4,3,2,4,1,3,0.227,0.316,0.399,0.714,0.267,22.70%,10.70%
243,Austin Hays,CHW,111,408,446,100,64,20,1,14,49,51,28,1,106,5,3,1,3,1,2,0.245,0.301,0.406,0.706,0.295,23.90%,6.40%
244,Josh Lowe,LAA,114,423,466,99,62,21,2,14,57,46,37,2,129,2,3,1,21,4,17,0.234,0.297,0.393,0.69,0.299,27.60%,7.90%
245,Cole Young,SEA,98,331,372,77,54,17,1,6,39,34,33,1,64,4,3,1,6,2,4,0.234,0.309,0.343,0.651,0.271,17.10%,8.80%
246,Keibert Ruiz,WSN,87,312,336,74,53,14,0,7,29,37,17,0,39,4,3,0,1,0,1,0.238,0.283,0.351,0.634,0.25,11.50%,4.90%
247,Edgar Quero,CHW,109,377,422,97,69,18,1,9,44,43,35,1,76,5,4,1,1,0,1,0.256,0.325,0.379,0.704,0.295,17.90%,8.30%
248,Jett Williams,MIL,70,253,281,57,36,13,1,7,31,29,23,0,72,3,2,0,8,2,6,0.225,0.296,0.364,0.661,0.286,25.70%,8.30%
249,Giancarlo Stanton,NYY,97,353,395,78,42,12,0,24,49,60,37,2,126,2,2,0,0,0,0,0.222,0.297,0.46,0.757,0.264,31.90%,9.30%
250,Nolan Gorman,STL,121,433,487,91,53,18,1,21,53,64,47,2,160,3,3,0,4,1,3,0.211,0.29,0.398,0.688,0.277,32.90%,9.60%
251,Javier Sanoja,MIA,67,225,242,60,42,13,2,4,27,24,13,1,23,1,2,1,7,2,5,0.267,0.308,0.385,0.693,0.282,9.50%,5.40%
252,Edmundo Sosa,PHI,65,218,237,53,35,9,2,7,27,27,10,0,55,5,2,2,3,1,2,0.245,0.293,0.403,0.695,0.293,23.20%,4.30%
253,Gabriel Arias,CLE,109,398,432,89,60,17,1,11,46,43,26,1,136,5,2,1,9,3,6,0.224,0.278,0.355,0.633,0.308,31.40%,6.10%
254,Luisangel Acuna,CHW,101,309,332,76,58,14,1,3,36,24,17,0,63,2,2,2,15,4,11,0.245,0.287,0.325,0.613,0.297,19.00%,5.20%
255,Andrew Vaughn,MIL,127,480,528,120,80,24,0,17,55,70,36,0,103,7,5,1,1,0,1,0.251,0.309,0.406,0.715,0.284,19.50%,6.80%
256,Josh Bell,MIN,130,474,536,115,77,18,1,18,62,62,53,1,101,4,4,1,2,1,1,0.242,0.321,0.399,0.721,0.269,18.80%,9.90%
257,Kyle Karros,COL,58,204,226,55,38,12,1,4,25,25,18,1,52,2,2,0,2,1,1,0.268,0.332,0.397,0.729,0.337,23.00%,7.90%
258,Christian Moore,LAA,112,388,432,85,56,15,2,13,47,42,36,1,138,3,3,1,7,2,5,0.22,0.291,0.364,0.655,0.303,32.00%,8.40%
259,Luis Torrens,NYM,63,206,224,47,33,8,1,5,22,21,14,0,50,2,2,1,1,0,1,0.228,0.282,0.343,0.626,0.278,22.50%,6.40%
260,Victor Robles,SEA,93,319,359,75,53,14,2,6,44,27,23,0,81,9,2,6,19,5,14,0.235,0.302,0.349,0.651,0.294,22.60%,6.50%
261,Jasson Dominguez,NYY,68,238,266,57,37,11,1,8,34,26,25,1,69,2,2,0,11,2,9,0.238,0.312,0.392,0.704,0.299,25.90%,9.20%
262,Spencer Steer,CIN,109,395,447,92,56,19,2,15,53,51,42,0,97,6,3,1,8,2,6,0.232,0.313,0.404,0.717,0.267,21.60%,9.40%
263,Lane Thomas,KCR,95,347,386,82,51,17,1,12,50,42,31,0,97,4,3,0,17,4,13,0.235,0.303,0.399,0.702,0.288,25.20%,8.00%
264,Austin Martin,MIN,87,290,332,73,54,15,1,3,39,25,32,0,55,6,2,2,12,3,9,0.252,0.335,0.343,0.678,0.3,16.70%,9.50%
265,Braxton Fulford,COL,58,192,211,46,29,10,1,6,24,24,14,0,58,4,2,1,3,1,2,0.24,0.301,0.396,0.697,0.31,27.20%,6.60%
266,Mauricio Dubon,ATL,92,322,345,81,60,15,1,4,34,32,17,0,44,2,3,2,3,1,2,0.251,0.29,0.345,0.634,0.278,12.80%,4.80%
267,Lourdes Gurriel Jr.,ARI,63,248,269,66,45,13,1,8,32,34,15,0,42,3,2,0,4,1,3,0.267,0.314,0.423,0.737,0.29,15.70%,5.70%
268,Rhys Hoskins,CLE,95,331,382,72,41,14,1,16,46,49,42,1,101,5,3,0,3,1,2,0.219,0.313,0.412,0.726,0.259,26.30%,11.00%
269,Amed Rosario,NYY,68,240,256,63,46,10,1,5,29,24,11,0,46,2,2,0,6,2,4,0.262,0.298,0.378,0.676,0.304,18.10%,4.40%
270,Rob Refsnyder,SEA,61,198,228,48,31,9,1,7,27,26,23,1,60,3,1,1,3,1,2,0.241,0.328,0.405,0.733,0.304,26.20%,10.10%
271,Andrew Benintendi,CHW,118,437,488,108,73,19,1,15,52,55,42,2,82,2,5,1,3,1,2,0.247,0.313,0.397,0.71,0.269,16.80%,8.50%
272,Thomas Saggese,STL,82,297,321,72,49,16,1,6,32,33,18,0,84,3,2,1,4,1,3,0.243,0.293,0.368,0.661,0.316,26.20%,5.70%
273,Brady House,WSN,121,451,481,107,74,20,1,12,46,53,22,1,134,4,3,1,5,2,3,0.237,0.277,0.365,0.642,0.31,27.90%,4.50%
274,Connor Wong,BOS,61,203,223,47,32,10,1,4,23,21,14,0,55,3,1,1,4,1,3,0.23,0.287,0.349,0.637,0.293,24.70%,6.40%
275,Mickey Moniak,COL,117,442,476,113,65,23,5,21,62,67,27,1,119,4,3,0,9,3,6,0.256,0.302,0.469,0.771,0.303,24.90%,5.60%
276,Tyler Freeman,COL,84,303,343,85,62,17,1,4,44,31,25,0,43,10,3,3,14,4,10,0.281,0.352,0.391,0.742,0.313,12.70%,7.30%
277,Nasim Nunez,WSN,96,281,314,64,49,10,1,4,34,20,26,0,75,1,2,4,20,4,16,0.227,0.294,0.31,0.604,0.293,23.70%,8.30%
278,James McCann,ARI,53,174,192,42,28,8,0,5,20,22,11,0,50,2,1,1,1,0,1,0.239,0.289,0.374,0.663,0.304,26.10%,5.50%
279,Carson Benge,NYM,95,338,375,81,54,17,1,9,41,38,30,2,81,4,2,1,6,2,4,0.239,0.306,0.372,0.678,0.288,21.70%,8.00%
280,Jake Rogers,DET,54,173,193,35,21,7,0,6,19,21,16,0,56,2,1,1,1,0,1,0.203,0.276,0.358,0.634,0.258,29.10%,8.30%
281,Blaze Alexander,BAL,81,278,312,61,41,11,1,7,35,27,25,0,100,6,2,2,6,2,4,0.219,0.294,0.347,0.641,0.31,32.10%,7.90%
282,Vaughn Grissom,LAA,83,298,327,74,53,14,1,6,34,30,22,0,65,4,2,0,6,2,4,0.247,0.307,0.357,0.664,0.296,20.00%,6.80%
283,Jake Burger,TEX,127,478,517,113,68,21,1,23,58,69,28,1,130,7,3,1,2,1,1,0.236,0.286,0.427,0.713,0.274,25.10%,5.40%
284,Nick Fortes,TBR,91,279,307,61,43,11,1,6,28,28,16,0,56,5,2,4,2,1,1,0.218,0.272,0.329,0.601,0.249,18.10%,5.40%
285,Christian Vazquez,,52,167,184,38,28,7,0,3,18,17,11,0,36,1,1,1,2,1,1,0.228,0.28,0.326,0.606,0.271,19.40%,6.10%
286,Edouard Julien,COL,91,301,346,73,50,15,1,8,40,36,40,1,100,3,2,1,4,1,3,0.244,0.337,0.38,0.718,0.336,28.80%,11.50%
287,Brett Baty,NYM,116,410,452,95,64,16,0,15,50,51,35,1,116,3,2,1,4,1,3,0.232,0.296,0.381,0.677,0.285,25.60%,7.80%
288,Tyler Austin,CHC,57,204,229,49,28,10,0,10,28,31,22,1,64,2,1,0,1,0,1,0.239,0.317,0.437,0.754,0.296,27.90%,9.70%
289,Joe Mack,MIA,60,210,231,46,30,9,0,6,22,25,17,1,65,2,1,0,1,1,0,0.216,0.28,0.354,0.634,0.28,28.30%,7.20%
290,Jacob Young,WSN,86,288,320,69,55,11,1,2,33,18,20,0,60,4,2,6,16,4,12,0.24,0.297,0.306,0.603,0.295,18.70%,6.30%
291,Jorge Soler,LAA,116,410,470,90,52,17,0,20,53,59,49,0,127,5,3,0,1,0,1,0.22,0.309,0.413,0.721,0.262,27.10%,10.50%
292,Nathan Lukes,TOR,105,366,405,93,67,17,1,7,44,38,30,1,64,3,3,4,4,1,3,0.254,0.314,0.367,0.681,0.289,15.80%,7.50%
293,Brooks Baldwin,CHW,104,357,391,83,53,16,1,12,43,40,25,1,95,2,3,3,7,2,5,0.233,0.285,0.388,0.673,0.281,24.30%,6.40%
294,Jonny DeLuca,TBR,73,253,276,58,38,12,2,6,30,27,17,1,56,3,2,1,9,2,7,0.228,0.284,0.365,0.649,0.267,20.30%,6.30%
295,Jake Fraley,TBR,95,313,349,74,51,15,1,8,40,35,30,1,73,3,2,0,12,4,8,0.238,0.31,0.367,0.677,0.284,21.00%,8.70%
296,Bryce Eldridge,SFG,100,357,396,85,51,17,1,17,46,53,33,4,118,3,3,0,2,0,2,0.239,0.306,0.431,0.737,0.305,29.90%,8.40%
297,Tyler Heineman,TOR,43,130,147,27,20,5,0,2,13,10,10,0,31,2,1,3,2,1,1,0.208,0.277,0.294,0.571,0.256,21.00%,7.10%
298,Jake McCarthy,COL,93,324,357,84,61,14,4,5,45,30,23,0,61,5,2,4,16,4,12,0.261,0.318,0.374,0.692,0.306,17.00%,6.30%
299,Cesar Salazar,HOU,50,126,142,26,18,5,0,2,13,12,10,0,29,4,1,1,1,0,1,0.204,0.281,0.305,0.586,0.243,20.40%,7.40%
300,Luke Raley,SEA,71,235,267,52,32,10,0,9,31,29,20,0,81,9,1,2,5,1,4,0.22,0.304,0.383,0.687,0.289,30.20%,7.40%
301,Matt Shaw,CHC,74,255,282,61,41,11,1,8,35,29,22,0,59,3,2,1,10,3,7,0.239,0.305,0.387,0.691,0.279,20.80%,7.80%
302,Ryan Ritter,COL,55,188,208,47,31,10,1,5,24,21,14,0,56,3,1,2,3,1,2,0.25,0.312,0.391,0.703,0.329,27.10%,6.80%
303,Leo Jimenez,TOR,40,119,135,28,20,5,0,3,14,13,10,0,29,4,1,0,1,0,1,0.236,0.315,0.35,0.665,0.289,21.70%,7.40%
304,Ezequiel Duran,TEX,80,266,286,62,42,14,1,5,31,25,14,0,70,3,2,1,8,2,6,0.233,0.278,0.349,0.628,0.295,24.40%,5.10%
305,Tom Murphy,,23,78,87,17,10,3,0,3,10,11,7,0,26,1,1,0,1,0,1,0.22,0.29,0.39,0.68,0.281,29.40%,8.30%
306,Ramon Urias,STL,57,196,216,47,32,9,1,6,24,24,16,0,48,3,1,0,1,0,1,0.239,0.301,0.38,0.682,0.286,22.40%,7.20%
307,Max Muncy,ATH,88,312,340,72,46,15,1,10,38,35,20,1,101,4,2,2,5,1,4,0.231,0.285,0.38,0.666,0.306,29.70%,6.00%
308,Triston Casas,BOS,49,172,198,41,25,8,0,8,23,27,23,2,49,2,1,0,0,0,0,0.239,0.331,0.428,0.759,0.286,24.90%,11.60%
309,Adolis Garcia,PHI,131,497,544,115,70,22,2,22,64,70,36,1,140,5,5,1,11,3,8,0.232,0.287,0.414,0.701,0.274,25.70%,6.60%
310,Matt Vierling,DET,64,226,250,54,37,10,1,6,27,24,19,0,56,2,2,0,3,1,2,0.237,0.301,0.362,0.664,0.288,22.40%,7.70%
311,J.C. Escarra,NYY,44,132,148,27,19,6,0,3,14,13,12,0,27,2,1,0,1,0,1,0.206,0.28,0.315,0.595,0.239,18.60%,8.10%
312,Gavin Sheets,SDP,118,429,475,102,66,21,0,14,51,54,38,1,94,4,3,0,2,1,1,0.239,0.305,0.389,0.693,0.272,19.80%,8.10%
313,Mark Vientos,NYM,111,414,453,98,60,17,1,18,51,58,31,1,119,4,4,0,1,0,1,0.236,0.293,0.418,0.711,0.283,26.40%,6.90%
314,Liam Hicks,MIA,87,284,325,68,50,13,1,4,31,28,31,0,51,6,3,1,1,0,1,0.238,0.323,0.329,0.652,0.274,15.60%,9.60%
315,Leo Rivas,SEA,45,125,146,27,20,5,0,2,16,10,17,0,36,1,1,2,6,2,4,0.218,0.314,0.313,0.627,0.286,24.60%,11.60%
316,Zach Cole,HOU,88,307,342,63,37,13,2,11,41,36,28,2,136,5,2,0,7,2,5,0.206,0.28,0.374,0.653,0.321,39.80%,8.10%
317,Travis Bazzana,CLE,51,184,208,39,26,8,1,5,22,19,20,0,58,2,1,1,3,1,2,0.214,0.298,0.343,0.641,0.285,28.10%,9.60%
318,Jimmy Crooks,STL,28,90,100,22,15,4,0,2,10,10,7,0,25,1,1,0,0,0,0,0.239,0.302,0.363,0.665,0.304,24.90%,7.10%
319,Miguel Rojas,LAD,57,182,202,45,33,9,1,3,23,19,12,0,29,2,1,2,3,1,2,0.247,0.299,0.351,0.65,0.277,14.10%,6.20%
320,Austin Wynns,ATH,43,137,150,31,21,5,0,4,15,16,9,0,42,1,1,1,1,0,1,0.224,0.277,0.36,0.637,0.286,27.90%,6.10%
321,Anthony Santander,TOR,36,139,156,32,18,6,0,8,19,22,14,0,34,2,1,0,0,0,0,0.23,0.306,0.444,0.75,0.246,21.90%,9.00%
322,Zack Gelof,ATH,44,154,170,34,21,7,0,6,21,17,13,0,57,1,1,1,6,1,5,0.218,0.283,0.378,0.661,0.301,33.50%,7.80%
323,Andrew Knizner,SEA,38,118,131,25,18,4,0,2,12,12,9,0,28,2,1,1,0,0,0,0.209,0.277,0.307,0.584,0.255,21.50%,6.90%
324,Daniel Schneemann,CLE,60,203,228,43,29,9,1,6,24,21,21,0,62,1,1,1,4,1,3,0.214,0.289,0.344,0.632,0.276,27.10%,9.20%
