#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,NSB,AVG,OBP,SLG,OPS,BABIP,K%,BB%
188,Carter Jensen,KCR,99,357,401,86,56,15,3,12,47,47,39,1,109,1,3,1,5,1,4,0.242,0.317,0.401,0.718,0.312,27.20%,9.70%
189,Ryan O'Hearn,PIT,126,486,546,129,88,25,1,15,64,58,51,3,106,6,3,0,3,1,2,0.265,0.34,0.413,0.753,0.31,19.40%,9.40%
190,Pedro Pages,STL,91,328,358,74,49,14,1,9,33,39,22,1,93,3,4,2,1,0,1,0.225,0.277,0.359,0.636,0.282,26.00%,6.30%
191,Yoan Moncada,LAA,99,379,427,91,54,20,1,15,50,53,42,1,115,5,1,0,1,0,1,0.239,0.322,0.419,0.74,0.302,26.80%,9.70%
192,Dylan Beavers,BAL,94,353,406,88,57,16,2,13,53,49,46,1,94,2,3,2,11,4,7,0.249,0.336,0.414,0.751,0.302,23.10%,11.30%
193,Jake Mangum,PIT,79,322,343,92,68,19,2,2,35,33,16,0,55,3,2,1,13,4,9,0.285,0.323,0.38,0.704,0.336,16.00%,4.60%
194,Evan Carter,TEX,110,416,476,98,66,18,3,10,62,49,49,1,108,9,2,0,21,5,16,0.236,0.329,0.371,0.699,0.294,22.80%,10.30%
195,Jurickson Profar,ATL,149,557,644,140,91,30,1,18,82,72,73,1,102,9,4,1,9,1,8,0.252,0.346,0.406,0.752,0.277,15.80%,11.40%
196,Nathan Lukes,TOR,68,263,294,70,50,13,1,7,36,37,24,1,46,2,1,3,2,1,1,0.268,0.332,0.405,0.737,0.3,15.60%,8.20%
197,Christian Yelich,MIL,146,555,630,141,97,24,1,19,86,81,70,6,155,5,1,0,18,5,13,0.254,0.341,0.404,0.745,0.319,24.60%,11.10%
198,Brayan Rocchio,CLE,125,481,539,114,77,25,2,10,62,55,41,0,99,8,5,4,12,6,6,0.236,0.304,0.356,0.66,0.276,18.40%,7.70%
199,Nolan Gorman,STL,123,475,532,106,61,21,0,24,65,70,53,1,170,1,3,0,3,1,2,0.223,0.3,0.419,0.719,0.287,32.00%,9.90%
200,Josh Jung,TEX,131,531,567,129,87,24,1,16,61,64,31,0,144,3,1,0,3,1,2,0.242,0.288,0.383,0.671,0.302,25.40%,5.50%
201,Kyle Manzardo,CLE,115,435,497,106,61,22,1,21,55,67,49,2,115,6,7,0,2,0,2,0.243,0.324,0.445,0.769,0.276,23.20%,9.90%
202,Cedric Mullins,TBR,110,423,476,95,60,19,1,15,59,56,43,0,105,4,4,2,20,4,16,0.224,0.298,0.379,0.677,0.259,22.00%,9.00%
203,Chase Meidroth,CHW,128,478,553,116,92,16,1,7,67,45,61,0,84,10,2,2,12,4,8,0.243,0.339,0.326,0.665,0.281,15.20%,11.00%
204,Blaze Alexander,BAL,68,257,294,61,41,12,1,6,31,34,26,0,87,8,2,2,5,3,2,0.237,0.322,0.369,0.691,0.329,29.60%,8.70%
205,Jesus Sanchez,TOR,97,381,420,93,57,18,2,15,52,52,35,1,104,3,2,0,9,2,7,0.243,0.31,0.421,0.731,0.293,24.70%,8.40%
206,Samuel Basallo,BAL,105,396,438,94,52,20,0,22,52,66,35,2,110,4,3,0,1,1,0,0.238,0.304,0.457,0.762,0.27,25.20%,7.90%
207,Tyler Soderstrom,ATH,136,531,588,134,83,26,1,24,64,89,48,2,135,6,3,0,4,2,2,0.252,0.32,0.44,0.76,0.294,23.00%,8.10%
208,Tyler O'Neill,BAL,91,345,392,82,47,15,0,20,53,55,39,2,110,4,3,0,6,1,5,0.238,0.321,0.456,0.777,0.284,28.10%,10.00%
209,Jordan Lawlar,ARI,99,380,427,88,54,22,3,9,55,47,37,1,113,6,2,2,17,3,14,0.232,0.308,0.379,0.687,0.304,26.40%,8.60%
210,Mickey Moniak,COL,113,459,490,126,74,23,7,22,66,72,24,1,119,4,2,0,9,4,5,0.275,0.316,0.499,0.815,0.325,24.40%,5.00%
211,Sal Stewart,CIN,117,457,504,118,75,24,0,18,68,71,38,0,95,6,4,0,9,2,7,0.257,0.319,0.428,0.747,0.286,18.80%,7.50%
212,Vinnie Pasquantino,KCR,149,577,644,146,87,30,1,27,66,95,54,3,95,6,7,0,1,0,1,0.253,0.32,0.452,0.771,0.257,14.70%,8.30%
213,Tyler Stephenson,CIN,112,397,450,93,57,20,1,15,52,57,45,1,126,5,3,0,0,1,-1,0.234,0.318,0.4,0.718,0.302,28.10%,10.00%
214,Ramon Urias,STL,76,297,329,72,48,13,1,10,35,36,25,0,79,4,4,0,2,0,2,0.243,0.306,0.393,0.7,0.295,24.10%,7.60%
215,Victor Robles,SEA,81,308,350,76,52,15,1,7,42,35,22,0,76,11,3,6,20,6,14,0.247,0.318,0.374,0.693,0.302,21.70%,6.40%
216,Jac Caglianone,KCR,112,436,483,111,70,18,1,21,59,65,37,2,105,7,3,0,3,1,2,0.254,0.321,0.446,0.767,0.286,21.80%,7.60%
217,Austin Hays,CHW,112,440,483,110,67,24,3,16,66,57,33,1,120,4,5,0,7,1,6,0.251,0.305,0.432,0.737,0.304,24.90%,6.80%
218,Logan O'Hoppe,LAA,112,406,445,95,63,12,1,19,45,53,31,0,123,5,1,1,2,2,0,0.235,0.296,0.41,0.706,0.288,27.80%,7.00%
219,Cole Young,SEA,91,345,392,79,54,16,3,6,43,41,37,1,66,6,2,2,4,3,1,0.23,0.313,0.349,0.662,0.265,16.80%,9.40%
220,Zach Cole,HOU,100,387,434,85,47,18,5,15,53,60,39,2,179,7,1,0,13,5,8,0.219,0.301,0.408,0.709,0.358,41.20%,8.90%
221,Victor Caratini,MIN,97,354,400,88,66,13,0,9,35,41,31,0,67,11,5,0,1,0,1,0.248,0.323,0.359,0.682,0.28,16.80%,7.60%
222,Joc Pederson,TEX,100,371,434,86,51,16,1,18,53,51,51,2,99,10,2,0,2,1,1,0.232,0.338,0.428,0.766,0.265,22.90%,11.70%
223,Nolan Schanuel,LAA,143,533,616,139,100,25,1,13,72,62,66,2,85,10,4,3,5,1,4,0.261,0.35,0.384,0.734,0.287,13.80%,10.70%
224,Luis Garcia Jr.,WSN,121,489,525,132,91,24,2,15,65,67,29,1,83,1,6,0,12,5,7,0.271,0.309,0.422,0.731,0.295,15.70%,5.50%
225,Kyle Isbel,KCR,113,441,490,104,72,19,6,7,61,46,30,0,95,5,4,10,9,5,4,0.237,0.29,0.358,0.648,0.283,19.30%,6.10%
226,Edmundo Sosa,PHI,57,226,245,58,36,12,2,8,30,32,9,0,56,7,2,2,3,1,2,0.256,0.301,0.427,0.729,0.305,22.90%,3.50%
227,Jake McCarthy,COL,83,322,357,90,65,15,5,5,48,35,24,0,59,7,2,3,15,3,12,0.279,0.341,0.404,0.745,0.327,16.50%,6.80%
228,Joey Bart,PIT,76,263,301,63,44,11,0,7,31,30,31,0,84,6,1,0,1,1,0,0.238,0.331,0.362,0.693,0.321,28.00%,10.20%
229,Luis Torrens,NYM,55,200,218,50,35,10,1,5,19,24,14,0,48,2,2,1,1,1,0,0.249,0.3,0.378,0.678,0.303,22.10%,6.30%
230,Brooks Baldwin,CHW,92,365,399,91,61,16,2,13,46,50,27,0,89,2,2,4,8,3,5,0.251,0.303,0.409,0.712,0.296,22.20%,6.70%
231,Salvador Perez,KCR,152,579,626,143,89,26,1,26,57,87,30,5,135,12,4,0,0,0,0,0.246,0.296,0.43,0.726,0.276,21.60%,4.90%
232,Max Muncy,ATH,73,285,315,70,45,16,1,8,34,43,20,1,91,6,2,2,2,2,0,0.247,0.307,0.395,0.702,0.329,28.80%,6.30%
233,Edouard Julien,COL,100,370,434,95,65,18,3,10,48,43,58,1,121,4,2,1,4,3,1,0.257,0.362,0.4,0.762,0.354,27.90%,13.30%
234,Bryan Reynolds,PIT,149,577,644,145,94,30,3,18,69,74,56,2,158,8,3,0,5,2,3,0.251,0.325,0.406,0.731,0.315,24.60%,8.70%
235,Miguel Amaya,CHC,71,253,284,61,39,13,1,7,29,37,20,0,62,6,2,2,0,0,0,0.239,0.309,0.387,0.696,0.286,21.70%,7.10%
236,Joe Mack,MIA,66,239,263,53,34,11,1,8,30,33,20,1,74,3,2,0,2,1,1,0.221,0.287,0.369,0.657,0.283,28.10%,7.40%
237,Cam Smith,HOU,104,402,448,98,67,18,3,10,54,48,37,0,116,7,2,0,7,1,6,0.243,0.316,0.377,0.693,0.315,26.00%,8.30%
238,Kyle Higashioka,TEX,71,260,283,59,36,12,1,9,26,35,17,0,70,1,3,1,2,0,2,0.225,0.274,0.387,0.661,0.268,24.70%,6.20%
239,Isaac Collins,KCR,104,385,448,88,57,19,3,9,56,50,52,1,98,6,3,2,15,6,9,0.229,0.328,0.365,0.693,0.282,21.90%,11.60%
240,Jose Trevino,CIN,71,263,282,61,43,12,1,5,27,26,15,0,41,1,2,1,0,0,0,0.232,0.273,0.344,0.617,0.255,14.60%,5.20%
241,Agustin Ramirez,MIA,117,435,478,103,62,24,1,17,62,59,35,2,96,5,3,0,12,2,10,0.237,0.301,0.411,0.712,0.266,20.00%,7.40%
242,Gabriel Arias,CLE,102,405,441,93,60,19,2,13,46,49,26,1,135,6,3,1,7,4,3,0.23,0.284,0.382,0.667,0.309,30.60%,5.90%
243,Jake Rogers,DET,45,161,179,35,20,8,1,6,22,24,15,0,53,1,1,1,0,0,0,0.215,0.286,0.382,0.668,0.278,29.60%,8.40%
244,Jacob Young,WSN,81,313,350,78,62,12,2,2,44,30,24,0,62,6,1,6,17,6,11,0.249,0.312,0.32,0.633,0.303,17.70%,6.80%
245,Braxton Fulford,COL,52,181,205,45,28,10,1,6,26,27,15,0,54,6,2,1,2,1,1,0.248,0.323,0.408,0.731,0.32,26.50%,7.50%
246,Christian Moore,LAA,104,401,448,91,62,14,5,10,51,49,40,1,141,3,3,1,8,3,5,0.228,0.301,0.364,0.665,0.321,31.50%,9.00%
247,Travis Bazzana,CLE,55,206,238,45,29,9,2,5,36,26,27,0,71,4,0,1,4,1,3,0.219,0.322,0.357,0.679,0.305,29.80%,11.50%
248,Mark Vientos,NYM,102,402,441,101,63,18,2,18,49,64,31,0,115,5,3,0,1,0,1,0.252,0.311,0.444,0.755,0.305,26.00%,7.00%
249,Jose Tena,WSN,73,289,315,75,52,15,2,5,35,34,22,0,81,1,1,2,9,3,6,0.258,0.311,0.376,0.687,0.341,25.70%,6.80%
250,Brooks Lee,MIN,138,550,595,134,94,24,1,15,60,68,38,1,102,2,5,0,3,1,2,0.244,0.293,0.374,0.667,0.272,17.10%,6.40%
251,Nick Fortes,TBR,79,283,314,63,46,10,0,7,33,32,19,0,52,6,2,3,2,1,1,0.223,0.285,0.336,0.621,0.246,16.70%,6.10%
252,Josh Smith,TEX,118,446,511,108,75,22,2,10,62,43,49,1,96,12,2,3,10,3,7,0.243,0.332,0.366,0.698,0.289,18.80%,9.60%
253,Owen Caissie,MIA,96,366,413,89,55,20,2,12,48,50,41,1,131,3,2,0,3,2,1,0.242,0.322,0.403,0.725,0.34,31.70%,10.00%
254,Lourdes Gurriel Jr.,ARI,109,432,469,114,76,22,2,14,50,61,27,1,72,5,5,0,6,2,4,0.264,0.312,0.423,0.735,0.284,15.40%,5.80%
255,Josh Bell,MIN,133,504,574,127,84,23,1,18,57,67,63,1,104,4,3,0,0,2,-2,0.252,0.338,0.411,0.748,0.282,18.10%,10.90%
256,Dalton Rushing,LAD,42,145,168,34,19,7,0,7,21,24,18,0,46,4,1,0,0,0,0,0.232,0.331,0.429,0.759,0.287,27.40%,10.80%
257,Jose Caballero,NYY,73,271,315,59,40,12,1,6,40,31,33,0,78,7,2,2,33,8,25,0.217,0.313,0.331,0.645,0.28,24.90%,10.40%
258,Colby Thomas,ATH,60,235,259,58,33,14,1,9,32,39,15,0,78,6,2,0,4,2,2,0.246,0.305,0.435,0.74,0.324,30.10%,5.90%
259,Colt Emerson,SEA,76,292,329,65,44,14,2,5,36,35,27,1,72,7,3,0,5,2,3,0.223,0.302,0.338,0.64,0.276,21.90%,8.30%
260,Daylen Lile,WSN,128,505,553,133,89,24,11,9,69,63,36,0,102,7,4,1,14,6,8,0.264,0.319,0.407,0.726,0.312,18.40%,6.50%
261,Romy Gonzalez,BOS,60,240,259,64,41,13,3,6,32,35,13,1,64,2,3,0,6,3,3,0.266,0.307,0.426,0.733,0.332,24.60%,5.20%
262,Willi Castro,COL,126,485,546,127,84,24,6,14,76,52,43,1,122,15,2,1,15,6,9,0.262,0.339,0.418,0.757,0.323,22.40%,7.90%
263,Wenceel Perez,DET,109,424,469,102,65,20,5,12,61,58,37,0,99,3,4,1,10,4,6,0.24,0.303,0.398,0.701,0.282,21.10%,7.90%
264,Sung-Mun Song,SDP,68,265,294,63,45,11,2,6,33,29,26,2,53,1,2,1,6,1,5,0.238,0.304,0.36,0.664,0.275,18.10%,8.70%
265,Luis Campusano,SDP,53,191,215,47,33,8,0,6,27,26,21,0,43,1,1,0,0,0,0,0.247,0.327,0.393,0.719,0.287,20.00%,10.00%
266,Paul Goldschmidt,NYY,89,346,385,89,58,19,0,12,49,47,35,2,87,2,1,0,4,1,3,0.256,0.328,0.415,0.743,0.31,22.60%,9.20%
267,Joey Loperfido,HOU,92,360,399,88,56,18,2,12,50,54,26,1,108,7,2,3,8,3,5,0.245,0.309,0.408,0.717,0.315,27.10%,6.60%
268,Trevor Larnach,MIN,99,377,427,94,62,19,1,13,50,49,42,2,98,3,5,0,3,2,1,0.249,0.325,0.404,0.73,0.3,23.00%,9.90%
269,Henry Davis,PIT,71,249,282,56,35,12,1,8,31,31,22,1,72,7,1,1,4,1,3,0.225,0.304,0.377,0.681,0.279,25.50%,7.70%
270,Brady House,WSN,122,493,525,121,85,21,1,13,60,63,24,1,145,4,4,0,5,3,2,0.245,0.283,0.374,0.657,0.317,27.60%,4.60%
271,Tyler Heineman,TOR,39,131,154,29,22,4,1,3,18,15,13,0,28,4,1,4,3,1,2,0.223,0.313,0.325,0.638,0.264,18.50%,8.70%
272,Alex Call,LAD,32,117,140,28,18,6,0,4,18,18,18,0,25,3,1,1,2,1,1,0.243,0.353,0.402,0.755,0.275,18.00%,12.80%
273,David Hamilton,MIL,44,170,189,39,27,7,1,5,26,20,16,0,44,1,1,1,17,4,13,0.228,0.298,0.359,0.657,0.281,23.30%,8.60%
274,Jonathan India,KCR,128,476,553,114,76,25,2,11,67,50,57,0,106,15,4,1,4,3,1,0.238,0.336,0.368,0.704,0.282,19.10%,10.30%
275,CJ Kayfus,CLE,57,216,245,54,33,12,3,6,30,31,22,0,68,4,2,0,3,1,2,0.249,0.328,0.418,0.746,0.331,27.80%,9.10%
276,Coby Mayo,BAL,34,131,147,31,16,8,1,6,18,20,13,0,42,2,1,0,1,1,0,0.234,0.31,0.443,0.753,0.292,28.50%,8.70%
277,Austin Martin,MIN,81,302,350,76,57,15,1,3,41,29,38,0,55,7,2,2,13,5,8,0.251,0.345,0.334,0.68,0.296,15.80%,10.80%
278,Travis d'Arnaud,LAA,58,211,231,45,26,12,1,7,22,26,14,0,65,4,1,0,0,0,0,0.215,0.278,0.38,0.658,0.274,28.20%,6.20%
279,Marcelo Mayer,BOS,94,371,406,89,56,20,2,10,53,47,29,1,95,2,3,0,3,2,1,0.238,0.295,0.387,0.682,0.291,23.50%,7.10%
280,Jake Bauers,MIL,73,274,315,59,31,13,1,14,37,40,38,1,96,2,1,0,9,1,8,0.217,0.316,0.426,0.743,0.274,30.40%,12.10%
281,Tyler Austin,CHC,55,210,238,51,27,13,1,10,30,35,26,2,66,1,1,0,0,0,0,0.245,0.328,0.459,0.787,0.305,27.70%,10.90%
282,Hunter Feduccia,TBR,66,230,262,53,35,11,1,6,31,25,29,0,66,1,2,0,1,0,1,0.232,0.318,0.368,0.686,0.296,25.20%,11.20%
283,Matt Shaw,CHC,58,223,252,55,35,10,2,8,33,31,23,0,50,3,2,0,9,3,6,0.245,0.321,0.409,0.73,0.28,19.80%,9.20%
284,Casey Schmitt,SFG,49,191,210,49,32,9,0,7,24,27,14,0,47,2,2,0,1,0,1,0.255,0.312,0.416,0.727,0.301,22.30%,6.70%
285,Kody Clemens,MIN,53,210,231,48,28,9,2,9,29,30,16,1,56,2,1,1,2,1,1,0.23,0.292,0.426,0.717,0.266,24.20%,7.10%
286,Blake Perkins,MIL,50,191,217,42,29,8,1,4,27,21,23,0,60,1,2,1,8,3,5,0.222,0.306,0.338,0.644,0.299,27.60%,10.50%
287,Miguel Rojas,LAD,41,158,175,40,29,8,0,3,20,17,12,0,23,2,1,2,3,1,2,0.254,0.313,0.371,0.684,0.278,13.40%,7.00%
288,Ryan Ritter,COL,44,167,189,43,28,9,2,5,25,23,15,0,50,4,1,2,3,1,2,0.259,0.333,0.416,0.749,0.34,26.40%,7.80%
289,Dominic Canzone,SEA,99,392,427,96,60,18,1,16,53,54,30,2,96,3,3,0,4,2,2,0.244,0.3,0.42,0.719,0.281,22.60%,6.90%
290,Rhys Hoskins,CLE,100,375,434,83,48,17,1,17,46,56,49,1,119,5,5,0,2,1,1,0.221,0.316,0.408,0.724,0.27,27.40%,11.30%
291,Harry Ford,WSN,58,206,238,48,34,9,0,5,29,26,26,0,52,5,1,0,4,2,2,0.234,0.331,0.35,0.681,0.29,21.90%,10.80%
292,Jake Burger,TEX,136,543,588,128,75,27,1,25,67,81,30,1,145,10,5,0,1,1,0,0.236,0.286,0.43,0.716,0.272,24.70%,5.10%
293,Giancarlo Stanton,NYY,96,366,413,80,44,13,0,23,42,66,42,2,128,2,2,0,0,0,0,0.22,0.302,0.446,0.748,0.263,31.10%,10.20%
294,Justyn-Henry Malloy,TBR,47,172,203,43,29,8,0,6,25,25,27,0,51,3,2,0,1,0,1,0.251,0.358,0.398,0.757,0.322,25.30%,13.10%
295,Andy Ibanez,ATH,53,211,231,51,33,12,1,6,25,29,16,0,43,3,1,0,3,1,2,0.243,0.304,0.389,0.693,0.277,18.50%,7.10%
296,Pavin Smith,ARI,105,394,455,93,59,20,1,13,52,53,57,1,116,1,4,0,2,1,1,0.237,0.332,0.392,0.724,0.298,25.40%,12.40%
297,Cesar Salazar,HOU,42,142,166,30,21,5,0,4,17,20,15,0,32,7,2,1,1,1,0,0.213,0.312,0.325,0.637,0.246,19.20%,8.90%
298,Jordan Beck,COL,130,511,560,130,85,26,4,16,63,60,45,0,156,2,2,0,16,5,11,0.255,0.316,0.414,0.731,0.335,27.90%,8.00%
299,Vaughn Grissom,LAA,60,234,259,59,42,11,1,6,34,27,19,0,48,4,2,0,4,1,3,0.251,0.316,0.374,0.69,0.292,18.60%,7.30%
300,Kyle Karros,COL,50,194,217,50,35,11,1,3,27,22,19,1,50,3,1,0,2,0,2,0.259,0.331,0.368,0.699,0.333,23.00%,8.70%
301,Jose Fermin,STL,45,168,196,40,26,10,0,3,24,21,21,1,21,4,1,2,6,2,4,0.237,0.335,0.358,0.693,0.253,10.90%,10.60%
302,Andres Chaparro,WSN,55,215,238,52,32,11,1,8,26,30,19,1,56,3,2,0,1,0,1,0.243,0.311,0.414,0.725,0.29,23.60%,8.20%
303,Will Benson,CIN,50,190,217,44,25,8,2,8,29,28,23,1,65,2,2,1,6,2,4,0.229,0.315,0.42,0.736,0.298,29.80%,10.50%
304,Drew Millas,WSN,36,128,141,32,23,5,1,2,15,15,11,0,24,0,1,0,3,0,3,0.25,0.309,0.368,0.677,0.289,16.90%,7.80%
305,Jesse Winker,,71,260,308,61,41,11,1,8,33,33,41,1,65,4,2,1,3,1,2,0.235,0.347,0.371,0.718,0.283,21.20%,13.50%
306,Thairo Estrada,,36,143,154,38,27,7,1,3,19,18,7,0,28,3,1,0,3,2,1,0.267,0.311,0.402,0.712,0.307,18.00%,4.30%
307,Jorge Soler,LAA,117,442,504,99,56,21,0,21,60,62,53,1,140,6,4,0,0,0,0,0.224,0.313,0.419,0.732,0.273,27.70%,10.40%
308,Leo Rivas,SEA,37,132,161,29,22,4,0,2,21,14,23,0,39,2,2,3,8,2,6,0.216,0.334,0.297,0.631,0.288,24.40%,14.10%
309,Tyler Freeman,COL,83,310,357,84,63,15,2,4,45,34,28,0,43,14,3,2,12,4,8,0.271,0.356,0.373,0.729,0.3,11.90%,7.90%
310,George Valera,CLE,86,331,371,78,51,14,1,12,43,42,36,0,107,2,2,0,1,1,0,0.236,0.313,0.393,0.706,0.31,28.90%,9.60%
311,Spencer Steer,CIN,87,336,378,79,49,17,1,12,43,49,35,0,81,5,1,0,6,1,5,0.236,0.316,0.403,0.719,0.274,21.30%,9.30%
312,Gary Sanchez,MIL,36,128,144,29,16,5,0,7,16,21,12,0,39,4,1,0,0,0,0,0.225,0.305,0.439,0.744,0.259,26.90%,8.00%
313,Jeremiah Jackson,BAL,62,250,266,61,37,13,1,10,28,35,12,0,62,2,2,0,4,3,1,0.242,0.282,0.416,0.698,0.282,23.20%,4.70%
314,Michael Conforto,,68,256,294,58,34,13,0,11,36,36,31,1,73,5,2,0,1,0,1,0.226,0.318,0.409,0.728,0.266,24.70%,10.50%
315,Ben Williamson,TBR,47,185,203,45,33,10,1,2,23,19,14,0,42,3,1,0,4,1,3,0.244,0.305,0.337,0.641,0.306,20.80%,6.80%
316,Luisangel Acuna,CHW,92,368,399,90,71,14,2,3,53,30,24,0,78,2,2,2,22,6,16,0.243,0.291,0.316,0.607,0.298,19.40%,6.10%
317,Gavin Sheets,SDP,115,448,497,106,67,22,1,17,45,61,41,1,102,4,4,0,1,1,0,0.237,0.303,0.401,0.705,0.268,20.50%,8.20%
318,Michael Massey,KCR,76,304,329,74,50,15,1,8,32,35,16,0,64,4,4,1,2,2,0,0.243,0.286,0.38,0.666,0.278,19.40%,4.90%
319,Andrew Vaughn,MIL,130,510,560,124,78,26,1,19,52,79,41,0,108,6,4,0,0,0,0,0.244,0.305,0.413,0.718,0.271,19.20%,7.30%
320,Mauricio Dubon,ATL,78,313,336,79,58,16,1,5,39,31,17,0,39,2,3,2,3,1,2,0.253,0.293,0.357,0.65,0.274,11.70%,5.00%
321,Jo Adell,LAA,139,549,602,128,71,24,1,31,70,98,41,1,162,10,2,0,8,5,3,0.233,0.297,0.453,0.751,0.269,26.80%,6.80%
322,Alan Roden,MIN,37,142,161,37,26,8,1,3,21,17,14,0,25,4,1,0,3,1,2,0.26,0.342,0.379,0.722,0.297,15.50%,8.70%
323,Brett Harris,ATH,36,135,154,32,23,6,0,3,18,19,14,0,30,3,1,1,2,1,1,0.237,0.319,0.362,0.681,0.278,19.40%,8.90%
324,J.C. Escarra,NYY,32,114,130,27,18,5,1,3,15,14,12,0,22,2,2,0,1,0,1,0.234,0.313,0.366,0.68,0.264,17.00%,9.60%
325,Johan Rojas,PHI,40,160,175,40,30,6,2,2,22,17,9,0,38,2,1,3,10,2,8,0.247,0.292,0.344,0.636,0.31,21.70%,5.10%
326,Jon Berti,,39,150,168,37,29,5,1,2,20,12,14,0,37,2,1,1,11,3,8,0.243,0.314,0.319,0.633,0.31,22.10%,8.50%
327,Carson Benge,NYM,83,317,357,78,51,15,3,9,49,44,33,1,75,5,1,0,8,2,6,0.246,0.326,0.399,0.724,0.294,21.10%,9.20%
328,Austin Hedges,CLE,36,122,141,23,17,3,0,3,11,11,12,0,37,1,1,4,1,1,0,0.187,0.263,0.283,0.547,0.237,26.20%,8.40%
329,Austin Wynns,ATH,42,151,166,36,24,8,0,3,15,21,11,0,45,1,1,1,0,0,0,0.235,0.292,0.356,0.648,0.308,26.90%,6.90%
330,Troy Johnston,COL,63,248,273,67,43,14,3,7,32,36,18,1,53,6,1,0,8,2,6,0.268,0.331,0.427,0.759,0.316,19.30%,6.70%
331,Alek Thomas,ARI,91,361,392,87,59,16,3,8,46,40,21,0,87,3,3,3,6,3,3,0.24,0.286,0.373,0.659,0.291,22.10%,5.40%
332,Zack Gelof,ATH,26,100,112,23,14,5,0,4,15,15,10,0,36,1,1,0,4,1,3,0.234,0.307,0.411,0.719,0.319,32.10%,9.10%
333,Rafael Marchan,PHI,32,113,128,26,18,5,0,2,12,13,11,0,19,3,1,1,0,0,0,0.228,0.306,0.327,0.633,0.255,14.90%,8.20%
334,Jahmai Jones,DET,29,108,126,27,16,6,1,4,18,17,14,0,29,3,0,1,2,1,1,0.251,0.353,0.439,0.792,0.309,23.10%,11.00%
335,Luke Raley,SEA,65,243,280,54,33,11,1,9,33,34,21,0,85,13,2,2,5,2,3,0.221,0.314,0.383,0.697,0.298,30.40%,7.40%
336,Sam Haggerty,TEX,60,231,259,56,40,11,3,3,33,24,21,1,57,3,2,2,15,3,12,0.244,0.316,0.348,0.664,0.312,22.10%,8.30%
337,Thomas Saggese,STL,47,187,203,46,33,9,1,4,23,22,12,0,52,3,1,0,2,1,1,0.249,0.301,0.371,0.671,0.322,25.80%,5.90%
338,Graham Pauley,MIA,70,270,301,59,37,13,1,8,35,34,26,1,61,3,1,1,5,1,4,0.22,0.295,0.365,0.66,0.254,20.40%,8.60%
339,Daniel Schneemann,CLE,44,169,189,37,23,8,1,5,22,19,18,0,51,1,1,0,4,1,3,0.222,0.299,0.368,0.667,0.286,26.80%,9.60%
340,Luis Rengifo,MIL,100,401,434,100,74,15,3,8,44,43,27,0,77,4,2,1,9,5,4,0.25,0.302,0.363,0.665,0.29,17.70%,6.20%
341,Nasim Nunez,WSN,75,284,322,63,52,8,1,2,40,26,31,0,78,1,2,4,25,5,20,0.222,0.3,0.279,0.579,0.295,24.10%,9.70%
342,Christian Vazquez,,39,141,154,32,24,6,0,2,13,13,10,0,27,1,1,1,1,1,0,0.226,0.281,0.315,0.596,0.263,17.70%,6.60%
343,Darell Hernaiz,ATH,37,144,161,38,27,7,1,2,18,17,12,0,23,1,1,2,3,1,2,0.261,0.321,0.364,0.685,0.295,14.30%,7.70%
344,Johnathan Rodriguez,CLE,41,158,175,40,27,7,1,6,19,23,15,0,50,1,1,0,1,1,0,0.253,0.322,0.416,0.738,0.331,28.40%,8.70%
345,Angel Martinez,CLE,62,242,266,56,38,12,2,6,30,27,16,0,58,3,3,3,4,2,2,0.233,0.287,0.363,0.651,0.281,21.80%,6.10%
346,Javier Sanoja,MIA,53,213,231,54,37,11,2,3,24,24,14,0,23,1,2,2,5,4,1,0.252,0.298,0.365,0.664,0.269,9.80%,6.00%
347,Bryce Teodosio,LAA,65,256,280,56,41,10,3,3,30,26,15,0,90,5,2,2,13,3,10,0.22,0.274,0.315,0.589,0.323,32.20%,5.30%
348,Jimmy Crooks,STL,26,94,103,23,16,4,0,2,11,11,7,0,28,1,1,0,0,0,0,0.241,0.3,0.369,0.668,0.317,27.30%,6.80%
349,Max Kepler,,32,125,140,30,18,6,0,5,18,17,13,0,28,1,1,0,1,0,1,0.237,0.312,0.419,0.731,0.261,20.20%,9.20%
350,James Outman,MIN,44,165,189,36,21,7,1,7,26,20,19,0,63,3,1,0,4,1,3,0.22,0.312,0.398,0.71,0.308,33.50%,10.30%
351,Otto Kemp,PHI,63,240,273,57,35,12,2,8,37,40,19,1,76,11,3,0,5,3,2,0.239,0.321,0.406,0.727,0.312,28.00%,7.00%
352,Esteury Ruiz,MIA,18,67,77,17,11,3,1,2,11,9,7,0,17,2,0,1,7,2,5,0.248,0.333,0.394,0.726,0.305,21.90%,8.50%
353,Taylor Walls,TBR,73,278,315,59,41,12,2,5,39,28,32,0,72,1,3,2,13,4,9,0.214,0.294,0.319,0.614,0.269,22.90%,10.10%
354,Connor Wong,BOS,53,192,211,48,31,11,1,5,25,20,14,0,51,3,1,1,3,2,1,0.248,0.309,0.386,0.694,0.31,23.90%,6.80%
355,Jonny DeLuca,TBR,68,267,294,63,43,11,3,7,33,31,20,1,58,4,1,1,9,2,7,0.235,0.299,0.374,0.673,0.275,19.90%,6.90%
