#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,NSB,AVG,OBP,SLG,OPS,BABIP,K%,BB%
1,Aaron Judge,NYY,145,512,637,149,76,25,1,47,107,112,114,10,157,6,5,1,9,3,6,0.29,0.422,0.616,1.037,0.325,24.70%,17.90%
2,Bobby Witt Jr.,KCR,151,598,660,174,103,37,6,28,100,92,48,6,113,7,6,1,34,9,25,0.291,0.347,0.515,0.862,0.315,17.10%,7.30%
3,Shohei Ohtani,LAD,148,559,659,158,79,27,5,46,122,109,92,10,159,5,4,1,24,7,17,0.283,0.386,0.6,0.986,0.313,24.20%,13.90%
4,Juan Soto,NYM,154,542,675,148,84,25,1,38,108,99,124,9,121,4,4,1,21,5,16,0.273,0.409,0.535,0.945,0.284,17.90%,18.40%
5,Gunnar Henderson,BAL,152,579,657,156,93,33,4,26,96,83,67,4,140,6,4,1,24,5,19,0.27,0.349,0.476,0.825,0.311,21.20%,10.20%
6,Julio Rodriguez,SEA,151,599,659,162,102,28,3,29,93,91,47,4,145,9,3,0,28,7,21,0.271,0.332,0.475,0.807,0.311,22.10%,7.20%
7,Cal Raleigh,SEA,150,540,626,124,61,23,0,40,85,102,76,9,169,6,4,1,8,2,6,0.229,0.328,0.492,0.82,0.251,27.00%,12.10%
8,Jose Ramirez,CLE,151,575,649,157,93,33,3,28,92,89,64,10,74,4,6,0,33,8,25,0.273,0.347,0.485,0.832,0.27,11.50%,9.80%
9,Ketel Marte,ARI,141,536,616,147,87,30,2,28,89,87,68,5,100,7,5,1,5,2,3,0.275,0.361,0.499,0.86,0.289,16.30%,11.00%
10,Fernando Tatis Jr.,SDP,148,565,646,152,93,28,2,28,98,81,71,3,128,6,3,1,26,6,20,0.269,0.355,0.478,0.833,0.301,19.80%,10.90%
11,Ronald Acuna Jr.,ATL,144,533,629,149,94,25,2,28,106,78,86,4,134,7,3,1,25,7,18,0.279,0.385,0.493,0.878,0.324,21.40%,13.60%
12,Kyle Tucker,LAD,143,528,620,142,82,28,2,30,94,88,84,6,92,3,4,1,23,5,18,0.269,0.371,0.499,0.869,0.274,14.90%,13.60%
13,Francisco Lindor,NYM,140,547,618,141,88,27,1,25,91,76,55,1,113,10,5,1,23,5,18,0.259,0.336,0.45,0.785,0.282,18.30%,8.90%
14,Vladimir Guerrero Jr.,TOR,153,577,663,170,109,32,0,29,94,95,75,8,91,6,4,0,5,2,3,0.294,0.379,0.5,0.879,0.305,13.70%,11.30%
15,Corey Seager,TEX,123,459,526,125,75,24,0,26,70,76,59,9,98,4,4,0,2,1,1,0.273,0.359,0.498,0.857,0.292,18.60%,11.30%
16,Corbin Carroll,ARI,138,525,604,135,73,27,10,26,97,77,64,3,128,8,5,2,32,7,25,0.257,0.344,0.492,0.836,0.291,21.10%,10.50%
17,William Contreras,MIL,145,526,603,140,92,27,1,19,76,77,69,3,116,4,4,0,6,2,4,0.266,0.353,0.431,0.784,0.306,19.30%,11.40%
18,Will Smith,LAD,124,429,501,112,70,21,1,20,69,69,58,3,98,8,6,0,2,1,1,0.262,0.357,0.457,0.814,0.291,19.50%,11.60%
19,Trea Turner,PHI,143,578,628,163,112,29,4,18,90,71,40,1,113,5,3,1,28,5,23,0.283,0.333,0.44,0.773,0.323,18.10%,6.40%
20,Mookie Betts,LAD,142,545,621,146,92,30,2,21,89,81,66,2,72,4,6,1,9,2,7,0.268,0.348,0.449,0.797,0.273,11.60%,10.60%
21,Junior Caminero,TBR,148,579,631,157,93,27,1,36,84,103,43,2,123,4,5,0,6,2,4,0.27,0.322,0.508,0.83,0.283,19.50%,6.80%
22,Zach Neto,LAA,148,567,634,142,84,30,1,27,86,75,44,3,155,16,4,3,27,8,19,0.251,0.322,0.45,0.772,0.298,24.50%,7.00%
23,Elly De La Cruz,CIN,148,568,636,147,89,30,5,22,92,77,61,5,170,3,3,1,40,10,30,0.258,0.332,0.449,0.781,0.329,26.80%,9.50%
24,Geraldo Perdomo,ARI,150,549,648,144,100,28,4,13,88,65,76,1,87,8,6,9,21,5,16,0.262,0.356,0.395,0.751,0.288,13.40%,11.70%
25,Yordan Alvarez,HOU,129,469,553,137,80,27,1,29,77,84,69,10,93,7,6,1,3,1,2,0.291,0.386,0.538,0.924,0.305,16.90%,12.60%
26,Jeremy Pena,HOU,146,578,633,158,109,29,2,18,82,69,37,1,113,12,4,2,19,4,15,0.273,0.327,0.422,0.749,0.311,17.90%,5.90%
27,Jackson Merrill,SDP,143,555,606,149,93,30,4,22,77,81,40,2,119,4,5,3,8,2,6,0.269,0.319,0.458,0.777,0.303,19.60%,6.50%
28,Wyatt Langford,TEX,142,531,613,133,79,28,2,24,84,74,72,3,143,5,4,1,23,5,18,0.25,0.343,0.448,0.791,0.296,23.40%,11.70%
29,Pete Crow-Armstrong,CHC,147,563,620,138,82,28,5,23,84,79,35,2,150,8,6,8,34,8,26,0.246,0.296,0.436,0.733,0.291,24.20%,5.60%
30,Shea Langeliers,ATH,128,478,526,121,66,25,1,29,70,76,39,1,119,4,4,1,6,1,5,0.253,0.312,0.494,0.806,0.275,22.70%,7.40%
31,Alex Bregman,CHC,149,562,640,142,91,28,1,23,80,79,65,2,90,8,5,1,2,1,1,0.253,0.337,0.427,0.764,0.264,14.00%,10.20%
32,Bryce Harper,PHI,140,523,606,142,84,32,1,26,83,84,74,8,129,5,4,0,9,3,6,0.272,0.365,0.486,0.852,0.312,21.30%,12.30%
33,Matt Chapman,SFG,145,531,612,126,73,28,2,23,81,74,70,1,151,7,4,0,9,3,6,0.238,0.332,0.429,0.761,0.285,24.70%,11.40%
34,Alejandro Kirk,TOR,122,428,484,114,79,19,0,15,52,63,47,2,60,4,5,0,1,0,1,0.267,0.341,0.421,0.762,0.277,12.50%,9.80%
35,Willy Adames,SFG,152,570,649,132,78,26,1,27,83,84,70,2,165,4,6,0,11,3,8,0.231,0.316,0.422,0.738,0.274,25.50%,10.70%
36,Gabriel Moreno,ARI,113,392,440,108,76,20,1,11,53,54,41,2,76,3,3,0,4,2,2,0.275,0.347,0.415,0.761,0.315,17.30%,9.40%
37,Maikel Garcia,KCR,150,577,640,154,106,32,4,12,83,65,53,0,95,2,5,3,26,7,19,0.268,0.329,0.401,0.729,0.299,14.90%,8.30%
38,Nick Kurtz,ATH,142,514,576,135,69,26,2,38,94,95,54,4,177,4,4,1,3,1,2,0.262,0.335,0.539,0.874,0.32,30.70%,9.40%
39,Adley Rutschman,BAL,138,492,560,123,79,25,1,17,64,64,60,2,89,3,4,0,1,0,1,0.249,0.332,0.407,0.739,0.271,15.90%,10.80%
40,Jacob Wilson,ATH,138,531,575,156,114,30,1,11,72,64,31,1,51,7,3,2,6,2,4,0.293,0.339,0.415,0.754,0.307,8.90%,5.50%
41,Bo Bichette,NYM,139,561,607,160,111,30,2,17,75,77,38,1,99,4,4,0,5,2,3,0.285,0.333,0.436,0.769,0.318,16.40%,6.30%
42,Dansby Swanson,CHC,153,568,628,137,88,25,2,22,78,75,53,1,159,3,4,1,16,4,12,0.241,0.307,0.407,0.714,0.295,25.30%,8.40%
43,Byron Buxton,MIN,120,466,519,116,60,25,4,27,78,72,40,3,141,8,4,1,15,2,13,0.249,0.317,0.493,0.81,0.294,27.20%,7.80%
44,Freddie Freeman,LAD,143,540,617,150,93,33,2,22,84,84,64,8,114,8,5,0,8,2,6,0.278,0.361,0.469,0.83,0.314,18.50%,10.40%
45,Austin Riley,ATL,146,566,625,146,88,28,2,28,81,85,46,1,163,7,4,0,2,1,1,0.258,0.319,0.462,0.781,0.311,26.10%,7.40%
46,Jazz Chisholm Jr.,NYY,142,524,591,125,75,19,2,28,80,77,57,2,157,5,4,1,33,8,25,0.238,0.317,0.445,0.762,0.282,26.60%,9.60%
47,Rafael Devers,SFG,151,562,656,143,82,28,1,31,88,92,83,10,161,6,4,1,2,1,1,0.254,0.353,0.472,0.825,0.299,24.50%,12.70%
48,Roman Anthony,BOS,141,525,609,139,87,31,2,19,85,68,75,1,153,5,4,1,11,3,8,0.265,0.36,0.439,0.799,0.338,25.20%,12.30%
49,Riley Greene,DET,148,565,630,145,87,27,3,28,82,89,56,2,176,5,4,0,4,1,3,0.257,0.327,0.463,0.79,0.322,28.00%,8.90%
50,Kyle Schwarber,PHI,150,549,657,126,64,20,1,42,98,105,97,4,185,7,4,1,6,2,4,0.23,0.351,0.497,0.849,0.26,28.10%,14.80%
51,Brendan Donovan,SEA,128,489,551,131,91,26,1,12,63,56,47,2,77,9,3,2,5,2,3,0.267,0.34,0.4,0.74,0.293,13.90%,8.50%
52,Brice Turang,MIL,149,566,633,145,103,25,3,15,80,67,58,1,132,2,4,3,29,6,23,0.257,0.326,0.39,0.716,0.308,20.80%,9.10%
53,Matt Olson,ATL,153,576,666,143,82,30,1,29,88,92,79,4,160,5,4,1,1,0,1,0.247,0.342,0.457,0.798,0.289,24.00%,11.90%
54,Pete Alonso,BAL,153,575,655,145,80,28,1,36,85,103,60,4,150,13,6,0,2,1,1,0.252,0.333,0.492,0.825,0.276,22.90%,9.20%
55,Yainer Diaz,HOU,130,486,516,131,86,24,1,20,57,67,22,1,89,3,4,1,1,0,1,0.269,0.302,0.444,0.746,0.291,17.30%,4.30%
56,Manny Machado,SDP,146,566,624,148,95,27,0,26,78,87,51,4,121,2,4,0,9,3,6,0.262,0.323,0.449,0.772,0.289,19.40%,8.10%
57,Andy Pages,LAD,141,530,579,135,83,28,2,23,74,77,35,1,128,8,5,1,10,4,6,0.256,0.31,0.444,0.754,0.294,22.10%,6.10%
58,Gleyber Torres,DET,149,557,639,143,99,26,1,17,79,69,71,0,110,4,5,1,5,2,3,0.257,0.343,0.401,0.743,0.289,17.20%,11.20%
59,Nico Hoerner,CHC,147,557,609,155,118,27,3,7,74,56,39,1,57,9,4,1,26,6,20,0.278,0.332,0.373,0.705,0.297,9.30%,6.30%
60,Masyn Winn,STL,144,558,611,140,96,28,2,13,72,60,41,0,111,5,5,3,14,4,10,0.25,0.305,0.379,0.684,0.289,18.10%,6.70%
61,Brent Rooker,ATH,150,569,640,150,85,31,2,33,87,96,60,3,163,6,4,0,6,2,4,0.264,0.339,0.497,0.836,0.311,25.40%,9.40%
62,Carlos Correa,HOU,129,490,546,129,88,24,1,16,64,63,49,2,108,3,4,0,0,0,0,0.263,0.332,0.413,0.745,0.306,19.80%,8.90%
63,Xander Bogaerts,SDP,137,513,569,135,96,25,1,13,67,58,46,2,100,4,5,1,17,4,13,0.264,0.327,0.393,0.72,0.302,17.50%,8.10%
64,Jackson Chourio,MIL,145,580,629,156,95,34,4,23,86,84,39,2,127,4,5,1,24,7,17,0.269,0.316,0.459,0.776,0.305,20.30%,6.20%
65,Luke Keaschall,MIN,126,468,533,125,86,27,2,11,69,55,49,1,91,11,5,1,24,6,18,0.267,0.347,0.401,0.748,0.307,17.20%,9.20%
66,J.T. Realmuto,PHI,121,432,474,109,72,21,2,14,55,54,31,1,114,7,3,0,7,2,5,0.253,0.311,0.409,0.721,0.31,24.10%,6.50%
67,Michael Harris II,ATL,138,532,567,141,92,27,3,20,68,70,25,2,110,4,4,2,18,5,13,0.265,0.301,0.437,0.738,0.299,19.40%,4.40%
68,CJ Abrams,WSN,139,550,607,136,86,29,4,17,80,64,38,2,117,13,4,2,30,7,23,0.248,0.31,0.411,0.721,0.283,19.30%,6.30%
69,Michael Busch,CHC,140,513,584,128,71,25,3,29,77,79,59,1,146,8,3,1,3,1,2,0.249,0.334,0.476,0.809,0.29,25.10%,10.10%
70,Drake Baldwin,ATL,131,465,518,120,78,22,1,20,61,75,46,1,91,4,2,0,1,0,1,0.259,0.33,0.437,0.767,0.282,17.50%,8.90%
71,J.P. Crawford,SEA,144,518,598,125,89,24,1,11,65,55,68,1,116,5,3,3,6,1,5,0.241,0.333,0.355,0.688,0.288,19.40%,11.40%
72,Oneil Cruz,PIT,127,466,529,110,64,22,3,21,69,64,55,3,158,4,4,0,28,6,22,0.237,0.32,0.433,0.753,0.307,29.90%,10.30%
73,Taylor Ward,BAL,148,553,629,134,79,26,2,27,80,82,65,0,154,6,5,1,5,2,3,0.242,0.325,0.442,0.767,0.283,24.40%,10.40%
74,Steven Kwan,CLE,147,576,645,157,119,27,3,9,81,54,58,1,59,4,4,3,18,5,13,0.272,0.34,0.372,0.712,0.289,9.10%,8.90%
75,James Wood,WSN,146,549,630,142,85,31,2,24,82,80,73,5,186,3,3,1,16,6,10,0.258,0.347,0.452,0.8,0.344,29.60%,11.60%
76,Seiya Suzuki,CHC,140,529,603,135,80,26,3,26,76,84,65,2,152,3,5,0,8,3,5,0.255,0.336,0.461,0.797,0.306,25.10%,10.70%
77,Cody Bellinger,NYY,139,535,594,138,88,24,3,23,77,80,49,3,89,3,7,0,11,3,8,0.257,0.32,0.44,0.759,0.268,15.00%,8.30%
78,Max Muncy,LAD,112,379,457,84,46,16,1,22,61,64,66,2,112,6,5,0,3,1,2,0.222,0.29,0.384,0.674,0.302,28.30%,6.00%
79,Jose Altuve,HOU,136,531,590,140,94,25,1,20,76,68,49,2,101,5,4,1,12,4,8,0.263,0.33,0.426,0.756,0.29,17.10%,8.40%
80,Ezequiel Tovar,COL,147,584,628,153,96,34,4,20,78,71,31,0,156,4,4,6,9,3,6,0.262,0.301,0.435,0.736,0.323,24.90%,4.90%
81,Bryson Stott,PHI,141,514,574,131,92,24,3,13,68,60,50,1,95,3,5,2,24,5,19,0.255,0.322,0.389,0.711,0.287,16.50%,8.70%
82,Tyler Soderstrom,ATH,140,525,585,134,81,27,1,24,72,78,50,2,138,6,4,0,5,2,3,0.255,0.325,0.451,0.776,0.3,23.50%,8.60%
83,Kyle Stowers,MIA,139,507,576,123,71,24,3,25,69,82,57,2,163,7,4,1,5,1,4,0.243,0.326,0.451,0.776,0.304,28.30%,9.90%
84,Ian Happ,CHC,146,543,631,130,78,29,1,21,80,75,79,2,148,4,4,1,8,2,6,0.24,0.339,0.416,0.755,0.288,23.50%,12.50%
85,Marcus Semien,NYM,137,518,579,124,82,22,2,18,73,67,52,1,96,4,5,0,9,2,7,0.24,0.311,0.396,0.708,0.259,16.50%,9.00%
86,Ben Rice,NYY,132,475,541,117,66,23,2,27,74,75,54,0,114,8,4,0,4,2,2,0.247,0.331,0.472,0.803,0.268,21.10%,9.90%
87,Xavier Edwards,MIA,135,522,581,145,115,23,4,4,69,44,48,1,84,3,4,4,27,6,21,0.277,0.339,0.356,0.695,0.322,14.40%,8.30%
88,Yandy Diaz,TBR,142,547,614,157,110,27,1,19,73,74,57,2,92,6,4,1,2,1,1,0.287,0.358,0.444,0.803,0.314,15.00%,9.30%
89,Brandon Nimmo,TEX,144,550,622,137,88,25,3,21,78,72,59,1,137,9,4,1,9,2,7,0.25,0.329,0.422,0.751,0.293,22.00%,9.40%
90,George Springer,TOR,131,500,568,130,82,22,2,24,82,71,58,1,110,7,4,1,14,3,11,0.26,0.342,0.457,0.799,0.286,19.30%,10.20%
91,Trent Grisham,NYY,127,449,526,99,57,17,1,23,71,63,67,0,132,5,3,2,5,2,3,0.219,0.326,0.42,0.746,0.253,25.00%,12.80%
92,Dillon Dingler,DET,110,381,416,92,59,19,2,12,45,49,26,1,105,6,2,1,1,1,0,0.242,0.3,0.394,0.694,0.301,25.20%,6.30%
93,Bo Naylor,CLE,121,395,449,86,50,19,1,17,51,52,46,1,112,2,3,2,4,2,2,0.218,0.301,0.398,0.7,0.258,25.00%,10.20%
94,Kazuma Okamoto,TOR,126,463,522,113,67,23,0,22,62,70,48,3,97,7,4,1,2,1,1,0.243,0.322,0.438,0.76,0.26,18.50%,9.30%
95,Isaac Paredes,HOU,116,421,489,101,63,18,1,20,60,62,55,0,83,10,3,0,1,1,0,0.241,0.341,0.428,0.768,0.255,16.90%,11.20%
96,Salvador Perez,KCR,141,532,575,133,81,25,1,27,60,88,29,5,118,10,4,0,0,0,0,0.25,0.3,0.449,0.749,0.273,20.50%,5.10%
97,Ryan Jeffers,MIN,127,445,505,108,69,23,1,16,58,57,47,1,106,9,3,1,2,1,1,0.243,0.326,0.404,0.729,0.283,21.10%,9.20%
98,Ceddanne Rafaela,BOS,141,520,558,131,83,28,4,16,70,63,26,1,121,7,4,2,20,6,14,0.252,0.293,0.412,0.705,0.296,21.60%,4.60%
99,Trevor Story,BOS,136,530,575,131,84,26,1,20,72,72,35,2,157,5,3,1,23,5,18,0.248,0.3,0.414,0.714,0.314,27.30%,6.10%
100,Jakob Marsee,MIA,132,495,573,117,77,23,4,12,71,56,63,0,125,7,3,4,34,9,25,0.237,0.33,0.375,0.705,0.291,21.90%,11.00%
101,Brandon Lowe,PIT,125,481,533,116,69,22,1,23,68,72,44,1,137,4,4,0,4,1,3,0.242,0.308,0.438,0.746,0.286,25.70%,8.20%
102,Otto Lopez,MIA,136,516,563,137,98,25,3,12,63,60,38,1,86,4,4,1,16,5,11,0.265,0.318,0.39,0.708,0.296,15.30%,6.80%
103,Mike Trout,LAA,118,424,502,99,57,17,2,24,66,64,68,6,150,6,4,0,3,1,2,0.235,0.346,0.454,0.8,0.297,29.90%,13.60%
104,Austin Wells,NYY,119,399,446,89,51,19,1,18,49,58,37,0,110,5,5,1,4,1,3,0.222,0.292,0.409,0.701,0.256,24.70%,8.20%
105,Lawrence Butler,ATH,136,508,562,122,74,26,2,21,73,65,48,0,147,1,3,1,18,4,14,0.24,0.306,0.423,0.729,0.295,26.20%,8.60%
106,Randy Arozarena,SEA,152,565,654,131,81,26,2,23,85,73,64,1,171,19,4,1,24,7,17,0.233,0.329,0.405,0.734,0.289,26.20%,9.80%
107,Josh Naylor,SEA,144,546,607,143,93,28,0,22,73,86,50,5,90,5,5,0,17,4,13,0.261,0.327,0.431,0.758,0.276,14.80%,8.30%
108,Kyle Teel,CHW,116,409,467,101,69,18,1,13,56,49,50,0,120,4,3,1,7,2,5,0.248,0.334,0.393,0.727,0.315,25.60%,10.70%
109,Colton Cowser,BAL,129,458,518,104,60,22,1,21,65,62,49,1,163,7,3,1,13,3,10,0.227,0.31,0.416,0.727,0.3,31.50%,9.50%
110,Alec Bohm,PHI,134,520,567,142,100,26,2,14,64,71,37,1,89,5,6,0,3,1,2,0.273,0.323,0.412,0.735,0.302,15.70%,6.50%
111,Jarren Duran,BOS,140,547,607,142,84,34,7,17,81,69,49,1,142,7,3,1,23,5,18,0.26,0.327,0.438,0.766,0.321,23.50%,8.00%
112,Jordan Westburg,BAL,96,375,408,98,60,19,2,16,55,52,26,0,92,5,2,1,4,2,2,0.261,0.316,0.454,0.77,0.303,22.50%,6.30%
113,Francisco Alvarez,NYM,114,389,438,90,54,15,1,20,52,58,40,1,113,6,3,1,1,0,1,0.233,0.312,0.428,0.74,0.274,25.80%,9.10%
114,Wilyer Abreu,BOS,125,447,505,110,63,24,1,22,64,70,51,3,125,2,4,1,8,3,5,0.245,0.324,0.451,0.775,0.289,24.80%,10.10%
115,Ivan Herrera,STL,127,469,538,125,86,22,1,17,67,65,53,1,108,11,4,1,9,3,6,0.268,0.353,0.426,0.779,0.312,20.10%,9.90%
116,Jackson Holliday,BAL,114,433,489,108,72,21,2,13,64,48,49,1,109,4,2,1,13,4,9,0.248,0.328,0.395,0.723,0.302,22.30%,10.00%
117,Daulton Varsho,TOR,134,491,543,110,59,22,3,26,70,75,43,1,141,4,5,1,8,2,6,0.223,0.288,0.44,0.728,0.254,26.00%,7.80%
118,Andres Gimenez,TOR,138,505,558,123,88,23,2,11,63,55,31,1,98,14,5,3,20,4,16,0.244,0.305,0.361,0.666,0.281,17.50%,5.60%
119,Kevin McGonigle,DET,82,294,333,74,46,16,2,10,42,40,34,0,48,2,3,1,7,2,5,0.253,0.331,0.427,0.758,0.27,14.50%,10.10%
120,Konnor Griffin,PIT,93,348,383,89,62,16,1,10,51,44,23,1,94,8,2,1,18,4,14,0.257,0.316,0.396,0.712,0.322,24.50%,6.10%
121,Luis Robert Jr.,NYM,128,474,521,111,70,20,1,20,66,61,39,3,146,5,3,1,29,7,22,0.234,0.297,0.404,0.701,0.293,28.10%,7.50%
122,Colson Montgomery,CHW,130,491,550,107,63,19,2,23,61,70,47,2,162,9,3,0,2,1,1,0.219,0.296,0.404,0.7,0.274,29.50%,8.50%
123,Carson Kelly,CHC,97,326,368,76,51,13,1,12,41,43,34,0,74,4,3,1,2,0,2,0.234,0.312,0.386,0.698,0.266,20.30%,9.30%
124,Willson Contreras,BOS,133,488,562,123,75,25,1,22,70,74,52,1,142,17,3,1,5,1,4,0.251,0.342,0.441,0.783,0.307,25.30%,9.30%
125,Caleb Durbin,BOS,135,476,535,121,83,26,2,10,63,54,35,1,58,16,4,3,21,6,15,0.254,0.325,0.381,0.705,0.269,10.80%,6.60%
126,Vinnie Pasquantino,KCR,147,566,630,147,88,31,1,26,73,93,52,4,93,6,6,0,1,0,1,0.259,0.325,0.457,0.782,0.266,14.70%,8.20%
127,Jeff McNeil,ATH,132,476,535,122,82,26,3,12,60,57,44,2,68,9,4,2,4,1,3,0.257,0.328,0.398,0.727,0.275,12.80%,8.10%
128,Jonathan Aranda,TBR,136,496,567,129,84,24,1,20,69,74,56,3,143,9,4,0,2,1,1,0.26,0.343,0.432,0.775,0.323,25.30%,9.90%
129,Miguel Vargas,CHW,138,509,580,118,70,28,2,19,71,66,60,0,112,6,5,0,7,2,5,0.233,0.319,0.404,0.723,0.261,19.30%,10.30%
130,Matt Wallner,MIN,117,415,481,94,47,21,2,24,60,63,51,1,148,12,3,0,5,2,3,0.226,0.326,0.461,0.787,0.283,30.70%,10.60%
131,Ozzie Albies,ATL,141,538,592,134,87,27,2,17,69,71,43,1,88,5,5,1,11,3,8,0.249,0.308,0.405,0.713,0.266,14.80%,7.30%
132,JJ Wetherholt,STL,119,431,487,106,74,21,1,10,56,48,45,1,87,7,3,1,11,2,9,0.247,0.326,0.371,0.697,0.286,17.80%,9.30%
133,Hunter Goodman,COL,138,514,558,130,71,29,3,28,71,86,34,0,146,6,4,0,2,1,1,0.253,0.304,0.481,0.784,0.296,26.10%,6.00%
134,Christian Yelich,MIL,135,506,576,131,88,22,1,19,74,74,63,5,138,4,2,0,16,4,12,0.258,0.344,0.42,0.764,0.317,23.90%,11.00%
135,Brenton Doyle,COL,138,518,563,129,83,24,3,18,70,64,35,0,150,3,4,3,21,5,16,0.249,0.298,0.414,0.711,0.312,26.60%,6.30%
136,Jake Cronenworth,SDP,142,498,579,117,77,24,2,14,64,61,62,1,115,12,5,3,4,2,2,0.235,0.331,0.377,0.708,0.276,19.90%,10.70%
137,TJ Friedl,CIN,133,498,577,120,84,20,3,13,69,55,58,0,97,12,4,4,11,3,8,0.242,0.333,0.374,0.707,0.273,16.80%,10.00%
138,Teoscar Hernandez,LAD,133,509,553,132,79,26,1,26,71,83,34,1,146,5,4,0,6,2,4,0.259,0.31,0.464,0.775,0.311,26.40%,6.20%
139,Anthony Volpe,NYY,111,410,452,94,57,21,2,14,54,49,33,0,109,4,3,2,16,4,12,0.229,0.291,0.395,0.686,0.276,24.20%,7.40%
140,Nolan Arenado,ARI,132,504,551,127,86,24,1,16,60,68,37,3,76,4,5,0,3,1,2,0.252,0.306,0.399,0.705,0.267,13.80%,6.80%
141,Colt Keith,DET,120,436,485,112,72,22,3,15,62,54,43,1,102,3,3,1,3,1,2,0.257,0.326,0.424,0.75,0.3,20.90%,8.90%
142,Carlos Narvaez,BOS,108,371,416,84,54,18,0,12,43,45,38,1,111,4,2,1,2,1,1,0.228,0.304,0.375,0.679,0.289,26.80%,9.10%
143,Ryan McMahon,NYY,117,415,474,90,56,17,1,16,53,51,54,2,149,3,3,0,3,2,1,0.218,0.309,0.381,0.691,0.293,31.50%,11.30%
144,Matt McLain,CIN,131,473,534,111,71,22,2,16,66,56,49,0,150,6,3,2,16,4,12,0.235,0.313,0.395,0.708,0.306,28.10%,9.20%
145,Chase Meidroth,CHW,124,464,531,117,90,19,1,7,62,39,54,0,80,8,3,2,13,4,9,0.252,0.339,0.34,0.679,0.29,15.10%,10.20%
146,Luis Arraez,SFG,139,560,605,167,132,28,3,4,67,54,31,2,24,4,4,6,8,3,5,0.299,0.338,0.382,0.72,0.305,4.00%,5.20%
147,Sal Frelick,MIL,132,493,548,128,95,22,3,8,66,52,45,0,78,6,3,2,19,4,15,0.261,0.327,0.366,0.693,0.294,14.20%,8.10%
148,Carter Jensen,KCR,105,349,391,84,52,17,3,12,46,47,37,1,98,2,3,1,4,1,3,0.241,0.316,0.407,0.723,0.298,25.00%,9.60%
149,Jake Meyers,HOU,118,415,462,102,71,20,2,9,54,43,36,0,96,6,3,2,13,3,10,0.245,0.311,0.367,0.678,0.295,20.70%,7.80%
150,Josh Jung,TEX,128,486,521,120,79,23,1,17,56,62,29,0,133,3,2,0,4,1,3,0.247,0.292,0.402,0.694,0.304,25.50%,5.50%
151,Brandon Marsh,PHI,121,415,470,106,70,21,3,13,58,52,46,1,132,2,4,2,11,3,8,0.256,0.33,0.412,0.742,0.34,28.10%,9.70%
152,Evan Carter,TEX,107,374,425,88,57,17,3,11,53,44,41,1,96,7,2,0,17,4,13,0.236,0.321,0.386,0.707,0.287,22.60%,9.70%
153,Ernie Clement,TOR,140,514,551,135,95,27,2,10,64,56,24,1,57,4,4,4,8,3,5,0.262,0.297,0.383,0.68,0.275,10.30%,4.40%
154,Bryan Reynolds,PIT,146,565,632,144,94,28,4,18,73,74,55,2,152,8,4,0,5,2,3,0.254,0.326,0.413,0.74,0.314,24.10%,8.70%
155,Spencer Torkelson,DET,147,539,616,125,70,27,1,27,75,79,64,3,161,7,5,0,2,1,1,0.232,0.319,0.434,0.754,0.276,26.10%,10.50%
156,Patrick Bailey,SFG,131,441,487,97,68,19,2,9,48,49,36,0,129,3,5,3,2,1,1,0.221,0.282,0.335,0.617,0.287,26.40%,7.40%
157,Joey Ortiz,MIL,130,462,508,111,76,23,3,9,56,51,35,0,88,4,3,4,12,3,9,0.241,0.298,0.364,0.662,0.277,17.40%,6.90%
158,Freddy Fermin,SDP,115,385,423,92,67,15,1,9,42,40,27,1,84,3,3,4,2,1,1,0.239,0.292,0.352,0.644,0.281,19.80%,6.40%
159,Chase DeLauter,CLE,107,414,462,101,66,22,1,12,53,51,42,1,86,2,4,0,3,1,2,0.244,0.313,0.391,0.704,0.277,18.70%,9.00%
160,Royce Lewis,MIN,120,445,486,108,67,22,0,19,55,62,35,1,104,2,4,0,10,2,8,0.243,0.299,0.42,0.719,0.275,21.40%,7.20%
161,Logan O'Hoppe,LAA,117,413,451,95,60,15,1,19,47,53,30,0,128,5,2,1,2,1,1,0.23,0.289,0.407,0.696,0.283,28.40%,6.70%
162,Jorge Polanco,NYM,124,453,509,112,69,21,0,21,61,69,47,1,104,3,4,2,5,2,3,0.247,0.32,0.438,0.757,0.273,20.50%,9.20%
163,Jurickson Profar,ATL,137,509,589,127,84,25,1,18,74,66,66,1,96,9,4,1,9,2,7,0.25,0.344,0.407,0.751,0.275,16.30%,11.20%
164,Munetaka Murakami,CHW,133,460,541,100,56,16,0,27,68,73,71,4,174,5,3,1,8,3,5,0.217,0.326,0.431,0.757,0.276,32.20%,13.10%
165,Sean Murphy,ATL,84,284,325,63,37,12,0,13,37,41,32,1,89,7,2,0,0,0,0,0.22,0.312,0.404,0.716,0.268,27.40%,9.70%
166,Lars Nootbaar,STL,121,446,515,108,70,21,2,15,61,52,61,2,104,3,4,1,6,2,4,0.242,0.335,0.4,0.735,0.28,20.20%,11.80%
167,Kyle Manzardo,CLE,135,484,549,115,64,24,1,26,62,74,53,2,131,6,5,0,2,0,2,0.238,0.318,0.454,0.771,0.268,23.80%,9.60%
168,Jared Triolo,PIT,128,447,507,108,75,21,2,9,57,45,51,1,116,4,3,2,13,3,10,0.241,0.322,0.361,0.683,0.303,22.80%,10.00%
