#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,NSB,AVG,OBP,SLG,OPS,BABIP,K%,BB%
169,Ramon Laureano,SDP,126,463,512,113,70,22,3,19,65,64,36,1,136,9,3,0,8,3,5,0.245,0.311,0.428,0.738,0.303,26.60%,7.10%
170,Josh Smith,TEX,124,445,508,106,73,22,2,10,58,44,47,1,97,11,3,3,9,3,6,0.239,0.325,0.361,0.685,0.283,19.10%,9.30%
171,Tyler Stephenson,CIN,108,376,425,89,56,17,1,14,48,52,41,1,121,5,3,0,1,1,0,0.235,0.315,0.398,0.713,0.304,28.40%,9.60%
172,Addison Barger,TOR,116,430,475,103,60,24,1,17,57,60,38,2,115,4,3,0,4,1,3,0.239,0.305,0.422,0.727,0.284,24.30%,8.10%
173,Tommy Edman,LAD,109,403,441,98,65,19,2,12,55,50,28,0,78,5,4,1,9,2,7,0.243,0.297,0.391,0.688,0.27,17.60%,6.40%
174,Harrison Bader,SFG,123,440,485,107,72,19,2,14,58,51,32,0,116,8,4,1,13,5,8,0.243,0.303,0.387,0.69,0.297,23.90%,6.50%
175,Jung Hoo Lee,SFG,137,516,568,137,94,29,6,8,65,55,43,1,64,5,4,1,9,3,6,0.266,0.327,0.394,0.721,0.288,11.20%,7.60%
176,Kerry Carpenter,DET,116,438,478,111,65,19,3,23,61,70,30,1,114,6,3,0,2,1,1,0.253,0.308,0.473,0.781,0.288,23.90%,6.30%
177,Davis Schneider,TOR,88,286,333,63,35,13,1,14,40,39,40,0,94,4,2,0,4,1,3,0.22,0.322,0.415,0.737,0.272,28.40%,12.20%
178,Daylen Lile,WSN,131,495,542,131,86,27,8,11,64,59,36,0,96,6,4,1,14,5,9,0.265,0.32,0.416,0.736,0.308,17.80%,6.60%
179,Danny Jansen,TEX,90,290,333,61,36,12,0,12,36,38,36,0,78,5,2,1,1,0,1,0.211,0.306,0.38,0.686,0.242,23.40%,10.80%
180,Eugenio Suarez,CIN,143,532,598,124,67,23,1,34,76,95,49,1,176,11,6,0,3,1,2,0.234,0.308,0.47,0.778,0.276,29.30%,8.20%
181,Jonathan India,KCR,125,454,525,111,73,24,1,12,63,51,53,0,101,13,4,1,5,2,3,0.244,0.337,0.382,0.719,0.286,19.30%,10.20%
182,Ha-Seong Kim,ATL,89,315,360,76,53,13,1,8,43,35,37,1,66,3,3,2,13,4,9,0.241,0.324,0.368,0.693,0.278,18.20%,10.30%
183,Gavin Lux,TBR,111,397,447,100,71,21,2,7,51,43,45,0,99,2,2,1,3,1,2,0.252,0.329,0.366,0.695,0.318,22.10%,10.10%
184,Dylan Crews,WSN,137,513,565,121,80,22,4,16,67,60,40,0,126,9,3,0,25,7,18,0.236,0.3,0.386,0.686,0.28,22.20%,7.00%
185,Sal Stewart,CIN,118,431,476,113,70,24,0,18,60,63,37,0,93,4,3,0,7,2,5,0.263,0.325,0.448,0.773,0.294,19.50%,7.70%
186,Joshua Baez,STL,35,87,97,20,13,4,0,3,11,12,10,0,24,0,0,0,6,1,5,0.231,0.31,0.385,0.695,0.284,25.20%,10.00%
187,Alec Burleson,STL,138,525,574,140,95,25,1,20,64,73,39,1,82,4,4,1,6,2,4,0.267,0.321,0.431,0.751,0.282,14.30%,6.90%
188,Jo Adell,LAA,139,515,566,120,67,22,1,30,68,83,38,1,155,8,3,0,9,3,6,0.234,0.296,0.456,0.751,0.271,27.40%,6.80%
189,Luis Garcia Jr.,WSN,125,476,511,126,85,24,2,15,59,62,28,1,81,2,5,0,13,5,8,0.265,0.306,0.419,0.725,0.289,15.80%,5.50%
190,Jose Caballero,NYY,93,303,352,68,47,14,1,6,45,30,38,0,89,6,2,2,37,8,29,0.225,0.321,0.341,0.662,0.293,25.20%,10.80%
191,Nolan Schanuel,LAA,141,516,598,134,97,23,1,13,71,56,66,3,84,9,4,3,6,2,4,0.261,0.352,0.384,0.735,0.288,14.10%,11.00%
192,Marcell Ozuna,PIT,124,446,518,109,68,19,0,22,62,68,65,1,125,3,4,0,0,0,0,0.245,0.342,0.438,0.78,0.288,24.20%,12.50%
193,Heliot Ramos,SFG,146,554,613,140,92,25,2,22,74,71,46,2,149,9,4,1,6,2,4,0.253,0.318,0.421,0.739,0.306,24.30%,7.40%
194,Nick Gonzales,PIT,97,366,400,94,63,21,3,7,44,41,24,0,81,5,4,1,2,1,1,0.258,0.309,0.392,0.701,0.31,20.40%,6.00%
195,Brayan Rocchio,CLE,123,422,471,98,66,22,2,8,50,45,35,0,92,7,4,3,11,4,7,0.232,0.299,0.348,0.647,0.275,19.40%,7.50%
196,Samuel Basallo,BAL,109,384,424,92,57,18,0,16,50,55,33,2,104,4,3,1,3,1,2,0.24,0.304,0.415,0.719,0.285,24.50%,7.80%
197,Ryan O'Hearn,PIT,125,455,511,120,83,23,1,14,60,60,47,3,96,5,4,0,3,1,2,0.264,0.338,0.41,0.748,0.305,18.80%,9.20%
198,Spencer Horwitz,PIT,116,423,483,109,72,25,1,11,59,52,51,1,89,5,3,1,2,1,1,0.258,0.344,0.402,0.746,0.301,18.50%,10.60%
199,Christian Walker,HOU,134,505,564,117,69,21,1,25,67,77,46,2,144,8,5,0,3,1,2,0.231,0.303,0.428,0.73,0.268,25.60%,8.20%
200,Joey Bart,PIT,84,278,316,66,46,11,0,8,32,33,30,0,87,6,2,0,1,1,0,0.236,0.321,0.363,0.684,0.312,27.50%,9.40%
201,Cole Young,SEA,98,330,375,77,52,16,2,7,39,36,36,1,67,5,3,2,5,2,3,0.232,0.313,0.352,0.665,0.269,17.70%,9.50%
202,Parker Meadows,DET,118,418,468,94,61,17,5,12,55,44,42,1,119,3,3,1,12,3,9,0.225,0.298,0.372,0.67,0.283,25.40%,9.10%
203,Zach McKinstry,DET,113,391,436,91,60,17,5,9,52,39,37,1,95,4,3,1,15,4,11,0.233,0.304,0.369,0.673,0.284,21.80%,8.40%
204,Cedric Mullins,TBR,111,400,450,90,56,18,2,14,53,49,41,0,102,4,4,2,19,4,15,0.224,0.299,0.384,0.683,0.264,22.60%,9.00%
205,Jesus Sanchez,TOR,104,376,416,92,57,18,2,15,51,49,35,1,99,3,2,0,9,2,7,0.244,0.312,0.418,0.73,0.293,23.90%,8.40%
206,Luis Rengifo,MIL,105,382,416,96,70,15,3,9,44,41,27,0,76,4,2,1,11,4,7,0.252,0.306,0.374,0.68,0.292,18.30%,6.50%
207,Colt Emerson,SEA,73,257,287,60,41,13,1,5,30,29,23,1,62,4,2,1,6,1,5,0.235,0.307,0.354,0.661,0.287,21.70%,8.10%
208,Dylan Beavers,BAL,102,352,404,84,53,17,2,12,50,42,44,1,97,2,3,2,10,3,7,0.237,0.325,0.396,0.721,0.292,24.10%,11.00%
209,Willi Castro,COL,129,466,524,118,79,23,4,12,68,51,42,1,119,12,3,1,15,5,10,0.254,0.329,0.399,0.729,0.314,22.70%,7.90%
210,Carson Williams,TBR,97,340,377,72,44,14,2,12,45,42,30,0,129,3,2,2,10,3,7,0.212,0.282,0.372,0.653,0.3,34.30%,8.00%
211,Denzel Clarke,ATH,98,340,376,76,49,16,3,8,45,34,27,0,124,6,2,2,14,3,11,0.224,0.292,0.363,0.655,0.325,32.90%,7.20%
212,Jake Burger,TEX,129,488,528,117,69,22,1,25,61,73,27,1,131,8,4,0,2,1,1,0.241,0.29,0.443,0.733,0.275,24.80%,5.20%
213,Brooks Lee,MIN,137,505,549,121,83,23,2,14,55,62,35,1,95,3,5,1,4,1,3,0.24,0.291,0.375,0.666,0.268,17.30%,6.40%
214,Justin Crawford,PHI,103,372,409,99,74,18,2,5,51,36,29,0,85,2,2,4,22,5,17,0.267,0.321,0.368,0.689,0.331,20.80%,7.10%
215,Yoan Moncada,LAA,92,325,366,77,48,16,1,12,41,41,34,1,98,5,2,0,1,0,1,0.237,0.316,0.401,0.717,0.301,26.70%,9.20%
216,Brett Baty,NYM,113,404,447,98,65,16,1,16,52,52,37,1,111,3,2,1,5,1,4,0.242,0.308,0.407,0.716,0.292,24.90%,8.30%
217,Pedro Pages,STL,89,301,329,67,45,12,1,9,31,35,20,1,86,3,3,2,1,0,1,0.223,0.276,0.355,0.631,0.28,26.30%,6.20%
218,Luis Torrens,NYM,62,204,223,48,33,9,1,5,21,23,15,0,50,2,2,1,1,1,0,0.234,0.29,0.357,0.647,0.285,22.30%,6.60%
219,Ke'Bryan Hayes,CIN,126,461,502,111,82,19,2,8,51,46,33,1,99,4,3,1,10,3,7,0.241,0.296,0.346,0.642,0.289,19.70%,6.50%
220,Dalton Rushing,LAD,55,174,197,39,24,8,0,6,24,24,18,0,56,3,1,0,1,0,1,0.222,0.307,0.383,0.689,0.287,28.50%,9.30%
221,Agustin Ramirez,MIA,122,462,508,112,68,25,1,18,61,63,37,2,100,6,3,0,12,3,9,0.244,0.305,0.419,0.724,0.272,19.60%,7.20%
222,Tyler O'Neill,BAL,88,320,364,74,43,13,1,17,46,46,37,2,101,4,3,0,5,1,4,0.231,0.315,0.436,0.751,0.278,27.80%,10.10%
223,Mike Yastrzemski,ATL,110,383,440,88,51,20,2,15,53,48,48,2,101,4,3,2,4,1,3,0.229,0.319,0.411,0.73,0.268,23.00%,10.90%
224,Austin Martin,MIN,87,290,334,73,53,15,1,3,39,26,35,0,59,5,2,2,14,4,10,0.251,0.339,0.346,0.686,0.303,17.60%,10.40%
225,Adolis Garcia,PHI,135,514,562,120,71,24,1,24,68,78,37,1,145,5,5,0,11,3,8,0.234,0.29,0.424,0.714,0.275,25.90%,6.60%
226,Victor Caratini,MIN,96,325,364,81,58,13,0,10,38,41,27,1,66,8,4,0,1,0,1,0.25,0.319,0.386,0.705,0.281,18.10%,7.50%
227,Casey Schmitt,SFG,74,262,288,62,40,12,0,10,31,33,19,0,67,3,3,1,1,1,0,0.238,0.296,0.404,0.699,0.28,23.30%,6.70%
228,Connor Norby,MIA,113,400,438,97,62,20,2,13,51,48,30,0,118,4,3,0,8,2,6,0.242,0.299,0.398,0.696,0.309,27.10%,6.80%
229,Victor Scott II,STL,131,451,507,99,72,18,3,7,55,39,38,0,114,8,4,6,32,6,26,0.22,0.29,0.319,0.609,0.276,22.50%,7.60%
230,Garrett Mitchell,MIL,88,299,337,68,44,13,2,8,40,32,31,0,101,3,2,2,12,3,9,0.226,0.303,0.37,0.673,0.309,29.90%,9.10%
231,Marcelo Mayer,BOS,107,379,414,92,58,22,2,11,49,46,30,1,101,2,3,1,5,2,3,0.243,0.299,0.395,0.694,0.3,24.30%,7.20%
232,Henry Davis,PIT,77,252,284,55,35,11,1,8,30,28,22,1,74,6,2,2,4,1,3,0.217,0.293,0.359,0.652,0.274,26.20%,7.80%
233,Isaac Collins,KCR,109,358,415,84,55,18,3,8,49,41,47,1,93,5,3,2,13,4,9,0.235,0.33,0.367,0.697,0.294,22.50%,11.30%
234,Gabriel Arias,CLE,110,401,436,90,59,19,2,11,45,45,26,1,136,5,3,1,8,3,5,0.225,0.279,0.364,0.643,0.308,31.20%,6.00%
235,Josh Bell,MIN,131,479,543,118,77,20,1,20,60,66,55,1,101,4,4,0,1,1,0,0.247,0.328,0.418,0.746,0.272,18.60%,10.20%
236,Dominic Smith,ATL,31,102,112,25,19,4,0,2,13,13,9,0,23,1,1,0,0,0,0,0.242,0.306,0.335,0.641,0.296,20.90%,7.90%
237,Joe Mack,MIA,61,215,237,47,30,9,1,7,25,26,18,0,67,2,2,0,2,1,1,0.218,0.283,0.363,0.646,0.278,28.10%,7.50%
238,Romy Gonzalez,BOS,75,268,290,70,46,14,2,8,35,37,16,1,73,2,3,0,7,3,4,0.263,0.308,0.423,0.731,0.327,25.00%,5.60%
239,Luis Campusano,SDP,75,244,271,57,39,10,0,8,30,30,24,0,61,2,1,0,1,0,1,0.232,0.304,0.368,0.672,0.278,22.60%,8.90%
240,Max Muncy,ATH,86,306,334,71,45,15,1,10,36,37,20,1,95,5,2,1,3,2,1,0.233,0.29,0.384,0.674,0.302,28.30%,6.00%
241,Nathan Lukes,TOR,83,288,322,74,52,14,1,6,37,35,25,1,51,2,3,3,3,1,2,0.257,0.319,0.381,0.7,0.29,16.00%,7.90%
242,Chandler Simpson,TBR,110,421,453,120,100,16,3,1,56,33,25,0,49,1,3,4,42,9,33,0.285,0.324,0.342,0.667,0.318,10.70%,5.50%
243,Kody Clemens,MIN,74,260,286,60,33,12,2,13,34,36,21,0,70,3,2,1,3,1,2,0.23,0.291,0.439,0.73,0.261,24.40%,7.20%
244,Jacob Young,WSN,87,291,325,71,55,12,2,2,35,24,22,0,60,5,2,6,16,5,11,0.244,0.305,0.32,0.625,0.299,18.50%,6.60%
245,Vaughn Grissom,LAA,80,286,315,69,49,13,1,6,35,30,22,0,64,4,2,0,5,1,4,0.242,0.305,0.36,0.664,0.29,20.40%,7.10%
246,Victor Robles,SEA,91,316,355,76,53,15,2,6,42,31,23,0,77,9,3,4,19,5,14,0.241,0.309,0.356,0.664,0.297,21.70%,6.50%
247,Blaze Alexander,BAL,86,296,335,67,45,13,1,8,37,33,27,0,102,7,2,2,6,3,3,0.225,0.304,0.356,0.659,0.311,30.50%,8.10%
248,Brooks Baldwin,CHW,103,356,390,85,56,16,1,12,42,43,26,0,93,2,2,3,8,2,6,0.239,0.293,0.396,0.689,0.287,23.70%,6.70%
249,Edmundo Sosa,PHI,70,237,257,59,38,11,2,8,30,30,11,0,59,5,2,2,3,1,2,0.248,0.294,0.41,0.703,0.295,22.80%,4.20%
250,Trevor Larnach,MIN,108,393,445,97,63,19,1,14,52,51,44,1,104,3,4,0,3,2,1,0.246,0.324,0.403,0.727,0.297,23.40%,9.90%
251,Lane Thomas,KCR,99,363,404,84,51,18,2,13,49,44,33,0,105,5,4,0,14,5,9,0.23,0.3,0.394,0.694,0.285,26.10%,8.10%
252,Christian Moore,LAA,110,383,428,84,55,15,3,12,46,42,38,1,133,3,3,1,8,2,6,0.221,0.293,0.367,0.66,0.301,31.00%,8.80%
253,Nasim Nunez,WSN,91,282,319,64,49,10,1,4,36,25,29,0,74,1,2,5,22,5,17,0.228,0.301,0.314,0.615,0.291,23.30%,9.10%
254,Harry Ford,WSN,100,252,293,58,39,11,0,6,32,29,29,0,71,6,5,0,5,2,3,0.228,0.316,0.352,0.667,0.285,24.40%,9.90%
255,Braxton Fulford,COL,58,189,211,45,28,10,1,6,25,24,15,0,58,4,2,1,2,1,1,0.238,0.305,0.398,0.703,0.305,27.30%,7.00%
256,Jordan Lawlar,ARI,77,257,286,61,39,14,2,6,34,28,23,1,77,3,2,1,10,2,8,0.236,0.304,0.377,0.68,0.309,27.00%,7.90%
257,Miguel Amaya,CHC,76,253,281,58,38,12,1,7,29,34,19,0,60,5,2,2,1,0,1,0.231,0.295,0.372,0.667,0.272,21.40%,6.80%
258,Cam Smith,HOU,108,382,427,91,62,18,2,10,49,44,36,1,113,6,3,1,6,1,5,0.239,0.312,0.373,0.685,0.313,26.50%,8.40%
259,Jake Rogers,DET,53,171,191,36,22,7,1,6,21,21,15,0,55,2,1,1,1,0,1,0.208,0.278,0.365,0.643,0.265,28.60%,8.10%
260,Carson Benge,NYM,93,327,367,77,50,16,2,9,44,39,33,1,79,4,2,1,8,2,6,0.237,0.312,0.384,0.696,0.283,21.60%,8.90%
261,Kyle Isbel,KCR,118,399,441,93,64,18,4,7,51,39,27,0,86,4,3,8,9,3,6,0.234,0.287,0.354,0.642,0.279,19.60%,6.20%
262,Kyle Higashioka,TEX,74,249,270,55,33,11,1,10,27,34,17,0,67,1,2,1,2,1,1,0.22,0.27,0.391,0.66,0.256,24.70%,6.20%
263,Jac Caglianone,KCR,121,446,493,106,66,20,2,18,58,63,38,2,110,6,3,0,3,1,2,0.238,0.305,0.415,0.719,0.274,22.30%,7.60%
264,Joc Pederson,TEX,102,345,401,79,47,14,1,16,48,50,45,2,91,8,3,0,3,1,2,0.228,0.329,0.418,0.747,0.26,22.60%,11.20%
265,Colby Thomas,ATH,69,241,265,56,31,13,1,11,32,32,16,0,81,4,2,1,4,1,3,0.233,0.289,0.426,0.715,0.3,30.70%,5.90%
266,Kyle Karros,COL,57,201,225,52,36,11,1,4,26,21,19,1,53,3,1,0,2,0,2,0.257,0.328,0.377,0.705,0.329,23.50%,8.50%
267,Spencer Steer,CIN,104,379,428,89,55,19,1,14,50,52,41,0,93,5,2,0,7,2,5,0.235,0.316,0.401,0.718,0.274,21.70%,9.60%
268,Javier Sanoja,MIA,66,221,240,57,39,12,2,4,26,24,14,0,27,1,2,2,5,2,3,0.259,0.304,0.383,0.687,0.278,11.30%,5.90%
269,Edouard Julien,COL,94,311,361,75,51,15,1,9,41,34,44,1,105,3,2,1,4,1,3,0.242,0.34,0.384,0.725,0.334,29.00%,12.10%
270,Nolan Gorman,STL,122,440,494,93,54,18,1,21,56,62,49,1,162,2,3,0,4,1,3,0.212,0.291,0.394,0.685,0.278,32.70%,9.90%
271,Wenceel Perez,DET,111,406,450,96,61,19,4,12,54,47,36,0,98,3,4,1,10,3,7,0.236,0.3,0.393,0.694,0.279,21.80%,8.00%
272,Keibert Ruiz,WSN,86,312,334,75,53,14,0,7,30,36,16,0,39,4,2,0,2,1,1,0.24,0.283,0.359,0.642,0.251,11.50%,4.80%
273,Austin Hays,CHW,112,413,452,101,64,21,2,14,53,53,30,1,110,5,4,1,6,1,5,0.245,0.301,0.407,0.707,0.299,24.40%,6.50%
274,Jose Trevino,CIN,73,245,265,57,40,11,1,6,26,26,15,0,42,2,2,1,1,0,1,0.234,0.281,0.357,0.638,0.257,15.70%,5.70%
275,JJ Bleday,CIN,83,286,323,65,36,15,1,13,39,38,34,1,75,1,2,0,2,1,1,0.227,0.31,0.419,0.728,0.261,23.40%,10.50%
276,Lourdes Gurriel Jr.,ARI,78,305,330,80,53,15,1,11,37,43,19,0,53,3,3,0,5,2,3,0.263,0.311,0.425,0.736,0.285,15.90%,5.70%
277,Andrew Vaughn,MIL,128,485,533,122,78,24,1,19,55,73,37,0,104,6,4,1,0,0,0,0.251,0.309,0.419,0.728,0.281,19.60%,7.00%
278,Tyler Freeman,COL,85,306,348,84,61,16,2,5,45,32,26,0,47,11,2,2,13,4,9,0.275,0.35,0.392,0.742,0.307,13.40%,7.60%
279,Ramon Urias,STL,66,230,254,56,37,11,1,7,27,28,18,0,56,3,3,0,2,0,2,0.242,0.303,0.383,0.686,0.288,22.20%,7.20%
280,Travis d'Arnaud,LAA,63,209,228,46,28,10,1,7,23,25,14,0,65,3,1,0,0,0,0,0.218,0.277,0.376,0.653,0.278,28.70%,6.30%
281,Alek Thomas,ARI,111,391,425,93,62,19,3,10,48,44,24,0,98,4,3,4,8,3,5,0.238,0.286,0.376,0.662,0.292,23.10%,5.60%
282,Edgar Quero,CHW,110,384,430,97,71,18,0,8,42,44,37,0,78,5,4,1,1,1,0,0.254,0.324,0.366,0.69,0.297,18.20%,8.50%
283,Nick Fortes,TBR,90,280,308,62,44,11,0,7,29,29,17,0,56,6,2,3,2,1,1,0.223,0.279,0.339,0.618,0.253,18.10%,5.60%
284,Jasson Dominguez,NYY,61,214,240,52,35,9,0,7,31,26,22,1,61,1,2,0,11,2,9,0.242,0.315,0.39,0.706,0.302,25.50%,9.30%
285,Josh Lowe,LAA,115,428,471,102,64,22,2,13,57,49,37,2,127,2,3,1,21,4,17,0.237,0.299,0.392,0.691,0.304,27.00%,7.80%
286,CJ Kayfus,CLE,103,354,398,82,50,18,3,11,45,46,35,0,109,5,3,1,5,1,4,0.232,0.308,0.392,0.7,0.302,27.40%,8.70%
287,Taylor Walls,TBR,87,294,332,63,42,13,2,5,38,30,32,0,79,1,3,2,15,4,11,0.213,0.29,0.325,0.614,0.269,23.70%,9.60%
288,Michael Massey,KCR,80,293,315,70,47,14,1,9,32,34,15,0,58,3,3,1,2,1,1,0.24,0.282,0.383,0.664,0.269,18.30%,4.80%
289,David Hamilton,MIL,51,161,178,34,22,7,1,5,22,16,14,0,45,1,1,1,15,3,12,0.211,0.277,0.349,0.626,0.261,25.10%,8.00%
290,Austin Wynns,ATH,43,140,153,32,21,6,0,4,15,18,10,0,42,1,1,1,1,0,1,0.227,0.281,0.364,0.645,0.29,27.60%,6.20%
291,Ryan Waldschmidt,ARI,45,158,181,38,26,8,1,4,22,19,18,0,39,3,1,0,6,2,4,0.243,0.331,0.372,0.703,0.297,21.50%,10.20%
292,Alex Call,LAD,46,147,171,35,23,7,0,4,21,17,19,0,32,3,1,2,3,1,2,0.235,0.33,0.365,0.695,0.275,18.80%,11.00%
293,Luisangel Acuna,CHW,99,318,344,78,58,14,1,4,40,27,20,0,64,2,2,2,18,4,14,0.245,0.292,0.34,0.632,0.292,18.70%,5.90%
294,Matt Shaw,CHC,77,263,295,63,41,12,2,8,37,31,25,0,60,3,2,1,11,3,8,0.238,0.31,0.392,0.702,0.275,20.30%,8.60%
295,Connor Wong,BOS,61,201,221,47,32,10,1,5,24,21,15,0,54,3,1,1,3,1,2,0.233,0.293,0.359,0.652,0.294,24.40%,6.70%
296,Giancarlo Stanton,NYY,97,354,397,80,44,12,0,23,47,64,38,2,124,2,2,0,0,0,0,0.224,0.301,0.459,0.76,0.268,31.30%,9.50%
297,Walker Jenkins,MIN,27,98,111,24,16,5,0,2,13,11,10,0,25,1,1,0,3,0,3,0.243,0.318,0.373,0.692,0.298,22.30%,9.10%
298,Jose Fermin,STL,63,187,215,45,31,10,0,4,24,20,21,0,29,4,1,2,7,2,5,0.241,0.33,0.355,0.684,0.267,13.60%,9.90%
299,Darell Hernaiz,ATH,48,167,185,42,30,9,1,2,20,17,13,0,28,1,2,2,3,1,2,0.252,0.309,0.359,0.667,0.288,15.40%,7.20%
300,Tyler Heineman,TOR,43,129,148,28,20,5,1,3,16,13,12,0,31,3,1,3,2,1,1,0.217,0.296,0.325,0.621,0.264,21.20%,7.80%
301,Noelvi Marte,CIN,122,471,510,117,77,23,2,16,62,59,31,1,117,5,3,1,14,5,9,0.25,0.301,0.407,0.707,0.298,23.00%,6.00%
302,Gary Sanchez,MIL,44,148,167,33,20,6,0,7,19,23,13,0,45,4,1,0,0,0,0,0.22,0.299,0.401,0.7,0.261,26.80%,8.00%
303,Will Benson,CIN,64,210,237,46,26,10,2,9,29,28,23,1,72,2,2,1,6,2,4,0.221,0.3,0.412,0.712,0.286,30.50%,9.60%
304,Rafael Marchan,PHI,45,143,160,32,23,6,0,3,16,16,13,0,27,2,1,1,1,0,1,0.227,0.298,0.33,0.628,0.261,17.10%,7.90%
305,Ben Williamson,TBR,58,204,223,51,37,10,1,2,24,20,15,0,47,2,1,1,4,1,3,0.249,0.304,0.341,0.645,0.312,21.30%,6.60%
306,Jorge Soler,LAA,116,415,472,94,54,19,0,21,55,58,48,1,129,5,4,0,1,0,1,0.226,0.312,0.423,0.735,0.271,27.20%,10.30%
307,Travis Bazzana,CLE,52,186,214,40,26,8,1,5,26,20,23,0,61,2,1,1,4,1,3,0.216,0.311,0.346,0.656,0.292,28.40%,11.00%
308,Miguel Rojas,LAD,51,167,183,41,30,8,0,3,21,18,12,0,26,2,1,1,3,1,2,0.247,0.302,0.358,0.66,0.275,14.30%,6.60%
309,Jack Suwinski,LAD,22,67,76,14,9,2,0,2,10,9,8,0,24,0,0,0,1,0,1,0.207,0.297,0.347,0.644,0.281,31.40%,10.80%
310,Jimmy Crooks,STL,28,92,101,21,15,4,0,2,10,11,7,0,27,1,1,0,0,0,0,0.233,0.293,0.351,0.644,0.303,26.80%,6.90%
311,Matt Vierling,DET,63,222,246,54,37,10,1,6,28,25,19,0,58,2,2,0,4,1,3,0.241,0.305,0.374,0.679,0.297,23.40%,7.70%
312,Coby Mayo,BAL,42,143,159,32,19,7,1,6,19,19,14,0,45,2,1,0,1,0,1,0.227,0.301,0.41,0.711,0.287,28.60%,8.60%
313,Leo Rivas,SEA,45,125,148,27,20,4,0,2,17,12,19,0,37,1,1,2,6,1,5,0.215,0.321,0.299,0.62,0.286,24.80%,12.60%
314,Amed Rosario,NYY,67,239,254,62,45,11,2,5,28,27,11,0,47,2,1,0,5,1,4,0.259,0.296,0.378,0.673,0.302,18.40%,4.30%
315,Dominic Canzone,SEA,104,374,409,89,56,17,1,15,45,50,30,2,95,3,3,0,4,1,3,0.238,0.296,0.408,0.704,0.277,23.30%,7.20%
316,Brady House,WSN,122,458,488,110,77,20,1,12,50,53,22,1,136,3,4,1,6,2,4,0.24,0.279,0.368,0.646,0.313,27.90%,4.60%
317,James McCann,ARI,53,176,192,42,28,8,0,5,20,23,11,0,50,3,2,1,1,0,1,0.237,0.288,0.374,0.663,0.297,25.90%,5.60%
318,Thairo Estrada,,55,212,228,52,36,10,1,5,25,24,10,0,44,4,2,0,4,2,2,0.245,0.289,0.376,0.665,0.283,19.30%,4.50%
319,Andrew Benintendi,CHW,120,445,494,110,73,19,1,16,54,58,42,2,86,2,4,0,3,1,2,0.246,0.312,0.401,0.713,0.269,17.30%,8.50%
320,Mark Vientos,NYM,110,411,450,99,60,18,1,19,51,60,31,0,118,4,3,0,1,0,1,0.24,0.298,0.428,0.727,0.287,26.30%,7.00%
321,Hunter Feduccia,TBR,74,226,256,49,33,10,1,5,25,24,27,0,66,1,2,0,2,0,2,0.216,0.299,0.328,0.626,0.281,25.80%,10.40%
322,Thomas Saggese,STL,72,259,281,63,43,13,1,5,30,28,17,0,72,3,2,0,3,1,2,0.241,0.293,0.362,0.655,0.312,25.70%,6.00%
323,Endy Rodriguez,PIT,22,75,83,18,12,4,0,1,9,8,7,0,18,0,0,0,0,0,0,0.233,0.298,0.35,0.647,0.288,22.00%,8.20%
324,Paul Goldschmidt,NYY,89,328,362,84,56,17,0,11,45,39,30,2,81,2,2,0,4,1,3,0.255,0.32,0.404,0.724,0.306,22.20%,8.40%
325,Trey Sweeney,DET,21,68,75,15,9,3,0,2,8,7,6,0,20,0,0,0,1,0,1,0.214,0.281,0.361,0.642,0.27,27.10%,8.20%
326,Jake Fraley,TBR,96,321,359,76,52,15,1,8,41,36,32,1,75,3,2,0,11,4,7,0.237,0.312,0.367,0.679,0.283,20.90%,9.00%
327,Alan Roden,MIN,49,159,179,39,27,8,1,3,21,17,14,0,34,4,1,0,3,1,2,0.246,0.322,0.37,0.692,0.291,18.90%,8.00%
328,Javier Baez,DET,87,311,330,72,49,14,1,8,35,38,12,0,80,4,3,0,5,1,4,0.231,0.268,0.361,0.628,0.283,24.20%,3.70%
329,Owen Caissie,MIA,113,372,417,86,54,19,1,12,47,46,38,1,129,3,2,1,5,2,3,0.231,0.306,0.388,0.694,0.316,30.80%,9.20%
330,Anthony Santander,TOR,29,110,123,25,14,5,0,6,15,16,11,0,28,2,0,0,0,0,0,0.226,0.307,0.425,0.732,0.251,23.10%,9.20%
331,Zach Cole,HOU,94,329,367,69,40,14,3,12,43,41,31,2,138,5,2,0,10,3,7,0.21,0.286,0.382,0.668,0.316,37.70%,8.50%
332,Brett Wisely,ATL,12,38,42,8,6,2,0,1,4,4,3,0,10,0,0,0,1,0,1,0.224,0.287,0.331,0.617,0.283,23.40%,7.80%
333,Mickey Moniak,COL,118,446,478,114,67,22,5,20,62,65,25,1,120,4,3,0,9,3,6,0.256,0.299,0.465,0.764,0.305,25.10%,5.20%
334,Ryan Ritter,COL,53,183,205,45,30,9,2,4,24,21,14,0,54,4,1,2,3,1,2,0.245,0.312,0.383,0.694,0.322,26.40%,7.10%
335,Rhys Hoskins,CLE,87,304,350,67,39,13,1,14,40,44,38,1,95,4,4,0,2,1,1,0.22,0.312,0.409,0.72,0.266,27.10%,10.80%
336,Triston Casas,BOS,45,161,185,38,23,8,0,7,21,24,22,2,47,1,1,0,0,0,0,0.236,0.33,0.423,0.753,0.284,25.20%,11.80%
