#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,NSB,AVG,OBP,SLG,K%,BB%,real_AB,real_PA,real_H,real_1B,real_2B,real_3B,real_HR,real_R,real_RBI,real_BB,real_IBB,real_SO,real_HBP,real_SF,real_SH,real_SB,real_CS,real_NSB,real_AVG,real_OBP,real_SLG,real_K%,real_BB%,avg_hit_angle,anglesweetspotpercent,ev50,fbld,ev95percent,brl_percent,Adj_BRL%,Optimal_Pulled_Flyball%,Adj_OPFB,95%_EV,Adj_LA,Adj_95EV,Adj_LA_95%_EV,O-Swing%,Adj_O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%
293,Jack Suwinski,PIT,93,468.5231608,534,103.3079019,59.65667575,21.82561308,1.455040872,21.82561308,61.11171662,62.56675749,55.29155313,1.455040872,161.5095368,5.820163488,2.910081744,1.455040872,7.27520436,2.910081744,4.365122616,0.221,0.308743169,0.416149068,30.24523161,10.35422343,447,534,100,51,21,2,26,63,74,75,2,172,6,6,0,13,2,11,0.224,0.339,0.454,32.2,14,14.3,26.3,100.2,94.6,40.4,12.2,46.03773585,12.20657277,70.81209936,109.42,60.5215,53.7078152,3250.477538,27.4,73.958372,63.2,43.1,51.2,84.9,72.9,43.9,61.8,11.7,19.5,31.2
297,Connor Joe,PIT,73,406.1395349,472,95.65448505,65.86046512,20.38538206,1.568106312,9.408637874,51.74750831,42.33887043,54.88372093,0,101.9269103,7.840531561,3.136212625,1.568106312,4.704318937,1.568106312,3.136212625,0.237,0.335548173,0.366795367,21.59468439,11.62790698,413,472,102,56,31,4,11,63,42,50,0,110,8,1,0,3,5,-2,0.247,0.339,0.421,23.3,10.6,10.6,35.1,97.6,89.3,33.8,4.5,16.98113208,6.129032258,32.09526319,106.84,45.1036,39.6402104,1787.916194,25.9,79.166702,59.6,40.4,65.4,89.9,81,43,64.5,7.7,21.6,29.3
299,Trey Mancini,CHC,117,234.3778234,263,57.78439425,37.80287474,11.34086242,0.540041068,8.100616016,28.62217659,29.70225873,23.22176591,0.540041068,60.48459959,3.780287474,1.620123203,0.540041068,0,0,0,0.247,0.32238193,0.403225806,22.99794661,8.829568789,235,263,55,39,12,0,4,31,28,21,1,78,2,3,0,0,0,0,0.234,0.299,0.336,29.7,8,12.7,39.6,100.1,93.3,40.4,9.8,36.98113208,9.718670077,54.96297079,109.18,53.8543,52.3992008,2821.92228,33.4,53.125052,69.4,48.1,59.8,85.1,74.7,40.8,62.9,12.2,16,28.2
300,Jesus Sanchez,MIA,69,362.5309091,402,86.24727273,52.62545455,16.08,2.923636364,16.08,45.31636364,49.70181818,32.16,0,105.2509091,4.385454545,2.923636364,0,1.461818182,1.461818182,0,0.239,0.305454545,0.435483871,26.18181818,8,360,402,91,51,23,3,14,43,52,38,1,107,2,1,1,3,1,2,0.253,0.327,0.45,26.6,9.5,11,25.7,101.7,95.3,40.5,9.9,37.35849057,5.357142857,27.17795899,112.05,46.7704,68.048048,3182.634424,36.2,43.402836,66.7,47.8,59.3,85.3,73.1,38,59.8,12.9,15.5,28.3
303,Nick Senzel,CIN,105,298.7621359,330,73.68932039,52.0631068,16.01941748,0.800970874,5.606796117,35.24271845,28.83495146,24.83009709,0,59.27184466,3.203883495,2.402912621,1.601941748,7.208737864,3.203883495,4.004854369,0.248,0.309002433,0.36461126,17.96116505,7.524271845,301,330,71,48,10,0,13,49,42,26,0,74,1,2,0,6,2,4,0.236,0.297,0.399,22.4,7.9,11.7,35,97.7,90.6,33.9,3.3,12.45283019,5.704697987,29.39205119,105.2,49.6873,30.698012,1525.301332,31.4,60.069492,69.5,47.1,66.5,89.1,80.3,41.2,66.4,9.3,17.4,26.7
305,Taylor Walls,TBR,70,304.0530303,349,62.13257576,39.65909091,14.54166667,1.321969697,6.609848485,38.33712121,30.40530303,38.33712121,0,89.89393939,2.643939394,2.643939394,1.321969697,7.931818182,2.643939394,5.287878788,0.205,0.296577947,0.326086957,25.75757576,10.98484848,303,349,61,39,12,2,8,50,36,44,0,92,1,0,1,22,1,21,0.201,0.305,0.333,26.4,12.6,16.6,32.6,96.1,91.1,28.5,6.2,23.39622642,8.417508418,46.67394948,103.02,70.1056,18.8114312,1318.786671,23.9,86.111142,66.3,42.6,65.2,81.5,76.4,44,59.4,10.1,18.8,28.8
307,Carlos Santana,PIT,122,526.8869048,619,117.9047619,73.69047619,22.10714286,1.228174603,20.87896825,67.54960317,71.23412698,84.74404762,1.228174603,103.1666667,3.68452381,3.68452381,1.228174603,1.228174603,0,1.228174603,0.224,0.333333333,0.389277389,16.66666667,13.69047619,550,619,132,75,33,1,23,78,86,65,0,104,0,4,0,6,0,6,0.24,0.318,0.429,16.8,10.5,15.4,31.6,101,93.7,44.9,9.3,35.09433963,9.742120344,55.11236019,109.73,65.1052,55.3981088,3606.704953,25.7,79.861146,66.6,42.6,70.4,85.9,80.5,41.3,57.5,8.3,17.7,26
308,Joey Votto,CIN,113,208.3037975,242,47.99156118,28.5907173,9.700421941,0.510548523,9.189873418,27.05907173,30.63291139,28.5907173,0.510548523,59.73417722,3.063291139,1.53164557,0,0.510548523,0,0.510548523,0.231,0.329809725,0.414215686,24.6835443,11.81434599,208,242,42,22,6,0,14,26,38,27,0,62,7,0,0,0,0,0,0.202,0.314,0.433,25.6,11.2,14.2,32.9,100.4,95.8,41.3,11.1,41.88679246,4.405286344,21.11417832,108.74,60.1048,50.0000744,3005.244472,28.8,69.097264,71.3,46.5,60.9,79.9,73,41.7,57.7,12.6,14.1,26.6
312,Cavan Biggio,TOR,71,287.6072727,338,62.68363636,38.10181818,14.74909091,1.229090909,8.603636364,40.56,33.18545455,43.01818182,0,89.72363636,3.687272727,2.458181818,1.229090909,3.687272727,1.229090909,2.458181818,0.219,0.324817518,0.367521368,26.54545455,12.72727273,289,338,68,47,12,0,9,54,40,40,0,88,7,2,0,5,2,3,0.235,0.34,0.37,26,11.8,19.5,36.2,97.3,90.4,32.8,6.9,26.03773585,8.888888889,49.67686825,103.85,82.1899,23.337056,1918.070299,20.7,97.222246,64.7,40,55.7,84.3,76,43.9,60.4,9.6,20.3,29.9
314,Matt Vierling,DET,101,481.4285714,530,121.4285714,84.28571429,22.85714286,4.285714286,11.42857143,57.14285714,50,35.71428571,0,108.5714286,5.714285714,5.714285714,1.428571429,11.42857143,4.285714286,7.142857143,0.252,0.308108108,0.391691395,20.4851752,6.738544474,479,530,125,89,21,5,10,63,44,44,1,112,5,1,1,6,6,0,0.261,0.329,0.388,21.1,8.3,12,35.2,101.2,92.3,47.1,5,18.86792453,4.332129964,20.64813723,108.66,50.9374,49.5638696,2524.654651,31.6,59.375048,60.3,44.2,70.6,89.5,82,44.1,64.7,8,22,30
319,Tommy Pham,NYM,88,419.9,481,97.5,66.3,18.2,1.3,13,58.5,46.8,50.7,0,122.2,5.2,2.6,1.3,9.1,2.6,6.5,0.233,0.320652174,0.377708978,25.40540541,10.54054054,426,481,109,63,27,3,16,55,68,47,1,106,2,6,0,22,3,19,0.256,0.328,0.446,22,9.8,7.7,33.2,102.5,94.8,48.5,7.9,29.81132076,3.807106599,17.30348761,109.5,33.0193,54.14402,1787.79764,25.5,80.55559,62.8,42,55.7,87.3,76.6,44.1,62.5,9.8,20.8,30.6
320,Harold Ramirez,TBR,110,403.4920635,434,112.1904762,79.71428571,22.63492063,0.984126984,8.857142857,46.25396825,51.17460317,19.68253968,0.984126984,72.82539683,6.888888889,2.952380952,0,3.936507937,1.968253968,1.968253968,0.279,0.320454545,0.404878049,16.78004535,4.535147392,400,434,125,92,19,2,12,58,68,22,0,79,6,6,0,5,3,2,0.313,0.353,0.46,18.2,5.1,4.8,32.2,101.1,91.6,41.2,4.8,18.11320755,5.539358601,28.33876032,110.48,20.935,59.4875288,1245.371415,44.7,13.888966,74,56.4,64.1,87.2,76.2,40,65.7,13.4,13.5,26.9
321,Daniel Vogelbach,NYM,92,268.2094972,319,60.59217877,38.31564246,9.801675978,0.891061453,11.58379888,35.6424581,37.42458101,47.22625698,0.891061453,78.41340782,1.782122905,1.782122905,0,0,0,0,0.227,0.343575419,0.398671096,24.58100559,14.80446927,275,319,64,43,8,0,13,33,48,42,1,81,2,0,0,0,0,0,0.233,0.339,0.404,25.4,13.2,15.8,38.1,99.8,93.4,39.9,10.6,40,9.473684211,53.40229379,108,66.772,45.96518,3069.186999,22.9,89.583362,46.3,32.2,70.1,90.1,81.5,39.5,51.2,5.9,26,32
322,Edmundo Sosa,PHI,66,276.2114537,300,67.40088106,46.25550661,11.89427313,2.643171806,5.286343612,34.36123348,30.39647577,11.89427313,0,68.72246696,7.929515419,2.643171806,1.321585903,6.607929515,2.643171806,3.964757709,0.244,0.292035398,0.358851675,22.90748899,3.964757709,279,300,70,43,15,2,10,34,30,8,0,74,9,1,2,4,2,2,0.251,0.293,0.427,24.7,2.7,11.4,34.4,97.4,91.6,29.7,5.5,20.75471698,4.580152672,22.22816036,106.36,48.4372,37.0229816,1793.289564,48,2.43064,69.1,56.8,54.6,84.6,69.8,41.7,65.3,17.2,16.1,33.2
323,Aaron Hicks,NYY,95,266.1176471,312,58.39572193,38.37433155,10.01069519,1.668449198,7.50802139,35.03743316,30.03208556,40.04278075,0.834224599,72.57754011,3.336898396,2.502673797,0.834224599,5.005347594,1.668449198,3.336898396,0.218,0.326203209,0.351097179,23.26203209,12.8342246,269,312,68,50,9,1,8,44,36,42,1,69,0,1,0,6,0,6,0.253,0.353,0.383,22.1,13.5,14.8,25.2,98.1,92.1,33.1,5.8,21.88679245,7.317073171,39.6636513,105.91,62.605,34.5693296,2164.21288,23.7,86.805586,64.5,40.8,60.8,83.8,76,41.8,55.6,9.8,19.2,29
324,Ezequiel Duran,TEX,72,407.4172662,439,96.32733813,60.00719424,22.10791367,1.579136691,12.63309353,45.79496403,47.37410072,23.68705036,1.579136691,108.9604317,3.158273381,1.579136691,1.579136691,9.474820144,3.158273381,6.316546763,0.235,0.282608696,0.391472868,24.82014388,5.395683453,406,439,112,74,22,2,14,55,46,23,1,120,7,2,1,8,4,4,0.276,0.324,0.443,27.3,5.2,9.5,24.7,97.9,92.2,31.8,4.5,16.98113208,3.289473684,14.00591868,108.6,40.5199,49.236716,1995.066809,42.1,22.916738,72.7,54.8,63.1,82.3,73.6,41.3,70.5,14.4,13.3,27.8
325,Kevin Newman,CIN,107,233.9505882,253,60.72,44.64705882,11.90588235,1.190588235,2.976470588,25.00235294,22.02588235,13.69176471,0,32.14588235,1.785882353,1.785882353,1.785882353,4.167058824,1.190588235,2.976470588,0.26,0.303317536,0.358778626,12.70588235,5.411764706,225,253,57,38,16,0,3,28,28,17,0,34,4,5,2,8,1,7,0.253,0.311,0.364,13.4,6.7,13.1,31.3,96.3,88.7,27.2,1.6,6.03773585,5.62248996,28.86834678,104.98,55.5211,29.4984488,1637.786326,35.9,44.444502,64.9,47.9,77.6,93.1,86.3,41.2,65.4,6.6,19.2,25.7
326,Andrew Knizner,STL,57,215.3096447,241,47.7106599,34.25380711,9.78680203,0,3.670050761,24.46700508,22.02030457,20.79695431,0,50.15736041,3.670050761,1.223350254,1.223350254,0,0,0,0.221,0.299492386,0.318181818,20.81218274,8.629441624,224,241,54,33,11,0,10,30,31,12,0,62,3,1,1,2,0,2,0.241,0.288,0.424,25.7,5,15.6,28.6,97.7,89.1,33.2,3.5,13.20754717,6.435643564,34.04852367,107.01,65.9386,40.5671456,2674.940787,35.9,44.444502,67,48.6,65.5,90.4,79.5,40.7,65.9,10,17.6,27.6
331,Geraldo Perdomo,ARI,60,433.125,495,96.25,71.04166667,16.04166667,2.291666667,6.875,52.70833333,38.95833333,48.125,0,103.125,6.875,2.291666667,4.583333333,9.166666667,2.291666667,6.875,0.221,0.308411215,0.317460317,20.83333333,9.722222222,407,495,100,70,20,4,6,71,47,64,1,86,6,4,14,16,4,12,0.246,0.353,0.359,17.4,12.9,12.1,28.1,95.3,89.1,25.1,2,7.547169812,4.335260116,20.6680778,103.09,51.3541,19.1931104,985.6449108,24,85.76392,59.9,40.1,71,88.3,82.6,44.9,61.4,7,21,27.9
341,Randal Grichuk,COL,129,439.5400763,471,113.2557252,69.21183206,22.47137405,1.797709924,18.8759542,56.6278626,62.91984733,23.37022901,0,104.2671756,4.494274809,3.595419847,0.898854962,2.696564885,0.898854962,1.797709924,0.257,0.299618321,0.443762781,22.13740458,4.961832061,434,471,116,67,31,2,16,65,44,29,2,96,6,2,0,2,2,0,0.267,0.321,0.459,20.4,6.2,8.7,27.3,101.6,93.2,43.6,6.8,25.66037736,7.03125,37.84282117,109.12,37.1863,52.0720472,1936.366769,36.9,40.972282,71.5,50.6,62.1,88.9,77.1,39.6,59.3,11.6,15.7,27.3
343,James McCann,BAL,72,206.0076923,226,47.80769231,33.03076923,7.823076923,0.869230769,6.084615385,22.6,23.46923077,14.77692308,0,59.10769231,2.607692308,1.738461538,0.869230769,1.738461538,0.869230769,0.869230769,0.23,0.28957529,0.367088608,26.15384615,6.538461538,207,226,46,26,14,0,6,25,26,9,0,57,5,2,3,3,1,2,0.222,0.269,0.377,25.2,4,16.3,33.8,100.2,93.1,40.8,6.9,26.03773585,4.511278195,21.78939704,107.98,68.8555,45.8561288,3157.446677,37.8,37.847284,71.2,51.6,57,86.2,73.6,41.4,60.7,13.6,16.1,29.7
345,Gavin Sheets,CHW,87,312.7272727,344,76.0969697,47.95151515,14.59393939,0,13.55151515,36.48484848,44.82424242,26.06060606,0,74.01212121,2.084848485,2.084848485,1.042424242,1.042424242,0,1.042424242,0.243,0.303951368,0.42,21.51515152,7.575757576,311,344,63,43,10,0,10,24,43,28,2,66,1,4,0,1,0,1,0.203,0.267,0.331,19.2,8.1,14.8,32.3,98.9,92,36.1,6.5,24.52830189,8.503401361,47.22112856,107.4,62.605,42.693644,2672.835583,37.1,40.277838,63.5,47.7,72.1,87.6,80.4,40.3,62,9.4,17.6,27
352,Mauricio Dubon,HOU,78,451.294964,492,109.7266187,77.8705036,19.4676259,1.769784173,12.38848921,53.09352518,49.55395683,28.31654676,0,77.8705036,3.539568345,5.309352518,3.539568345,7.079136691,3.539568345,3.539568345,0.243,0.289855072,0.380392157,15.82733813,5.755395683,467,492,130,91,26,3,10,76,46,19,0,70,3,3,0,7,2,5,0.278,0.309,0.411,14.2,3.9,16.7,27.6,96.4,88.2,29.9,2.3,8.679245284,9.954751131,56.46691987,104.23,70.5223,25.4090288,1791.903152,40.2,29.513956,74.7,54.9,80.5,89.9,86,42.7,66.8,7.7,13.9,21.6
353,Robbie Grossman,,93,359.2105263,420,80.68421053,51.94736842,16.57894737,1.105263158,9.947368421,47.52631579,39.78947368,50.84210526,0,103.8947368,4.421052632,3.315789474,1.105263158,7.736842105,2.210526316,5.526315789,0.223,0.325396825,0.356923077,24.73684211,12.10526316,353,420,84,50,23,1,10,56,49,57,0,98,2,8,0,1,0,1,0.238,0.34,0.394,23.3,13.6,21.1,38.5,96.2,90.8,30.4,3.5,13.20754717,10,56.75517678,103.83,88.8571,23.2280048,2063.973145,24,85.76392,63.6,40.9,59.9,86.5,77.6,42.6,62.3,9.2,20.8,29.9
359,Kyle Isbel,KCR,109,286.1939547,313,67.01511335,44.1511335,14.19143577,2.365239295,6.307304786,33.90176322,30.74811083,20.49874055,0,78.84130982,3.942065491,1.576826196,0.788413098,9.460957179,3.942065491,5.518891688,0.235,0.292929293,0.366391185,25.18891688,6.549118388,292,313,70,41,22,2,5,45,34,17,0,59,1,2,1,7,1,6,0.24,0.282,0.38,18.8,5.4,10.6,30.4,100.5,94.9,44.6,4.9,18.49056604,8.196721311,45.26743014,107.76,45.1036,44.6565656,2014.171872,31.8,58.680604,64.7,45.7,67,89.8,80.6,42.3,59,8.8,19,27.8
362,Emmanuel Rivera,ARI,89,258.5744048,283,63.16964286,40.42857143,12.63392857,1.68452381,9.264880952,31.16369048,30.32142857,19.37202381,0,63.16964286,2.526785714,1.68452381,0.842261905,1.68452381,0.842261905,0.842261905,0.246,0.301492537,0.416938111,22.32142857,6.845238095,257,283,67,50,13,0,4,32,29,22,0,56,0,4,0,1,0,1,0.261,0.314,0.358,19.8,7.8,9.8,32.3,100,93.7,38.3,9.3,35.09433963,5.241935484,26.44403299,108.15,41.77,46.783064,1954.128583,31.7,59.027826,76.2,50.1,57.7,87.5,76.5,41.3,63.2,11.8,15.4,27.2
371,LaMonte Wade Jr.,SFG,98,451.8997361,519,104.0738786,62.99208443,20.5408971,2.73878628,17.80211082,60.25329815,57.51451187,53.40633245,1.36939314,109.5514512,6.846965699,2.73878628,2.73878628,4.10817942,1.36939314,2.73878628,0.229,0.319148936,0.406060606,21.10817942,10.29023747,429,519,110,77,14,2,17,64,45,76,3,95,6,4,4,2,0,2,0.256,0.373,0.417,18.3,14.6,21.1,33.7,98.1,91.3,34.3,9.5,35.84905661,8.284023669,45.82358787,106.58,88.8571,38.2225448,3396.344486,27.3,74.305594,68.7,44.2,70.8,90.6,83.3,40.6,56.6,7.4,17.8,25.2
372,Nick Madrigal,CHC,29,269.0847458,294,74.74576271,57.30508475,12.45762712,2.491525424,2.491525424,32.38983051,22.42372881,17.44067797,0,29.89830508,4.983050847,2.491525424,2.491525424,4.983050847,2.491525424,2.491525424,0.276,0.330508475,0.37037037,10.16949153,5.93220339,270,294,71,52,16,1,2,34,28,10,0,24,9,0,5,10,2,8,0.263,0.311,0.352,8.2,3.4,-0.2,26.6,95,87.6,24.6,0,0,1.117318436,0.168252156,101.59,0.1,11.0142704,1.10142704,31.9,58.333382,61,44.3,84.3,95.6,90.9,42.7,65.8,4,22.5,26.5
393,Matt Duffy,,45,190.5588235,209,49.17647059,38.11176471,8.605882353,0,2.458823529,20.9,17.21176471,14.75294118,0,40.57058824,2.458823529,1.229411765,0,2.458823529,0,2.458823529,0.258,0.317647059,0.341935484,19.41176471,7.058823529,191,209,48,38,8,0,2,17,16,12,0,39,4,2,0,1,0,1,0.251,0.306,0.325,18.7,5.7,9.9,38.8,96.1,89.8,25.8,2.8,10.56603774,3.314917127,14.16800556,103.75,42.1867,22.7918,961.5108291,30.7,62.500046,66,45.7,62.4,92.7,81,42.5,57.9,8.7,17.9,26.6
