#,Name,Team,G,AB,PA,HIP,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,NSB,AVG,OBP,SLG,OPS,BABIP,K%,BB%,real_AB,real_PA,real_HIP,real_H,real_1B,real_2B,real_3B,real_HR,real_R,real_RBI,real_BB,real_IBB,real_SO,real_HBP,real_SF,real_SH,real_SB,real_CS,real_NSB,real_AVG,real_OBP,real_SLG,real_OPS,real_BABIP,real_K%,real_BB%
1,Marcus Semien,TEX,153,641.8645066,718,139.58173789,0.23416789401114205,0.7272727273248311,0.24999999991044672,0.02272727272173671,0.0397643593454039,0.14580265097493036,0.12518409426183844,0.09131075110027854,0.0,0.16200294554317549,0.005891016200557103,0.007363770250696379,0.0014727540501392757,0.022091310752089137,0.005891016200557103,0.01620029455431755,0.263,0.331858407,0.459637562,0.791495969,0.277894737,16.20029455,9.13107511,650,718,131,0.21448467966573817,0.7786259541984732,0.20610687022900764,0.015267175572519083,0.03203342618384401,0.14066852367688024,0.10306406685236769,0.08913649025069638,0.002785515320334262,0.14623955431754876,0.004178272980501393,0.001392757660167131,0.0,0.011142061281337047,0.004178272980501393,0.006963788300835654,0.237,0.308,0.391,0.699,0.25,14.6,8.9
2,Freddie Freeman,LAD,153,554.0029586,638,144.39940825999997,0.26479289937304074,0.7320261438306813,0.254901960842703,0.01307189542356924,0.03846153846394984,0.16124260360501566,0.1420118343260188,0.11094674556426332,0.011834319526645768,0.16124260360501566,0.01331360946708464,0.007396449703761755,0.0014792899404388715,0.02218934910658307,0.005917159763322884,0.01627218934169279,0.305,0.389053254,0.511073254,0.900126508,0.334792123,16.12426036,11.09467456,542,638,131,0.23981191222570533,0.7175572519083969,0.26717557251908397,0.015267175572519083,0.034482758620689655,0.12695924764890282,0.13949843260188088,0.12225705329153605,0.014106583072100314,0.15673981191222572,0.01567398119122257,0.012539184952978056,0.0,0.014106583072100314,0.003134796238244514,0.0109717868338558,0.282,0.378,0.476,0.854,0.306,15.7,12.2
3,Austin Riley,ATL,154,417.0449102,469,89.16616768,0.24700598805970148,0.7322834644450652,0.2519685039131649,0.015748031495974684,0.05688622754797441,0.14970059880597014,0.15269461078891258,0.08532934132196161,0.004491017963752665,0.2395209579957356,0.014970059880597015,0.00898203592750533,0.0,0.002994011976545842,0.001497005987206823,0.001497005987206823,0.278,0.347826087,0.53030303,0.878129117,0.315920398,23.95209581,8.532934132,425,469,90,0.232409381663113,0.6888888888888889,0.28888888888888886,0.022222222222222223,0.04051172707889126,0.13432835820895522,0.11940298507462686,0.07889125799573561,0.0,0.2515991471215352,0.010660980810234541,0.0042643923240938165,0.0,0.0,0.0,0.0,0.256,0.322,0.461,0.783,0.31,25.2,7.9
4,Trea Turner,PHI,152,495.2315789,539,119.95789474,0.2571428571428571,0.7432432432500024,0.2297297297500071,0.02702702702499929,0.034586466159554734,0.14586466165120593,0.12330827066790354,0.06766917293135437,0.0015037593988868276,0.19999999999999998,0.007518796992578849,0.006015037593692023,0.0015037593988868276,0.04360902256029684,0.007518796992578849,0.03609022556586271,0.279,0.332330827,0.461538462,0.793869289,0.322440087,20.0,6.766917293,505,539,128,0.2764378478664193,0.8046875,0.1953125,0.0,0.03896103896103896,0.16326530612244897,0.1150278293135436,0.05009276437847866,0.0,0.18181818181818182,0.011131725417439703,0.0018552875695732839,0.0,0.03525046382189239,0.0074211502782931356,0.027829313543599257,0.295,0.338,0.469,0.807,0.331,18.2,5.0
5,Juan Soto,NYY,153,568.2556391,713,119.01203011000001,0.22255639102384292,0.7477477474987002,0.2432432431683019,0.01801801801059958,0.055639097741935484,0.15789473688639552,0.15037593983169706,0.19097744361851332,0.012030075187938288,0.1654135338008415,0.006015037594670407,0.006015037594670407,0.0015037593983169705,0.01654135338008415,0.006015037594670407,0.010526315789621318,0.279,0.419548872,0.549056604,0.968605476,0.286821705,16.54135338,19.09774436,576,713,125,0.23281907433380084,0.72,0.248,0.032,0.05750350631136045,0.17952314165497896,0.15287517531556802,0.18092566619915848,0.002805049088359046,0.16690042075736325,0.005610098176718092,0.005610098176718092,0.0,0.009817671809256662,0.005610098176718092,0.004207573632538569,0.288,0.419,0.569,0.989,0.298,16.7,18.1
6,Julio Rodriguez,SEA,151,553.7371601,613,125.93353473,0.25226586101141923,0.7352941177147883,0.24264705882761653,0.02205882352906144,0.04682779456769984,0.14954682779771614,0.13746223564437193,0.07703927492659053,0.007552870091353996,0.23564954681892333,0.013595166163132137,0.004531722053833605,0.0015105740179445352,0.048338368580750406,0.013595166163132137,0.03474320241435563,0.279,0.343419062,0.5,0.843419062,0.328502415,23.56495468,7.703927492,567,613,135,0.2528548123980424,0.8740740740740741,0.1259259259259259,0.0,0.03262642740619902,0.12398042414355628,0.11092985318107668,0.06199021207177814,0.0016313213703099511,0.2544861337683524,0.009787928221859706,0.0032626427406199023,0.0,0.03915171288743882,0.008156606851549755,0.03099510603588907,0.273,0.325,0.409,0.734,0.344,25.4,6.2
7,Mookie Betts,LAD,149,441.9516616,516,99.77039272,0.24320241686046512,0.7031250001879314,0.2734375001064945,0.015625000007517258,0.049848942596899225,0.16767371600775194,0.1419939577131783,0.12235649546511629,0.0030211480368217054,0.15709969788759692,0.012084592145348839,0.007552870091085271,0.0015105740174418604,0.01963746222868217,0.006042296071705426,0.013595166162790698,0.283,0.378214826,0.525573192,0.903788018,0.294252874,15.70996979,12.23564955,450,516,111,0.25193798449612403,0.7387387387387387,0.21621621621621623,0.04504504504504504,0.03682170542635659,0.14534883720930233,0.14534883720930233,0.1182170542635659,0.003875968992248062,0.11046511627906977,0.001937984496124031,0.007751937984496124,0.0,0.031007751937984496,0.003875968992248062,0.027131782945736434,0.289,0.372,0.491,0.863,0.294,11.0,11.8
8,Matt Olson,ATL,152,583.4417549,685,112.95763997,0.22541603635036497,0.7339449538961539,0.256880733854801,0.009174311921488704,0.060514372160583946,0.1527987897810219,0.16792738277372263,0.13161875945985402,0.009077155824817518,0.22390317693430659,0.009077155824817518,0.00756429651970803,0.0,0.001512859303649635,0.001512859303649635,0.0,0.265,0.366111952,0.531083481,0.897195433,0.286842105,22.3903177,13.16187595,600,685,119,0.21605839416058395,0.680672268907563,0.31092436974789917,0.008403361344537815,0.042335766423357665,0.11386861313868613,0.14306569343065692,0.10364963503649635,0.0072992700729927005,0.24817518248175183,0.013138686131386862,0.0072992700729927005,0.0,0.0,0.0,0.0,0.247,0.333,0.457,0.79,0.293,24.8,10.4
9,Ronald Acuna Jr.,ATL,147,191.0075873,222,47.49924127,0.2670713201801802,0.7517730497424427,0.2340425531601339,0.014184397160582266,0.05311077391891892,0.18057663126126125,0.13960546283783784,0.11684370256756756,0.00606980272972973,0.15781487103603603,0.015174506828828828,0.00606980272972973,0.0015174506846846846,0.07738998481981982,0.019726858878378377,0.05766312594594595,0.311,0.399696049,0.560846561,0.960542609,0.326388889,15.7814871,11.68437026,192,222,44,0.21621621621621623,0.7954545454545454,0.18181818181818182,0.022727272727272728,0.018018018018018018,0.17117117117117117,0.06756756756756757,0.12162162162162163,0.0,0.23873873873873874,0.013513513513513514,0.0,0.0,0.07207207207207207,0.013513513513513514,0.05855855855855856,0.25,0.351,0.365,0.716,0.326,23.9,12.2
10,Vladimir Guerrero Jr.,TOR,152,614.5022762,697,140.6691958,0.24886191205164995,0.759398495829035,0.24060150367334365,0.007518796990236294,0.047040971162123385,0.1350531107747489,0.14567526556671448,0.1001517450645624,0.007587253414634146,0.15022761764705883,0.010622154780487805,0.006069802731707317,0.0015174506829268293,0.009104704097560975,0.0030349013658536586,0.006069802731707317,0.282,0.360182371,0.502581756,0.862764126,0.292307692,15.02276176,10.01517451,616,697,169,0.2855093256814921,0.7337278106508875,0.2603550295857988,0.005917159763313609,0.043041606886657105,0.1406025824964132,0.14777618364418937,0.10329985652797705,0.01721664275466284,0.13773314203730272,0.007173601147776184,0.005738880918220947,0.0,0.0028694404591104736,0.0028694404591104736,0.0,0.323,0.396,0.544,0.94,0.342,13.8,10.3
11,Bobby Witt Jr.,KCR,152,651.8920973,709,150.85106384000002,0.25683890578279267,0.714285714380415,0.23571428569913352,0.04999999999337094,0.04407294832157969,0.14893617023977432,0.13525835866008462,0.06079027355430183,0.0015197568392101553,0.18389057757404798,0.007598784194640338,0.009118541033850494,0.0015197568392101553,0.06231003039492243,0.016717325232722145,0.04559270516220028,0.279,0.326219512,0.500826446,0.827045958,0.303687636,18.38905775,6.079027356,636,709,179,0.29760225669957685,0.6871508379888268,0.25139664804469275,0.061452513966480445,0.045133991537376586,0.1763046544428773,0.153737658674189,0.08039492242595205,0.012693935119887164,0.14950634696755993,0.011283497884344146,0.011283497884344146,0.0,0.04372355430183357,0.01692524682651622,0.02679830747531735,0.332,0.389,0.588,0.977,0.354,15.0,8.0
12,Francisco Lindor,NYM,153,607.2009132,689,124.79604260999999,0.22222222220609578,0.74789915968474,0.23529411763291813,0.01680672269035503,0.04109589040638607,0.14003044139332366,0.13242009132075472,0.09284627092888244,0.003044140030478955,0.19178082191582002,0.013698630136429609,0.009132420091436865,0.003044140030478955,0.03348554033381712,0.009132420091436865,0.0243531202467344,0.252,0.329770992,0.447322971,0.777093963,0.275462963,19.17808219,9.284627093,618,689,136,0.24528301886792453,0.7058823529411765,0.2867647058823529,0.007352941176470588,0.047895500725689405,0.15529753265602322,0.1320754716981132,0.08127721335268505,0.0,0.18432510885341075,0.01741654571843251,0.0043541364296081275,0.0,0.0420899854862119,0.005805515239477504,0.036284470246734396,0.273,0.344,0.5,0.844,0.295,18.4,8.1
13,Jose Ramirez,CLE,151,598.8292683,682,137.23170735000002,0.2423780488269795,0.6969696967775865,0.2727272726742767,0.030303030293093555,0.041158536583577716,0.13719512195014663,0.14329268293255132,0.10365853658357771,0.015243902434017596,0.1173780487829912,0.007621951219941349,0.00914634146334311,0.0,0.03658536585043989,0.010670731706744868,0.025914634149560117,0.276,0.354198473,0.493055556,0.847254029,0.276150628,11.73780488,10.36585366,620,682,134,0.2536656891495601,0.6940298507462687,0.291044776119403,0.014925373134328358,0.05718475073313783,0.16715542521994134,0.17302052785923755,0.07917888563049853,0.017595307917888565,0.12023460410557185,0.001466275659824047,0.008797653958944282,0.0,0.060117302052785926,0.010263929618768328,0.04985337243401759,0.279,0.335,0.537,0.872,0.265,12.0,7.9
14,Alex Bregman,HOU,149,539.6779141,634,120.57668715999998,0.22392638044164034,0.7338709674663781,0.24999999991706529,0.016129032251643763,0.033742331293375394,0.1395705521451104,0.131901840488959,0.1273006135015773,0.001533742331230284,0.12269938649842271,0.013803680981072554,0.00766871165615142,0.0,0.003067484662460568,0.001533742331230284,0.001533742331230284,0.264,0.365030675,0.445045045,0.81007572,0.270742358,12.26993865,12.73006135,581,634,125,0.23817034700315456,0.744,0.24,0.016,0.04100946372239748,0.12460567823343849,0.11829652996845426,0.0694006309148265,0.0015772870662460567,0.13564668769716087,0.007886435331230283,0.006309148264984227,0.0,0.00473186119873817,0.0015772870662460567,0.0031545741324921135,0.26,0.315,0.453,0.768,0.264,13.6,6.9
15,Rafael Devers,BOS,150,533.6067588,601,118.16897084,0.250384024625624,0.7187499998201727,0.2734374999656213,0.00781249999418206,0.05376344086522463,0.14285714286189682,0.153609831031614,0.09370199692179701,0.010752688171381032,0.190476190515807,0.012288786482529119,0.006144393241264559,0.0015360983094841931,0.006144393241264559,0.0030721966206322796,0.0030721966206322796,0.282,0.356374808,0.527681661,0.884056469,0.302600473,19.04761905,9.370199693,525,601,115,0.23793677204658903,0.6608695652173913,0.2956521739130435,0.043478260869565216,0.04658901830282862,0.1447587354409318,0.13810316139767054,0.11148086522462562,0.02329450915141431,0.24459234608985025,0.004991680532445923,0.009983361064891847,0.0,0.004991680532445923,0.0,0.004991680532445923,0.272,0.354,0.516,0.871,0.323,24.5,11.1
16,Pete Alonso,NYM,152,603.9753467,695,107.08782746,0.21725731899280576,0.7399999998095023,0.23999999990288345,0.009999999994397123,0.0631741140143885,0.13713405238848922,0.16795069338129495,0.10169491525179856,0.010785824345323741,0.2141756548201439,0.021571648690647482,0.007704160246043166,0.0,0.006163328197122302,0.0015408320489208632,0.004622496148201439,0.25,0.340523883,0.512411348,0.85293523,0.257069409,21.41756549,10.16949153,608,695,112,0.21007194244604316,0.7232142857142857,0.2767857142857143,0.0,0.04892086330935252,0.13093525179856116,0.12661870503597122,0.10071942446043165,0.0057553956834532375,0.2474820143884892,0.01870503597122302,0.0057553956834532375,0.0,0.004316546762589928,0.0,0.004316546762589928,0.24,0.329,0.459,0.788,0.276,24.7,10.1
17,Fernando Tatis Jr.,SDP,147,388.5811437,438,83.26738799,0.24111282853881277,0.7154471541385983,0.26016260150494486,0.016260162588054298,0.05100463678082191,0.15146831529680366,0.14374034002283106,0.09428129831050229,0.003091190107305936,0.22565687789954336,0.007727975269406392,0.006182380216894977,0.0015455950547945206,0.043276661506849314,0.010819165378995434,0.03245749614155251,0.272,0.344720497,0.505226481,0.849946978,0.308270677,22.56568779,9.42812983,398,438,89,0.2511415525114155,0.7528089887640449,0.23595505617977527,0.011235955056179775,0.04794520547945205,0.1461187214611872,0.11187214611872145,0.0730593607305936,0.0,0.2191780821917808,0.01598173515981735,0.00228310502283105,0.0,0.02511415525114155,0.00684931506849315,0.0182648401826484,0.276,0.34,0.492,0.833,0.316,21.9,7.3
18,Kyle Tucker,HOU,151,297.0185759,339,67.17027863999999,0.24613003097345132,0.7109374999906953,0.26562499994417177,0.03124999999255624,0.04798761610619469,0.14705882353982302,0.1594427244542773,0.10835913312684366,0.007739938079646018,0.14860681115044247,0.006191950463126844,0.009287925696165192,0.0,0.04024767802359882,0.009287925696165192,0.030959752330383485,0.28,0.360681115,0.521201413,0.881882528,0.287640449,14.86068111,10.83591331,277,339,57,0.2359882005899705,0.7719298245614035,0.22807017543859648,0.0,0.06784660766961652,0.16519174041297935,0.14454277286135694,0.16519174041297935,0.008849557522123894,0.1592920353982301,0.0029498525073746312,0.0058997050147492625,0.0,0.032448377581120944,0.0,0.032448377581120944,0.289,0.408,0.585,0.993,0.282,15.9,16.5
19,Paul Goldschmidt,STL,147,567.6801242,654,124.90993789,0.22826086957186545,0.7560975609736571,0.23577235772813335,0.008130081298209507,0.03726708074923547,0.13509316770642202,0.1304347826146789,0.11956521738532111,0.003105590062691132,0.22670807446483182,0.006211180123853212,0.006211180123853212,0.00155279503058104,0.010869565217125381,0.003105590062691132,0.007763975155963302,0.264,0.354037267,0.447227191,0.801264458,0.312977099,22.67080745,11.95652174,599,654,125,0.22477064220183487,0.728,0.264,0.008,0.03363914373088685,0.10703363914373089,0.09938837920489296,0.07186544342507645,0.0030581039755351682,0.26452599388379205,0.0030581039755351682,0.0030581039755351682,0.0,0.016819571865443424,0.0,0.016819571865443424,0.245,0.302,0.414,0.716,0.308,26.5,7.2
20,Kyle Schwarber,PHI,147,575.9503106,692,83.81366464000001,0.1832298137283237,0.730769230328693,0.2564102562787069,0.012820512807969734,0.06211180124277456,0.14596273294797688,0.14751552789017341,0.15217391300578034,0.00465838509248555,0.2934782608381503,0.009316770186416185,0.00465838509248555,0.001552795030346821,0.00465838509248555,0.001552795030346821,0.0031055900621387283,0.22,0.34525661,0.485074627,0.830331237,0.251612903,29.34782609,15.2173913,573,692,104,0.20520231213872833,0.7884615384615384,0.21153846153846154,0.0,0.05491329479768786,0.15895953757225434,0.15028901734104047,0.1531791907514451,0.005780346820809248,0.2846820809248555,0.0072254335260115606,0.011560693641618497,0.0,0.0072254335260115606,0.004335260115606936,0.002890173410404624,0.248,0.366,0.485,0.851,0.301,28.5,15.3
21,Bryan Reynolds,PIT,148,611.2846034,692,137.75427679,0.2363919128612717,0.7343749998718279,0.2265625000345951,0.03125000000952783,0.03732503888728324,0.13374805598265896,0.12597200621387283,0.09486780715317919,0.004665629859826589,0.2146189735549133,0.013996889579479768,0.006220839813583815,0.0015552099537572254,0.015552099537572256,0.004665629859826589,0.010886469673410405,0.267,0.345794393,0.457746479,0.803540871,0.312195122,21.46189736,9.486780715,622,692,147,0.24710982658959538,0.782312925170068,0.19727891156462585,0.02040816326530612,0.03468208092485549,0.10549132947976879,0.12716763005780346,0.08236994219653179,0.004335260115606936,0.2254335260115607,0.014450867052023121,0.004335260115606936,0.0,0.014450867052023121,0.002890173410404624,0.011560693641618497,0.275,0.344,0.447,0.791,0.33,22.5,8.2
22,Dansby Swanson,CHC,151,530.2877138,593,113.43545875,0.2270606531197302,0.7560975612486779,0.22764227653815522,0.01626016260986823,0.03576982892074199,0.12908242612141652,0.12752721617200677,0.08864696733558179,0.0015552099527824622,0.24572317268128163,0.007776049767284993,0.006220839812816188,0.0015552099527824622,0.017107309494097805,0.006220839812816188,0.010886469672849916,0.254,0.32449298,0.429565217,0.754058197,0.309045226,24.57231726,8.864696734,534,593,113,0.2175379426644182,0.7433628318584071,0.23893805309734514,0.017699115044247787,0.026981450252951095,0.13827993254637436,0.11129848229342328,0.09106239460370995,0.003372681281618887,0.24283305227655985,0.003372681281618887,0.00505902192242833,0.0,0.03204047217537943,0.00505902192242833,0.026981450252951095,0.242,0.312,0.39,0.701,0.3,24.3,9.1
23,Ozzie Albies,ATL,147,395.6396256,435,88.90015598,0.24648985954022987,0.7251908398732599,0.2442748092015215,0.030534351150190188,0.042121684873563214,0.14508580342528735,0.14352574103448276,0.07020280811494253,0.0015600624022988506,0.17004680186206894,0.009360374416091954,0.010920436818390805,0.0015600624022988506,0.020280811232183907,0.006240249609195402,0.014040561622988506,0.271,0.326053042,0.478559177,0.804612219,0.288546256,17.00468019,7.020280811,399,435,90,0.22988505747126436,0.6666666666666666,0.32222222222222224,0.011111111111111112,0.022988505747126436,0.11954022988505747,0.12183908045977011,0.06206896551724138,0.0,0.14942528735632185,0.011494252873563218,0.009195402298850575,0.0,0.01839080459770115,0.0022988505747126436,0.016091954022988506,0.251,0.303,0.404,0.707,0.274,14.9,6.2
