#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,WHIP,K%,BB%
295,Henry Baez,ATH,0,1,3.97,11,0,0,0,,13.2,58,12,6,6,1,5,0,1,13,8.31,3.54,1.30,21.6%,9.2%
296,Bobby Miller,LAD,1,1,4.41,16,0,0,1,,20.2,89,20,11,10,3,8,1,1,19,8.26,3.49,1.33,21.3%,9.0%
297,Orlando Ribalta,WSN,1,1,4.34,29,0,0,1,,30.1,132,27,16,15,4,15,1,1,28,8.30,4.40,1.37,21.2%,11.2%
298,Brady Basso,ATH,2,2,4.74,43,0,0,4,,48.1,209,49,27,25,7,16,1,2,42,7.89,3.01,1.36,20.2%,7.7%
299,Rolddy Munoz,ATL,1,0,4.18,17,0,0,1,,18.2,81,17,9,9,2,8,1,1,18,8.83,4.08,1.37,22.6%,10.4%
300,Marco Raya,MIN,1,0,4.11,12,0,0,0,,13.0,56,11,6,6,1,5,0,1,13,8.82,3.80,1.31,22.8%,9.8%
301,Zak Kent,STL,1,0,4.24,14,0,0,1,,15.1,67,15,8,7,2,7,1,1,14,8.11,3.78,1.36,20.9%,9.7%
302,Eric Cerantola,KCR,1,0,3.94,13,0,0,0,,14.0,61,11,7,6,1,8,0,1,16,10.02,4.83,1.33,25.8%,12.4%
303,Gavin Collyer,TEX,1,0,4.10,14,0,0,0,,14.2,63,12,7,7,2,7,0,1,16,10.02,4.27,1.30,25.8%,11.0%
304,Dylan Smith,DET,1,1,4.38,22,0,0,1,,26.0,112,24,14,13,3,10,1,2,23,8.10,3.53,1.31,20.9%,9.1%
305,Yariel Rodriguez,TOR,2,1,4.33,33,0,0,1,,35.1,153,30,18,17,4,18,1,2,35,8.83,4.68,1.37,22.5%,11.9%
306,Hunter Stratton,ATL,1,1,4.86,22,0,0,1,,23.2,104,24,14,13,3,9,0,1,21,8.15,3.52,1.40,20.6%,8.9%
307,Manuel Rodriguez,TBR,1,0,3.86,12,0,0,1,,12.0,52,11,6,5,1,4,0,1,11,7.98,3.30,1.27,20.9%,8.6%
308,Colton Gordon,HOU,1,1,4.62,32,1,0,1,,40.2,174,39,22,21,7,13,1,2,36,8.00,2.77,1.26,20.9%,7.2%
309,Adbert Alzolay,NYM,2,1,4.53,38,0,0,1,,38.2,164,37,21,19,6,11,1,2,35,8.10,2.59,1.25,21.2%,6.8%
310,Trent Thornton,CHC,1,1,4.52,26,0,0,1,,27.2,119,27,15,14,4,10,0,1,23,7.47,3.13,1.31,19.4%,8.1%
311,Gus Varland,WSN,1,1,4.80,41,0,0,4,,42.2,187,42,24,23,6,19,1,2,40,8.54,3.92,1.41,21.6%,9.9%
312,Sam Bachman,LAA,1,1,4.15,24,0,0,1,,25.2,112,23,13,12,3,12,1,1,23,8.18,4.33,1.38,20.9%,11.1%
313,Eduarniel Nunez,ATH,2,2,4.55,47,0,0,6,,50.0,224,44,27,25,6,30,1,5,54,9.67,5.32,1.47,24.1%,13.2%
314,Nick Raquet,STL,1,1,4.58,29,0,0,1,,31.1,137,32,17,16,3,13,1,1,26,7.59,3.69,1.43,19.2%,9.3%
315,Ryan Borucki,CHW,1,1,3.96,16,0,0,1,,16.0,67,14,8,7,2,6,0,1,15,8.35,3.15,1.22,22.0%,8.3%
316,Jose Suarez,ATL,1,0,4.63,15,0,0,1,,17.2,77,17,10,9,2,7,1,1,18,8.89,3.46,1.35,22.8%,8.9%
317,Chris Murphy,CHW,1,1,4.38,31,0,0,1,,37.0,160,33,19,18,5,16,1,2,33,8.10,3.98,1.34,20.8%,10.2%
318,Nate Pearson,HOU,2,2,4.67,48,0,0,10,,51.0,222,47,28,27,8,22,1,3,50,8.78,3.87,1.34,22.4%,9.9%
319,Sean Guenther,DET,1,1,4.25,15,0,0,1,,16.1,70,16,8,8,2,5,0,1,13,7.14,2.64,1.29,18.5%,6.9%
320,Craig Kimbrel,NYM,1,1,4.40,22,0,0,1,,22.1,95,18,12,11,3,11,0,1,25,10.11,4.42,1.29,26.1%,11.4%
321,Michel Otanez,TEX,1,1,4.07,18,0,0,1,,18.1,80,14,9,8,2,12,1,1,22,10.73,5.66,1.40,27.3%,14.4%
322,JT Brubaker,SFG,2,2,4.95,41,0,0,7,,48.0,213,52,29,26,6,18,1,2,42,7.81,3.44,1.46,19.6%,8.6%
323,Chad Green,,2,3,4.57,39,0,1,0,,40.0,169,38,22,20,7,12,1,2,34,7.64,2.70,1.25,20.0%,7.1%
324,Drew Smith,WSN,1,1,4.62,24,0,0,1,,23.2,102,22,13,12,3,10,1,1,23,8.73,3.69,1.33,22.4%,9.5%
325,Daison Acosta,SDP,0,0,3.99,11,0,0,0,,11.1,49,9,5,5,1,6,1,1,13,9.97,4.75,1.34,25.5%,12.2%
326,Carlos Hernandez,CLE,0,0,4.43,12,0,0,1,,12.2,54,11,7,6,2,5,0,0,12,8.62,3.86,1.33,22.2%,9.9%
327,Eli Morgan,KCR,1,1,4.57,22,0,0,1,,23.2,102,23,13,12,4,8,0,1,20,7.59,3.00,1.29,19.8%,7.8%
328,Jhony Brito,SDP,1,1,4.42,16,0,0,1,,18.1,79,19,10,9,2,6,1,1,13,6.46,2.81,1.33,16.7%,7.3%
329,Angel Chivilli,NYY,1,1,4.36,22,0,0,1,,23.2,101,23,12,11,3,8,0,1,20,7.45,2.98,1.30,19.3%,7.7%
330,James Karinchak,ATL,0,0,4.56,10,0,0,1,,10.0,44,8,5,5,1,6,0,1,13,11.48,5.17,1.38,29.1%,13.1%
331,Seth Johnson,PHI,1,1,4.40,18,0,0,1,,20.2,89,19,11,10,3,9,1,1,20,8.79,4.01,1.35,22.6%,10.3%
332,Ryan Brasier,TEX,2,1,4.51,37,0,0,1,,38.2,163,36,21,19,6,12,1,1,31,7.30,2.75,1.25,19.1%,7.2%
333,Scott Barlow,ATH,2,2,4.68,53,0,3,9,,54.2,239,49,30,28,7,27,1,4,55,9.14,4.38,1.38,23.2%,11.1%
334,Cionel Perez,WSN,1,1,4.46,29,0,0,1,,29.0,128,28,16,14,3,14,1,2,23,7.17,4.20,1.44,18.1%,10.6%
335,Joey Gerber,NYM,1,0,4.39,13,0,0,1,,14.1,62,13,8,7,2,6,0,1,14,8.75,3.48,1.27,22.7%,9.0%
336,Garrett Acton,MIA,1,1,4.45,17,0,0,1,,17.1,75,16,9,9,2,7,1,1,16,8.59,3.69,1.32,22.1%,9.5%
