#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,WHIP,K%,BB%
111,Brooks Raley,NYM,3,2,4.24,58,0,1,14,,57.1,245,53,29,27,7,18,1,5,56,8.79,2.82,1.24,22.9%,7.4%
112,Jedixson Paez,CHW,1,1,3.69,32,0,0,0,,34.1,140,31,15,14,5,6,1,1,32,8.39,1.53,1.08,22.9%,4.2%
113,Ethan Roberts,CHC,1,1,3.49,31,0,0,1,,32.0,134,26,13,12,3,12,1,2,32,8.85,3.28,1.17,23.6%,8.8%
114,Sam Hentges,SFG,2,2,4.22,47,0,0,1,,46.1,199,46,23,22,5,17,1,2,45,8.81,3.28,1.35,22.7%,8.5%
115,Calvin Faucher,MIA,2,2,4.31,64,0,6,11,,65.1,285,62,34,31,7,30,2,3,63,8.71,4.06,1.40,22.2%,10.4%
116,Kenley Jansen,DET,2,2,3.97,55,0,22,4,,56.0,234,47,27,25,7,20,1,2,52,8.35,3.13,1.18,22.2%,8.3%
117,Taylor Rogers,MIN,3,2,4.46,57,0,13,5,,57.2,250,54,31,29,7,22,1,4,57,8.89,3.38,1.32,22.8%,8.7%
118,Ian Hamilton,ATL,2,1,4.14,46,0,0,7,,48.2,210,45,24,22,5,21,1,2,48,8.85,3.96,1.37,22.7%,10.2%
119,Tyler Rogers,TOR,3,2,3.91,68,0,2,18,,69.0,285,67,32,30,8,13,1,3,44,5.72,1.76,1.17,15.4%,4.7%
120,Anthony Bender,MIA,2,2,4.12,63,0,2,12,,62.2,267,57,31,29,7,23,1,4,57,8.15,3.31,1.27,21.3%,8.6%
121,Eric Orze,MIN,3,2,4.16,53,0,0,10,,56.2,243,50,28,26,7,25,1,3,56,8.89,3.89,1.31,23.1%,10.1%
122,Justin Topa,MIN,3,2,4.59,60,0,7,11,,62.0,268,64,34,32,6,20,2,4,47,6.84,2.91,1.36,17.5%,7.4%
123,Grant Anderson,MIL,3,2,4.04,52,0,0,10,,55.1,234,48,27,25,7,20,1,3,56,9.06,3.29,1.24,23.8%,8.6%
124,Justin Wilson,,2,3,4.04,43,0,0,0,,41.2,177,38,20,19,5,15,1,2,42,9.13,3.34,1.27,23.9%,8.7%
125,Brad Keller,PHI,2,2,3.94,57,0,4,16,,65.0,280,58,31,28,7,30,1,3,62,8.55,4.12,1.34,22.1%,10.6%
126,Mason Englert,TBR,2,2,4.15,54,0,0,12,,62.2,265,59,31,29,9,18,1,2,58,8.27,2.65,1.24,21.8%,7.0%
127,Joel Payamps,ATL,2,1,4.34,51,0,0,10,,50.1,215,49,26,24,7,15,1,2,47,8.35,2.75,1.27,21.8%,7.2%
128,Hoby Milner,CHC,3,2,4.08,59,0,0,13,,60.0,253,59,29,27,7,15,1,4,48,7.13,2.19,1.22,18.8%,5.8%
129,Tanner Banks,PHI,2,2,4.26,57,0,0,12,,60.0,254,58,31,28,8,17,1,3,53,7.95,2.48,1.25,20.9%,6.5%
130,Kade Strowd,ARI,2,2,4.25,56,0,1,12,,57.1,249,55,29,27,6,25,1,2,53,8.37,3.88,1.39,21.4%,9.9%
131,Carlos Rodriguez,MIL,1,1,3.96,22,2,0,1,,32.2,138,27,15,14,4,14,1,1,32,8.71,3.76,1.25,22.8%,9.9%
132,Kyle Finnegan,DET,2,2,4.23,59,0,6,13,,61.0,258,57,31,29,8,20,1,1,56,8.30,3.02,1.27,21.9%,7.9%
133,Jonathan Bowlan,PHI,2,1,4.09,47,0,0,10,,52.2,225,48,26,24,7,21,2,2,53,9.01,3.53,1.29,23.5%,9.2%
134,PJ Poulin,WSN,2,2,4.09,58,0,3,14,,59.1,255,52,29,27,6,24,2,4,58,8.81,3.70,1.30,22.8%,9.6%
135,Connor Phillips,CIN,2,2,4.17,48,0,3,7,,53.0,231,44,26,25,6,29,1,3,60,10.23,4.85,1.37,26.1%,12.4%
136,Erik Miller,SFG,3,2,3.95,60,0,2,15,,60.0,260,52,28,26,5,31,2,4,59,8.88,4.60,1.38,22.7%,11.8%
137,Travis Adams,MIN,2,2,4.73,40,2,0,4,,57.2,252,59,32,30,7,22,2,3,48,7.57,3.42,1.40,19.2%,8.7%
138,Evan Sisk,PIT,2,1,4.02,44,0,0,7,,44.1,191,39,21,20,4,19,1,4,46,9.27,3.82,1.31,23.8%,9.8%
139,Juan Mejia,COL,3,3,4.80,62,0,3,14,,64.2,290,65,37,34,7,32,3,5,68,9.43,4.41,1.49,23.3%,10.9%
140,Yohan Ramirez,PIT,2,1,4.19,46,0,0,10,,50.1,219,45,25,24,5,22,1,6,53,9.40,3.85,1.31,24.0%,9.8%
141,Ryan Zeferjahn,LAA,2,2,4.19,62,0,1,12,,64.0,278,53,32,30,8,33,2,4,72,10.20,4.60,1.34,26.1%,11.8%
142,Ben Casparius,LAD,2,1,4.28,46,0,0,13,,54.0,231,47,27,26,7,23,1,2,53,8.77,3.82,1.30,22.8%,9.9%
143,John Schreiber,KCR,3,2,4.32,64,0,1,14,,62.1,267,59,32,30,8,23,1,3,56,8.14,3.28,1.31,21.1%,8.5%
144,Danny Coulombe,,3,3,4.04,44,0,1,0,,43.1,183,38,21,19,5,16,1,2,44,9.06,3.32,1.25,23.9%,8.8%
145,Luinder Avila,KCR,1,1,3.73,27,0,0,1,,31.1,134,27,14,13,3,13,1,1,31,8.87,3.85,1.29,23.1%,10.0%
146,Cade Gibson,MIA,2,2,4.08,55,0,0,12,,61.1,263,57,30,28,5,23,2,6,51,7.56,3.31,1.30,19.5%,8.6%
147,Lucas Erceg,KCR,2,2,4.15,59,0,4,13,,62.0,267,57,31,29,6,26,1,3,55,7.99,3.76,1.34,20.6%,9.7%
148,Ryan Watson,BOS,2,2,4.23,44,0,0,0,,46.0,197,43,23,22,6,16,2,2,44,8.52,3.18,1.29,22.1%,8.3%
149,Mike Vasil,CHW,2,3,4.46,60,2,1,14,,80.2,352,78,43,40,9,35,2,4,64,7.15,3.88,1.39,18.2%,9.9%
150,Keegan Akin,BAL,3,2,4.19,62,0,2,15,,65.0,274,59,32,30,10,20,1,2,62,8.56,2.80,1.22,22.6%,7.4%
151,Kevin Kelly,TBR,2,1,4.27,38,0,0,1,,39.1,167,40,20,19,4,10,1,2,33,7.46,2.27,1.28,19.5%,6.0%
152,Dauri Moreta,,2,2,3.92,27,0,0,0,,27.2,117,23,13,12,4,11,1,1,32,10.47,3.46,1.20,27.7%,9.2%
153,Andre Granillo,WSN,1,1,3.94,33,0,2,1,,37.2,160,31,18,17,5,17,1,1,40,9.55,4.15,1.27,25.0%,10.9%
154,Tyler Phillips,MIA,2,2,4.35,59,0,2,15,,69.2,301,70,36,34,7,26,2,2,54,7.02,3.34,1.38,18.1%,8.6%
155,Elvis Alvarado,ATH,2,2,4.37,56,0,4,10,,59.2,260,52,31,29,8,29,2,3,66,9.94,4.32,1.36,25.4%,11.0%
156,Justin Slaten,BOS,3,2,4.07,55,0,1,13,,59.1,251,53,29,27,7,22,1,2,54,8.17,3.41,1.27,21.4%,8.9%
157,Matt Festa,CLE,2,2,4.45,56,0,0,12,,57.2,249,53,31,29,8,22,1,4,56,8.79,3.40,1.29,22.7%,8.8%
158,Jakob Junis,TEX,3,2,4.36,55,0,2,14,,63.0,267,61,33,31,9,17,1,3,52,7.37,2.38,1.24,19.4%,6.3%
159,Ryne Stanek,STL,3,2,4.33,59,0,2,12,,59.0,254,52,30,28,7,27,1,2,57,8.71,4.15,1.34,22.5%,10.7%
160,Brenan Hanifee,DET,2,2,4.17,49,0,0,11,,54.1,234,55,27,25,5,19,1,2,38,6.34,3.13,1.35,16.4%,8.1%
161,Zach Maxwell,CIN,2,1,4.26,41,0,0,1,,43.1,189,37,22,21,5,23,2,2,51,10.49,4.71,1.38,26.7%,12.0%
162,Julian Fernandez,WSN,2,2,4.57,58,0,2,12,,61.0,266,58,33,31,7,27,2,2,57,8.48,4.01,1.39,21.6%,10.2%
163,Enyel De Los Santos,HOU,3,2,4.32,58,0,0,12,,59.1,253,54,31,29,8,22,1,2,56,8.54,3.35,1.28,22.3%,8.7%
164,Andrew Chafin,MIN,2,1,4.41,45,0,1,7,,43.2,191,42,23,21,5,20,1,2,44,9.03,4.05,1.41,23.0%,10.3%
165,Casey Legumina,SEA,2,2,4.14,47,0,0,7,,49.2,211,42,24,23,7,19,1,3,50,9.13,3.47,1.24,23.9%,9.1%
166,Justin Sterner,ATH,3,2,4.31,60,0,10,10,,65.1,277,55,34,31,10,25,2,3,67,9.20,3.48,1.23,24.1%,9.1%
167,Jose Leclerc,,2,2,4.07,34,0,0,0,,35.1,151,29,17,16,4,16,1,2,38,9.59,4.17,1.27,25.0%,10.9%
168,Sean Newcomb,CHW,2,3,4.59,49,3,1,10,,67.2,295,64,37,35,9,28,2,5,63,8.34,3.78,1.36,21.3%,9.6%
169,Yennier Cano,BAL,3,2,4.21,57,0,1,12,,56.1,241,55,28,26,6,21,1,2,49,7.84,3.35,1.34,20.4%,8.7%
170,Andrew Hoffmann,ARI,1,1,4.30,33,0,0,1,,36.1,156,34,19,17,4,15,1,1,36,8.88,3.76,1.35,22.8%,9.7%
171,Tim Herrin,CLE,2,2,4.13,53,0,0,10,,51.0,221,46,25,23,5,22,1,4,50,8.71,3.83,1.32,22.4%,9.9%
172,Jack Perkins,ATH,1,1,4.13,23,1,0,1,,30.0,129,25,15,14,4,14,1,2,33,10.07,4.21,1.30,26.0%,10.8%
173,Connor Brogdon,CLE,2,2,4.36,44,0,0,7,,46.2,199,42,24,23,7,18,1,1,46,8.95,3.45,1.29,23.3%,9.0%
174,Pierce Johnson,CIN,2,2,4.38,57,0,1,12,,58.0,248,53,30,28,8,23,1,1,60,9.27,3.58,1.31,24.1%,9.3%
175,Will Klein,LAD,2,1,4.24,44,0,0,8,,45.2,200,39,23,22,5,26,1,2,53,10.50,5.05,1.41,26.7%,12.8%
176,Yuki Matsui,SDP,2,2,4.10,49,0,0,7,,51.0,217,44,25,23,7,21,1,1,50,8.73,3.69,1.27,22.8%,9.7%
177,Jacob Webb,CHC,2,2,4.00,50,0,0,11,,52.1,219,43,25,23,7,21,1,2,48,8.29,3.56,1.22,21.9%,9.4%
178,Carlos Vargas,SEA,2,2,4.04,52,0,0,10,,53.1,229,52,26,24,5,19,2,4,39,6.49,3.12,1.32,16.8%,8.1%
179,Nick Mears,KCR,2,2,4.26,58,0,0,12,,58.2,251,53,30,28,8,24,1,1,55,8.46,3.69,1.31,22.0%,9.6%
180,Richard Lovelady,WSN,1,1,4.09,37,0,0,7,,39.0,167,36,19,18,4,13,1,4,35,8.09,2.91,1.25,21.1%,7.6%
181,Joel Peguero,SFG,3,2,4.44,60,0,3,12,,64.0,281,64,34,32,7,29,2,2,57,7.96,4.05,1.45,20.1%,10.2%
182,Brock Stewart,LAD,2,1,4.17,32,0,0,1,,32.0,138,28,16,15,4,13,1,2,37,10.29,3.76,1.28,26.7%,9.8%
183,Keaton Winn,SFG,1,1,4.42,20,2,0,1,,29.1,127,30,16,14,4,10,1,1,25,7.76,3.00,1.35,20.0%,7.7%
184,Dylan Dodd,ATL,1,1,4.55,37,0,0,4,,41.0,176,42,22,21,6,11,1,2,39,8.51,2.47,1.29,22.1%,6.4%
185,Chase Lee,TOR,1,1,3.85,23,0,0,1,,24.2,104,22,11,11,3,8,1,1,25,8.95,2.82,1.21,23.6%,7.5%
186,Josh Sborz,TEX,2,1,4.42,37,0,0,4,,38.1,165,34,20,19,5,17,1,2,41,9.71,3.89,1.32,25.1%,10.0%
187,Jimmy Herget,COL,3,3,5.26,63,1,2,15,,71.1,315,77,45,42,11,23,2,5,64,8.11,2.94,1.41,20.4%,7.4%
188,Jaden Hill,COL,2,2,4.53,49,0,0,6,,50.2,222,49,27,26,6,22,1,3,50,8.80,3.83,1.39,22.3%,9.7%
189,Cody Laweryson,MIN,1,1,4.02,20,0,0,1,,23.1,98,21,11,10,3,7,1,1,22,8.64,2.79,1.20,22.9%,7.4%
190,Jonathan Loaisiga,ARI,1,1,4.06,34,0,0,4,,35.1,150,35,17,16,3,10,1,2,26,6.72,2.59,1.29,17.6%,6.8%
191,Liam Hendriks,MIN,1,1,3.93,19,0,1,1,,19.1,81,17,9,8,2,6,0,1,21,9.56,2.77,1.18,25.4%,7.4%
192,Juan Morillo,ARI,1,1,4.15,34,0,0,1,,33.1,145,31,17,15,3,15,1,1,31,8.36,4.05,1.37,21.5%,10.4%
193,Anthony Banda,MIN,3,2,4.53,55,0,1,12,,57.1,250,54,31,29,6,24,2,5,54,8.45,3.81,1.37,21.5%,9.7%
194,Jordan Romano,LAA,2,2,4.44,55,0,4,9,,54.2,233,50,29,27,9,19,2,3,57,9.37,3.20,1.26,24.5%,8.3%
195,Grant Wolfram,BAL,1,1,4.22,32,0,0,1,,34.1,149,32,17,16,4,14,1,2,33,8.66,3.71,1.35,22.2%,9.5%
196,Kyle Hart,SDP,1,1,4.20,20,1,0,1,,28.2,123,26,14,13,4,11,1,2,28,8.86,3.47,1.29,22.9%,9.0%
197,Mark Leiter Jr.,ATH,3,2,4.59,64,0,5,13,,64.1,278,61,35,33,9,25,1,4,68,9.55,3.52,1.34,24.5%,9.0%
198,Zach McCambley,PHI,1,1,4.21,36,0,0,0,,37.1,160,33,19,17,5,15,1,2,39,9.44,3.65,1.30,24.4%,9.4%
199,Kyle Nicolas,PIT,2,1,4.33,39,0,1,1,,42.0,184,38,22,20,4,21,1,2,42,8.95,4.56,1.42,22.7%,11.6%
200,Tristan Beck,SFG,1,1,4.38,27,0,0,1,,33.0,143,33,17,16,4,11,1,1,29,7.91,2.99,1.33,20.4%,7.7%
201,Rob Zastryzny,MIL,2,2,4.25,44,0,0,4,,43.2,186,40,22,21,6,15,1,2,42,8.56,3.08,1.25,22.4%,8.0%
202,Chase Silseth,LAA,2,1,4.03,39,0,0,4,,45.0,192,38,22,20,6,20,1,3,46,9.25,3.97,1.28,24.1%,10.3%
203,Drew Pomeranz,LAA,2,2,4.46,56,0,1,11,,55.2,238,50,30,28,9,21,1,3,60,9.69,3.37,1.27,25.1%,8.8%
204,Shane Drohan,MIL,1,1,3.75,21,0,0,0,,23.0,97,18,10,10,2,10,1,1,26,10.14,4.06,1.26,26.6%,10.6%
205,Mitch Spence,KCR,1,1,4.38,21,1,0,1,,27.0,116,27,14,13,3,9,1,1,22,7.41,2.98,1.33,19.1%,7.7%
206,Justin Martinez,ARI,1,1,3.86,23,0,2,1,,24.0,104,20,11,10,2,12,1,2,27,10.29,4.68,1.36,26.3%,12.0%
207,Zach Pop,PHI,2,1,4.23,41,0,0,7,,42.0,181,43,21,20,4,14,1,2,32,6.77,3.00,1.36,17.5%,7.7%
208,Evan Phillips,LAD,1,0,3.65,19,0,1,1,,18.2,77,15,8,8,2,6,0,1,19,9.13,2.86,1.15,24.5%,7.7%
209,George Soriano,STL,1,1,4.33,35,0,0,4,,41.1,179,38,21,20,4,17,1,3,38,8.23,3.79,1.35,21.1%,9.7%
210,Paul Sewald,ARI,2,2,4.57,51,0,9,10,,52.0,221,47,28,26,9,17,1,3,53,9.09,2.89,1.23,23.8%,7.6%
211,Luke Little,CHC,1,1,3.42,17,0,0,1,,18.1,78,14,7,7,1,9,1,2,20,10.08,4.61,1.28,26.2%,12.0%
212,John King,MIA,2,1,4.15,41,0,0,7,,42.2,183,46,21,20,4,12,1,1,26,5.37,2.54,1.36,13.9%,6.6%
213,Hayden Harris,ATL,1,1,4.65,30,0,0,1,,31.0,135,30,17,16,5,12,1,1,36,10.30,3.54,1.36,26.3%,9.0%
214,Wikelman Gonzalez,CHW,2,2,4.28,43,0,0,4,,48.0,211,40,24,23,5,27,1,3,48,8.90,5.05,1.40,22.6%,12.8%
215,Max Lazar,PHI,1,1,4.26,32,0,0,1,,35.0,148,35,18,17,5,9,1,1,27,6.98,2.43,1.25,18.4%,6.4%
216,Reiver Sanmartin,SFG,1,1,4.25,33,0,0,1,,36.2,159,38,19,17,3,13,1,1,29,7.09,3.20,1.39,18.2%,8.2%
217,Danny Young,ATL,1,0,3.77,16,0,0,1,,15.2,67,14,7,7,1,6,0,2,18,10.34,3.73,1.29,26.6%,9.6%
218,Rico Garcia,BAL,2,2,4.20,48,0,0,10,,51.1,218,44,26,24,8,22,2,1,54,9.39,3.80,1.28,24.6%,10.0%
219,Seth Halvorsen,COL,2,3,4.98,57,0,9,11,,60.1,268,64,36,33,7,27,2,2,56,8.37,4.09,1.51,20.9%,10.2%
220,Julian Aguiar,CIN,1,1,4.52,22,2,0,1,,31.0,132,30,17,16,5,9,1,2,25,7.32,2.71,1.28,19.0%,7.0%
221,Victor Vodnik,COL,3,3,4.81,60,0,16,4,,63.2,285,66,36,34,6,33,2,1,58,8.26,4.72,1.56,20.5%,11.7%
222,Bailey Horn,DET,1,1,4.11,36,0,0,1,,38.0,163,34,19,17,4,16,1,1,36,8.50,3.91,1.32,21.9%,10.1%
223,Easton McGee,MIL,1,1,4.19,19,0,0,1,,22.2,96,22,11,11,3,6,1,1,21,8.36,2.38,1.22,22.0%,6.3%
224,Sam Moll,CIN,1,1,4.30,37,0,0,4,,35.2,154,33,18,17,4,15,1,2,35,8.83,3.69,1.33,22.7%,9.5%
225,Hunter Bigge,TBR,2,1,4.18,39,0,0,4,,41.2,180,36,21,19,5,19,1,2,43,9.29,4.16,1.32,24.0%,10.7%
226,Austin Warren,NYM,2,1,4.27,31,0,0,1,,35.2,153,33,18,17,4,14,1,1,33,8.28,3.55,1.32,21.4%,9.2%
227,Luis Curvelo,TEX,1,1,4.11,29,0,0,1,,30.2,130,27,15,14,4,11,1,1,29,8.53,3.33,1.24,22.4%,8.7%
228,Lake Bachar,MIA,2,2,4.27,45,0,0,4,,49.2,214,43,25,24,7,23,2,2,52,9.35,4.15,1.32,24.1%,10.7%
229,Juan Burgos,ARI,1,1,4.12,25,0,0,1,,26.2,116,25,13,12,2,12,1,2,23,7.84,3.93,1.36,20.1%,10.1%
230,Yerry De los Santos,NYY,2,1,4.12,29,0,0,1,,32.1,138,31,16,15,3,12,1,1,26,7.13,3.41,1.34,18.5%,8.8%
231,Justin Hagenman,NYM,1,1,4.11,17,0,0,1,,22.1,94,21,11,10,3,7,1,1,21,8.47,2.63,1.21,22.4%,6.9%
232,Jose Butto,SFG,2,2,4.37,53,0,3,13,,61.1,267,57,32,30,7,29,2,3,56,8.23,4.28,1.41,20.9%,10.9%
233,Jalen Beeks,,2,3,4.36,41,0,0,0,,43.0,186,42,22,21,5,17,1,2,37,7.76,3.51,1.36,19.9%,9.0%
234,Bryan Hudson,NYM,2,1,4.23,30,0,0,5,,33.1,144,30,17,16,4,13,1,3,33,8.83,3.40,1.28,22.8%,8.8%
235,Huascar Brazoban,NYM,2,2,4.29,47,0,0,7,,51.0,222,48,26,24,5,23,1,4,42,7.36,4.00,1.38,18.8%,10.2%
236,Prelander Berroa,CHW,1,1,4.08,26,0,0,1,,26.1,114,21,13,12,3,15,1,1,29,9.79,5.05,1.36,25.1%,12.9%
237,Josh Simpson,SEA,1,1,3.69,23,0,0,1,,23.2,101,19,10,10,2,10,1,2,25,9.41,3.94,1.26,24.6%,10.3%
238,Steven Wilson,TBR,2,2,4.30,51,0,1,7,,51.1,220,44,26,25,8,22,1,2,49,8.53,3.84,1.28,22.2%,10.0%
239,Pedro Avila,CLE,1,1,4.77,22,2,0,1,,30.2,136,31,17,16,3,14,1,2,28,8.32,4.22,1.46,20.8%,10.5%
240,Angel Bastardo,TOR,1,0,3.69,15,0,0,0,,16.2,71,14,7,7,2,7,1,1,17,9.31,3.53,1.23,24.6%,9.3%
241,Griff McGarry,WSN,1,1,4.11,40,0,0,0,,46.0,203,35,22,21,5,30,2,3,55,10.83,5.94,1.43,27.3%,15.0%
242,Kervin Castro,NYY,1,1,3.78,18,0,0,1,,19.0,80,16,9,8,2,7,1,1,18,8.72,3.52,1.24,22.9%,9.3%
243,Tony Santillan,CIN,3,2,4.76,66,0,6,13,,66.1,292,62,38,35,10,30,2,4,70,9.53,4.05,1.39,24.1%,10.3%
244,Brandon Eisert,CHW,2,2,4.42,53,0,1,6,,55.0,234,51,29,27,8,18,2,3,53,8.60,2.93,1.25,22.5%,7.7%
245,Matt Gage,SFG,2,2,4.71,51,0,0,10,,52.2,231,55,30,28,6,20,2,2,44,7.46,3.44,1.42,18.9%,8.7%
246,Cole Winn,TEX,3,2,4.17,56,0,3,11,,63.0,274,54,31,29,6,32,2,4,56,7.95,4.51,1.36,20.4%,11.5%
247,Jayden Murray,HOU,1,1,4.12,27,0,0,1,,29.1,124,26,14,13,4,11,1,1,26,8.03,3.27,1.26,21.0%,8.5%
248,Roddery Munoz,HOU,2,2,4.50,40,1,0,7,,47.2,208,44,26,24,6,23,1,2,48,9.14,4.27,1.39,23.3%,10.9%
249,Taylor Clarke,ARI,2,2,4.46,51,0,0,10,,54.2,234,54,29,27,8,17,1,2,44,7.18,2.78,1.30,18.7%,7.2%
250,Spencer Bivens,SFG,2,2,4.55,59,0,2,14,,69.0,300,71,37,35,8,25,2,4,50,6.56,3.31,1.40,16.7%,8.4%
251,Carlos Estevez,KCR,3,2,4.62,63,0,32,2,,64.2,279,62,36,33,10,23,2,2,54,7.57,3.21,1.32,19.5%,8.3%
252,Wandy Peralta,SDP,3,2,3.95,58,0,0,10,,57.2,248,54,27,25,6,22,1,4,44,6.83,3.45,1.32,17.7%,8.9%
253,Miguel Ullola,HOU,1,1,3.83,18,0,0,0,,18.2,80,13,8,8,2,11,1,1,22,10.83,5.36,1.31,28.0%,13.9%
254,Drey Jameson,ARI,2,2,4.71,53,0,3,11,,57.1,252,59,32,30,7,23,2,3,48,7.46,3.61,1.42,18.9%,9.1%
255,Jason Foley,SFG,1,1,4.25,23,0,0,1,,23.1,100,24,12,11,2,7,1,1,17,6.67,2.66,1.34,17.3%,6.9%
256,Steven Cruz,KCR,1,1,4.41,37,0,0,1,,38.1,166,35,20,19,4,17,1,2,35,8.17,4.04,1.37,20.9%,10.3%
257,Gavin Hollowell,CHC,1,0,3.89,15,0,0,1,,16.1,70,14,8,7,2,7,1,1,17,9.53,3.93,1.26,24.9%,10.3%
258,Ben Joyce,LAA,1,1,4.39,39,0,7,0,,40.2,178,39,21,20,4,19,1,2,38,8.34,4.11,1.41,21.2%,10.4%
259,Sammy Peralta,MIL,1,0,4.11,15,0,0,1,,18.0,76,17,9,8,2,6,1,1,17,8.36,2.85,1.25,21.9%,7.5%
260,Chris Roycroft,STL,1,1,4.51,34,0,0,1,,37.0,164,37,20,19,3,18,1,2,29,6.98,4.26,1.47,17.6%,10.7%
261,Scott Alexander,SFG,2,2,4.01,27,0,0,0,,27.0,114,27,13,12,2,8,1,1,17,5.74,2.76,1.30,15.0%,7.2%
262,Kyle Wright,CHC,1,1,4.31,21,1,0,1,,28.0,121,26,14,13,3,11,1,2,25,8.06,3.67,1.34,20.8%,9.5%
263,Brock Burke,CIN,2,2,4.76,60,0,1,13,,61.0,263,63,35,32,10,17,2,2,52,7.71,2.58,1.33,19.9%,6.7%
264,Paxton Schultz,WSN,1,1,4.54,34,0,0,1,,40.2,177,37,22,20,5,19,1,1,39,8.59,4.27,1.39,21.9%,10.9%
265,Cole Wilcox,SEA,1,1,4.02,17,0,0,1,,18.2,80,17,9,8,2,7,1,1,16,7.93,3.26,1.28,20.7%,8.5%
266,Joe Jimenez,ATL,1,0,4.35,17,0,0,1,,17.1,74,15,9,8,2,6,0,1,20,10.35,3.34,1.26,27.0%,8.7%
267,DL Hall,MIL,2,2,4.32,44,0,0,6,,53.1,231,49,27,26,6,24,1,3,49,8.34,3.98,1.35,21.4%,10.2%
268,Kyle Backhus,PHI,1,1,4.31,20,0,0,1,,19.1,84,19,10,9,2,7,1,2,19,8.78,3.38,1.34,22.4%,8.6%
269,Ron Marinaccio,SDP,1,1,4.46,34,0,0,1,,38.1,167,33,20,19,5,19,1,3,38,9.00,4.42,1.37,22.9%,11.3%
270,Alex Lange,KCR,2,2,4.53,46,0,0,7,,45.0,199,41,24,23,5,25,1,3,47,9.33,4.95,1.45,23.4%,12.4%
271,Nolan Hoffman,PHI,1,0,4.19,16,0,0,1,,17.0,74,16,9,8,2,7,0,1,16,8.61,3.49,1.33,22.2%,9.0%
272,Felix Bautista,BAL,1,0,3.66,11,0,0,1,,11.2,49,8,5,5,1,6,0,0,15,11.57,4.54,1.23,30.6%,12.0%
273,Jordan Hicks,CHW,2,2,4.51,49,1,1,9,,57.0,252,55,31,29,5,27,1,5,47,7.36,4.33,1.45,18.5%,10.9%
274,Isaac Mattson,PIT,3,2,4.47,59,0,2,13,,64.1,279,56,34,32,9,32,1,2,60,8.42,4.47,1.36,21.5%,11.4%
275,Caleb Ferguson,CIN,2,2,4.57,55,0,0,10,,54.2,237,54,30,28,7,20,1,5,46,7.54,3.28,1.35,19.3%,8.4%
276,Carson Seymour,SFG,1,1,4.07,16,0,0,1,,21.1,93,21,10,10,2,9,1,1,20,8.47,3.92,1.41,21.6%,10.0%
277,Pierson Ohl,COL,1,2,5.19,27,2,0,0,,40.2,177,45,25,23,7,10,1,1,33,7.25,2.30,1.37,18.5%,5.9%
278,Domingo Gonzalez,SEA,1,1,3.96,16,0,0,0,,16.1,70,14,8,7,2,7,0,1,17,9.44,3.83,1.27,24.6%,10.0%
279,Tyler Gilbert,CHW,1,1,4.41,29,0,0,1,,31.1,135,30,16,15,4,11,1,2,28,8.05,3.29,1.31,20.8%,8.5%
280,James McArthur,KCR,1,1,4.54,29,0,1,1,,29.2,129,30,16,15,4,11,1,2,26,7.89,3.22,1.35,20.2%,8.3%
281,Colin Holderman,CLE,1,1,4.48,36,0,0,1,,36.2,159,34,19,18,4,15,1,3,32,7.85,3.77,1.36,20.0%,9.6%
282,Zack Kelly,BOS,3,2,4.39,51,0,0,12,,54.2,238,50,29,27,7,25,2,3,49,8.09,4.11,1.36,20.7%,10.5%
283,Anthony Molina,ATL,0,0,4.72,10,0,0,0,,19.0,83,21,11,10,2,6,0,1,15,7.15,2.78,1.40,18.2%,7.1%
284,Isaiah Campbell,ARI,1,1,4.25,19,0,0,0,,22.0,95,22,11,10,2,7,1,1,16,6.65,2.88,1.32,17.2%,7.5%
285,Ronan Kopp,LAD,1,0,3.61,11,0,0,0,,11.1,48,8,5,5,1,7,0,1,14,11.34,5.27,1.33,29.3%,13.6%
286,Jose Corniell,TEX,1,1,4.33,15,0,0,1,,17.2,75,17,9,8,2,5,1,1,17,8.79,2.71,1.24,23.0%,7.1%
287,Cole Sulser,TBR,2,2,4.37,45,0,0,10,,49.2,212,44,26,24,7,20,1,2,47,8.49,3.64,1.30,22.1%,9.5%
288,Yosver Zulueta,SEA,1,1,4.15,19,0,0,1,,21.0,91,18,10,10,2,10,1,1,22,9.37,4.47,1.38,24.0%,11.4%
289,Emiliano Teodo,TEX,1,0,3.53,12,0,0,0,,12.1,53,9,5,5,1,6,0,1,14,10.18,4.61,1.27,26.6%,12.1%
290,Lazaro Estrada,TOR,1,0,4.27,16,0,0,1,,20.2,88,18,10,10,3,7,1,1,21,8.96,3.09,1.24,23.5%,8.1%
291,Tim Mayza,PHI,1,1,4.31,24,0,0,1,,23.2,101,25,12,11,3,7,1,1,19,7.11,2.62,1.33,18.5%,6.8%
292,Greg Weissert,BOS,3,2,4.56,61,0,1,17,,62.1,269,60,34,32,8,23,2,3,51,7.37,3.40,1.34,19.0%,8.7%
293,Daysbel Hernandez,ATL,1,1,4.47,33,0,0,1,,35.1,155,30,19,17,4,20,1,2,37,9.54,5.04,1.42,24.0%,12.7%
294,Colin Poche,DET,1,2,4.36,25,0,0,1,,25.0,108,21,13,12,4,11,1,1,24,8.74,3.99,1.30,22.6%,10.3%
