#,Name,Team,G,AB,PA,HIP,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,NSB,AVG,OBP,SLG,OPS,BABIP,K%,BB%,real_AB,real_PA,real_HIP,real_H,real_1B,real_2B,real_3B,real_HR,real_R,real_RBI,real_BB,real_IBB,real_SO,real_HBP,real_SF,real_SH,real_SB,real_CS,real_NSB,real_AVG,real_OBP,real_SLG,real_OPS,real_BABIP,real_K%,real_BB%,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62
1,Ronald Acuna Jr.,ATL,150,190.057554,222,48.233093520000004,0.27194244603603607,0.7549668875147032,0.22516556284113703,0.019867549664892403,0.05467625900900901,0.1942446043243243,0.14388489207207208,0.11366906472972974,0.004316546761261262,0.15539568346846847,0.014388489207207207,0.005755395684684685,0.010071942445945945,0.08057553954954955,0.021582733810810814,0.058992805765765766,0.318,0.404069767,0.576470588,0.980540356,0.333333333,15.53956835,11.36690647,192,222,44,0.21621621621621623,0.7954545454545454,0.18181818181818182,0.022727272727272728,0.018018018018018018,0.17117117117117117,0.06756756756756757,0.12162162162162163,0.0,0.23873873873873874,0.013513513513513514,0.0,0.0,0.07207207207207207,0.013513513513513514,0.05855855855855856,0.25,0.351,0.365,0.716,0.326,23.9,12.2,,,,,,,,,
2,Mookie Betts,LAD,150,440.2705036,516,98.74532378,0.23884892093023255,0.7142857139963696,0.2706766915823667,0.015037593975672921,0.04748201437984496,0.1669064748255814,0.12805755395348836,0.11798561151162791,0.0028776978410852715,0.1597122302131783,0.012949640286821705,0.005755395684108527,0.010071942445736434,0.021582733817829457,0.005755395684108527,0.01582733812984496,0.279,0.373546512,0.514333895,0.887880407,0.293598234,15.97122302,11.79856115,450,516,111,0.25193798449612403,0.7387387387387387,0.21621621621621623,0.04504504504504504,0.03682170542635659,0.14534883720930233,0.14534883720930233,0.1182170542635659,0.003875968992248062,0.11046511627906977,0.001937984496124031,0.007751937984496124,0.0,0.031007751937984496,0.003875968992248062,0.027131782945736434,0.289,0.372,0.491,0.863,0.294,11.0,11.8,,,,,,,,,
3,Marcus Semien,TEX,150,637.418705,718,140.50071938999997,0.23597122298050138,0.7352941176993928,0.24264705887638663,0.022058823538099185,0.04028776979108635,0.14676258997214484,0.11510791366295266,0.089208633091922,0.0014388489206128134,0.1640287770194986,0.007194244604456825,0.005755395683844011,0.010071942445682451,0.023021582729805014,0.007194244604456825,0.015827338133704735,0.265,0.335755814,0.465153971,0.800909785,0.283924843,16.4028777,8.920863309,650,718,131,0.21448467966573817,0.7786259541984732,0.20610687022900764,0.015267175572519083,0.03203342618384401,0.14066852367688024,0.10306406685236769,0.08913649025069638,0.002785515320334262,0.14623955431754876,0.004178272980501393,0.001392757660167131,0.0,0.011142061281337047,0.004178272980501393,0.006963788300835654,0.237,0.308,0.391,0.699,0.25,14.6,8.9,,,,,,,,,
4,Steven Kwan,CLE,150,472.8901734,540,125.635838113,0.24566473981481482,0.7577639753903076,0.20496894418643913,0.031055900629967405,0.013005780346296295,0.13150289016666666,0.08381502890740741,0.09971098266666667,0.002890173411111111,0.10693641618518519,0.008670520231481483,0.00578034682037037,0.008670520231481483,0.028901734111111112,0.008670520231481483,0.02023121387037037,0.28,0.357664234,0.394389439,0.752053673,0.305502846,10.69364162,9.971098266,480,540,126,0.25925925925925924,0.8492063492063492,0.12698412698412698,0.023809523809523808,0.025925925925925925,0.1537037037037037,0.08148148148148149,0.09814814814814815,0.0,0.09444444444444444,0.009259259259259259,0.0,0.003703703703703704,0.022222222222222223,0.009259259259259259,0.012962962962962963,0.292,0.368,0.425,0.793,0.304,9.4,9.8,,,,,,,,,
5,Christian Yelich,MIL,150,266.6086957,315,60.260869568,0.22173913044444443,0.749999999900433,0.23484848478713544,0.01515151514648651,0.030434782609523807,0.14347826085714285,0.10144927536507936,0.13043478260317462,0.008695652174603174,0.22898550723809524,0.008695652174603174,0.0057971014507936505,0.008695652174603174,0.03333333333333333,0.007246376812698413,0.02608695652063492,0.262,0.364035088,0.429794521,0.793829608,0.322738386,22.89855072,13.04347826,270,315,74,0.2698412698412698,0.7972972972972973,0.16216216216216217,0.04054054054054054,0.03492063492063492,0.13968253968253969,0.13333333333333333,0.12698412698412698,0.009523809523809525,0.18412698412698414,0.006349206349206349,0.0031746031746031746,0.0031746031746031746,0.06666666666666667,0.0031746031746031746,0.06349206349206349,0.315,0.406,0.504,0.909,0.366,18.4,12.7,,,,,,,,,
6,Fernando Tatis Jr.,SDP,150,387.2173913,438,83.79130438000001,0.24492753630136987,0.7272727269363937,0.2651515149978143,0.007575757576480873,0.053623188401826484,0.1579710144977169,0.13623188406392694,0.09420289856164382,0.0014492753630136988,0.214492753630137,0.007246376810502284,0.00579710144977169,0.008695652173515981,0.0420289855022831,0.01159420289954338,0.030434782602739723,0.277,0.349415205,0.519672131,0.869087336,0.307692308,21.44927536,9.420289855,398,438,89,0.2511415525114155,0.7528089887640449,0.23595505617977527,0.011235955056179775,0.04794520547945205,0.1461187214611872,0.11187214611872145,0.0730593607305936,0.0,0.2191780821917808,0.01598173515981735,0.00228310502283105,0.0,0.02511415525114155,0.00684931506849315,0.0182648401826484,0.276,0.34,0.492,0.833,0.316,21.9,7.3,,,,,,,,,
7,Kyle Schwarber,PHI,150,569.2906977,692,85.49418605,0.18459302326589597,0.7411764705607137,0.2470588234812489,0.02352941176401784,0.06104651163294798,0.15406976748554913,0.13226744186416187,0.15261627904624278,0.005813953488439306,0.2877906976878613,0.010174418604046243,0.005813953488439306,0.00872093023265896,0.00872093023265896,0.002906976744219653,0.005813953488439306,0.224,0.350439883,0.492932862,0.843372745,0.257575758,28.77906977,15.26162791,573,692,104,0.20520231213872833,0.7884615384615384,0.21153846153846154,0.0,0.05491329479768786,0.15895953757225434,0.15028901734104047,0.1531791907514451,0.005780346820809248,0.2846820809248555,0.0072254335260115606,0.011560693641618497,0.0,0.0072254335260115606,0.004335260115606936,0.002890173410404624,0.248,0.366,0.485,0.851,0.301,28.5,15.3,,,,,,,,,
8,Jose Altuve,HOU,147,596.0,682,137.0,0.23900293255131966,0.7518248175182481,0.24087591240875914,0.014598540145985401,0.03812316715542522,0.15249266862170088,0.1158357771260997,0.09970674486803519,0.001466275659824047,0.1627565982404692,0.011730205278592375,0.005865102639296188,0.008797653958944282,0.02346041055718475,0.007331378299120235,0.016129032258064516,0.274,0.353550296,0.468120805,0.821671101,0.295896328,16.27565982,9.970674487,628,682,165,0.27126099706744866,0.8121212121212121,0.18787878787878787,0.0,0.02932551319648094,0.1378299120234604,0.09530791788856305,0.0689149560117302,0.002932551319648094,0.1744868035190616,0.010263929618768328,0.0,0.0,0.03225806451612903,0.010263929618768328,0.021994134897360705,0.295,0.35,0.439,0.79,0.337,17.4,6.9,,,,,,,,,
9,Corbin Carroll,ARI,150,598.3740795,684,137.00147277,0.23858615614035086,0.7058823528295418,0.2352941176341779,0.05882352940489488,0.03829160530701754,0.1531664211988304,0.12223858615497077,0.09425625921052631,0.0014727540497076023,0.2047128130116959,0.017673048596491228,0.007363770249999999,0.007363770249999999,0.06185567010233918,0.016200294546783626,0.04565537555555555,0.273,0.352592593,0.484848485,0.837441077,0.313364055,20.4712813,9.42562592,589,684,114,0.19883040935672514,0.6842105263157895,0.19298245614035087,0.12280701754385964,0.03216374269005848,0.17690058479532164,0.10818713450292397,0.1067251461988304,0.0,0.19005847953216373,0.014619883040935672,0.013157894736842105,0.0043859649122807015,0.05116959064327485,0.011695906432748537,0.039473684210526314,0.231,0.322,0.428,0.749,0.256,19.0,10.7,,,,,,,,,
10,Nico Hoerner,CHC,150,575.8615611,641,150.10162005,0.2518409425897036,0.7798742136227862,0.19496855343900732,0.025157232698368868,0.017673048595943836,0.1310751104524181,0.09278350514820592,0.07216494845553822,0.001472754049921997,0.12076583210608426,0.016200294555382216,0.005891016199687988,0.008836524301092044,0.048600883650546024,0.013254786450858033,0.035346097207488304,0.281,0.34272997,0.403278689,0.746008659,0.305769231,12.07658321,7.216494845,582,641,152,0.24804992199687986,0.7631578947368421,0.23026315789473684,0.006578947368421052,0.0109204368174727,0.13416536661466458,0.0748829953198128,0.0686427457098284,0.0015600624024961,0.1029641185647426,0.0187207488299532,0.0046801872074883,0.0,0.0483619344773791,0.0093603744149766,0.0390015600624025,0.273,0.335,0.373,0.708,0.297,10.3,6.9,,,,,,,,,
