#,Name,Team,G,AB,PA,HIP,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,NSB,AVG,OBP,SLG,OPS,BABIP,K%,BB%,real_AB,real_PA,real_HIP,real_H,real_1B,real_2B,real_3B,real_HR,real_R,real_RBI,real_BB,real_IBB,real_SO,real_HBP,real_SF,real_SH,real_SB,real_CS,real_NSB,real_AVG,real_OBP,real_SLG,real_OPS,real_BABIP,real_K%,real_BB%
1,Aaron Judge,NYY,156,385.0744047619048,458.0,75.65178571428572,0.2336309523809524,0.7747747747747747,0.22522522522522523,0.0,0.06845238095238096,0.16517857142857145,0.17113095238095238,0.14136904761904762,0.017857142857142856,0.2544642857142857,0.008928571428571428,0.005952380952380953,0.0029761904761904756,0.016369047620087337,0.004464285714285714,0.011904761904761906,0.278,0.385074627,0.566371681,0.951446308,0.315340909,25.44642857,14.13690476,367,458,61,0.21397379912663755,0.7377049180327869,0.26229508196721313,0.0,0.08078602620087336,0.17248908296943233,0.16375545851528384,0.19213973799126638,0.019650655021834062,0.2838427947598253,0.0,0.006550218340611353,0.0,0.006550218340611353,0.002183406113537118,0.004366812227074236,0.267,0.406,0.613,1.019,0.3,28.4,19.2
2,Nolan Arenado,STL,156,551.8928571428571,612.0,122.94642857142858,0.24404761904761904,0.7185185185185184,0.274074074074074,0.007407407407407406,0.043154761904761904,0.12053571428571427,0.15327380952380956,0.08184523809523811,0.005952380952380952,0.12648809523809523,0.008928571428571428,0.007440476190476191,0.0,0.007440476190476191,0.0029761904761904773,0.004464285714285714,0.271,0.334821429,0.478547855,0.813369283,0.271629779,12.64880952,8.18452381,560,612,123,0.2434640522875817,0.7723577235772358,0.21138211382113822,0.016260162601626018,0.042483660130718956,0.11601307189542484,0.15196078431372548,0.06699346405228758,0.008169934640522876,0.1650326797385621,0.004901960784313725,0.013071895424836602,0.0,0.004901960784313725,0.004901960784313725,0.0,0.266,0.315,0.459,0.774,0.279,16.5,6.7
3,Trea Turner,PHI,156,630.3318452380953,691.0,161.43898809523807,0.2663690476190476,0.7515923566878981,0.22292993630573252,0.02547770700636943,0.03273809523809524,0.14732142857142858,0.12053571428571429,0.06994047619047619,0.001488095238095238,0.17708333333333331,0.007440476190476192,0.005952380952380952,0.004464285714285715,0.04166666666666667,0.007440476190476192,0.03422619047619048,0.292,0.34529148,0.469820555,0.815112034,0.329831933,17.70833333,6.994047619,639,691,144,0.2460202604920405,0.7222222222222222,0.24305555555555555,0.034722222222222224,0.03762662807525326,0.1476121562952243,0.10998552821997105,0.06512301013024602,0.002894356005788712,0.2170767004341534,0.008683068017366137,0.001447178002894356,0.0,0.04341534008683068,0.0,0.04341534008683068,0.266,0.32,0.459,0.778,0.31,21.7,6.5
4,Francisco Lindor,NYM,156,611.3482142857143,687.0,128.8125,0.22470238095238096,0.7539682539682541,0.2142857142857143,0.031746031746031744,0.03720238095238095,0.13095238095238096,0.1324404761904762,0.08779761904761904,0.004464285714285714,0.18154761904761904,0.011904761904761906,0.007440476190476191,0.0029761904761904765,0.022321428571428572,0.007440476190476191,0.014880952380952382,0.252,0.325373134,0.436454849,0.761827984,0.276315789,18.1547619,8.779761905,602,687,122,0.22270742358078602,0.7131147540983607,0.27049180327868855,0.01639344262295082,0.04512372634643377,0.1572052401746725,0.14264919941775836,0.09606986899563319,0.001455604075691412,0.19941775836972345,0.017467248908296942,0.010189228529839884,0.0,0.04512372634643377,0.005822416302765648,0.039301310043668124,0.254,0.336,0.47,0.806,0.277,19.9,9.6
5,Manny Machado,SDP,156,533.9241071428572,601.0,115.37053571428572,0.23660714285714288,0.7596899224806202,0.2325581395348837,0.007751937984496124,0.044642857142857144,0.13690476190476192,0.1488095238095238,0.09821428571428573,0.013392857142857142,0.1875,0.004464285714285715,0.00892857142857143,0.0014880952380952382,0.014880952380952382,0.004464285714285715,0.010416666666666668,0.266,0.339285714,0.470686767,0.809972481,0.288590604,18.75,9.821428571,543,601,110,0.23294509151414308,0.8090909090909091,0.19090909090909092,0.0,0.04991680532445923,0.12479201331114809,0.15141430948419302,0.08319467554076539,0.0016638935108153079,0.18136439267886856,0.0033277870216306157,0.009983361064891847,0.0,0.004991680532445923,0.0033277870216306157,0.0016638935108153079,0.258,0.319,0.462,0.782,0.268,18.1,8.3
6,Austin Riley,ATL,156,637.3288690476192,715.0000000000001,136.1904761904762,0.24404761904761904,0.7265625,0.2578125,0.015625,0.05357142857142857,0.13839285714285712,0.16071428571428567,0.08184523809523808,0.002976190476190476,0.2425595238095238,0.017857142857142856,0.007440476190476189,0.0014880952380952378,0.0014880952380952378,0.0014880952380952378,0.0,0.274,0.344262295,0.515859766,0.860122061,0.316049383,24.25595238,8.18452381,636,715,142,0.25034965034965034,0.7535211267605634,0.22535211267605634,0.02112676056338028,0.05174825174825175,0.16363636363636364,0.13566433566433567,0.08251748251748252,0.005594405594405594,0.24055944055944056,0.012587412587412588,0.015384615384615385,0.0,0.004195804195804196,0.0013986013986013986,0.002797202797202797,0.281,0.345,0.516,0.861,0.324,24.1,8.3
7,Marcus Semien,TEX,156,674.5624999999999,752.9999999999999,143.42857142857142,0.23065476190476192,0.7265625,0.2421875,0.03125,0.04017857142857143,0.14136904761904762,0.11160714285714288,0.08779761904761905,0.0,0.17410714285714285,0.004464285714285714,0.005952380952380953,0.004464285714285714,0.028273809523809524,0.008928571428571428,0.019345238095238096,0.257,0.324850299,0.456810631,0.781660931,0.277056277,17.41071429,8.779761905,670,753,156,0.2456839309428951,0.717948717948718,0.2564102564102564,0.02564102564102564,0.03851261620185923,0.16201859229747675,0.13280212483399734,0.09561752988047809,0.0013280212483399733,0.1460823373173971,0.006640106241699867,0.006640106241699867,0.0,0.01859229747675963,0.00398406374501992,0.014608233731739707,0.276,0.348,0.478,0.826,0.291,14.6,9.6
8,Rafael Devers,BOS,156,588.6428571428571,656.0,134.7142857142857,0.2544642857142857,0.6884057971014494,0.29710144927536236,0.014492753623188408,0.049107142857142856,0.150297619047619,0.15625,0.08333333333333331,0.013392857142857142,0.19345238095238093,0.010416666666666666,0.005952380952380952,0.002976190476190476,0.00744047619047619,0.004464285714285714,0.002976190476190476,0.284,0.349253731,0.52238806,0.871641791,0.310810811,19.3452381,8.333333333,580,656,124,0.23932926829268292,0.7258064516129032,0.27419354838709675,0.0,0.05030487804878049,0.13719512195121952,0.1524390243902439,0.09451219512195122,0.01524390243902439,0.19207317073170732,0.01676829268292683,0.004573170731707317,0.0,0.007621951219512195,0.001524390243902439,0.006097560975609756,0.271,0.351,0.5,0.851,0.292,19.2,9.5
9,Freddie Freeman,LAD,156,630.0595238095237,730.0,156.42857142857142,0.25297619047619047,0.75,0.23611111111111113,0.013888888888888886,0.038690476190476185,0.15327380952380953,0.14583333333333331,0.11904761904109588,0.017857142857142856,0.15327380952380953,0.008928571428571428,0.005952380952380952,0.002976190476190475,0.014880952380952377,0.004464285714285714,0.010416666666666666,0.293,0.382089552,0.493103448,0.875193001,0.316483516,15.32738095,11.9047619,637,730,182,0.28904109589041094,0.6648351648351648,0.3241758241758242,0.01098901098901099,0.03972602739726028,0.17945205479452056,0.13972602739726028,0.09863013698630137,0.01643835616438356,0.16575342465753426,0.021917808219178082,0.00684931506849315,0.0,0.031506849315068496,0.0013698630136986301,0.030136986301369864,0.331,0.41,0.567,0.976,0.37,16.6,9.9
10,Paul Goldschmidt,STL,156,599.0803571428571,687.0,134.94642857142856,0.23958333333333334,0.7424242424242425,0.25000000000000006,0.007575757575757577,0.04315476190476191,0.13988095238095236,0.1473214285714286,0.11160714285714285,0.0014880952380952382,0.21875,0.007440476190476191,0.007440476190476191,0.0014880952380952382,0.010416666666666666,0.0029761904761904765,0.007440476190476191,0.274,0.359165425,0.482935154,0.842100578,0.318072289,21.875,11.16071429,593,687,134,0.2314410480349345,0.7686567164179104,0.23134328358208955,0.0,0.036390101892285295,0.12954876273653565,0.11644832605531295,0.12663755458515283,0.008733624454148471,0.23435225618631733,0.004366812227074236,0.004366812227074236,0.0,0.01601164483260553,0.002911208151382824,0.013100436681222707,0.268,0.363,0.447,0.81,0.327,23.4,12.7
