#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,NSB,AVG,OBP,SLG,OPS,BABIP,K%,BB%
291,David Hamilton,MIL,44,170,189,38,25,7,1,5,24,19,16,0,46,1,1,1,16,4,12,0.223,0.294,0.359,0.653,0.276,24.30%,8.70%
292,Andrew Vaughn,MIL,130,509,560,125,78,26,1,20,58,75,41,0,111,6,4,0,0,0,0,0.246,0.307,0.417,0.724,0.276,19.80%,7.30%
293,Rhys Hoskins,CLE,100,376,434,84,49,17,1,17,48,54,48,1,119,5,4,0,2,1,1,0.223,0.316,0.409,0.725,0.273,27.50%,11.00%
294,Nasim Nunez,WSN,75,283,322,64,51,9,1,4,37,27,32,0,76,2,2,3,24,6,18,0.227,0.307,0.303,0.609,0.295,23.50%,9.90%
295,Michael Massey,KCR,76,305,329,76,51,15,1,9,34,37,16,0,61,3,3,1,2,1,1,0.249,0.291,0.392,0.684,0.281,18.60%,4.90%
296,Pavin Smith,ARI,105,393,455,93,59,20,1,13,52,52,57,1,116,2,4,0,3,1,2,0.237,0.333,0.391,0.724,0.3,25.50%,12.40%
297,Gavin Sheets,SDP,115,448,497,108,68,22,1,16,49,60,41,1,102,4,4,1,2,1,1,0.24,0.307,0.403,0.71,0.274,20.60%,8.20%
298,Casey Schmitt,SFG,49,191,210,47,31,9,0,7,23,25,14,0,47,2,2,1,1,0,1,0.247,0.305,0.403,0.708,0.294,22.60%,6.80%
299,Miguel Rojas,LAD,41,159,175,41,29,8,0,3,19,18,12,0,24,2,1,1,3,1,2,0.256,0.311,0.374,0.685,0.28,13.60%,6.70%
300,J.C. Escarra,NYY,32,115,130,27,18,6,1,3,14,14,12,0,24,1,1,0,1,0,1,0.235,0.313,0.369,0.682,0.268,18.10%,9.40%
301,George Valera,CLE,86,329,371,76,48,14,1,13,45,42,37,0,105,2,2,1,2,1,1,0.231,0.312,0.399,0.71,0.296,28.30%,10.00%
302,Spencer Steer,CIN,87,334,378,79,48,17,1,12,43,47,36,0,81,5,2,0,6,2,4,0.237,0.319,0.407,0.726,0.274,21.30%,9.70%
303,Carson Benge,NYM,83,316,357,76,50,15,3,9,45,40,33,1,77,5,2,1,8,2,6,0.241,0.32,0.385,0.705,0.291,21.70%,9.30%
304,Coby Mayo,BAL,34,131,147,30,17,7,1,6,18,19,13,0,41,2,1,0,1,0,1,0.233,0.309,0.431,0.74,0.289,27.80%,8.90%
305,Jeremiah Jackson,BAL,62,249,266,61,38,13,1,9,30,33,13,0,61,2,2,0,4,2,2,0.244,0.285,0.411,0.696,0.286,22.90%,4.80%
306,JJ Bleday,CIN,78,295,336,68,38,15,1,14,42,43,37,1,76,1,2,0,2,1,1,0.23,0.317,0.424,0.741,0.261,22.70%,11.00%
307,Graham Pauley,MIA,70,269,301,61,39,13,1,8,34,33,26,0,61,3,2,1,4,1,3,0.229,0.303,0.379,0.681,0.263,20.10%,8.70%
308,Edgar Quero,CHW,112,414,466,104,77,18,0,10,45,48,41,0,85,6,4,1,1,1,0,0.252,0.326,0.365,0.691,0.293,18.20%,8.90%
309,Drew Millas,WSN,36,127,141,32,22,6,1,2,15,14,11,1,24,1,1,1,3,1,2,0.247,0.31,0.366,0.676,0.285,16.90%,7.90%
310,Braxton Fulford,COL,52,183,205,45,28,9,1,6,24,25,15,0,55,5,2,1,2,1,1,0.244,0.316,0.404,0.72,0.314,26.70%,7.50%
311,Alex Call,LAD,32,119,140,28,19,6,0,4,17,16,17,0,26,2,1,1,2,1,1,0.24,0.344,0.389,0.733,0.276,18.80%,12.30%
312,Jordan Beck,COL,130,509,560,128,82,25,4,16,64,63,45,0,155,3,3,0,16,5,11,0.252,0.315,0.414,0.729,0.329,27.70%,8.00%
313,Jake Bauers,MIL,73,272,315,59,33,12,1,13,37,38,38,1,96,2,2,0,8,2,6,0.216,0.316,0.408,0.724,0.277,30.30%,12.10%
314,Kyle Karros,COL,50,194,217,51,35,11,1,3,25,22,19,1,50,3,1,0,2,0,2,0.261,0.332,0.381,0.713,0.331,22.80%,8.70%
315,Blake Perkins,MIL,50,190,217,42,29,8,1,4,25,21,23,0,59,1,2,1,7,2,5,0.223,0.308,0.341,0.649,0.298,27.30%,10.50%
316,Kody Clemens,MIN,53,210,231,48,28,9,2,9,28,30,16,0,56,2,1,1,2,1,1,0.231,0.292,0.424,0.716,0.267,24.20%,7.10%
317,Ryan Ritter,COL,44,168,189,43,28,9,2,5,23,22,14,0,49,4,1,2,3,1,2,0.253,0.323,0.404,0.728,0.328,25.90%,7.60%
318,Travis d'Arnaud,LAA,58,211,231,46,27,11,1,7,23,25,14,0,65,4,1,0,0,0,0,0.216,0.276,0.376,0.652,0.274,28.40%,6.20%
319,Leo Rivas,SEA,37,133,161,29,22,4,0,2,19,14,23,0,40,2,1,2,7,2,5,0.215,0.334,0.301,0.635,0.288,25.10%,14.20%
320,Moises Ballesteros,CHC,86,332,368,88,62,16,1,9,39,43,30,2,63,3,3,1,2,1,1,0.264,0.327,0.4,0.727,0.3,17.20%,8.10%
321,Tyler Austin,CHC,55,212,238,52,30,12,1,10,29,33,23,2,60,1,2,0,1,0,1,0.247,0.32,0.445,0.765,0.295,25.10%,9.50%
322,Javier Sanoja,MIA,53,212,231,55,38,12,2,3,24,24,14,0,24,1,2,1,5,3,2,0.258,0.305,0.379,0.685,0.275,10.40%,6.10%
323,Jake Fraley,TBR,94,362,406,88,61,16,1,10,45,43,37,1,83,5,2,1,13,4,9,0.243,0.32,0.37,0.69,0.288,20.50%,9.20%
324,Miguel Andujar,SDP,84,339,364,93,65,17,1,9,39,44,20,1,54,2,2,1,2,1,1,0.274,0.317,0.415,0.732,0.3,14.70%,5.50%
325,Justyn-Henry Malloy,TBR,47,171,203,41,27,8,0,5,24,22,27,0,55,3,1,0,1,0,1,0.238,0.348,0.381,0.73,0.317,27.20%,13.20%
326,Mauricio Dubon,ATL,78,313,336,81,59,16,1,5,37,33,17,0,41,2,3,2,3,1,2,0.258,0.297,0.366,0.663,0.28,12.20%,5.00%
327,Liam Hicks,MIA,73,261,305,64,47,11,1,4,30,29,34,0,48,7,3,1,2,0,2,0.244,0.343,0.344,0.687,0.281,15.70%,11.00%
328,Joey Loperfido,HOU,92,361,399,86,55,18,2,11,45,48,27,1,111,7,2,2,7,3,4,0.238,0.301,0.392,0.693,0.31,27.90%,6.70%
329,Cesar Salazar,HOU,42,144,166,30,21,6,0,3,17,17,15,0,34,5,1,1,1,0,1,0.209,0.304,0.322,0.625,0.247,20.50%,9.00%
330,Angel Martinez,CLE,62,243,266,57,38,12,1,6,29,27,17,0,57,3,2,2,4,1,3,0.236,0.29,0.37,0.66,0.281,21.20%,6.20%
331,Thomas Saggese,STL,47,186,203,46,32,9,1,4,22,21,12,0,51,2,1,0,2,1,1,0.249,0.301,0.374,0.676,0.318,25.20%,6.00%
332,Rob Refsnyder,SEA,62,232,266,54,34,11,0,8,31,31,28,1,75,4,2,0,3,1,2,0.233,0.323,0.39,0.713,0.305,28.00%,10.50%
333,Noelvi Marte,CIN,125,495,539,125,83,23,2,17,67,65,34,1,119,6,4,1,15,5,10,0.253,0.307,0.411,0.718,0.298,22.00%,6.30%
334,Amed Rosario,NYY,53,218,231,57,41,10,2,4,25,26,9,0,41,2,1,0,4,1,3,0.262,0.297,0.382,0.679,0.303,17.60%,4.10%
335,Andrew Benintendi,CHW,121,472,525,118,81,20,1,16,58,62,45,2,91,3,4,0,3,1,2,0.251,0.317,0.4,0.717,0.277,17.30%,8.60%
336,Darell Hernaiz,ATH,37,145,161,38,28,8,1,2,18,16,13,0,23,1,1,1,3,1,2,0.262,0.324,0.369,0.692,0.296,14.30%,7.80%
337,Luke Raley,SEA,65,245,280,55,33,11,1,10,32,33,21,0,85,11,2,1,4,1,3,0.222,0.309,0.389,0.698,0.295,30.40%,7.40%
338,Lane Thomas,KCR,97,376,420,87,54,18,2,13,50,48,35,0,108,5,4,1,14,5,9,0.232,0.303,0.392,0.695,0.288,25.80%,8.30%
339,Andy Ibanez,ATH,53,210,231,52,34,11,1,5,25,26,16,0,45,3,1,0,3,1,2,0.245,0.305,0.382,0.687,0.285,19.30%,7.00%
340,Austin Wynns,ATH,42,152,166,35,24,7,0,4,16,19,11,0,46,1,1,1,1,0,1,0.233,0.29,0.363,0.653,0.304,27.50%,6.90%
341,Sam Haggerty,TEX,60,231,259,57,40,11,2,3,32,24,21,1,57,3,2,1,13,3,10,0.247,0.317,0.36,0.677,0.311,22.00%,8.30%
342,Javier Baez,DET,89,362,385,86,58,16,2,10,41,45,14,0,91,5,3,1,6,1,5,0.237,0.273,0.376,0.649,0.287,23.70%,3.80%
343,Christian Vazquez,,39,141,154,32,23,6,0,3,14,14,10,0,29,1,1,1,1,1,0,0.227,0.281,0.326,0.607,0.265,19.00%,6.40%
344,Jordan Walker,STL,126,495,546,118,77,24,1,15,56,60,41,1,143,6,3,1,10,3,7,0.238,0.303,0.386,0.689,0.302,26.20%,7.50%
345,Ben Williamson,TBR,47,185,203,46,34,10,1,2,21,19,14,0,42,2,1,1,4,1,3,0.251,0.311,0.347,0.657,0.313,20.80%,6.90%
346,Alan Roden,MIN,37,142,161,36,25,8,1,3,19,17,14,0,28,4,1,0,2,1,1,0.257,0.338,0.384,0.722,0.298,17.20%,8.80%
347,Andres Chaparro,WSN,55,214,238,51,31,11,0,8,26,30,20,0,57,2,2,0,1,0,1,0.239,0.309,0.412,0.721,0.285,23.80%,8.30%
348,Michael Conforto,,68,257,294,58,35,12,0,11,34,34,30,0,73,4,2,0,1,0,1,0.226,0.316,0.399,0.715,0.271,24.70%,10.40%
349,Rafael Marchan,PHI,32,113,128,26,18,5,0,2,13,13,11,0,21,2,1,1,0,0,0,0.231,0.307,0.344,0.651,0.262,16.40%,8.50%
350,Will Benson,CIN,50,190,217,43,25,8,2,8,27,26,23,0,66,2,2,1,5,2,3,0.225,0.312,0.412,0.724,0.296,30.50%,10.60%
351,Gary Sanchez,MIL,36,128,144,28,16,5,0,7,16,20,12,0,39,3,1,0,0,0,0,0.222,0.3,0.424,0.724,0.259,27.20%,8.10%
352,Johan Rojas,PHI,40,161,175,40,29,7,1,2,20,17,9,0,37,2,1,2,9,2,7,0.247,0.294,0.35,0.644,0.306,21.30%,5.40%
353,Johnathan Rodriguez,CLE,41,157,175,39,26,7,1,6,19,22,15,0,50,1,1,0,1,1,0,0.25,0.319,0.415,0.734,0.326,28.60%,8.80%
354,Thairo Estrada,,36,143,154,37,26,7,1,4,17,17,7,0,29,3,1,0,3,1,2,0.256,0.299,0.389,0.688,0.297,19.10%,4.40%
355,Ezequiel Duran,TEX,66,267,287,66,44,15,1,6,31,29,15,0,68,3,2,1,9,2,7,0.246,0.292,0.376,0.668,0.307,23.60%,5.10%
356,Jon Berti,,39,151,168,38,29,6,1,2,19,14,13,0,36,2,1,1,10,3,7,0.248,0.313,0.337,0.65,0.309,21.20%,7.80%
357,Brett Harris,ATH,36,135,154,32,22,6,0,4,17,17,14,0,32,3,1,1,2,1,1,0.235,0.317,0.363,0.68,0.279,20.60%,9.10%
358,Matt Vierling,DET,52,202,224,49,34,9,1,5,25,23,18,0,52,2,2,0,3,1,2,0.245,0.311,0.381,0.691,0.302,23.30%,8.00%
359,Jonny DeLuca,TBR,68,267,294,62,41,11,3,8,32,31,21,1,61,4,2,1,9,2,7,0.232,0.296,0.379,0.675,0.272,20.80%,7.10%
360,James Outman,MIN,44,165,189,36,21,7,1,6,24,20,19,0,64,3,1,0,4,1,3,0.216,0.307,0.389,0.696,0.304,33.70%,10.20%
361,Taylor Walls,TBR,73,277,315,59,40,12,2,5,35,28,32,0,74,1,3,1,13,4,9,0.213,0.295,0.322,0.617,0.269,23.60%,10.30%
362,Tyrone Taylor,NYM,65,257,280,60,38,14,2,6,32,28,14,1,63,5,2,1,7,2,5,0.232,0.284,0.372,0.656,0.281,22.50%,5.10%
363,Cody Freeman,TEX,49,194,210,48,32,10,0,5,24,23,12,0,32,1,2,1,3,1,2,0.245,0.292,0.38,0.672,0.266,15.10%,5.80%
364,Zack Gelof,ATH,26,100,112,23,14,5,0,4,14,14,10,0,36,1,1,0,3,1,2,0.228,0.299,0.399,0.698,0.31,32.10%,8.80%
365,Yohel Pozo,STL,42,165,173,44,29,10,0,5,18,21,5,0,21,1,1,0,1,0,1,0.264,0.288,0.415,0.703,0.276,12.10%,3.10%
366,Daniel Schneemann,CLE,44,168,189,37,23,8,1,5,21,19,18,0,51,1,1,1,4,1,3,0.219,0.298,0.359,0.658,0.284,27.10%,9.70%
367,Starling Marte,,66,261,287,69,50,11,1,7,33,31,18,0,62,5,2,1,8,2,6,0.262,0.32,0.387,0.707,0.319,21.60%,6.10%
368,Randal Grichuk,,63,251,273,61,37,13,1,9,32,32,17,1,58,3,2,0,1,1,0,0.244,0.297,0.419,0.717,0.28,21.20%,6.30%
369,Jimmy Crooks,STL,26,94,103,22,15,4,0,2,11,11,7,0,28,1,1,0,0,0,0,0.238,0.297,0.367,0.664,0.309,26.70%,6.90%
370,Jahmai Jones,DET,29,108,126,26,16,6,1,4,17,15,14,0,31,3,1,1,2,1,1,0.244,0.341,0.42,0.761,0.305,24.40%,10.80%
371,James McCann,ARI,49,178,194,43,28,9,0,5,20,22,10,0,50,3,2,1,1,0,1,0.239,0.288,0.378,0.666,0.3,25.70%,5.30%
372,Otto Kemp,PHI,63,242,273,57,35,12,1,8,34,35,19,1,78,9,2,0,5,2,3,0.234,0.313,0.395,0.708,0.307,28.50%,7.10%
373,Jett Williams,MIL,34,129,147,29,17,7,1,3,18,16,15,0,39,2,1,0,5,2,3,0.222,0.307,0.369,0.676,0.29,26.70%,10.00%
374,Jasson Dominguez,NYY,26,100,112,25,17,4,0,3,15,13,11,0,28,1,1,0,5,1,4,0.25,0.325,0.403,0.728,0.312,25.00%,9.60%
375,Christopher Morel,MIA,73,280,315,62,36,12,1,12,37,39,30,1,94,3,2,1,6,2,4,0.223,0.303,0.409,0.712,0.285,29.90%,9.40%
376,Max Kepler,,32,125,140,30,18,6,0,5,17,17,13,0,29,1,1,0,1,0,1,0.237,0.312,0.409,0.721,0.267,20.40%,9.00%
377,Masataka Yoshida,BOS,40,159,175,44,31,9,0,4,19,21,12,0,23,3,1,0,2,0,2,0.278,0.338,0.422,0.76,0.301,13.20%,6.90%
378,Carlos Cortes,ATH,37,144,161,34,21,8,0,5,19,19,14,0,34,1,1,0,1,0,1,0.239,0.309,0.404,0.712,0.277,21.30%,8.80%
379,Triston Casas,BOS,32,121,140,29,17,6,0,6,16,18,18,1,35,1,1,0,0,0,0,0.24,0.34,0.434,0.774,0.289,25.10%,12.60%
380,Ryan Waldschmidt,ARI,36,133,154,32,22,6,1,3,19,16,17,0,33,3,1,0,4,1,3,0.239,0.336,0.36,0.696,0.295,21.70%,11.10%
381,Nathan Church,STL,45,178,196,45,34,8,1,3,23,20,13,0,27,2,1,1,5,1,4,0.253,0.31,0.359,0.669,0.281,13.80%,6.50%
382,Ronny Mauricio,NYM,31,123,133,30,20,5,0,4,15,16,8,1,33,1,1,0,3,1,2,0.244,0.296,0.402,0.698,0.296,24.80%,6.30%
383,Esteury Ruiz,MIA,18,68,77,17,11,3,1,2,10,8,6,0,17,2,0,0,7,2,5,0.246,0.325,0.386,0.711,0.303,22.30%,8.40%
384,Dane Myers,CIN,53,210,231,51,37,8,1,6,25,27,16,0,59,3,1,0,8,2,6,0.245,0.306,0.374,0.68,0.309,25.40%,7.00%
385,Bryce Eldridge,SFG,104,402,448,94,57,19,0,18,45,58,38,3,134,3,4,1,1,1,0,0.234,0.302,0.416,0.718,0.301,29.80%,8.40%
386,Connor Wong,BOS,53,192,211,47,31,10,1,5,23,21,15,0,52,3,1,1,3,1,2,0.244,0.305,0.379,0.684,0.307,24.40%,6.90%
387,Everson Pereira,CHW,49,189,210,43,27,7,1,8,27,24,17,0,67,3,1,0,4,1,3,0.227,0.298,0.396,0.694,0.304,32.10%,8.10%
388,Alex Freeland,LAD,19,73,84,16,10,4,0,2,10,9,9,0,22,1,1,0,2,1,1,0.226,0.32,0.378,0.698,0.289,26.50%,11.10%
389,Hyeseong Kim,LAD,32,130,140,32,24,5,1,2,16,16,7,0,34,1,1,1,8,1,7,0.249,0.293,0.359,0.652,0.319,24.60%,5.10%
390,Ryan Mountcastle,BAL,36,142,154,36,23,8,0,6,17,20,9,0,38,1,2,0,1,0,1,0.256,0.304,0.432,0.736,0.309,24.80%,6.10%
391,Michael Helman,TEX,40,159,175,35,22,8,0,4,21,19,11,0,40,2,1,1,5,1,4,0.217,0.276,0.355,0.631,0.261,23.00%,6.40%
392,Carlos Santana,ARI,83,312,357,70,47,13,0,10,38,40,40,1,69,2,2,0,3,0,3,0.224,0.314,0.362,0.676,0.255,19.30%,11.10%
393,Nick Loftin,KCR,26,98,112,24,16,5,0,2,13,11,11,0,18,1,1,0,2,1,1,0.243,0.327,0.367,0.694,0.273,15.80%,10.10%
394,Leody Taveras,BAL,18,70,77,18,12,3,0,2,9,8,6,0,16,0,1,0,3,1,2,0.25,0.305,0.392,0.697,0.294,20.40%,7.20%
395,Nolan Jones,CLE,24,92,105,22,14,4,0,3,12,11,11,0,31,1,1,0,2,1,1,0.237,0.324,0.378,0.703,0.325,29.50%,10.70%
396,Alex Verdugo,,44,171,189,43,30,9,0,4,22,18,14,0,29,1,1,1,1,0,1,0.253,0.313,0.378,0.691,0.282,15.30%,7.60%
397,Keibert Ruiz,WSN,81,298,320,74,52,14,0,8,30,35,15,0,36,4,2,0,2,1,1,0.249,0.292,0.379,0.671,0.259,11.40%,4.80%
398,Daniel Susac,SFG,19,71,77,17,11,3,0,2,7,9,4,0,22,1,1,0,1,0,1,0.235,0.286,0.367,0.653,0.308,28.30%,5.60%
399,Richie Palacios,TBR,44,165,189,38,27,7,1,3,22,17,20,0,37,2,1,1,6,1,5,0.232,0.321,0.337,0.658,0.279,19.50%,10.70%
400,Troy Johnston,COL,63,248,273,65,43,13,2,7,31,33,18,0,55,5,2,0,8,2,6,0.262,0.323,0.417,0.74,0.309,20.30%,6.70%
401,Luis Urias,,26,98,112,22,15,4,0,3,12,12,11,0,21,3,1,0,1,0,1,0.229,0.32,0.36,0.68,0.261,18.90%,9.70%
402,Juan Brito,CLE,21,80,91,18,12,4,0,2,10,9,9,0,18,1,1,0,1,1,0,0.228,0.314,0.363,0.677,0.268,20.20%,10.20%
403,Leo Jimenez,TOR,18,67,77,15,10,3,0,2,9,8,6,0,17,3,1,0,1,0,1,0.229,0.319,0.352,0.671,0.279,21.60%,8.10%
404,Kristian Campbell,BOS,23,86,98,21,15,4,0,2,11,11,10,0,25,2,0,0,1,0,1,0.248,0.335,0.38,0.715,0.323,25.50%,9.90%
405,Nick Allen,HOU,29,113,126,26,20,5,0,1,12,10,10,0,25,1,1,1,3,1,2,0.233,0.297,0.313,0.611,0.285,19.70%,7.90%
406,Robert Hassell III,WSN,58,230,252,56,41,9,0,4,26,24,18,0,60,2,1,1,6,1,5,0.242,0.3,0.344,0.645,0.307,23.80%,7.20%
407,Tim Tawa,ARI,44,170,189,38,24,8,1,5,21,20,15,0,48,2,1,1,4,1,3,0.223,0.291,0.37,0.66,0.275,25.20%,8.00%
408,Nick Yorke,PIT,29,115,126,29,21,6,0,2,13,12,9,0,28,1,1,0,3,1,2,0.254,0.309,0.365,0.673,0.317,22.50%,6.90%
409,Tyler Locklear,ARI,36,137,154,33,22,7,1,4,18,19,13,0,40,3,1,0,3,1,2,0.244,0.322,0.398,0.72,0.313,26.20%,8.30%
410,Oswaldo Cabrera,NYY,37,145,161,34,24,6,0,4,19,17,13,0,33,1,1,1,2,1,1,0.236,0.303,0.37,0.673,0.276,20.20%,8.10%
411,Drew Gilbert,SFG,36,137,154,32,20,6,1,4,17,17,13,0,30,2,1,0,2,1,1,0.23,0.305,0.375,0.68,0.266,19.70%,8.30%
412,Griffin Conine,MIA,89,342,385,76,47,14,1,13,42,45,37,0,128,4,2,0,1,1,0,0.222,0.302,0.382,0.684,0.31,33.20%,9.50%
413,Dominic Keegan,TBR,16,58,64,13,8,3,0,2,7,7,5,0,18,1,1,0,0,0,0,0.225,0.291,0.361,0.651,0.294,27.90%,7.60%
414,Jacob Melton,TBR,34,134,147,30,19,6,0,4,17,16,11,0,39,1,1,0,8,2,6,0.224,0.286,0.367,0.653,0.284,26.60%,7.50%
415,Lenyn Sosa,CHW,94,382,406,96,65,16,1,14,42,51,17,0,90,3,3,1,2,1,1,0.251,0.285,0.409,0.694,0.29,22.20%,4.20%
416,Bryce Teodosio,LAA,65,256,280,56,40,10,3,4,28,25,15,0,87,5,2,2,13,3,10,0.218,0.273,0.32,0.593,0.313,31.20%,5.50%
417,Jose Iglesias,,36,142,154,36,27,7,0,2,15,14,8,0,26,2,1,1,2,1,1,0.252,0.302,0.343,0.644,0.294,16.70%,5.20%
418,Oswald Peraza,LAA,34,133,147,29,20,5,0,4,16,14,10,0,38,2,1,0,5,1,4,0.218,0.284,0.345,0.629,0.273,26.00%,7.10%
419,Blaine Crim,COL,42,163,182,42,27,9,1,6,22,22,16,1,39,2,1,0,1,1,0,0.259,0.328,0.43,0.759,0.303,21.30%,8.50%
420,Ildemaro Vargas,ARI,23,90,98,23,17,4,1,1,9,10,6,0,11,1,1,0,1,0,1,0.251,0.299,0.355,0.654,0.273,11.60%,5.70%
421,Heriberto Hernandez,MIA,81,308,350,68,42,14,1,12,40,42,36,0,107,4,2,1,3,1,2,0.223,0.309,0.392,0.701,0.295,30.50%,10.20%
422,Zach Dezenzo,HOU,31,120,133,29,19,6,0,4,16,15,10,0,40,1,1,0,2,0,2,0.241,0.305,0.397,0.701,0.322,30.10%,7.70%
423,Andrew Knizner,SEA,19,68,77,15,11,3,0,1,8,7,6,0,16,2,1,0,0,0,0,0.219,0.295,0.32,0.615,0.267,21.30%,7.50%
424,Nathaniel Lowe,CIN,26,99,112,25,17,4,0,3,12,14,12,0,26,1,1,0,0,0,0,0.255,0.336,0.408,0.744,0.311,23.30%,10.50%
425,Luis Matos,SFG,18,71,77,18,11,4,0,2,9,10,5,0,10,1,1,0,1,0,1,0.249,0.299,0.408,0.708,0.259,13.30%,5.90%
426,Tommy Pham,,62,237,266,58,40,11,1,6,30,26,25,1,61,1,2,0,4,1,3,0.242,0.315,0.37,0.685,0.299,22.90%,9.20%
427,Walker Jenkins,MIN,19,74,84,18,12,4,0,2,9,9,8,0,19,1,1,0,2,0,2,0.239,0.321,0.364,0.685,0.296,22.10%,9.60%
428,Myles Straw,TOR,42,164,182,38,29,7,1,2,20,15,14,0,35,1,1,2,6,1,5,0.234,0.295,0.318,0.613,0.285,19.20%,7.70%
429,Jorge Mateo,ATL,24,97,105,22,14,5,1,2,12,10,6,0,28,1,1,1,8,2,6,0.224,0.269,0.357,0.625,0.287,26.30%,5.40%
430,Derek Hill,CHW,19,77,84,18,12,3,0,2,10,9,5,0,24,1,1,1,3,1,2,0.235,0.29,0.367,0.658,0.311,28.30%,6.20%
431,Bryce Johnson,SDP,34,130,147,30,22,5,1,2,16,13,12,0,40,2,1,2,5,1,4,0.23,0.307,0.327,0.634,0.315,27.10%,8.40%
432,Emmanuel Rodriguez,MIN,11,41,49,9,6,2,0,1,6,5,7,0,17,0,0,0,1,0,1,0.217,0.34,0.36,0.7,0.334,34.30%,14.80%
433,Bryan Torres,STL,16,60,70,16,13,3,0,1,8,6,8,0,12,0,1,1,2,1,1,0.27,0.353,0.352,0.706,0.323,17.10%,11.20%
434,Eric Wagaman,MIN,26,103,112,27,17,6,0,3,12,12,7,0,22,1,1,0,1,0,1,0.258,0.308,0.403,0.712,0.301,19.60%,6.60%
435,Alejandro Osuna,TEX,16,61,70,15,10,3,0,1,8,7,6,0,15,1,0,0,2,1,1,0.246,0.328,0.372,0.7,0.301,21.40%,9.20%
436,Ryan Bliss,SEA,13,50,56,11,7,2,0,1,6,6,5,0,15,1,0,0,3,1,2,0.216,0.288,0.343,0.631,0.281,26.60%,8.20%
437,Mike Tauchman,NYM,16,60,70,14,10,3,0,2,9,6,8,0,16,1,0,0,1,0,1,0.233,0.332,0.362,0.693,0.292,23.50%,12.00%
438,Alex Jackson,MIN,8,29,32,6,3,2,0,1,4,4,2,0,10,0,0,0,0,0,0,0.208,0.273,0.385,0.657,0.272,31.40%,7.00%
439,Curtis Mead,CHW,11,44,49,11,7,2,0,1,5,5,3,0,10,1,0,0,1,0,1,0.246,0.312,0.378,0.69,0.295,20.90%,6.80%
440,Endy Rodriguez,PIT,13,48,54,12,7,3,0,1,6,6,4,0,11,0,0,0,0,0,0,0.242,0.31,0.386,0.696,0.29,20.80%,8.40%
441,Tom Murphy,,19,69,77,16,10,3,0,2,8,8,7,0,22,0,1,0,0,0,0,0.233,0.301,0.394,0.696,0.302,28.70%,8.70%
442,Chas McCormick,CHC,19,74,84,17,12,3,0,2,10,9,7,0,23,1,1,1,3,1,2,0.228,0.306,0.364,0.671,0.292,26.90%,8.70%
443,Abimelec Ortiz,WSN,52,202,224,46,29,9,1,8,26,26,18,0,58,2,2,0,1,1,0,0.229,0.297,0.398,0.695,0.279,25.90%,8.00%
444,Jesus Rodriguez,SFG,6,23,26,6,5,1,0,0,3,2,2,0,4,0,0,0,1,0,1,0.267,0.333,0.365,0.698,0.311,16.20%,8.20%
445,Anthony Santander,TOR,13,50,56,11,6,2,0,3,7,8,5,0,13,1,0,0,0,0,0,0.228,0.308,0.442,0.75,0.249,22.80%,9.40%
446,Christian Koss,SFG,11,45,49,11,8,2,0,1,6,5,2,0,11,1,0,0,1,0,1,0.249,0.294,0.366,0.659,0.31,23.00%,4.70%
447,Jonah Heim,ATL,11,41,45,9,6,2,0,1,4,5,3,0,9,0,0,0,0,0,0,0.225,0.285,0.356,0.641,0.258,19.70%,7.30%
448,Jerar Encarnacion,SFG,24,95,105,23,15,4,0,4,12,14,8,0,33,1,1,0,1,0,1,0.237,0.301,0.401,0.702,0.318,31.60%,7.80%
449,Jorge Barrosa,ARI,31,119,133,27,18,6,1,2,14,12,11,0,30,1,1,1,2,1,1,0.227,0.297,0.338,0.635,0.287,22.90%,8.60%
450,Aidan Miller,PHI,10,37,42,8,5,2,0,1,5,4,4,0,11,1,0,0,2,1,1,0.224,0.312,0.35,0.662,0.298,26.90%,10.00%
451,Eli White,ATL,15,58,63,14,10,2,0,2,8,7,4,0,17,1,0,0,2,0,2,0.236,0.294,0.371,0.665,0.307,27.50%,6.50%
452,Nick Castellanos,SDP,84,338,364,84,55,16,1,11,40,45,20,1,87,3,3,0,3,1,2,0.249,0.296,0.407,0.703,0.301,23.80%,5.60%
453,Mitch Garver,SEA,11,39,45,8,5,1,0,2,5,5,5,0,13,1,0,0,0,0,0,0.201,0.297,0.36,0.657,0.253,28.70%,11.00%
454,Andrew McCutchen,,83,310,357,72,49,13,0,9,39,35,41,2,84,3,2,1,2,1,1,0.232,0.326,0.368,0.694,0.286,23.70%,11.60%
455,Adael Amador,COL,15,55,63,14,10,2,0,1,7,7,6,0,10,1,0,0,2,1,1,0.25,0.332,0.377,0.708,0.286,16.70%,9.90%
456,Enrique Hernandez,LAD,45,179,196,40,26,8,0,6,22,23,14,0,46,1,2,1,1,0,1,0.225,0.281,0.369,0.65,0.267,23.30%,7.10%
457,Gabriel Gonzalez,MIN,10,38,42,10,7,2,0,1,4,5,3,0,8,1,0,0,0,0,0,0.266,0.322,0.401,0.724,0.309,17.90%,6.40%
458,Will Brennan,SFG,18,72,77,19,14,4,0,1,8,8,4,0,11,1,0,0,1,1,0,0.266,0.309,0.375,0.684,0.297,14.20%,5.20%
