#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,WHIP,K%,BB%,QS
102,Bryce Miller,SEA,9,9,4.32,25,25,0,0,,144.1,603,131,74,69,23,44,0,4,120,7.47,2.72,1.21,19.9%,7.2%,11
103,Michael Wacha,KCR,9,11,4.82,28,28,0,0,,165.2,713,170,95,89,26,51,1,5,116,6.31,2.77,1.34,16.3%,7.2%,13
104,Eduardo Rodriguez,ARI,8,10,4.78,27,24,0,1,,132.1,575,136,75,70,18,49,1,4,116,7.92,3.32,1.40,20.2%,8.5%,8
105,Gerrit Cole,NYY,7,6,4.05,18,18,0,0,,109.1,453,96,52,49,17,32,0,4,107,8.81,2.61,1.17,23.6%,7.0%,9
106,Spencer Schwellenbach,ATL,5,4,3.60,12,12,0,0,,68.2,280,63,29,27,8,14,0,2,71,9.28,1.88,1.12,25.3%,5.1%,5
107,Brayan Bello,BOS,10,10,4.36,28,28,0,0,,160.1,691,159,84,78,19,59,0,9,120,6.77,3.30,1.36,17.4%,8.5%,12
108,Yusei Kikuchi,LAA,9,12,4.75,29,29,0,0,,169.2,731,170,96,90,29,59,1,4,157,8.33,3.13,1.35,21.5%,8.1%,13
109,Taj Bradley,MIN,7,10,4.43,31,23,0,1,,135.0,578,128,71,66,19,50,1,4,118,7.87,3.34,1.32,20.4%,8.7%,5
110,Justin Steele,CHC,5,4,3.62,13,13,0,0,,72.0,297,64,31,29,8,19,0,3,69,8.59,2.43,1.16,23.2%,6.6%,5
111,Simeon Woods Richardson,MIN,8,10,4.65,29,25,0,1,,134.0,576,128,74,69,19,51,1,3,115,7.73,3.41,1.33,20.0%,8.8%,7
112,Bailey Ober,MIN,8,11,4.77,28,28,0,0,,159.2,679,157,90,85,29,45,0,6,130,7.31,2.51,1.26,19.1%,6.6%,12
113,Adrian Houser,SFG,8,9,4.62,25,25,0,0,,142.0,617,150,78,73,17,50,0,5,101,6.41,3.20,1.41,16.4%,8.2%,11
114,Kodai Senga,NYM,7,8,4.23,29,21,0,1,,120.0,516,104,60,56,15,57,1,4,122,9.19,4.31,1.35,23.7%,11.1%,4
115,Tyler Mahle,SFG,8,8,4.35,23,23,0,0,,130.2,551,123,68,63,20,42,0,2,107,7.34,2.87,1.26,19.3%,7.5%,10
116,Roki Sasaki,LAD,7,6,4.22,33,18,0,1,,114.0,486,104,57,53,14,42,1,6,107,8.45,3.33,1.29,22.0%,8.7%,3
117,Mike Burrows,HOU,7,9,4.48,29,23,0,1,,126.1,537,118,67,63,20,44,1,4,123,8.75,3.12,1.28,22.8%,8.1%,5
118,Jacob Lopez,ATH,7,9,4.70,23,23,0,0,,128.0,551,117,72,67,23,48,0,8,140,9.85,3.39,1.29,25.4%,8.7%,9
119,Brady Singer,CIN,9,12,4.97,29,29,0,0,,168.0,729,170,99,93,28,58,0,10,151,8.09,3.09,1.35,20.7%,7.9%,13
120,Zack Littell,,9,11,4.63,25,24,0,0,,139.0,587,142,76,72,24,32,1,4,99,6.44,2.04,1.25,16.9%,5.4%,10
121,Slade Cecconi,CLE,8,11,4.72,26,26,0,0,,150.1,641,152,84,79,25,41,1,6,121,7.23,2.48,1.28,18.9%,6.5%,12
122,Shane Bieber,TOR,7,5,3.90,17,17,0,1,,101.2,419,88,47,44,15,29,0,4,93,8.24,2.59,1.15,22.2%,7.0%,8
123,Kyle Leahy,STL,5,8,4.45,40,16,0,1,,117.0,503,117,62,58,14,41,1,3,97,7.45,3.15,1.35,19.2%,8.1%,1
124,Richard Fitts,STL,5,7,4.20,30,17,0,1,,101.0,426,95,50,47,13,31,1,3,85,7.58,2.78,1.25,20.0%,7.3%,2
125,Luis Morales,ATH,6,8,4.56,26,20,0,1,,113.0,486,106,61,57,17,43,1,6,108,8.64,3.40,1.31,22.3%,8.8%,5
126,Andrew Painter,PHI,5,6,4.29,24,17,0,0,,93.2,395,90,48,45,13,27,1,3,85,8.22,2.60,1.25,21.6%,6.8%,2
127,Sean Burke,CHW,8,10,4.60,26,26,0,0,,142.0,608,128,78,73,23,58,0,5,131,8.32,3.70,1.31,21.6%,9.6%,10
128,Jared Jones,PIT,5,5,4.11,14,14,0,1,,76.1,321,71,37,35,10,23,0,3,77,9.07,2.72,1.23,23.9%,7.2%,5
129,Cristian Javier,HOU,8,9,4.62,25,25,0,0,,138.0,589,118,75,71,22,59,0,6,119,7.75,3.88,1.29,20.2%,10.1%,10
130,Justin Verlander,DET,7,9,4.71,23,23,0,0,,129.2,556,122,73,68,21,46,0,6,104,7.19,3.22,1.30,18.6%,8.3%,10
131,Andre Pallante,STL,8,11,4.61,26,25,0,0,,135.0,586,140,74,69,13,52,0,5,85,5.67,3.49,1.42,14.5%,8.9%,9
132,Dean Kremer,BAL,7,9,4.52,33,22,0,1,,134.0,572,130,72,67,21,45,1,3,110,7.37,2.99,1.30,19.2%,7.8%,4
133,Hunter Barco,PIT,3,5,4.01,27,11,0,1,,76.1,325,70,36,34,8,28,1,4,77,9.07,3.25,1.27,23.7%,8.5%,1
134,Zach Eflin,BAL,8,10,4.70,29,24,0,1,,140.2,595,149,79,73,24,30,1,4,100,6.40,1.94,1.27,16.8%,5.1%,8
135,Hunter Dobbins,STL,4,6,4.35,26,14,0,1,,90.1,388,90,47,44,10,31,1,4,71,7.07,3.07,1.34,18.3%,7.9%,2
136,Robert Gasser,MIL,4,4,3.82,33,10,0,1,,76.0,318,67,35,32,9,24,1,4,74,8.73,2.82,1.19,23.1%,7.5%,0
137,Mick Abel,MIN,5,7,4.37,34,16,0,1,,102.1,442,91,53,50,14,45,2,4,103,9.02,3.98,1.34,23.2%,10.2%,1
138,Bryce Elder,ATL,6,7,4.59,25,18,0,1,,108.1,467,110,59,55,14,37,1,4,88,7.31,3.03,1.36,18.9%,7.8%,4
139,Patrick Corbin,,7,10,5.03,22,22,0,0,,116.0,506,122,70,65,17,41,0,4,103,7.97,3.19,1.41,20.3%,8.1%,8
140,Lucas Giolito,,8,10,4.81,23,23,0,0,,125.2,542,120,72,67,21,50,1,3,109,7.83,3.59,1.35,20.1%,9.2%,9
141,Jose Berrios,TOR,5,7,4.48,35,17,0,1,,119.1,511,116,63,59,17,40,2,7,99,7.44,3.01,1.31,19.3%,7.8%,1
142,Michael Soroka,ARI,4,5,4.28,40,12,1,1,,94.2,405,85,48,45,12,36,2,6,97,9.17,3.46,1.28,23.8%,9.0%,1
143,Kumar Rocker,TEX,5,7,4.36,29,16,0,1,,96.0,407,91,50,46,12,31,1,4,80,7.51,2.92,1.28,19.7%,7.6%,2
144,Steven Matz,TBR,5,9,5.09,34,19,0,1,,123.0,535,137,75,70,20,33,2,5,99,7.23,2.44,1.38,18.5%,6.2%,3
145,Jacob Latz,TEX,4,6,4.22,41,12,0,1,,101.0,428,86,51,47,14,43,2,2,96,8.59,3.84,1.28,22.5%,10.1%,1
146,Luis Severino,ATH,9,12,5.16,29,29,0,0,,174.2,764,180,107,100,30,59,1,14,135,6.98,3.02,1.37,17.7%,7.7%,15
147,Kyle Harrison,MIL,3,4,4.19,24,10,0,1,,67.1,287,61,34,31,9,24,1,4,73,9.71,3.17,1.26,25.3%,8.3%,1
148,Brandon Sproat,MIL,4,5,3.95,23,11,0,1,,71.1,302,63,33,31,8,27,1,4,63,7.93,3.40,1.26,20.8%,8.9%,1
149,Brad Lord,WSN,5,11,4.99,31,22,1,1,,129.2,566,136,77,72,20,46,1,5,104,7.21,3.18,1.40,18.3%,8.1%,4
150,Connelly Early,BOS,3,3,3.47,23,7,0,1,,54.0,226,45,22,21,5,20,1,3,58,9.59,3.29,1.21,25.5%,8.8%,0
151,Max Scherzer,TOR,6,7,4.69,17,17,0,1,,89.1,379,84,49,46,16,28,0,4,81,8.20,2.83,1.26,21.4%,7.4%,6
152,Cody Bradford,TEX,3,3,3.83,25,7,0,1,,61.0,252,55,28,26,8,15,1,2,55,8.13,2.18,1.14,21.9%,5.9%,0
153,David Festa,MIN,3,5,4.37,26,10,0,1,,69.0,295,64,36,33,9,25,1,3,69,9.03,3.30,1.30,23.4%,8.6%,1
154,Nick Martinez,TBR,6,10,5.11,37,22,0,1,,139.1,604,151,85,79,22,39,1,7,98,6.31,2.50,1.36,16.2%,6.4%,3
155,Griffin Canning,SDP,5,7,4.53,25,17,0,1,,100.2,433,96,54,51,15,39,1,3,91,8.10,3.49,1.34,20.9%,9.0%,2
156,J.T. Ginn,ATH,3,4,3.92,26,8,0,1,,63.1,268,59,30,28,7,21,1,4,63,8.98,3.03,1.27,23.6%,7.9%,0
157,Janson Junk,MIA,3,5,4.42,37,10,0,1,,85.0,362,86,45,42,11,22,2,2,63,6.64,2.37,1.28,17.4%,6.2%,1
158,Seth Lugo,KCR,8,10,5.00,26,26,0,0,,156.0,678,159,93,87,26,55,1,7,122,7.02,3.16,1.37,17.9%,8.1%,13
159,Lance McCullers Jr.,HOU,5,7,4.59,23,16,0,1,,88.0,384,82,48,45,11,40,1,6,83,8.49,4.12,1.39,21.6%,10.5%,2
160,Andrew Alvarez,WSN,3,6,4.14,27,12,0,1,,78.2,339,77,39,36,8,30,1,3,61,6.95,3.43,1.35,18.0%,8.9%,1
161,Patrick Sandoval,BOS,3,4,3.96,29,9,0,1,,70.1,303,65,33,31,7,32,2,3,64,8.19,4.04,1.37,21.1%,10.4%,0
162,Johan Oviedo,BOS,5,7,4.44,38,15,0,1,,102.0,442,90,54,50,14,47,2,6,98,8.65,4.19,1.35,22.2%,10.7%,1
163,Ian Seymour,TBR,4,6,4.49,32,13,0,1,,92.2,394,86,50,46,15,29,2,6,89,8.69,2.83,1.24,22.7%,7.4%,1
164,Ryan Weiss,HOU,3,4,4.31,30,9,0,0,,72.2,312,65,37,35,10,29,1,4,81,9.98,3.58,1.29,25.9%,9.3%,1
165,Chris Paddack,MIA,5,9,4.94,28,19,0,1,,112.2,484,119,66,62,19,32,1,3,81,6.50,2.56,1.34,16.8%,6.6%,3
166,Aaron Civale,ATH,6,9,5.15,22,22,0,0,,120.2,525,125,74,69,22,41,0,6,102,7.62,3.07,1.38,19.4%,7.8%,9
167,Trevor McDonald,SFG,3,4,4.05,19,8,0,1,,57.2,247,56,28,26,6,20,1,3,52,8.09,3.04,1.31,21.0%,7.9%,0
168,Jose Urquidy,PIT,4,6,4.80,25,14,0,1,,86.1,371,87,49,46,13,28,1,3,65,6.73,2.88,1.32,17.4%,7.4%,2
169,Joe Boyle,TBR,3,5,4.52,19,12,0,1,,68.1,299,60,37,34,9,37,1,3,75,9.92,4.84,1.41,25.2%,12.3%,2
