#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,WHIP,K%,BB%,QS
102,Cam Schlittler,NYY,8,8,4.02,23,23,0,0,,126.1,540,117,61,56,16,48,0,6,121,8.61,3.44,1.31,22.4%,9.0%,11
103,Jack Leiter,TEX,9,10,4.52,28,28,0,0,,149.2,649,142,80,75,22,64,0,6,145,8.69,3.82,1.37,22.3%,9.8%,11
104,Jacob Lopez,ATH,8,8,4.35,24,24,0,0,,133.0,573,123,69,64,20,54,0,7,133,9.01,3.67,1.34,23.2%,9.5%,10
105,Anthony Kay,CHW,7,9,4.23,23,23,0,0,,129.1,561,134,66,61,15,49,0,5,101,7.01,3.42,1.42,17.9%,8.8%,10
106,Noah Cameron,KCR,9,9,4.30,26,26,0,0,,148.1,637,151,77,71,20,50,1,6,122,7.40,3.02,1.35,19.2%,7.8%,12
107,Ryne Nelson,ARI,10,10,4.31,38,28,0,1,,163.2,698,169,84,79,22,47,1,6,136,7.49,2.56,1.32,19.5%,6.7%,12
108,Spencer Schwellenbach,ATL,6,4,3.66,15,15,0,0,,86.2,358,83,38,35,10,20,0,3,84,8.79,2.07,1.19,23.6%,5.6%,8
109,Eduardo Rodriguez,ARI,8,8,4.28,31,23,0,1,,133.2,573,134,68,63,18,46,1,4,119,8.00,3.13,1.35,20.7%,8.1%,10
110,Kyle Freeland,COL,8,12,5.15,29,29,0,0,,167.2,736,197,102,96,28,44,1,6,125,6.70,2.38,1.44,17.0%,6.0%,11
111,Zach Eflin,BAL,9,9,4.30,36,24,0,1,,148.2,627,160,77,71,23,28,1,5,117,7.08,1.69,1.26,18.7%,4.5%,11
112,Jacob Misiorowski,MIL,8,9,4.10,32,24,0,1,,139.1,600,121,68,63,18,66,1,8,152,9.81,4.27,1.34,25.3%,11.0%,10
113,Dustin May,STL,8,10,4.20,38,24,0,1,,152.2,659,148,77,71,19,57,2,9,141,8.30,3.33,1.34,21.4%,8.6%,11
114,Will Warren,NYY,8,8,4.01,45,21,0,1,,136.0,583,129,66,61,18,47,1,5,133,8.79,3.13,1.30,22.8%,8.1%,9
115,Kodai Senga,NYM,8,7,3.89,35,19,0,1,,123.1,529,112,58,53,15,52,1,5,125,9.10,3.81,1.33,23.6%,9.9%,9
116,Ryan Weathers,NYY,8,7,3.82,41,19,0,1,,128.1,543,119,59,54,17,43,1,5,127,8.90,3.04,1.26,23.4%,8.0%,9
117,Joey Cantillo,CLE,8,9,3.94,54,21,0,1,,148.2,636,134,71,65,19,65,1,5,152,9.18,3.91,1.34,23.9%,10.2%,9
118,Tyler Mahle,SFG,8,9,4.17,26,26,0,0,,148.0,631,148,74,68,20,44,0,4,126,7.68,2.70,1.30,20.0%,7.0%,12
119,Bryce Miller,SEA,9,9,4.20,26,26,0,0,,143.1,609,139,72,67,22,43,0,5,127,8.00,2.71,1.27,20.9%,7.1%,11
120,Johan Oviedo,BOS,7,7,4.23,55,15,0,1,,120.0,516,114,61,56,15,49,2,6,118,8.82,3.65,1.35,22.8%,9.4%,6
121,Simeon Woods Richardson,MIN,8,9,4.59,32,24,0,1,,139.0,603,139,76,71,21,53,1,5,125,8.06,3.43,1.38,20.6%,8.8%,9
122,Logan Henderson,MIL,6,7,4.14,38,16,0,1,,113.1,477,105,56,52,18,34,1,4,112,8.92,2.71,1.23,23.5%,7.2%,7
123,Nick Martinez,TBR,8,9,4.39,47,21,0,1,,144.1,618,150,76,70,21,39,1,6,114,7.08,2.45,1.32,18.4%,6.4%,9
124,Parker Messick,CLE,7,8,4.07,23,23,0,0,,129.0,553,126,63,58,16,44,0,6,115,8.00,3.10,1.32,20.8%,8.0%,11
125,Michael McGreevy,STL,8,9,4.04,33,23,0,1,,139.1,590,149,68,63,16,34,1,5,95,6.12,2.20,1.31,16.0%,5.8%,11
126,Davis Martin,CHW,8,11,4.64,28,28,0,0,,159.0,693,167,88,82,24,56,1,7,124,7.01,3.17,1.40,17.9%,8.1%,12
127,Andre Pallante,STL,8,9,4.20,24,24,0,0,,138.2,603,148,71,65,13,54,0,5,97,6.27,3.49,1.45,16.0%,8.9%,11
128,Justin Steele,CHC,5,5,3.63,15,15,0,0,,83.0,344,78,37,33,10,23,0,3,79,8.54,2.54,1.22,22.9%,6.8%,8
129,Chad Patrick,MIL,8,10,4.47,26,26,0,0,,144.2,620,141,77,72,24,47,1,6,131,8.13,2.94,1.30,21.1%,7.6%,11
130,Matthew Liberatore,STL,9,10,4.33,28,28,0,0,,157.1,678,160,82,76,21,52,1,6,130,7.42,3.00,1.35,19.1%,7.7%,12
131,Jose Berrios,TOR,8,9,4.28,51,19,0,1,,142.2,613,144,73,68,21,42,2,7,125,7.89,2.63,1.30,20.4%,6.8%,8
132,Aaron Civale,ATH,8,9,4.70,24,24,0,0,,133.2,581,138,75,70,22,42,1,6,115,7.76,2.85,1.35,19.8%,7.3%,9
133,Kumar Rocker,TEX,7,7,4.15,42,16,0,1,,113.0,480,112,56,52,14,35,1,4,101,8.06,2.83,1.31,21.1%,7.4%,6
134,Cade Horton,CHC,8,9,4.34,24,24,0,0,,134.0,575,132,69,65,19,45,0,6,117,7.88,3.05,1.33,20.4%,7.9%,10
135,Brad Lord,WSN,8,10,4.32,37,24,0,1,,148.0,638,152,77,71,19,53,1,7,114,6.90,3.21,1.38,17.8%,8.3%,10
136,Lance McCullers Jr.,HOU,7,7,4.37,33,19,0,1,,116.1,507,113,61,57,15,52,1,6,109,8.43,4.03,1.41,21.5%,10.3%,7
137,Miles Mikolas,WSN,7,10,4.68,26,26,0,0,,147.1,631,163,82,77,24,33,0,5,100,6.11,2.03,1.33,15.9%,5.3%,11
138,Grant Holmes,ATL,7,7,4.22,35,19,0,1,,124.0,534,121,63,58,16,47,1,5,122,8.82,3.42,1.35,22.8%,8.8%,8
139,Slade Cecconi,CLE,8,11,4.52,28,28,0,0,,157.1,673,164,85,79,26,42,1,6,132,7.54,2.39,1.31,19.6%,6.2%,12
140,Robby Snelling,MIA,5,6,4.03,16,16,0,0,,92.1,396,92,45,41,11,33,0,3,76,7.45,3.20,1.35,19.3%,8.3%,8
141,Landen Roupp,SFG,8,8,4.09,33,23,0,1,,132.0,571,128,65,60,15,52,1,5,122,8.33,3.54,1.37,21.4%,9.1%,9
142,Chris Paddack,MIA,7,9,4.55,41,21,0,1,,135.0,575,143,73,68,22,34,1,4,105,7.00,2.27,1.31,18.3%,5.9%,8
143,Dean Kremer,BAL,8,9,4.47,42,21,0,1,,139.0,596,143,74,69,22,42,1,4,120,7.77,2.70,1.33,20.2%,7.0%,9
144,Michael Lorenzen,COL,7,11,5.27,26,26,0,0,,149.0,662,167,93,87,25,55,0,6,121,7.31,3.33,1.49,18.3%,8.3%,9
145,Adrian Houser,SFG,8,10,4.33,26,26,0,0,,147.1,642,158,77,71,17,49,0,7,107,6.54,2.99,1.40,16.7%,7.6%,12
146,Patrick Sandoval,BOS,5,5,3.80,40,10,0,1,,83.2,356,79,39,35,9,32,1,3,80,8.63,3.41,1.33,22.6%,8.9%,4
147,Lucas Giolito,,8,10,4.69,24,24,0,0,,142.1,619,143,79,74,23,55,1,5,127,8.01,3.46,1.39,20.5%,8.8%,11
148,Jose Quintana,COL,7,11,5.39,26,26,0,0,,147.2,668,175,95,88,23,57,0,6,104,6.32,3.46,1.57,15.6%,8.5%,9
149,Bryce Elder,ATL,7,8,4.50,27,21,0,1,,124.0,540,133,67,62,16,41,1,5,101,7.33,3.01,1.41,18.7%,7.7%,9
150,David Festa,MIN,4,4,4.02,28,10,0,1,,70.2,300,66,34,32,9,24,1,3,71,9.09,3.10,1.28,23.8%,8.1%,4
151,Luis Morales,ATH,7,8,4.61,33,19,0,1,,123.0,533,122,68,63,18,50,1,5,107,7.80,3.66,1.40,20.0%,9.4%,8
152,Michael Soroka,ARI,6,6,4.04,52,11,2,1,,102.1,436,96,49,46,12,36,1,7,104,9.16,3.16,1.29,23.9%,8.2%,5
153,Hunter Barco,PIT,5,6,4.11,41,11,0,1,,94.2,411,92,47,43,11,39,1,5,85,8.05,3.70,1.38,20.6%,9.5%,5
154,Sean Burke,CHW,7,10,4.82,26,26,0,0,,142.0,623,140,81,76,23,64,0,6,128,8.09,4.03,1.43,20.5%,10.2%,9
155,Logan Allen,CLE,7,8,4.47,29,21,0,1,,123.0,537,127,66,61,18,48,1,5,100,7.30,3.50,1.42,18.6%,8.9%,8
156,Cristian Javier,HOU,8,11,4.95,28,28,0,0,,157.1,687,154,91,87,29,64,0,6,144,8.25,3.67,1.39,21.0%,9.4%,11
157,Ian Seymour,TBR,5,6,4.00,41,11,0,1,,94.0,397,88,45,42,14,28,1,5,90,8.63,2.71,1.24,22.7%,7.1%,5
158,Robert Gasser,MIL,5,5,4.14,37,11,0,1,,89.0,380,86,44,41,13,28,1,5,80,8.09,2.80,1.27,21.1%,7.3%,5
159,Patrick Corbin,,6,7,4.55,19,19,0,0,,108.0,466,114,59,55,16,35,1,3,85,7.11,2.89,1.38,18.3%,7.4%,8
160,Kyle Harrison,MIL,5,6,4.18,31,15,0,1,,95.2,409,88,48,44,14,37,1,4,97,9.16,3.51,1.31,23.8%,9.1%,6
161,Andrew Alvarez,WSN,5,6,4.18,35,13,0,1,,94.1,408,97,48,44,10,37,1,4,67,6.42,3.51,1.42,16.5%,9.0%,6
162,Joe Boyle,TBR,4,4,4.00,21,11,0,1,,70.1,304,60,34,31,8,37,1,4,78,9.96,4.78,1.38,25.6%,12.3%,5
163,Tomoyuki Sugano,COL,5,9,5.47,21,21,0,0,,115.2,511,144,75,70,21,27,1,5,73,5.65,2.13,1.48,14.2%,5.4%,6
164,Max Scherzer,TOR,4,4,4.15,28,10,0,1,,71.0,298,66,35,33,12,19,0,3,72,9.11,2.34,1.19,24.1%,6.2%,4
165,Ryan Feltner,COL,5,8,5.13,34,16,0,1,,107.1,474,118,65,61,16,41,1,4,89,7.49,3.45,1.48,18.9%,8.7%,5
166,Rhett Lowder,CIN,5,6,4.49,35,13,0,1,,95.1,411,99,51,48,14,32,1,4,77,7.28,2.98,1.37,18.7%,7.7%,5
167,Connelly Early,BOS,3,3,3.55,27,5,0,1,,49.1,208,45,21,19,5,18,1,3,51,9.28,3.24,1.26,24.5%,8.6%,2
168,German Marquez,SDP,7,9,4.75,24,24,0,1,,130.0,563,137,73,69,21,43,1,5,100,6.92,3.00,1.39,17.8%,7.7%,8
169,Luis Gil,NYY,6,6,4.20,51,11,0,1,,102.1,442,91,51,48,15,46,1,4,107,9.43,4.08,1.34,24.3%,10.5%,5
170,J.T. Ginn,ATH,3,3,3.88,30,6,0,1,,59.0,250,57,28,25,7,19,1,3,55,8.40,2.96,1.29,22.0%,7.7%,3
